year,commodity_code,commodity,reexports,X,pct,pct_cum,reexports_text,pct_text,prop_reexport,prop_reexport_text
2023,710812,"Metals; gold, non-monetary, unwrought (but not powder)",1711943672.73,1726437745.5300002,0.41319594257028736,0.41319594257028736,1 711.9,41.3%,0.9916046362879128,99.2%
2024,710812,"Metals; gold, non-monetary, unwrought (but not powder)",1114214753.08,1114214753.08,0.7029660571370575,0.7029660571370575,1 114.2,70.3%,1,100.0%
2023,851713,Telephone sets; smartphones for cellular or other wireless networks,465634940.22999996,474560111.94,0.11238598038402778,0.5255819229543152,465.6,11.2%,0.9811927477985581,98.1%
2023,710239,"Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",295818431.48,381538206.15,0.07139894704019288,0.5969808699945081,295.8,7.1%,0.7753310853584617,77.5%
2022,710239,"Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",274114248.55,306944304.12,0.1862521150661638,0.1862521150661638,274.1,18.6%,0.8930423039967372,89.3%
2022,851713,Telephone sets; smartphones for cellular or other wireless networks,230009346.85999998,230829178.32999998,0.15628420472220614,0.34253631978836996,230.0,15.6%,0.9964483195931672,99.6%
2022,710812,"Metals; gold, non-monetary, unwrought (but not powder)",195561603.48,264973502.1,0.13287803339867812,0.47541435318704806,195.6,13.3%,0.7380421133815704,73.8%
2023,852872,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; incorporating a colour video display or screen",171547488.78,187275739.76,0.0414048239151366,0.6383856939096446,171.5,4.1%,0.9160155447782171,91.6%
2023,870323,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 1500 but not over 3000cc",154517131.25,154517131.25,0.03729436470785685,0.6756800586175015,154.5,3.7%,1,100.0%
2024,851713,Telephone sets; smartphones for cellular or other wireless networks,146729141.23,146729141.23,0.09257246468190837,0.7955385218189659,146.7,9.3%,1,100.0%
2023,710231,"Diamonds; non-industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set",129714828.82000001,129714828.82000001,0.03130806335126223,0.7069881219687637,129.7,3.1%,1,100.0%
2022,870323,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 1500 but not over 3000cc",120821518.58999999,120821518.58999999,0.08209446791595222,0.5575088211030003,120.8,8.2%,1,100.0%
2023,870324,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 3000cc",108409509.88,108409509.88,0.02616579641724827,0.733153918386012,108.4,2.6%,1,100.0%
2023,711021,NA,103174383.28,112242606.04,0.02490224253728195,0.7580561609232939,103.2,2.5%,0.9192087293770749,91.9%
2023,711319,"Jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof",100760899.34,482182608.95,0.024319722336791784,0.7823758832600857,100.8,2.4%,0.20896833993954442,20.9%
2014,710239,"Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",85164494.55,85164494.55,0.5179783209272548,0.5179783209272548,85.2,51.8%,1,100.0%
2016,710239,"Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",84049950.27,84049950.27,0.673770775169195,0.673770775169195,84.0,67.4%,1,100.0%
2023,847130,"Automatic data processing machines; portable, weighing not more than 10kg, consisting of at least a central processing unit, a keyboard and a display",82861417.55,82861417.55,0.019999490679902913,0.8023753739399886,82.9,2.0%,1,100.0%
2023,711011,"Metals; platinum, unwrought or in powder form",76958252.14,79685452.41,0.018574698477573277,0.8209500724175619,77.0,1.9%,0.9657754309284972,96.6%
2021,710239,"Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",72655034.87,78472856.21,0.4355610221920987,0.4355610221920987,72.7,43.6%,0.925861990744532,92.6%
2022,870324,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 3000cc",70608851.21,70608851.21,0.047976520556010906,0.6054853416590111,70.6,4.8%,1,100.0%
2024,710231,"Diamonds; non-industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set",64950488.440000005,64950488.440000005,0.04097772771504007,0.8365162495340059,65.0,4.1%,1,100.0%
2013,710239,"Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",64641401.870000005,64641401.870000005,0.42499640829938456,0.42499640829938456,64.6,42.5%,1,100.0%
2012,710239,"Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",59151750.58,59553399.93,0.550361888626058,0.550361888626058,59.2,55.0%,0.9932556436664891,99.3%
2015,710239,"Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",56474196.11,57604261.02,0.6477207093676641,0.6477207093676641,56.5,64.8%,0.9803822687768246,98.0%
2011,710239,"Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",55654439.24,59640292.4,0.3894961850264283,0.3894961850264283,55.7,38.9%,0.9331684503947872,93.3%
2022,847130,"Automatic data processing machines; portable, weighing not more than 10kg, consisting of at least a central processing unit, a keyboard and a display",51813350.03,51813350.03,0.03520556148685829,0.6406909031458695,51.8,3.5%,1,100.0%
2020,710239,"Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",51240041.92,58417804.03,0.37621843595159177,0.37621843595159177,51.2,37.6%,0.8771305729617307,87.7%
2023,852852,Monitors; other than cathode-ray tube; capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,47942572.75,48785226.55,0.01157145346090199,0.8325215258784638,47.9,1.2%,0.9827272750463429,98.3%
2014,710813,"Metals; gold, semi-manufactured",43464678.15,81864027.28,0.2643561865392477,0.7823345074665025,43.5,26.4%,0.5309374531665478,53.1%
2024,711319,"Jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof",43291810.35,269565593.71,0.027313112794405542,0.8638293623284115,43.3,2.7%,0.1605984270996155,16.1%
2011,710231,"Diamonds; non-industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set",40207420.19,40207420.19,0.2813906129972102,0.6708867980236385,40.2,28.1%,1,100.0%
2023,710691,"Metals; silver, unwrought, (but not powder)",38905721.47,41874716,0.009390312607971593,0.8419118384864355,38.9,0.9%,0.9290981572269051,92.9%
2022,710231,"Diamonds; non-industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set",36170025.339999996,36170025.34,0.0245764084034578,0.6652673115493273,36.2,2.5%,0.9999999999999998,100.0%
2023,870333,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity over 2500cc",36093283.42,36093283.42,0.008711500559712359,0.8506233390461478,36.1,0.9%,1,100.0%
2023,851762,"Communication apparatus (excluding telephone sets or base stations); machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",32744067.240000002,32744067.240000002,0.007903131360181448,0.8585264704063292,32.7,0.8%,1,100.0%
2022,851762,"Communication apparatus (excluding telephone sets or base stations); machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",32069453.39,32069453.39,0.021790197169607353,0.6870575087189347,32.1,2.2%,1,100.0%
2024,710691,"Metals; silver, unwrought, (but not powder)",31454348.410000004,31482434.130000003,0.01984477338903571,0.8836741357174472,31.5,2.0%,0.9991078923604183,99.9%
2022,711319,"Jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof",31098266.34,97103612.91,0.021130305744246538,0.7081878144631811,31.1,2.1%,0.3202585919107178,32.0%
2013,710813,"Metals; gold, semi-manufactured",30988569.830000002,73330020.83,0.20373987096645665,0.6287362792658412,31.0,20.4%,0.42259049539669963,42.3%
2017,710239,"Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",29692656.099999998,29692656.099999998,0.32773872689446076,0.32773872689446076,29.7,32.8%,1,100.0%
2022,852872,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; incorporating a colour video display or screen",27430382.1,79338448.1,0.018638092365585786,0.7268259068287669,27.4,1.9%,0.34573882848610954,34.6%
2023,710491,"Stones; diamonds, n.e.c. in heading 7104, worked or graded but not strung, mounted or set; ungraded synthetic or reconstructed precious or semi-precious stones, temporarily strung for convenience of transport",25843139.62,28382756.259999998,0.006237518561129416,0.8647639889674587,25.8,0.6%,0.9105225504973562,91.1%
2024,710239,"Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",25619530.82,27983780.15,0.01616354523798308,0.8998376809554303,25.6,1.6%,0.91551358260653,91.6%
2023,870322,"Vehicles; with only spark-ignition internal combustion piston engine, cylinder capacity over 1000 but not over 1500cc",24813807.400000002,24813807.400000002,0.005989078204337406,0.8707530671717961,24.8,0.6%,1,100.0%
2013,999999,Commodities not specified according to kind,24356603.55,24356603.55,0.16013682760067344,0.7888731068665147,24.4,16.0%,1,100.0%
2024,711021,NA,23177796.53,24130044.509999998,0.014623037609922252,0.9144607185653525,23.2,1.5%,0.960536832843165,96.1%
2024,711011,"Metals; platinum, unwrought or in powder form",22951706.64,23869774.91,0.014480395881213746,0.9289411144465662,23.0,1.4%,0.9615384613612178,96.2%
2023,850819,"Vacuum cleaners, with self-contained electric motor, n.e.c. in item no. 8508.1",21966262.12,23857912.11,0.005301792650073296,0.8760548598218694,22.0,0.5%,0.9207118384342141,92.1%
2021,711319,"Jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof",20739363.61,69684532.35,0.12433079730466329,0.5598918194967619,20.7,12.4%,0.2976178918132612,29.8%
2024,852872,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; incorporating a colour video display or screen",20147319.23,23409034.79,0.012711087805869171,0.9416522022524354,20.1,1.3%,0.8606642439869688,86.1%
2023,845011,"Washing machines; household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)",19781270.52,19781270.52,0.004774421523294085,0.8808292813451635,19.8,0.5%,1,100.0%
2011,710813,"Metals; gold, semi-manufactured",18857313.07,59117562.12,0.13197242845158536,0.8028592264752239,18.9,13.2%,0.3189798833673556,31.9%
2018,710239,"Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",18521274.39,18521274.39,0.17504378614186802,0.17504378614186802,18.5,17.5%,1,100.0%
2020,711319,"Jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof",16788099.89,24241622.54,0.12326283208503061,0.4994812680366224,16.8,12.3%,0.6925320226523088,69.3%
2023,841590,"Air conditioning machines; with motor driven fan and elements for temperature control, parts thereof",15972431.44,28891503.779999997,0.0038551174136854756,0.884684398758849,16.0,0.4%,0.5528418168062555,55.3%
2023,710391,"Stones; rubies, sapphires and emeralds, worked (other than simply sawn or roughly shaped), not strung, mounted or set",15036851.44,15036851.44,0.0036293051593994205,0.8883137039182484,15.0,0.4%,1,100.0%
2019,711319,"Jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof",14032089.76,39347697.14,0.15326619854973325,0.15326619854973325,14.0,15.3%,0.3566178145082673,35.7%
2023,851830,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",13946969.58,15820991.11,0.0033662504984275335,0.8916799544166759,13.9,0.3%,0.8815484114130193,88.2%
2024,847130,"Automatic data processing machines; portable, weighing not more than 10kg, consisting of at least a central processing unit, a keyboard and a display",13863161.120000001,13863161.120000001,0.008746367506841336,0.9503985697592768,13.9,0.9%,1,100.0%
2024,902129,Dental fittings; other than artificial teeth,13545304.02,13781640.879999999,0.008545829188979037,0.9589443989482558,13.5,0.9%,0.9828513264815242,98.3%
2023,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,13438068.72,17640969,0.0032434218248724,0.8949233762415483,13.4,0.3%,0.7617534342926401,76.2%
2012,710813,"Metals; gold, semi-manufactured",13345080.03,77482749.39,0.12416578338190393,0.6745276720079618,13.3,12.4%,0.17223291810192692,17.2%
2023,880240,"Aeroplanes and other aircraft, except unmanned; of an unladen weight exceeding 15,000kg",12949213.89,15628641.72,0.003125431475376979,0.8980488077169253,12.9,0.3%,0.8285565772122646,82.9%
2022,870333,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity over 2500cc",12760891.66,12760891.66,0.0086706293976967,0.7354965362264636,12.8,0.9%,1,100.0%
2023,901890,"Medical, surgical or dental instruments and appliances; n.e.c. in heading no. 9018",12663449.73,12663449.73,0.0030564592344528877,0.9011052669513782,12.7,0.3%,1,100.0%
2023,902129,Dental fittings; other than artificial teeth,12486147.48,12486147.48,0.003013665437276281,0.9041189323886545,12.5,0.3%,1,100.0%
2023,851650,"Ovens; microwave, of a kind used for domestic purposes",12461348.32,13055661.96,0.0030076798943788267,0.9071266122830333,12.5,0.3%,0.9544784751764513,95.4%
2022,851830,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",12401413.13,12957577.129999999,0.008426374905682715,0.7439229111321464,12.4,0.8%,0.9570780868660747,95.7%
2019,710239,"Diamonds; non-industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",12125459.079999998,13057445.86,0.13244093008580823,0.2857071286355415,12.1,13.2%,0.9286241130162342,92.9%
2018,711319,"Jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof",11924470.43,35115071.26,0.11269766906163463,0.28774145520350264,11.9,11.3%,0.339582692050046,34.0%
2022,901890,"Medical, surgical or dental instruments and appliances; n.e.c. in heading no. 9018",11526689.8,25589139.93,0.00783202758090109,0.7517549387130474,11.5,0.8%,0.450452411903318,45.0%
2023,900150,"Lenses, spectacle; unmounted, of materials other than glass",11042715.78,12889297.02,0.0026652777354389686,0.9097918900184723,11.0,0.3%,0.8567353023881205,85.7%
2022,847170,Units of automatic data processing machines; storage units,10366614.39,10366614.39,0.007043792383746297,0.7587987310967937,10.4,0.7%,1,100.0%
2022,710391,"Stones; rubies, sapphires and emeralds, worked (other than simply sawn or roughly shaped), not strung, mounted or set",10352194.24,10621864.01,0.007033994339860295,0.765832725436654,10.4,0.7%,0.9746118223933089,97.5%
2022,870322,"Vehicles; with only spark-ignition internal combustion piston engine, cylinder capacity over 1000 but not over 1500cc",10279129.83,10279129.83,0.006984349343401531,0.7728170747800556,10.3,0.7%,1,100.0%
2023,710399,"Stones; precious (other than diamonds) and semi-precious stones, (other than rubies, sapphires and emeralds), worked other than simply sawn or roughly shaped, not strung, mounted or set",10164305.78,14543663.87,0.002453264073018424,0.9122451540914907,10.2,0.2%,0.6988820610029679,69.9%
2023,870332,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity over 1500 but not over 2500cc",9575102.34,9974001.95,0.0023110535116345784,0.9145562076031253,9.6,0.2%,0.9600060625614777,96.0%
2022,854239,Electronic integrated circuits; n.e.c. in heading no. 8542,9232599.14,9232599.14,0.00627326425561341,0.779090339035669,9.2,0.6%,1,100.0%
2014,710231,"Diamonds; non-industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set",9059504.98,9059504.98,0.05510074594780184,0.8374352534143044,9.1,5.5%,1,100.0%
2012,710231,"Diamonds; non-industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set",8729535.37,8787575.629999999,0.0812216633650333,0.7557493353729952,8.7,8.1%,0.9933951908417317,99.3%
2023,841810,"Refrigerators and freezers; combined refrigerator-freezers, fitted with separate external doors, electric or other",8413166.51,8413166.51,0.002030607853210886,0.9165868154563361,8.4,0.2%,1,100.0%
2022,852852,Monitors; other than cathode-ray tube; capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,8260501.7,8260501.7,0.005612754248533724,0.7847030932842027,8.3,0.6%,1,100.0%
2023,760120,"Aluminium; unwrought, alloys",7836223.32,9107807.3,0.0018913564344878611,0.918478171890824,7.8,0.2%,0.8603852784632366,86.0%
2023,871639,Trailers and semi-trailers; (other than tanker type),7785982.35,7785982.35,0.0018792302382318294,0.9203574021290558,7.8,0.2%,1,100.0%
2022,900150,"Lenses, spectacle; unmounted, of materials other than glass",7683572.59,10013478.2,0.005220748843673716,0.7899238421278765,7.7,0.5%,0.7673230456526086,76.7%
2015,710231,"Diamonds; non-industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set",7516855.76,7516855.76,0.0862132350781613,0.7339339444458254,7.5,8.6%,1,100.0%
2023,851981,"Sound recording or reproducing apparatus; using magnetic, optical or semiconductor media, n.e.c. in item no 8519.20, 8519.30 or 8519.50",7402588.72,8516576.2,0.0017866940789838617,0.9221440962080397,7.4,0.2%,0.8691977322999823,86.9%
2022,710399,"Stones; precious (other than diamonds) and semi-precious stones, (other than rubies, sapphires and emeralds), worked other than simply sawn or roughly shaped, not strung, mounted or set",7179021.59,10152283.99,0.004877922115746048,0.7948017642436225,7.2,0.5%,0.7071336456970014,70.7%
2017,710231,"Diamonds; non-industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set",7069285.63,7069285.63,0.07802867701113159,0.40576740390559235,7.1,7.8%,1,100.0%
2022,710491,"Stones; diamonds, n.e.c. in heading 7104, worked or graded but not strung, mounted or set; ungraded synthetic or reconstructed precious or semi-precious stones, temporarily strung for convenience of transport",6990300.52,7369848.609999999,0.004749692012309312,0.7995514562559318,7.0,0.5%,0.9484998797010568,94.8%
2018,870323,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 1500 but not over 3000cc",6763103.38,6763103.38,0.063917805912062,0.35165926111556467,6.8,6.4%,1,100.0%
2018,710231,"Diamonds; non-industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set",6727401.59,6727401.59,0.06358038979467993,0.4152396509102446,6.7,6.4%,1,100.0%
2024,851762,"Communication apparatus (excluding telephone sets or base stations); machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",6688207.99,6688207.99,0.004219638258285828,0.9631640372065416,6.7,0.4%,1,100.0%
2021,760120,"Aluminium; unwrought, alloys",6558485.54,6558485.54,0.03931758715615215,0.5992094066529141,6.6,3.9%,1,100.0%
2022,711311,"Jewellery; of silver, whether or not plated or clad with other precious metal, and parts thereof",6364342.369999999,9848571.87,0.004324372898118365,0.8038758291540502,6.4,0.4%,0.646219822935607,64.6%
2017,711319,"Jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof",6310414.66,23890447.95,0.0696524844351847,0.47541988834077703,6.3,7.0%,0.26413965419179175,26.4%
2022,850811,"Vacuum cleaners, with self-contained electric motor, of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20L",6288030.97,6288030.97,0.004272521672839693,0.8081483508268898,6.3,0.4%,1,100.0%
2023,847160,"Units of automatic data processing machines; input or output units, whether or not containing storage units in the same housing",6210501.399999999,6210501.399999999,0.0014989710354867563,0.9236430672435264,6.2,0.1%,1,100.0%
2013,710231,"Diamonds; non-industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set",6182078.12,6182078.12,0.040645173539244774,0.8295182804057595,6.2,4.1%,1,100.0%
2020,760120,"Aluminium; unwrought, alloys",5573160.56,7219648.93,0.04091967279152251,0.5404009408281449,5.6,4.1%,0.771943430218843,77.2%
2018,760711,"Aluminium; foil, (not backed), rolled (but not further worked), of a thickness not exceeding 0.2mm",5572747.73,92791571.18,0.052667804673277696,0.4679074555835223,5.6,5.3%,0.06005661569400317,6.0%
2022,848180,"Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves",5507885.84,5507885.84,0.00374243729638101,0.8118907881232709,5.5,0.4%,1,100.0%
2016,870323,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 1500 but not over 3000cc",5473046.220000001,5473046.220000001,0.04387365587178037,0.7176444310409754,5.5,4.4%,1,100.0%
2019,902212,"Apparatus based on the use of x-rays; including radiography or radiotherapy apparatus, whether or not for medical, surgical, dental or veterinary uses, computed tomography apparatus",5390740,7097000,0.058880625858395944,0.3445877544939374,5.4,5.9%,0.7595801042694096,76.0%
2022,870431,"Vehicles; with only spark-ignition internal combustion piston engine, for transport of goods, (of a g.v.w. not exceeding 5 tonnes), n.e.c. in item no 8704.1",5374535.84,25074101.75,0.00365183011461117,0.815542618237882,5.4,0.4%,0.21434609676496189,21.4%
2011,711319,"Jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof",5317552.45,11606670.78,0.03721475629322929,0.8400739827684531,5.3,3.7%,0.4581462290774134,45.8%
2023,870340,"Vehicles; with both spark-ignition internal combustion piston engine and electric motor for propulsion, incapable of being charged by plugging to external source of electric power",5304364.11,5304364.11,0.001280265094629153,0.9249233323381556,5.3,0.1%,1,100.0%
2017,940540,NA,5277856.56,35556184.42,0.05825541453349396,0.533675302874271,5.3,5.8%,0.14843709037101455,14.8%
2013,711319,"Jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof",5182242.890000001,21018956.05,0.03407157876331841,0.8635898591690778,5.2,3.4%,0.246550917070879,24.7%
2016,711319,"Jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof",5124768.44,15844965.1,0.04108175190216477,0.7587261829431402,5.1,4.1%,0.323431980295116,32.3%
2023,870360,"Vehicles; with both spark-ignition internal combustion piston engine and electric motor for propulsion, capable of being charged by plugging to external source of electric power",5096883.6,5096883.6,0.001230187451152892,0.9261535197893085,5.1,0.1%,1,100.0%
2023,999999,Commodities not specified according to kind,5011552.680000001,5580038.53,0.001209591919605079,0.9273631117089136,5.0,0.1%,0.8981215188849243,89.8%
2011,880240,"Aeroplanes and other aircraft, except unmanned; of an unladen weight exceeding 15,000kg",5000100,19700000,0.0349930733530942,0.8750670561215473,5.0,3.5%,0.2538121827411168,25.4%
2023,901839,"Medical, surgical instruments and appliances; catheters, cannulae and the like",4968399.499999998,6406996.74,0.0011991764373850524,0.9285622881462986,5.0,0.1%,0.7754646524137295,77.5%
2023,710813,"Metals; gold, semi-manufactured",4956292.45,39534572.620000005,0.0011962542711852048,0.9297585424174838,5.0,0.1%,0.1253660308317758,12.5%
2022,870332,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), cylinder capacity over 1500 but not over 2500cc",4900369.77,6392113.12,0.0033296490025483227,0.8188722672404304,4.9,0.3%,0.76662751080975855,76.7%
2022,901839,"Medical, surgical instruments and appliances; catheters, cannulae and the like",4886167.61,4886167.61,0.0033199990760942972,0.8221922663165246,4.9,0.3%,1,100.0%
2023,848180,"Taps, cocks, valves and similar appliances; for pipes, boiler shells, tanks, vats or the like, including thermostatically controlled valves",4853199.67,4853199.67,0.0011713717244736287,0.9309299141419575,4.9,0.1%,1,100.0%
2017,870323,"Vehicles; with only spark-ignition internal combustion reciprocating piston engine, cylinder capacity over 1500 but not over 3000cc",4800896.87,4800896.87,0.05299087501051823,0.5866661778847893,4.8,5.3%,1,100.0%
2023,845121,Drying machines; of a dry linen capacity not exceeding 10kg,4778084.18,4778084.18,0.001153241796376938,0.9320831559383344,4.8,0.1%,1,100.0%
2021,901890,"Medical, surgical or dental instruments and appliances; n.e.c. in heading no. 9018",4576834.96,4576834.96,0.027437753173596858,0.626647159826511,4.6,2.7%,1,100.0%
2023,850811,"Vacuum cleaners, with self-contained electric motor, of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20L",4553303.2700000005,4553303.2700000005,0.0010989885160507548,0.9331821444543852,4.6,0.1%,1,100.0%
2012,711319,"Jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof",4530295.72,11894000.64,0.04215094370067157,0.7979002790736668,4.5,4.2%,0.3808891437893852,38.1%
2024,841590,"Air conditioning machines; with motor driven fan and elements for temperature control, parts thereof",4508492.88,4508492.88,0.002844440404978682,0.9660084776115203,4.5,0.3%,1,100.0%
2023,853890,"Electrical apparatus; parts suitable for use solely or principally with the apparatus of heading no. 8535, 8536 or 8537",4497626.97,4540651.21,0.0010855504446797262,0.9342676948990649,4.5,0.1%,0.9905246542819129,99.1%
2023,960321,Brushes; toothbrushes,4457696.37,6308555.5200000005,0.001075912766660749,0.9353436076657257,4.5,0.1%,0.7066112608294838,70.7%
2016,710231,"Diamonds; non-industrial, unworked or simply sawn, cleaved or bruted, but not mounted or set",4329770.71,4329770.71,0.03470880063831329,0.7934349835814535,4.3,3.5%,1,100.0%
2019,901890,"Medical, surgical or dental instruments and appliances; n.e.c. in heading no. 9018",4294267.33,8898839.07,0.04690434856692456,0.391492103060862,4.3,4.7%,0.48256489371483824,48.3%
2014,711319,"Jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof",4288485.35,21222087.76,0.026082963947023516,0.8635182173613278,4.3,2.6%,0.2020765062560461,20.2%
2023,900319,"Frames and mountings; for spectacles, goggles or the like, of materials other than plastics",4223210.08,5747477.399999999,0.0010193169889142458,0.9363629246546399,4.2,0.1%,0.7347936818333554,73.5%
2018,711311,"Jewellery; of silver, whether or not plated or clad with other precious metal, and parts thereof",4115127.52,4115127.52,0.03889189730628442,0.5067993528898067,4.1,3.9%,1,100.0%
2022,950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds",3986745.76,3986745.76,0.0027088698743641454,0.8249011361908888,4.0,0.3%,1,100.0%
2023,940360,"Furniture; wooden, other than for office, kitchen or bedroom use",3952951.62,3952951.62,9.54087214771492e-4,0.9373170118694114,4.0,0.1%,1,100.0%
2023,851822,"Loudspeakers; multiple, mounted in the same enclosure",3937819.93,4422248.57,9.504350193097915e-4,0.9382674468887212,3.9,0.1%,0.8904564878405286,89.0%
2023,870431,"Vehicles; with only spark-ignition internal combustion piston engine, for transport of goods, (of a g.v.w. not exceeding 5 tonnes), n.e.c. in item no 8704.1",3936851.46,3936851.46,9.502012687017105e-4,0.9392176481574229,3.9,0.1%,1,100.0%
2021,710391,"Stones; rubies, sapphires and emeralds, worked (other than simply sawn or roughly shaped), not strung, mounted or set",3907265.58,5567433.17,0.023423739222558897,0.6500708990490699,3.9,2.3%,0.7018073608955417,70.2%
2022,851981,"Sound recording or reproducing apparatus; using magnetic, optical or semiconductor media, n.e.c. in item no 8519.20, 8519.30 or 8519.50",3861276.6599999997,4265962.09,0.0026236175192820435,0.8275247537101709,3.9,0.3%,0.9051361869931666,90.5%
2022,870340,"Vehicles; with both spark-ignition internal combustion piston engine and electric motor for propulsion, incapable of being charged by plugging to external source of electric power",3826921.69,3826921.69,0.002600274384587725,0.8301250280947585,3.8,0.3%,1,100.0%
2015,711319,"Jewellery; of precious metal (excluding silver) whether or not plated or clad with precious metal, and parts thereof",3821477.1,15884807.379999999,0.04382974931104839,0.7777636937568738,3.8,4.4%,0.24057434305508088,24.1%
2023,870899,Vehicle parts and accessories; n.e.c. in heading no. 8708,3816357.04,11673865.88,9.211186497817991e-4,0.9401387668072047,3.8,0.1%,0.32691458675555723,32.7%
2022,853690,"Electrical apparatus; n.e.c. in heading no. 8536, for switching or protecting electrical circuits, for a voltage not exceeding 1000 volts",3791498.23,3863503.13,0.0025762052441367566,0.8327012333388953,3.8,0.3%,0.9813627949616803,98.1%
2023,830990,"Stoppers; caps and lids, of base metal",3756354.67,4796443.73,9.066364350784002e-4,0.941045403242283,3.8,0.1%,0.7831541203132178,78.3%
2024,852852,Monitors; other than cathode-ray tube; capable of directly connecting to and designed for use with an automatic data processing machine of heading 84.71,3621600.29,3729067.18,0.002284893526450132,0.9682933711379704,3.6,0.2%,0.9711812941916482,97.1%
2022,960321,Brushes; toothbrushes,3592237.05,4006597.58,0.0024408134634398477,0.8351420468023352,3.6,0.2%,0.8965804471933015,89.7%
