year,commodity_code,commodity,reexports,X,pct,pct_cum,reexports_text,pct_text,prop_reexport,prop_reexport_text
2022,842430,Mechanical appliances; steam or sand blasting machines and similar jet projecting machines,218857.38999999998,218857.38999999998,1.4870679653095428e-4,0.9771509767556431,0.2,0.0%,1,100.0%
2019,903033,"Instruments and apparatus; for measuring or checking voltage, current, resistance or power, without a recording device (excluding multimeters)",218538.65,780644.26,0.0023869992776963723,0.8733850431567318,0.2,0.2%,0.2799465277564457,28.0%
2021,851822,"Loudspeakers; multiple, mounted in the same enclosure",218494,218494,0.0013098537514037588,0.914616126550388,0.2,0.1%,1,100.0%
2023,844250,"Plates, cylinders and other printing components; lithographic stones prepared for printing purposes (for example, planed, grained or polished)",217582.74,217582.74,5.2515924894863673e-5,0.9919616309049082,0.2,0.0%,1,100.0%
2023,841510,"Air conditioning machines; comprising a motor-driven fan and elements for changing the temperature and humidity, of a kind designed to be fixed to a window, wall, ceiling or floor, self-contained or 'split-system'",217528.73,217528.73,5.250288900284591e-5,0.992014133793911,0.2,0.0%,1,100.0%
2022,910212,"Wrist-watches; electrically operated, with or without a stop-watch, (other than those of heading no. 9101) with opto-electronic display only",217490.38,218292.37,1.477779557094231e-4,0.9772987547113525,0.2,0.0%,0.9963260740629644,99.6%
2023,854690,Electrical insulators; other than of glass and ceramics,217399.58,389009.77999999997,5.24717172669804e-5,0.992066605511178,0.2,0.0%,0.5588537645505982,55.9%
2023,852871,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; not designed to incorporate a video display or screen",217333,217333,5.2455647470821476e-5,0.9921190611586488,0.2,0.0%,1,100.0%
2022,852581,"Television cameras, digital cameras and video camera recorders; high-speed goods as specified in subheading note 1 to this chapter",217300.97,217300.97,1.4764925749945662e-4,0.977446403968852,0.2,0.0%,1,100.0%
2022,870840,Vehicle parts; gear boxes and parts thereof,217248.71,217248.71,1.4761374845319273e-4,0.9775940177173051,0.2,0.0%,1,100.0%
2021,842911,"Bulldozers and angledozers; self-propelled, track laying",217196.59,1362400,0.0013020758840224633,0.9159182024344106,0.2,0.1%,0.1594220419847328,15.9%
2019,903039,"Instruments and apparatus; for measuring or checking voltage, current, resistance or power, with a recording device (excluding multimeters)",216935.51,255546.69,0.0023694889012844827,0.8757545320580163,0.2,0.2%,0.8489075323182625,84.9%
2017,901580,"Surveying equipment; articles n.e.c. in heading no. 9015, including hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances (excluding compasses)",216891.93,218302.22999999998,0.0023939887618165123,0.8947101671716197,0.2,0.2%,0.9935396903641343,99.4%
2022,843810,"Machinery; industrial, for bakery and for the manufacture of macaroni, spaghetti or similar products",216836.7,216836.7,1.473338004594845e-4,0.9777413515177646,0.2,0.0%,1,100.0%
2022,842490,"Mechanical appliances; parts of machines projecting, dispersing or spraying liquids or powders, whether or not hand-operated",215775.16,215775.16,1.466125170118958e-4,0.9778879640347765,0.2,0.0%,1,100.0%
2024,903210,"Regulating or controlling instruments and apparatus; automatic type, thermostats",215508.74,336005.37,1.3596600549184974e-4,0.9939338701761642,0.2,0.0%,0.6413848088201686,64.1%
2023,960500,"Travel sets; for personal toilet, sewing, shoe or clothes cleaning",215192.09,231327.75,5.193891591037389e-5,0.9921710000745592,0.2,0.0%,0.9302476248526171,93.0%
2019,848110,"Valves; pressure reducing, for pipes, boiler shells, tanks, vats or the like",214427.51,481136,0.0023420951465026054,0.8780966272045189,0.2,0.2%,0.4456692286588408,44.6%
2020,843131,"Lifts, skip hoists or escalators; parts thereof",213478.91999999998,213478.91999999998,0.0015674207588750344,0.9110102250661295,0.2,0.2%,1,100.0%
2012,841350,"Pumps; reciprocating positive displacement pumps, n.e.c. in heading no. 8413, for liquids",213229.69,213229.69,0.0019839395072650252,0.9514991788056962,0.2,0.2%,1,100.0%
2017,850211,"Electric generating sets; with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output not exceeding 75kVA",213059.81,263892,0.0023516909584176847,0.8970618581300374,0.2,0.2%,0.8073750246312885,80.7%
2022,847410,"Machines; for sorting, screening, separating or washing earth, stone, ores or other mineral substances",212608.14,212608.14,1.444606253222916e-4,0.9780324246600988,0.2,0.0%,1,100.0%
2014,711311,"Jewellery; of silver, whether or not plated or clad with other precious metal, and parts thereof",212432.47,213588.31,0.0012920339010105643,0.9666518155027666,0.2,0.1%,0.9945884678801008,99.5%
2024,851714,"Telephone sets; other than smartphones, for cellular or other wireless networks",212413.47,212413.47,1.34013177509937e-4,0.9940678833536741,0.2,0.0%,1,100.0%
2022,850730,"Electric accumulators; nickel-cadmium, including separators, whether or not rectangular (including square)",211704.09,212344.72,1.4384635143643463e-4,0.9781762710115353,0.2,0.0%,0.996983066025847,99.7%
2015,910212,"Wrist-watches; electrically operated, with or without a stop-watch, (other than those of heading no. 9101) with opto-electronic display only",211700.6,499753.2,0.002428062234626116,0.9133319838460888,0.2,0.2%,0.4236102940411387,42.4%
2021,903033,"Instruments and apparatus; for measuring or checking voltage, current, resistance or power, without a recording device (excluding multimeters)",211574.94,509409.37,0.0012683745496994206,0.91718657698411,0.2,0.1%,0.41533382081291514,41.5%
2016,940560,NA,211032.72999999998,212616.92,0.0016917045830653224,0.9471250641824761,0.2,0.2%,0.9925490878148361,99.3%
2022,851020,Hair clippers; with a self-contained electric motor,209465.65000000002,209465.65000000002,1.4232540100553193e-4,0.9783185964125408,0.2,0.0%,1,100.0%
2022,902230,X-ray tubes,209382.36,496459.35,1.422688080383807e-4,0.9784608652205792,0.2,0.0%,0.4217512672487687,42.2%
2023,852610,Radar apparatus,209119.13,209119.13,5.0473141965025506e-5,0.9922214732165242,0.2,0.0%,1,100.0%
2016,903180,"Instruments, appliances and machines; for measuring or checking n.e.c. in chapter 90",209114.97,467300.79,0.0016763312171366378,0.9488013953996127,0.2,0.2%,0.44749543436466266,44.7%
2022,903300,"Machines and appliances, instruments or apparatus of chapter 90; parts and accessories n.e.c. in chapter 90",208890.09,296683.08,1.4193432586837818e-4,0.9786027995464476,0.2,0.0%,0.7040849447835043,70.4%
2018,853669,"Electrical apparatus; plugs and sockets, for a voltage not exceeding 1000 volts",208863.73,208863.73,0.001973962337421689,0.8954095366925046,0.2,0.2%,1,100.0%
2022,854690,Electrical insulators; other than of glass and ceramics,208800.03999999998,517886.01999999996,1.418731396912625e-4,0.9787446726861389,0.2,0.0%,0.40317759494647104,40.3%
2017,940429,"Mattresses; of other materials, not cellular rubber or plastics",208112.73,304884.41000000003,0.0022970865573972905,0.8993589446874346,0.2,0.2%,0.6825955121811574,68.3%
2024,902730,"Spectrometers, spectrophotometers and spectrographs; using optical radiations (UV, visible, IR)",208010.35,208010.35,1.3123521760862963e-4,0.9941991185712827,0.2,0.0%,1,100.0%
2023,847990,"Machines and mechanical appliances; parts, of those having individual functions",207845.74,207845.74,5.016579564885231e-5,0.9922716390121731,0.2,0.0%,1,100.0%
2015,901819,"Medical, surgical instruments and appliances; electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters), n.e.c. in item no. 9018.1",207746.65,993191.96,0.0023827131110402597,0.9157146969571291,0.2,0.2%,0.20917069244096578,20.9%
2023,903190,"Instruments, appliances and machines; parts and accessories for those measuring or checking devices of heading no. 9031",207707.16999999998,323489.36,5.013235029508628e-5,0.9923217713624681,0.2,0.0%,0.6420834675984397,64.2%
2022,845020,"Washing machines; household or laundry-type, of a dry linen capacity exceeding 10kg",207413.78,207413.78,1.4093121909283538e-4,0.9788856039052316,0.2,0.0%,1,100.0%
2022,841821,"Refrigerators; for household use, compression-type, electric or other",206691.27000000002,634084.12,1.404402959964685e-4,0.9790260442012281,0.2,0.0%,0.3259682169614972,32.6%
2023,940389,"Furniture; of cane, osier, or similar materials (other than bamboo or rattan)",206655.16,206655.16,4.9878436413182575e-5,0.9923716497988814,0.2,0.0%,1,100.0%
2015,902290,"Apparatus based on use of x-rays and similar; parts and accessories (x-ray generators, tubes, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and like",206366.66999999998,392546.56,0.0023668856768122065,0.9180815826339414,0.2,0.2%,0.5257125931762081,52.6%
2022,844190,"Machinery; parts of machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds",206366.02000000002,206366.02000000002,1.4021929872709736e-4,0.9791662634999552,0.2,0.0%,1,100.0%
2023,846693,Parts & accessories suited for use solely/principally with machines of headings 8456-8465; n.e.c. in heading no. 8466,206069.82,206923.1,4.9737158334425224e-5,0.9924213869572157,0.2,0.0%,0.9958763424673224,99.6%
2023,841920,"Sterilizers; for medical, surgical or laboratory use, not used for domestic purposes",205582.72,205582.72,4.961959153194683e-5,0.9924710065487476,0.2,0.0%,1,100.0%
2015,761010,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors",205139.96,1202191.91,0.0023528161454842928,0.9204343987794256,0.2,0.2%,0.170638280206028,17.1%
2022,852352,"Semiconductor media; smart cards, whether or not recorded, excluding products of Chapter 37",204999.28,204999.28,1.3929064136217713e-4,0.9793055541413174,0.2,0.0%,1,100.0%
2024,848190,"Taps, cocks, valves and similar appliances; parts thereof",204746.35000000003,309354.94,1.291759366628759e-4,0.9943282945079456,0.2,0.0%,0.661849298414307,66.2%
2022,853610,"Electrical apparatus; fuses, for a voltage not exceeding 1000 volts",204562.94,211522.67,1.3899416188941033e-4,0.9794445483032068,0.2,0.0%,0.9670970019431013,96.7%
2022,831190,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides; of a kind used for soldering, brazing, welding; wires and rods for metal spraying; n.e.c. in item no. 8311",204457.8,232184.46,1.3892272252614613e-4,0.979583471025733,0.2,0.0%,0.8805834809099626,88.1%
2015,902110,Orthopaedic or fracture appliances,204367.2,204367.2,0.0023439531126330415,0.9227783518920587,0.2,0.2%,1,100.0%
2018,732490,"Iron or steel; sanitary ware and parts thereof, excluding sinks, wash basins and baths",204299.53,204299.53,0.0019308262749734115,0.897340362967478,0.2,0.2%,1,100.0%
2023,842833,"Elevators and conveyors; continuous-action, for goods or materials, belt type, n.e.c. in item no. 8428.20 or 8428.31",203856.1,254816.74,4.920285330058726e-5,0.9925202094020483,0.2,0.0%,0.8000106272452902,80.0%
2023,847290,Office machines; not elsewhere classified,203634.22,203634.22,4.914930018596212e-5,0.9925693587022343,0.2,0.0%,1,100.0%
2022,853224,"Electrical capacitors; fixed, ceramic dielectric, multilayer",203035.79,203035.79,1.3795651091348375e-4,0.9797214275366464,0.2,0.0%,1,100.0%
2023,844831,"Machines, card clothing; parts and accessories",202625.81,225484.72999999998,4.890590963107146e-5,0.9926182646118653,0.2,0.0%,0.8986232016686896,89.9%
2023,870850,"Vehicle parts; drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof",202591.52000000002,202591.52000000002,4.889763337228069e-5,0.9926671622452375,0.2,0.0%,1,100.0%
2022,901910,Mechano-therapy appliances; massage apparatus and psychological aptitude-testing apparatus,202567.50999999998,202567.50999999998,1.3763832920310367e-4,0.9798590658658495,0.2,0.0%,1,100.0%
2020,851830,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers",202563.68,202563.68,0.001487278074229154,0.9124975031403587,0.2,0.1%,1,100.0%
2018,821520,"Cutlery; sets of assorted articles (e.g. spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter knives, sugar tongs and similar), not plated with precious metal",202534.51,202534.51,0.0019141451451056457,0.8992545081125836,0.2,0.2%,1,100.0%
2021,840999,Engines; parts for internal combustion piston engines (excluding spark-ignition),202532.39,202532.39,0.0012141651982309314,0.9184007421823409,0.2,0.1%,1,100.0%
2011,902300,"Instruments, apparatus and models; designed for demonstrational purposes (in education or exhibitions), unsuitable for other uses",202370.18,458968,0.0014162825849920754,0.9589801837194354,0.2,0.1%,0.4409243781701556,44.1%
2021,851629,Heating apparatus; electric soil heating apparatus and space heating apparatus (excluding storage heating radiators),202077.75000000003,322800,0.0012114396684244461,0.9196121818507653,0.2,0.1%,0.6260153345724908,62.6%
2021,842121,Machinery; for filtering or purifying water,201417.77,201417.77,0.0012074831420262316,0.9208196649927916,0.2,0.1%,1,100.0%
2023,847780,"Machinery; for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter",201348.79,201348.79,4.859768717551621e-5,0.9927157599324131,0.2,0.0%,1,100.0%
2023,853225,"Electrical capacitors; fixed, dielectric of paper or plastics",201287.59999999998,311481.77999999997,4.8582918313591236e-5,0.9927643428507267,0.2,0.0%,0.6462259205016743,64.6%
2014,830990,"Stoppers; caps and lids, of base metal",201164.62,201164.62,0.0012235017967070088,0.9678753172994735,0.2,0.1%,1,100.0%
2023,710510,"Stones; precious and semi-precious, dust and powder, of diamonds",200787.28999999998,220529.52,4.846216313611646e-5,0.9928128050138628,0.2,0.0%,0.9104780620753176,91.0%
2022,854159,Electrical apparatus; photosensitive semiconductor devices n.e.c. in heading no. 8541,200431.07,220195.47,1.3618668460302602e-4,0.9799952525504525,0.2,0.0%,0.9102415685481632,91.0%
2017,940560,NA,200160.56,1525619.53,0.002209312864701327,0.901568257552136,0.2,0.2%,0.13119952652939623,13.1%
2024,841480,"Pumps and compressors; for air, vacuum or gas, n.e.c. in heading no. 8414",200028.31,200028.31,1.2619929148110384e-4,0.9944544937994267,0.2,0.0%,1,100.0%
2023,852691,Radio navigational aid apparatus,199953.5,199953.5,4.82609189886345e-5,0.9928610659328515,0.2,0.0%,1,100.0%
2011,851762,"Communication apparatus (excluding telephone sets or base stations); machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",199815.22000000003,199815.22000000003,0.0013984017620696898,0.9603785854815051,0.2,0.1%,1,100.0%
2020,903289,"Regulating or controlling instruments and apparatus; automatic, other than hydraulic or pneumatic",199634.68,202239,0.0014657725532027923,0.9139632756935615,0.2,0.1%,0.9871225629082422,98.7%
2022,848060,Moulds; for mineral materials,198491.71,198491.71,1.3486894973960525e-4,0.9801301215001922,0.2,0.0%,1,100.0%
2024,844399,"Printing machinery; parts and accessories, n.e.c. in item no. 8443.91",198350.32,198350.32,1.2514063558828357e-4,0.994579634435015,0.2,0.0%,1,100.0%
2017,903289,"Regulating or controlling instruments and apparatus; automatic, other than hydraulic or pneumatic",198275.65000000002,413504.19,0.002188507787458317,0.9037567653395943,0.2,0.2%,0.4795009453229483,48.0%
2017,760612,"Aluminium; plates, sheets and strip, thickness exceeding 0.2mm, alloys, rectangular (including square)",197702.46,197702.46,0.0021821810863293925,0.9059389464259237,0.2,0.2%,1,100.0%
2013,940540,NA,197470.14,197470.14,0.0012983026020251846,0.9628389884198298,0.2,0.1%,1,100.0%
2017,870340,"Vehicles; with both spark-ignition internal combustion piston engine and electric motor for propulsion, incapable of being charged by plugging to external source of electric power",197307.6,233998.88,0.0021778227388219917,0.9081167691647456,0.2,0.2%,0.8431989076187031,84.3%
2023,732020,Iron or steel; helical springs and leaves for springs,197224.71,197224.71,4.7602296293222836e-5,0.9929086682291447,0.2,0.0%,1,100.0%
2023,841720,"Ovens; non-electric, bakery ovens, including biscuit ovens",197209.49,197209.49,4.7598622783196725e-5,0.9929562668519278,0.2,0.0%,1,100.0%
2023,853810,"Electrical apparatus; parts (e.g. boards, panels, consoles, desks, cabinets, other bases), for goods of heading no. 8537, not equipped with their apparatus",196933.71,1229396.8800000001,4.753206032623205e-5,0.9930037989122541,0.2,0.0%,0.16018725376950685,16.0%
2023,845229,Sewing machines; not household or automatic unit type,196639.21,196639.21,4.746097959675168e-5,0.9930512598918508,0.2,0.0%,1,100.0%
2022,880790,Aircraft and spacecraft; parts thereof n.e.c. in chapter 88,196074.02000000002,243644.13,1.3322620450306142e-4,0.9802633477046953,0.2,0.0%,0.8047557722814829,80.5%
2013,848340,"Gears and gearing; (not toothed wheels, chain sprockets and other transmission elements presented separately); ball or roller screws; gear boxes and other speed changers, including torque converters",195884.11,349342.14,0.0012878749653410255,0.964126863385171,0.2,0.1%,0.560722820327373,56.1%
2015,844230,"Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components",195640.57,240000,0.0022438645879025716,0.9250222164799612,0.2,0.2%,0.8151690416666667,81.5%
2011,900190,"Optical elements; lenses n.e.c. in heading no. 9001, prisms, mirrors and other optical elements, unmounted, of any material (excluding elements of glass not optically worked)",194354.17,798035.32,0.0013601827418031121,0.9617387682233082,0.2,0.1%,0.24354081220365037,24.4%
2019,910211,"Wrist-watches; electrically operated, with or without a stop-watch, (other than those of heading no. 9101) with mechanical display only",193304.64,193304.64,0.002111379547990057,0.880208006752509,0.2,0.2%,1,100.0%
2022,730830,"Iron or steel; structures and parts thereof, doors, windows and their frames and thresholds for doors",193208.24,193208.24,1.3127899603382725e-4,0.9803946267007291,0.2,0.0%,1,100.0%
2018,851640,Smoothing irons; electric,193048.55000000002,193048.55000000002,0.0018244937356709458,0.9010790018482545,0.2,0.2%,1,100.0%
2022,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",191990.31,191990.31,1.304514504403294e-4,0.9805250781511694,0.2,0.0%,1,100.0%
2023,850213,"Electric generating sets; with compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of an output exceeding 375kVA",191740.05,191740.05,4.627851485433728e-5,0.9930975384067052,0.2,0.0%,1,100.0%
2021,710310,"Stones; precious (other than diamonds) and semi-precious stones, unworked or simply sawn or roughly shaped, not strung, mounted or set",191708.58000000002,750382.97,0.0011492773380014445,0.9219689423307931,0.2,0.1%,0.2554809845964388,25.5%
2022,842230,"Machinery; for filling, closing, sealing, capsuling or labelling bottles, cans, bags or other containers, machinery for aerating beverages",191517.4,191517.4,1.30130122788805e-4,0.9806552082739581,0.2,0.0%,1,100.0%
2013,711311,"Jewellery; of silver, whether or not plated or clad with other precious metal, and parts thereof",191316.75,202754.53,0.0012578460436398218,0.9653847094288107,0.2,0.1%,0.9435880421512653,94.4%
2013,903033,"Instruments and apparatus; for measuring or checking voltage, current, resistance or power, without a recording device (excluding multimeters)",191244.80000000002,428344.71,0.0012573729955515606,0.9666420824243622,0.2,0.1%,0.446474055906982,44.6%
2023,902480,"Machines and appliances; for testing the hardness, strength, compressibility, elasticity or other mechanical properties of materials other than metals",191234,191234,4.615637426637959e-5,0.9931436947809715,0.2,0.0%,1,100.0%
2017,902212,"Apparatus based on the use of x-rays; including radiography or radiotherapy apparatus, whether or not for medical, surgical, dental or veterinary uses, computed tomography apparatus",190471.67,190471.67,0.0021023697720077613,0.9102191389367534,0.2,0.2%,1,100.0%
2019,902730,"Spectrometers, spectrophotometers and spectrographs; using optical radiations (UV, visible, IR)",190281.28,209365.46,0.0020783567479671955,0.8822863635004762,0.2,0.2%,0.9088475243242128,90.9%
2019,840820,"Engines; compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of a kind used for the propulsion of vehicles of chapter 87",189746.62,238694.72999999998,0.002072516897515968,0.8843588803979922,0.2,0.2%,0.7949342660393047,79.5%
2022,851840,Amplifiers; audio-frequency electric,189587.47,189587.47,1.2881879531739094e-4,0.9807840270692756,0.2,0.0%,1,100.0%
2022,870850,"Vehicle parts; drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof",189544.95,189544.95,1.2878990429850191e-4,0.9809128169735741,0.2,0.0%,1,100.0%
2018,851110,"Ignition or starting equipment; spark plugs, of a kind used for spark or compression-ignition internal combustion engines",189502.56,189502.56,0.0017909807331555067,0.90286998258141,0.2,0.2%,1,100.0%
2022,847930,Machinery and mechanical appliances; presses for the manufacture of particle or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork,189177.57,189177.57,1.285402810031243e-4,0.9810413572545772,0.2,0.0%,1,100.0%
2022,820780,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for turning",188984.19,200067.27,1.2840888530150712e-4,0.9811697661398787,0.2,0.0%,0.9446032327026805,94.5%
2022,841381,Pumps and liquid elevators; n.e.c. in heading no. 8413,188769.22999999998,188769.22999999998,1.282628266603879e-4,0.9812980289665391,0.2,0.0%,1,100.0%
2022,870829,"Vehicles; parts and accessories, of bodies, other than safety seat belts",188699.65,188699.65,1.2821554921226233e-4,0.9814262445157513,0.2,0.0%,1,100.0%
2023,851718,Telephone sets n.e.c. in item no. 8517.1,187515.38,213460.35,4.525884549809338e-5,0.9931889536264696,0.2,0.0%,0.8784553196881763,87.8%
2023,847982,"Machines; for mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring",187463.48,187463.48,4.524631887717647e-5,0.9932341999453469,0.2,0.0%,1,100.0%
2020,847180,"Units of automatic data processing machines; n.e.c. in item no. 8471.50, 8471.60 or 8471.70",187386.86,217413.38,0.0013758457008514462,0.9153391213944129,0.2,0.1%,0.8618920325878747,86.2%
2022,853340,"Electrical resistors; variable, including rheostats and potentiometers (excluding heating)",186429.54,186429.54,1.2667308000035736e-4,0.9815529175957517,0.2,0.0%,1,100.0%
2023,910212,"Wrist-watches; electrically operated, with or without a stop-watch, (other than those of heading no. 9101) with opto-electronic display only",186414.52,186414.52,4.4993141145442245e-5,0.9932791930864923,0.2,0.0%,1,100.0%
2019,711299,"Waste and scrap of precious metals; waste and scrap of precious metals including metal clad with precious metals, other than that of gold and platinum and excluding ash which contains precious metal or precious metal compounds",185564.51,349135.31,0.0020268375929661927,0.8863857179909583,0.2,0.2%,0.531497401394319,53.1%
2016,841990,"Machinery, plant and laboratory equipment; parts of equipment for treating materials by a process involving a change of temperature",185460.14,415071.91,0.0014867066772719872,0.9502881020768847,0.2,0.1%,0.4468144808932024,44.7%
2023,844190,"Machinery; parts of machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds",185394.65,185394.65,4.4746984596799994e-5,0.993323940071089,0.2,0.0%,1,100.0%
2015,900190,"Optical elements; lenses n.e.c. in heading no. 9001, prisms, mirrors and other optical elements, unmounted, of any material (excluding elements of glass not optically worked)",185302.03,763291.45,0.002125288549217884,0.9271475050291791,0.2,0.2%,0.24276707147708781,24.3%
2020,871639,Trailers and semi-trailers; (other than tanker type),185000,185000,0.0013583207203403567,0.9166974421147532,0.2,0.1%,1,100.0%
2014,902290,"Apparatus based on use of x-rays and similar; parts and accessories (x-ray generators, tubes, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and like",184978.73,184978.73,0.0011250577189347744,0.9690003750184083,0.2,0.1%,1,100.0%
2011,760200,Aluminium; waste and scrap,184663.84000000008,589697,0.0012923652124525616,0.9630311334357607,0.2,0.1%,0.3131503806191995,31.3%
2024,844720,"Knitting machines; flat, stitch-bonding machines",184530.13,184530.13,1.1642137886840109e-4,0.9946960558138834,0.2,0.0%,1,100.0%
2018,761010,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors",184423.96,634937.74,0.0017429830979182647,0.9046129656793284,0.2,0.2%,0.2904599118647444,29.0%
2016,902290,"Apparatus based on use of x-rays and similar; parts and accessories (x-ray generators, tubes, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and like",184389.88,184389.88,0.0014781271372780178,0.9517662292141628,0.2,0.1%,1,100.0%
2023,820730,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for pressing, stamping or punching",184195.78,184195.78,4.445762448083351e-5,0.99336839769557,0.2,0.0%,1,100.0%
2017,903180,"Instruments, appliances and machines; for measuring or checking n.e.c. in chapter 90",183891.75,183891.75,0.002029742567603929,0.9122488815043573,0.2,0.2%,1,100.0%
2024,880622,"Unmanned aircraft; for remote-controlled flight only, for other than for carriage of passengers, with the maximum take-off weight of more than 250g but not more than 7kg",183198.59999999998,183198.59999999998,1.155813070676353e-4,0.994811637120951,0.2,0.0%,1,100.0%
2021,870422,"Vehicles; with only compression-ignition internal combustion piston engine (diesel or semi-diesel), for transport of goods, (of a g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes), n.e.c. in item no 8704.1",182947.54,182947.54,0.0010967556160768224,0.9230656979468699,0.2,0.1%,1,100.0%
2022,711620,"Stones; precious or semi-precious stones (natural, synthetic or reconstructed) articles of",182874.47,185665.2,1.2425752039259952e-4,0.9816771751161443,0.2,0.0%,0.9849690195039242,98.5%
2022,870130,Tractors; track-laying,182198.36999999997,182198.37,1.23798131449258e-4,0.9818009732475935,0.2,0.0%,0.9999999999999999,100.0%
2022,843139,"Machinery; parts of the machinery of heading no. 8428, (other than lifts, skip hoists or escalators)",181844.66,181844.66,1.2355779649414884e-4,0.9819245310440877,0.2,0.0%,1,100.0%
2022,841229,"Engines; hydraulic power engines and motors, other than linear acting (cylinders)",181028.89,181028.89,1.2300350612540206e-4,0.9820475345502131,0.2,0.0%,1,100.0%
2023,940440,"Quilts, bedspreads, eiderdowns and duvets (comforters)",180884.09999999998,180884.09999999998,4.36583150404072e-5,0.9934120560106103,0.2,0.0%,1,100.0%
2023,847180,"Units of automatic data processing machines; n.e.c. in item no. 8471.50, 8471.60 or 8471.70",180798.24,180798.24,4.363759180973425e-5,0.99345569360242,0.2,0.0%,1,100.0%
2021,901910,Mechano-therapy appliances; massage apparatus and psychological aptitude-testing apparatus,180274.69,180274.69,0.0010807320978134397,0.9241464300446833,0.2,0.1%,1,100.0%
2014,903033,"Instruments and apparatus; for measuring or checking voltage, current, resistance or power, without a recording device (excluding multimeters)",180183.61000000002,354148.7,0.0010958933562579493,0.9700962683746663,0.2,0.1%,0.5087795324393398,50.9%
2023,831190,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides; of a kind used for soldering, brazing, welding; wires and rods for metal spraying; n.e.c. in item no. 8311",180033.59,180033.59,4.345303534183217e-5,0.9934991466377618,0.2,0.0%,1,100.0%
2022,847982,"Machines; for mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring",179897.9,179897.9,1.2223503356064862e-4,0.9821697695837738,0.2,0.0%,1,100.0%
2022,901580,"Surveying equipment; articles n.e.c. in heading no. 9015, including hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances (excluding compasses)",179738.47,179738.47,1.221267058291933e-4,0.982291896289603,0.2,0.0%,1,100.0%
2023,903089,"Instruments and apparatus; n.e.c. in heading no. 9030, without a recording device",179561.83,198876.03999999998,4.3339171012665244e-5,0.9935424858087746,0.2,0.0%,0.9028831728548095,90.3%
2022,842720,"Fork-lift and other works trucks; fitted with lifting or handling equipment, self-propelled by other than electric motor",179401.68,179401.68,1.2189786748837393e-4,0.9824137941570913,0.2,0.0%,1,100.0%
2023,841919,"Heaters; instantaneous or storage water heaters, non-electric, (other than instantaneous gas or solar water heaters)",179026.08,179026.08,4.320986201158169e-5,0.9935856956707861,0.2,0.0%,1,100.0%
2023,732181,"Domestic appliances; non-electric, (other than cookers and plate warmers), for gas fuel or for both gas and other fuels, of iron or steel",178936.74,178936.74,4.318829884563338e-5,0.9936288839696318,0.2,0.0%,1,100.0%
2013,730890,"Iron or steel; structures and parts thereof, n.e.c. in heading 7308",178718.41999999998,178718.41999999998,0.0011750160794732295,0.9678170985038355,0.2,0.1%,1,100.0%
2012,902890,"Meters; parts and accessories of gas, liquid, electricity supply or production meters, including calibrating meters thereof",178344.2,183337.2,0.001659356650903423,0.9531585354565997,0.2,0.2%,0.9727660289346625,97.3%
2017,850980,"Electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08, n.e.c. in heading no. 8509",177770.96,264833.57,0.0019621831038957177,0.9142110646082531,0.2,0.2%,0.6712553850329472,67.1%
2022,846594,"Machine-tools; for working wood, cork, bone, hard rubber, hard plastics or similar hard materials; bending or assembling machines",177738.35,281315.52,1.2076768643360657e-4,0.982534561843525,0.2,0.0%,0.6318113909961313,63.2%
