"interview__key","date_q","hh_02","settlement","members","memnal","weight","fdpurch","fdcons","fdout","Z1","nfdpurch","nonfdgif","durble","expend","monincome","totincome","nonmoninc","y1_3amd.1.00","y1_3amd.2.00","y1_3amd.4.00","y1_3amd.6.00","y1_3amd.8.00","y1_3amd.9.00","y1_3amd.10.00","y1_3amd.12.00","y1_3amd.13.00","y1_3amd.14.00","y1_3amd.15.00","y1_3amd.17.00","y1_3amd.18.00","y1_3amd.19.00","y1_3amd.23.00","y1_3amd.26.00","y1_3amd.28.00","hhch_0_3_sum","hhch_4_5_sum","hhch_6_11_sum","hhch_12_17_sum","hheld_63_65_sum","hheld_66_70_sum","hheld_71_80_sum","hheld_over81_sum","hheld_over63_sum","headsex","headeduc","headmerstatus","headage","aec_r","poverty","pweight","ae_r","hous_01","hous_13","hous_16","hous_29_0__1","hous_29_0__2","hous_29_0__3","hous_29_0__4","hous_29_0__5","hous_29_0__6","hous_29_0__7","hous_39","hous_44","soc_01","soc_05","hous_47"
"31-32-93-82",2022.01,8,2,6,6,126.66,103481.85,29470.73,0,0,126023.81,93333.33,0,352309.72,322666.67,445470.73,122804.06,78000,NA,125000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,3,1,60,112196.77,1,759.94,4.11,1,1,1,0,0,1,0,0,0,0,4,3,2,NA,1
"31-33-16-74",2022.1,10,1,5,5,51.44,110542.86,0,2389.88,0,49227.68,107380.56,21666.67,291207.64,313000,420380.56,107380.56,303000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1,3,1,42,88915.86,1,257.18,3.4,2,1,1,0,0,0,0,0,1,0,2,3,2,NA,1
"31-33-46-72",2022.04,3,1,4,3,91.06,83537.2,3215.48,11732.14,0,21335.12,33800,20833.33,174453.27,215833.33,252848.81,37015.48,210000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,57,63554.16,1,273.19,2.43,1,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"31-35-03-18",2022.04,4,2,4,4,192.16,20531.25,3270.1,0,0,26168,10800,0,60769.35,460325,474395.1,14070.1,NA,300000,57200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,3,1,65,42413.23,2,768.63,3.18,1,1,1,0,0,0,0,0,1,0,2,3,2,NA,1
"31-36-16-23",2022.04,8,1,1,1,185.77,52103.75,7436.88,0,0,6296.25,24833.33,0,90670.21,64000,96270.21,32270.21,NA,NA,46000,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,3,81,171673.34,1,185.77,0.54,2,1,1,0,0,1,0,0,0,0,3,3,1,5,1
"31-36-59-55",2022.03,1,1,1,1,24.03,31263.99,0,0,0,3237.2,37526.39,0,72027.58,55000,92526.39,37526.39,NA,NA,55000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,3,3,74,113933.61,1,24.03,0.81,1,1,1,0,0,1,0,0,0,0,1,3,2,NA,NA
"31-37-15-69",2022.09,1,1,3,3,254.35,68350.6,0,17163.69,0,55886.31,16200,0,157600.6,160000,176200,16200,160000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,56,64560.39,1,763.06,2.43,2,1,1,0,1,0,0,0,0,0,1,2,2,NA,1
"31-38-19-91",2022.06,8,2,7,6,126.66,44191.07,74107.12,0,0,8907.74,38483.33,0,165689.27,143250,255840.46,112590.46,90000,NA,36000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,2,2,3,75,51409.83,2,759.94,4.36,1,1,1,0,0,1,0,0,0,0,2,3,2,NA,NA
"31-40-01-85",2022.1,1,1,2,2,164.7,54054.76,0,0,0,13687.5,28483.33,0,96225.6,191500,219983.33,28483.33,NA,NA,91500,NA,NA,NA,NA,NA,NA,NA,NA,100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,1,3,1,72,78982.99,1,329.41,1.65,2,1,1,0,0,1,0,0,0,0,1,2,2,NA,1
"31-40-37-76",2022.04,7,1,2,2,199.57,126250.89,8255.95,0,0,30047.32,85400,0,249954.17,160600,254255.95,93655.95,80000,NA,77000,NA,NA,NA,NA,NA,NA,NA,NA,NA,3600,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,1,3,1,68,128967.66,1,399.14,1.65,1,1,1,0,0,1,0,0,1,0,1,3,2,NA,1
"31-47-57-85",2022.08,1,1,4,4,164.7,121710.12,0,54315.48,0,60764.4,39555.56,0,276345.56,830000,869555.56,39555.56,830000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,50,94421.23,1,658.81,3.18,2,1,1,0,0,1,0,0,0,0,1,2,2,NA,1
"31-47-73-71",2022.07,5,2,9,7,156.84,91901.79,37140.81,0,0,10000,34000,0,173042.6,46000,117140.81,71140.81,NA,NA,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,2,2,3,74,41422.02,2,1097.9,4.81,1,3,NA,0,0,1,0,0,0,0,2,2,2,NA,1
"31-47-92-69",2022.07,11,1,4,4,138.21,20422.62,2837.73,0,0,2715.77,33730,0,59706.12,220000,256567.73,36567.73,160000,NA,60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,2,2,3,74,36663.76,2,552.85,2.92,1,1,1,0,0,0,0,0,1,0,2,4,2,NA,1
"31-48-89-40",2022.09,4,1,2,2,109.82,17511.31,0,0,0,35280,51913.89,0,104705.2,200000,251913.89,51913.89,NA,200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,55,62569.67,1,219.65,1.65,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"31-49-86-58",2022.02,1,1,4,4,254.35,137287.8,0,13252.98,0,376396.19,132733.33,0,659670.3,268000,400733.33,132733.33,238000,NA,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,56,211896.36,1,1017.41,3.18,2,1,1,0,0,1,0,0,0,0,1,2,2,NA,1
"31-51-54-36",2022.01,6,2,6,6,146.67,29699.7,74470.86,0,0,15000,91577.78,0,210748.34,376083.33,542131.97,166048.64,110000,100000,89000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,3,1,80,92689.68,1,880,4.6,1,1,1,0,0,0,0,0,1,0,1,3,2,NA,1
"31-51-69-27",2022.1,11,2,2,2,99.8,80082.74,9261.05,0,0,35437.5,9800,0,134581.29,550083.33,569144.39,19061.05,120000,342500,43000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,1,3,1,69,73310.34,1,199.59,1.65,1,5,NA,0,0,0,0,0,1,0,1,4,2,NA,1
"31-56-35-53",2022.12,8,1,3,3,185.77,145044.05,0,0,0,29308.63,14000,0,188352.68,97000,111000,14000,NA,NA,79000,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,3,1,69,55846.28,1,557.31,2.43,2,1,1,0,0,1,0,0,0,0,3,3,1,7,1
"31-57-14-32",2022.06,6,2,6,6,146.67,114562.2,32183.97,0,0,12166.67,32369.44,0,191282.28,111760,176313.41,64553.41,NA,NA,29960,36000,NA,28600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,NA,NA,1,2,5,3,68,52306.55,2,880,3.86,1,1,1,0,0,1,0,0,0,0,1,2,1,4,1
"31-58-18-09",2022.07,6,1,2,2,156.33,81234.23,0,0,0,4888.39,95555.56,0,181678.17,81400,176955.56,95555.56,NA,NA,81400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,3,1,68,122646.61,1,312.66,1.65,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"31-58-80-07",2022.1,7,2,5,5,259.53,53229.17,6257.14,0,0,42095.54,29555.56,0,131137.4,405000,440812.7,35812.7,360000,NA,45000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1,3,1,41,42111.83,2,1297.64,3.65,1,1,1,0,0,0,0,0,1,0,2,3,2,NA,1
"31-63-61-65",2022.05,9,2,4,4,117.31,85449.11,36219.31,0,0,120827.14,36700,0,279195.56,93125,166044.31,72919.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,49,87900.48,1,469.26,3.18,1,1,1,0,0,0,0,0,1,0,2,4,2,NA,1
"31-65-25-23",2022.04,6,1,2,2,156.33,18858.33,0,0,0,2498.51,14050,0,35406.85,95000,109050,14050,45000,NA,32000,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,57,39462.19,2,312.66,1.65,2,1,1,0,1,1,0,0,0,0,1,3,1,6,NA
"31-65-53-74",2022.05,4,2,7,7,192.16,49188.1,97363.41,0,0,102829.4,70050,0,319430.91,261458.33,428871.74,167413.41,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,1,5,1,58,79380.22,1,1345.1,4.57,1,1,1,0,0,0,0,0,1,0,2,3,2,NA,1
"31-65-97-60",2022.05,3,2,4,4,222.14,52121.13,25191.3,0,0,11255.95,10527.78,0,99096.16,292291.67,328010.75,35719.08,NA,150000,65000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3,1,58,55318.71,1,888.56,3.18,1,1,1,0,0,0,0,0,1,0,1,3,2,NA,1
"31-67-59-84",2022.12,5,2,5,3,156.84,158709.82,58343.51,0,0,5172.62,26200,0,248425.95,70316.67,154860.18,84543.51,NA,NA,47400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,3,83,68814.39,1,470.53,2.43,1,1,1,0,0,0,0,0,0,0,2,3,2,NA,1
"31-67-76-57",2022.09,7,2,5,5,259.53,73738.69,2824.4,0,0,78191.67,22500,0,177254.76,264000,289324.4,25324.4,264000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,3,53,49177.72,2,1297.64,3.65,1,1,1,0,0,1,0,0,0,0,2,4,2,NA,1
"31-70-99-50",2022.07,4,2,5,5,192.16,76172.02,9425.47,0,0,33675.6,19320.83,0,138593.92,899933.33,928679.64,28746.3,220000,600000,28600,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,57,41845.19,2,960.79,3.9,1,1,1,0,0,1,0,0,0,0,2,3,1,NA,NA
"31-71-67-44",2022.03,4,1,6,6,109.82,48353.81,0,651.79,0,26332.14,115106.94,0,190444.68,161500,276606.94,115106.94,NA,NA,85500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,NA,2,1,6,1,73,76322.05,1,658.94,4.36,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,NA
"31-75-87-15",2022.06,4,1,4,4,109.82,47254.46,0,0,0,30162.64,44083.33,0,121500.44,259081,303164.33,44083.33,213000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46081,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,3,1,46,62804.16,1,439.3,2.66,1,1,1,0,0,1,0,0,0,0,1,2,2,NA,1
"31-77-01-52",2022.11,6,2,2,2,146.67,61658.93,48425.22,0,0,3432.74,11600,0,125116.89,92000,152025.22,60025.22,NA,NA,92000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,3,1,70,85851.06,1,293.33,1.65,1,3,NA,0,0,0,0,0,1,0,1,3,2,NA,1
"31-84-13-81",2022.07,1,1,2,2,310.21,55792.86,0,22812.5,0,26505.95,75013.89,12500,192625.2,332000,407013.89,75013.89,300000,NA,32000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,3,2,32,73567,1,620.43,1.65,2,1,1,0,1,0,0,0,0,0,1,3,2,NA,NA
"31-84-87-43",2022.08,5,2,9,9,156.84,17120.24,35066.07,0,0,145616.07,31600,0,229402.38,256600,323266.07,66666.07,80000,NA,28600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,3,1,60,55266.87,1,1411.58,5.69,1,1,1,0,0,0,0,0,1,0,2,3,2,NA,NA
"31-87-06-35",2022.09,11,2,10,10,99.8,46798.21,17264.34,2172.62,0,37728.57,25944.44,0,129908.19,500416.67,543625.45,43208.78,85000,120000,86000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,1,2,1,3,1,51,22306.62,3,997.96,6.59,1,3,NA,0,0,0,0,0,1,0,1,3,2,NA,1
"31-87-71-13",2022.04,8,2,5,5,126.66,27766.07,36183.55,0,0,41450.89,10300,0,115700.52,0,46483.55,46483.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,59,41663.07,2,633.29,3.9,1,1,1,0,0,0,0,0,1,1,1,3,2,NA,1
"31-88-59-79",2022.09,7,1,5,5,199.57,53163.99,0,0,0,10542.56,32251.39,0,95957.94,440000,472251.39,32251.39,290000,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3,1,50,38112.19,2,997.85,3.65,2,1,1,0,1,0,0,0,0,0,2,3,2,NA,1
"31-88-69-04",2022.09,1,1,3,3,317.29,79865.48,0,0,0,5192.56,18850,0,103908.04,290000,308850,18850,NA,290000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3,1,45,53784.59,1,951.86,2.17,2,1,1,0,1,0,0,0,0,0,1,3,2,NA,1
"31-94-98-95",2022.11,4,1,2,2,109.82,20748.51,0,0,0,5322.92,21400,0,47471.43,85100,106500,21400,NA,NA,85100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,1,6,1,71,58093.72,1,219.65,1.65,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"31-96-49-65",2022.08,9,1,4,4,117.45,135984.23,7061.01,7169.64,0,31162.5,36727.78,0,218105.16,430000,473788.79,43788.79,430000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,60,76872.13,1,469.81,3.18,1,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"31-98-14-10",2022.01,1,1,4,4,173.95,61897.92,977.68,9125,0,24919.94,168136.11,0,265056.64,176000,345113.79,169113.79,130000,NA,46000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,3,92,97825.63,1,695.81,3.18,2,1,1,0,1,1,0,0,0,0,1,2,2,NA,1
"32-01-09-13",2022.08,7,1,4,4,199.57,78952.98,0,0,0,38998.51,58700,1500,178151.49,250000,308700,58700,250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,3,1,38,62404.63,1,798.28,2.66,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"32-01-18-94",2022.07,1,1,1,1,326.88,45147.02,0,0,0,11536.61,34555.56,0,91239.19,81000,115555.56,34555.55,81000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,4,59,138854.77,1,326.88,0.81,2,1,1,0,1,0,0,0,0,0,1,3,2,NA,2
"32-05-56-82",2022.12,10,1,3,2,51.44,222106.85,0,4345.24,0,40341.67,23440,0,290233.75,370000,393440,23440,220000,NA,150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,44,82963.98,1,102.87,1.65,2,1,1,0,0,1,0,0,0,0,1,2,2,NA,NA
"32-09-09-67",2022.11,4,1,3,3,109.82,32154.76,0,0,0,0,161919.22,0,194073.98,244081,406000.22,161919.22,198000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,51,59431.6,1,329.47,2.43,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"32-14-05-11",2022.02,1,1,1,1,317.29,55249.7,0,0,0,782.14,27400,0,83431.85,62833.33,90233.33,27400,NA,NA,57000,NA,NA,NA,NA,NA,NA,NA,5833.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,5,3,78,124599.03,1,317.29,0.81,2,1,1,0,1,0,0,0,0,0,1,3,2,NA,1
"32-17-84-02",2022.01,8,2,4,4,126.66,6474.4,29769.76,0,0,31822.92,12000,0,80067.09,56416.67,98186.43,41769.76,NA,8500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,50,41314.96,2,506.63,3.18,1,1,1,0,0,0,0,0,1,0,2,3,2,NA,1
"32-18-46-47",2022.1,2,2,3,3,122.72,55206.25,11992.86,0,0,14645.83,12069.44,0,93914.38,180000,204062.3,24062.3,44000,NA,131000,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,3,1,3,1,74,59302.29,1,368.15,2.43,1,1,1,0,0,1,0,0,0,0,4,3,2,NA,1
"32-19-08-86",2022.03,7,1,4,4,199.57,96681.55,365,0,0,29441.13,119277.78,0,245765.46,299000,418642.78,119642.78,260000,NA,39000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,2,6,3,66,102550.27,1,798.28,2.92,1,1,1,-999999999,-999999999,1,-999999999,-999999999,-999999999,-999999999,1,3,2,NA,NA
"32-21-76-23",2022.06,1,1,2,2,294.3,149193.75,1331.25,0,0,66308.33,14116.67,6666.67,237616.67,290000,305447.92,15447.92,180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,26,99814.49,1,588.59,1.65,2,1,1,-999999999,1,-999999999,-999999999,-999999999,-999999999,-999999999,1,3,2,NA,NA
"32-22-92-90",2022.06,1,1,3,3,247.47,36728.13,0,13180.56,0,24562.5,94600,0,169071.18,210000,304600,94600,210000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,27,58542.89,1,742.42,1.87,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"32-24-18-83",2022.08,11,2,1,1,99.8,54967.26,4694.29,0,0,17105.65,9405.56,0,86172.76,100860,114959.85,14099.85,NA,NA,45500,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,45360,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,3,3,78,97721.7,1,99.8,0.81,2,1,1,0,0,0,0,0,1,0,4,3,2,NA,1
"32-25-78-13",2022.02,2,2,3,3,122.72,45190.48,54282.28,0,0,31614.58,27069.44,0,158156.78,319333.33,400685.05,81351.72,183000,NA,115500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,1,3,1,71,90242.27,1,368.15,2.43,1,1,1,0,0,0,0,0,1,0,4,2,2,NA,1
"32-27-88-76",2022.11,6,1,2,2,156.33,56488.1,5045.3,0,0,31785.42,29077.78,0,122396.59,129500,163623.08,34123.08,NA,NA,111500,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,6,4,79,80267.55,1,312.66,1.65,1,1,1,0,0,0,0,0,1,0,1,4,1,4,1
"32-28-63-47",2022.09,9,2,4,4,117.31,228624.7,36018.11,0,0,150535.42,40538.89,0,455717.11,330500,407057,76557,215000,40000,33000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,5,1,64,117039.31,1,469.26,3.18,1,1,1,0,0,0,0,0,1,0,2,4,2,NA,1
"32-28-88-21",2022.05,3,1,5,5,91.06,162642.26,0,0,0,52186.31,36198.61,2083.33,253110.51,195000,231198.61,36198.61,145000,NA,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,1,2,3,3,70,64286.38,1,455.32,3.4,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,NA
"32-29-50-10",2022.12,9,1,2,2,117.45,121232.14,2549.19,0,0,2737.5,56177.78,0,182696.61,156000,214726.96,58726.96,NA,NA,156000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,1,94,72221.41,1,234.91,1.65,1,1,1,0,0,1,0,0,0,0,2,3,2,NA,2
"32-31-18-02",2022.07,7,1,3,3,199.57,116800,0,0,0,59693.75,26250,0,202743.75,307000,333250,26250,220000,NA,87000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2,1,6,1,70,84062.59,1,598.71,2.43,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"32-31-37-76",2022.03,6,2,4,3,146.67,23046.47,22460.96,0,0,7000,26383.33,0,78890.77,222713.33,271557.63,48844.3,NA,NA,33000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38880,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,4,1,60,52567.96,2,440,2.27,1,3,NA,0,0,0,0,0,1,0,1,3,2,NA,1
"32-34-36-69",2022.11,4,1,1,1,109.82,23033.71,0,0,0,0,9700,0,32733.71,46800,56500,9700,NA,NA,46800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,3,3,70,93613.87,1,109.82,0.61,2,1,1,0,1,0,0,0,0,0,1,3,2,NA,NA
"32-35-92-88",2022.09,7,2,5,5,259.53,127250.3,3106.85,0,0,107850.89,35477.78,0,273685.81,502000,540584.62,38584.62,468000,NA,34000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,2,1,6,1,64,73250.26,1,1297.64,3.65,1,1,1,0,0,1,0,0,0,0,2,2,2,NA,1
"32-36-00-03",2022.09,2,2,7,5,122.72,143936.01,6963.24,0,0,25861.31,60069.44,0,236830.01,135600,202632.69,67032.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129600,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,5,1,56,68730.01,1,613.59,3.4,1,1,1,0,0,0,0,0,0,0,2,3,2,NA,1
"32-37-89-56",2022.04,1,1,6,5,21.48,96811.9,0,6517.86,0,37553.57,42869.44,0,183752.78,200000,242869.44,42869.44,160000,NA,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,2,2,3,73,60925.82,1,107.41,3.65,1,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"32-38-32-56",2022.03,6,1,1,1,156.33,32176.49,25979.54,0,0,2498.51,19504.17,0,80158.71,54600,100083.71,45483.71,NA,NA,44600,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,3,3,77,115339.69,1,156.33,0.81,2,1,1,0,0,1,0,0,0,0,1,4,2,NA,1
"32-38-49-87",2022.1,6,1,3,3,156.33,35457.14,0,0,0,34210.86,19641.67,0,89309.67,144000,163641.67,19641.67,NA,60000,84000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,1,5,1,68,47956.18,2,468.99,2.43,2,1,1,0,0,1,0,0,0,0,1,4,2,NA,1
"32-39-95-63",2022.09,11,1,5,5,138.21,52946.73,26405.22,0,0,54960.42,22900,0,157212.36,283000,332305.22,49305.22,150000,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,53,47399.44,2,691.06,3.65,1,1,1,0,0,0,0,0,1,0,2,3,2,NA,1
"32-40-22-33",2022.11,11,2,4,4,99.8,60507.44,91351.15,13035.71,0,98902.67,112436.11,0,376233.08,426083.33,629870.59,203787.26,285000,75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,62,123123.75,1,399.19,3.18,1,1,1,0,0,0,0,0,1,0,4,3,2,NA,1
"32-42-01-73",2022.03,4,2,2,2,192.16,29504.17,19191.2,0,0,12112,18000,250000,328807.36,889243,926434.2,37191.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,58,74639.36,1,384.31,1.65,1,1,1,0,0,0,0,0,1,0,1,3,2,NA,1
