"interview__key","date_q","hh_02","settlement","members","memnal","weight","fdpurch","fdcons","fdout","Z1","nfdpurch","nonfdgif","durble","expend","monincome","totincome","nonmoninc","y1_3amd.1.00","y1_3amd.2.00","y1_3amd.4.00","y1_3amd.6.00","y1_3amd.8.00","y1_3amd.9.00","y1_3amd.10.00","y1_3amd.12.00","y1_3amd.13.00","y1_3amd.14.00","y1_3amd.15.00","y1_3amd.17.00","y1_3amd.18.00","y1_3amd.19.00","y1_3amd.23.00","y1_3amd.26.00","y1_3amd.28.00","hhch_0_3_sum","hhch_4_5_sum","hhch_6_11_sum","hhch_12_17_sum","hheld_63_65_sum","hheld_66_70_sum","hheld_71_80_sum","hheld_over81_sum","hheld_over63_sum","headsex","headeduc","headmerstatus","headage","aec_r","poverty","pweight","ae_r","hous_01","hous_13","hous_16","hous_29_0__1","hous_29_0__2","hous_29_0__3","hous_29_0__4","hous_29_0__5","hous_29_0__6","hous_29_0__7","hous_39","hous_44","soc_01","soc_05","hous_47"
"48-43-98-93",2022.02,9,1,2,2,117.45,55271.43,5920.39,0,0,5019.64,18161.11,0,84372.57,102000,126081.5,24081.5,NA,NA,102000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,5,1,66,66174.17,1,234.91,1.65,2,1,1,0,1,0,0,0,0,0,1,2,2,NA,1
"48-44-63-36",2022.1,1,1,2,2,254.35,56031.85,0,0,0,5996.43,13412.5,0,75440.77,100700,114112.5,13412.5,NA,NA,82700,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,3,87,49160.49,2,508.7,1.65,2,1,1,0,0,0,0,0,0,0,1,3,2,NA,1
"48-45-65-88",2022.05,1,1,2,2,294.3,72826.19,0,0,0,17728.57,24400,4166.67,119121.43,160000,184400,24400,160000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,60,68566.29,1,588.59,1.65,2,1,1,-999999999,1,-999999999,-999999999,-999999999,-999999999,-999999999,1,3,2,NA,1
"48-46-62-77",2022.09,8,1,6,6,185.77,145826.19,7495.54,0,0,11974.7,49666.67,41666.67,256629.76,264000,321162.2,57162.2,220000,NA,44000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,5,1,48,50301.66,2,1114.61,4.36,2,1,1,0,0,1,0,0,0,0,1,4,2,NA,NA
"48-47-04-17",2022.09,1,1,1,1,118.39,30872.92,0,0,0,7386.9,85572.22,0,123832.04,147134,232706.22,85572.22,NA,60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,60,189295.48,1,118.39,0.81,2,1,1,0,1,1,0,0,0,0,1,3,2,NA,1
"48-48-51-42",2022.06,3,2,4,4,222.14,58465.18,54.32,0,0,15751.49,57900,0,132170.98,338600,396554.32,57954.32,276000,NA,62600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,3,3,77,48483.39,2,888.56,3.18,1,1,1,0,0,1,0,0,0,0,2,4,2,NA,1
"48-51-95-55",2022.11,2,2,3,3,122.72,62375.89,22902.54,0,0,48449.4,24569.44,0,158297.28,133916.67,181388.65,47471.98,NA,NA,108000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,6,1,86,85064.08,1,368.15,2.43,1,1,1,0,0,1,0,0,0,0,2,2,2,NA,1
"48-53-31-71",2022.08,1,1,2,2,310.21,54076.49,0,0,0,7930.06,15548.61,0,77555.16,212500,228048.61,15548.61,NA,NA,72500,NA,NA,NA,NA,NA,NA,NA,NA,NA,140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,5,1,71,49624.31,2,620.43,1.65,1,1,1,0,0,1,0,0,0,0,1,3,2,NA,NA
"48-55-65-18",2022.04,1,1,4,4,164.7,109760.71,0,0,0,28678.57,44700,0,183139.29,0,44700,44700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,6,1,38,64644.95,1,658.81,2.66,2,1,1,0,0,1,0,0,0,0,1,2,2,NA,NA
"48-56-14-10",2022.04,8,2,3,2,126.66,37086.61,16998.47,0,0,41477.38,14400,0,109962.46,146750,178148.47,31398.47,NA,20000,100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,51,74888.41,1,253.31,1.65,1,1,1,0,0,0,0,0,0,1,1,3,2,NA,1
"48-62-09-74",2022.03,4,2,2,2,192.16,10797.92,0,0,0,0,28900,0,39697.92,108600,137500,28900,80000,NA,28600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,60,42638.78,2,384.31,1.65,1,1,1,0,0,1,0,0,0,0,2,3,2,NA,1
"48-65-01-99",2022.1,8,2,2,1,126.66,23181.85,475.8,0,0,5974.7,2900,0,32532.35,63000,66375.8,3375.8,NA,NA,43000,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,5,3,76,47478.71,2,126.66,0.81,1,1,1,0,0,0,0,0,1,0,2,3,2,NA,1
"48-66-57-95",2022.03,8,1,5,5,185.77,61550.3,0,9668.15,0,37163.69,52000,0,160382.14,200000,252000,52000,200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,6,1,42,80940.22,1,928.84,3.14,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"48-69-11-37",2022.01,2,2,2,2,122.72,24499.24,0,0,0,5530.3,19100,0,49129.55,104500,123600,19100,NA,NA,104500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,1,1,76,98184.74,1,245.44,1.3,1,1,1,0,0,1,0,0,0,0,2,3,2,NA,1
"48-71-47-05",2022.02,1,1,6,6,247.47,99636.31,0,11949.4,0,39824.11,97238.89,40416.67,289065.38,255000,352238.89,97238.89,200000,NA,55000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,NA,NA,1,2,3,3,70,68117.39,1,1484.83,3.86,1,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"48-76-24-82",2022.05,4,2,5,5,192.16,70330.72,55292.17,3258.93,0,38129.46,51000,0,218011.29,132200,238492.17,106292.17,90000,NA,42200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,2,3,3,80,79047.93,1,960.79,3.4,1,1,1,0,0,1,0,0,0,0,2,3,2,NA,NA
"48-81-24-25",2022.06,4,1,4,4,109.82,111694.35,1129.76,14773.81,0,38802.98,46040.28,35833.33,248274.5,150000,197170.04,47170.04,132000,NA,NA,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,1,61,66545.88,1,439.3,3.18,1,1,1,0,0,1,0,0,0,0,2,3,1,3,NA
"48-81-49-24",2022.01,3,2,6,6,222.14,244093.75,81.47,0,0,21530.65,38208.33,2083.33,305997.54,55000,93289.81,38289.81,NA,NA,NA,30000,NA,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,2,3,3,59,77282.65,1,1332.83,3.86,1,1,1,0,0,0,0,0,1,0,1,3,1,1,1
"48-84-93-52",2022.01,4,2,4,3,192.16,33023.81,0,0,0,0,40347.22,0,73371.03,0,40347.22,40347.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,64,76682.34,1,576.47,2.43,2,1,1,0,0,0,0,0,1,0,2,3,2,NA,1
"48-86-39-41",2022.02,3,1,4,4,91.06,76215.48,0,0,0,18423.81,22000,1666.67,118305.95,78000,100000,22000,78000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,6,1,39,59129.99,1,364.26,2.66,1,1,1,0,0,1,0,0,0,0,1,3,2,NA,NA
"48-87-06-89",2022.09,5,2,4,3,156.84,47254.46,13564.31,0,0,0,287138.89,0,347957.66,30500,331203.2,300703.2,NA,NA,30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,52,151257.08,1,470.53,2.43,1,3,NA,0,0,1,0,0,0,0,4,2,2,NA,1
"48-88-50-09",2022.04,6,2,5,5,146.67,51013.1,72951.77,0,0,15208.33,289111.11,125000,553284.3,100666.67,462729.54,362062.87,NA,NA,NA,34000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1,3,1,38,177464.75,1,733.33,2.77,1,3,NA,0,0,0,0,0,1,0,1,3,1,10,1
"48-88-51-40",2022.11,3,2,4,4,222.14,70783.93,0,0,0,104991.67,75600,0,251375.6,700000,775600,75600,NA,400000,NA,NA,300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,31,90483.19,1,888.56,2.66,1,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"48-93-35-75",2022.05,9,1,2,2,117.45,71153.27,1126.24,0,0,12516.01,33148.61,0,117944.14,186162,220436.85,34274.85,NA,NA,94000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92162,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1,6,1,64,89575.77,1,234.91,1.65,2,1,1,0,1,0,0,0,0,0,1,3,2,NA,1
"48-95-25-37",2022.05,5,2,2,2,156.84,13578.87,0,0,0,1303.57,176305.56,0,191188,105000,281305.56,176305.56,NA,NA,105000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,2,2,3,85,143232.05,1,313.69,1.65,1,1,1,0,0,1,0,0,0,0,3,1,2,NA,1
"48-98-71-00",2022.1,6,1,3,3,156.33,37608.04,0,0,0,42148.81,14600,0,94356.85,111500,126100,14600,NA,80000,31500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,39,51354.64,2,468.99,2.43,2,1,1,0,0,0,0,0,1,0,3,4,2,NA,3
"48-99-41-11",2022.07,4,2,1,1,192.16,11188.99,0,0,0,760.42,12683.33,0,24632.74,41000,53683.33,12683.33,NA,NA,41000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,3,85,60644.25,1,192.16,0.81,1,1,2,0,0,1,0,0,0,0,2,4,2,NA,1
"49-00-91-47",2022.04,10,1,5,5,51.44,68872.02,0,0,0,6561.31,58611.11,0,134044.44,164000,222611.11,58611.11,120000,NA,44000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,1,2,3,3,76,62690.66,1,257.18,3.9,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,NA
"49-03-88-80",2022.1,3,2,8,7,222.14,137852.68,687.02,8255.95,0,24637.5,38755.56,0,210188.7,438600,478042.57,39442.57,410000,NA,NA,NA,NA,28600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,3,1,59,49432.2,2,1554.97,4.81,1,1,2,0,0,0,0,0,1,0,2,3,2,NA,1
"49-03-96-01",2022.06,8,2,1,1,126.66,11210.71,4519.92,0,0,17337.5,10366.67,0,43434.8,70800,85686.58,14886.58,NA,NA,45800,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,3,84,76229.27,1,126.66,0.81,1,1,1,0,0,1,0,0,0,0,5,3,2,NA,1
"49-04-13-23",2022.09,6,1,1,1,156.33,35978.57,0,0,0,6474.4,7400,0,49852.98,68000,75400,7400,NA,NA,50000,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,6,3,85,71247.98,1,156.33,0.81,2,1,1,0,1,0,0,0,0,0,1,4,1,8,1
"49-05-47-93",2022.01,1,1,4,4,254.35,57617.86,0,5866.07,0,36159.52,95336.11,41666.67,236646.23,340000,435336.11,95336.11,300000,NA,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,2,5,3,65,81927.41,1,1017.41,3.18,2,1,1,0,0,1,0,0,0,0,1,2,2,NA,2
"49-10-09-57",2022.11,1,1,2,2,164.7,41062.5,0,0,0,26071.43,27483.33,0,94617.26,101800,129283.33,27483.33,NA,NA,101800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,3,1,76,74786.58,1,329.41,1.65,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"49-10-40-84",2022.05,8,2,8,8,126.66,22660.42,63727.12,0,0,42305.06,22000,0,150692.6,306500,392227.12,85727.12,NA,100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,3,1,53,37635.14,2,1013.26,5.49,1,1,1,0,0,0,0,0,0,0,5,3,2,NA,1
"49-13-15-78",2022.02,1,1,2,2,310.21,49383.63,0,0,0,3693.45,87747.22,0,140824.31,262701,350448.22,87747.22,NA,NA,102000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160701,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,5,1,79,91266.46,1,620.43,1.65,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"49-17-08-59",2022.09,6,1,3,3,156.33,57900.3,1998.81,0,0,0,18500,0,78399.11,80000,100498.81,20498.81,80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,55,36867.18,2,468.99,2.43,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,NA
"49-18-23-22",2022.07,6,2,3,1,146.67,44951.49,15682.69,0,0,25810.71,20798.61,0,107243.5,319220.83,355702.13,36481.3,NA,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,60,140276.61,1,146.67,0.81,1,1,1,0,0,0,0,0,1,0,2,3,2,NA,1
"49-19-11-64",2022.02,6,1,2,2,156.33,17663.39,0,0,0,0,9813.89,0,27477.28,93400,103213.89,9813.89,NA,NA,39400,54000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,3,84,39436.34,2,312.66,1.65,2,1,1,0,1,0,0,0,0,0,1,5,1,NA,NA
"49-22-11-93",2022.05,4,2,4,3,192.16,27027.38,0,0,0,304.17,13300,0,40631.55,65400,78700,13300,NA,NA,28600,36800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,5,1,52,27616.1,3,576.47,1.89,1,1,1,0,0,0,0,0,1,0,2,4,1,10,1
"49-31-05-89",2022.06,10,2,1,1,40.75,36717.26,0,0,0,2800,13166.67,0,52683.93,53466.67,66633.33,13166.67,NA,NA,36800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,5,3,69,102053.52,1,40.75,0.81,1,1,1,0,0,0,0,0,0,0,1,3,2,NA,1
"49-35-22-39",2022.12,2,1,3,3,76.87,82255.36,56486.13,0,0,37502.98,31100,0,207344.46,370000,457586.13,87586.13,370000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,62,94638.33,1,230.61,2.43,1,1,1,0,0,1,0,0,0,0,1,2,2,NA,1
"49-38-82-67",2022.01,9,2,3,3,117.31,67177.38,122993.83,0,0,32367.38,36008.33,0,258546.92,112566.67,271568.83,159002.16,NA,NA,31900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,59,110619.23,1,351.94,2.43,1,1,1,0,0,0,0,0,1,0,2,4,2,NA,2
"49-44-17-69",2022.03,7,2,7,7,259.53,13600.6,17294.77,0,0,3541.37,521765.28,2500,558702.02,212500,751560.05,539060.05,120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,6,1,57,142690.72,1,1816.69,4.57,1,1,1,-999999999,1,1,-999999999,-999999999,-999999999,-999999999,2,2,2,NA,1
"49-44-54-42",2022.06,1,1,2,2,317.29,53120.54,1520.83,0,0,32980.36,11100,0,98721.73,216000,228620.83,12620.83,180000,NA,36000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,3,1,63,74114.08,1,634.57,1.65,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"49-44-95-93",2022.02,1,1,6,6,310.21,270425.89,0,23029.76,0,287319.05,156202.77,8333.33,745310.81,620000,776202.77,156202.77,370000,250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,7,1,57,144384.84,1,1861.28,4.11,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,NA
"49-50-58-10",2022.12,5,2,2,2,156.84,200098.21,3367.56,0,0,23038.69,22500,0,249004.46,146250,172117.56,25867.56,130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,59,86069.98,1,313.69,1.65,1,1,1,0,0,1,0,0,0,0,2,2,2,NA,NA
"49-51-99-73",2022.09,1,1,2,2,92.66,32958.63,0,0,0,3041.67,19866.67,0,55866.96,88000,107866.67,19866.67,NA,NA,88000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,5,1,76,49386.84,2,185.31,1.65,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,2
"49-58-64-12",2022.12,2,2,4,4,122.72,178893.45,18445.54,0,0,73651.79,15518.06,0,286508.83,203466.67,237430.26,33963.59,150000,NA,NA,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,3,1,43,82499.24,1,490.87,2.66,1,1,2,0,0,0,0,0,0,0,2,4,1,3,1
"49-60-29-53",2022.02,6,1,4,4,156.33,114019.05,0,0,0,5431.55,49638.89,0,169089.48,82000,131638.89,49638.89,NA,NA,52000,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,1,2,5,3,75,84916.89,1,625.32,2.66,2,1,1,0,0,1,0,0,0,0,1,3,1,3,NA
"49-60-35-71",2022.12,10,2,2,2,40.75,27157.74,29813.29,0,0,0,11197.22,0,68168.25,130000,171010.51,41010.51,130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,3,3,63,58041.58,1,81.49,1.65,1,1,1,0,0,0,0,0,1,0,1,3,2,NA,1
"49-63-31-38",2022.01,1,1,1,1,317.29,17098.51,0,0,0,0,49069.44,0,66167.96,12500,61569.44,49069.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,51,131921.3,1,317.29,0.81,2,1,1,0,1,0,0,0,0,0,1,3,2,NA,1
"49-64-86-65",2022.1,4,1,4,3,109.82,29200,0,0,0,17168,31700,0,78068,337134,368834,31700,250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,54,53249.4,1,329.47,2.43,2,1,1,0,0,1,0,0,0,0,1,2,2,NA,1
"49-65-47-52",2022.08,6,1,4,4,156.33,89729.17,11015.18,0,0,121340.77,25566.67,0,247651.79,279000,315581.85,36581.85,250000,NA,NA,29000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,3,5,34,98674.88,1,625.32,2.66,1,1,1,0,0,0,0,0,1,0,1,4,1,8,1
"49-65-85-54",2022.04,1,1,5,5,254.35,91026.22,0,0,0,55884.52,33677.78,19166.67,199755.19,374000,407677.78,33677.78,215000,120000,39000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,2,6,4,63,53695.64,1,1271.76,3.65,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"49-74-27-38",2022.05,4,1,1,1,109.82,14882.44,12702.58,0,0,0,12200,0,39785.02,90000,114902.58,24902.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,3,3,67,70633.38,1,109.82,0.81,1,1,1,0,0,1,0,0,0,0,1,2,2,NA,1
"49-75-05-44",2022.02,1,1,4,4,164.7,56900.89,0,0,0,41512.32,82108.33,0,180521.55,448320,530428.33,82108.33,150000,NA,98320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200000,NA,NA,NA,NA,NA,NA,2,NA,2,1,3,1,76,63914.09,1,658.81,3.18,2,1,1,0,0,1,0,0,0,0,1,2,2,NA,2
"49-75-16-67",2022.03,5,1,3,1,192.64,10863.1,3532.68,0,0,0,36288.89,0,50684.66,228466.67,268288.23,39821.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,65,107956.77,1,192.64,0.81,1,1,1,0,0,1,0,0,0,0,2,3,2,NA,NA
"49-76-61-50",2022.09,6,2,4,4,146.67,21429.92,147333.04,0,0,5668.56,87025,0,261456.52,118266.67,352624.71,234358.04,68000,NA,48600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,2,2,3,74,138404.13,1,586.67,2.33,1,1,1,0,0,0,0,0,1,0,1,2,2,NA,1
"49-79-90-22",2022.01,5,2,6,6,156.84,3910.71,2672.32,0,0,85000,43366.67,0,134949.7,474800,520838.99,46038.99,NA,NA,94800,30000,NA,NA,NA,NA,NA,NA,NA,NA,350000,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,2,1,5,1,44,71357.03,1,941.06,4.11,1,3,NA,0,0,0,0,0,1,1,2,3,1,10,NA
"49-81-56-91",2022.01,1,1,4,3,326.88,49318.45,0,3476.19,0,3954.17,59661.11,0,116409.92,182000,241661.11,59661.11,150000,NA,32000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,3,1,64,94216.68,1,980.64,2.17,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"49-82-33-67",2022.06,6,1,2,2,156.33,66808.04,0,0,0,25158.93,29323.61,0,121290.58,79500,108823.61,29323.61,NA,NA,79500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,5,1,70,72847.74,1,312.66,1.65,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,2
"49-84-29-18",2022.01,1,1,6,6,92.66,80473.81,0,0,0,15860.12,40000,0,136333.93,190000,230000,40000,150000,NA,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,1,3,3,83,41197.75,2,555.94,4.11,2,1,1,0,1,0,0,0,0,0,1,3,2,NA,2
"49-85-72-06",2022.08,1,1,5,5,247.47,47862.8,434.52,0,0,39734.52,62666.67,0,150698.51,250600,313701.19,63101.19,220000,NA,30600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,3,3,59,81539.83,1,1237.36,2.22,3,1,1,0,1,0,0,0,0,0,1,3,2,NA,1
"49-86-03-96",2022.01,8,1,2,2,185.77,36347.92,0,0,0,0,30518.61,0,66866.53,98500,129018.61,30518.61,72000,NA,26500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,3,3,67,66375.11,1,371.54,1.65,1,1,1,0,0,1,0,0,0,0,1,2,2,NA,NA
"49-87-47-51",2022.04,1,1,2,2,24.03,62723.51,0,0,0,5909.52,18147.22,0,86780.26,117000,135147.22,18147.22,NA,NA,117000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,3,1,69,57312.8,1,48.06,1.65,1,1,1,0,0,1,0,0,0,0,1,3,2,NA,NA
"49-90-74-58",2022.09,6,1,2,2,156.33,44886.31,0,0,0,0,26873.61,0,71759.92,156600,183473.61,26873.61,NA,NA,91800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64800,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,1,3,1,73,57206.82,1,312.66,1.65,2,1,1,0,1,1,0,0,0,0,1,2,2,NA,NA
"49-99-79-35",2022.05,1,1,2,2,21.48,59833.93,0,0,0,12840.18,108138.89,0,180813,180000,288138.89,108138.89,180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,45,77538.66,1,42.96,1.65,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
"50-08-51-65",2022.01,3,1,2,2,91.06,27114.29,0,0,0,10000,39527.78,0,76642.06,205000,244527.78,39527.78,175000,NA,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,62,91059.57,1,182.13,1.65,2,1,1,0,0,1,0,0,0,0,1,3,2,NA,1
