"period","trade_code","reporter","partner_iso","partner","commodity_code","netweight_kg","trade_value_us"
"2010-06-01","M","Armenia","RUS","Russian Federation",271012,840,1175.06
"2010-11-01","M","Armenia","ROU","Romania",271012,9173150,6670276.98
"2010-06-01","M","Armenia","BGR","Bulgaria",271012,7794890,6643853.76
"2010-05-01","M","Armenia","IRN","Iran",271012,1750,1960.4
"2010-08-01","M","Armenia","GRC","Greece",271012,856956,754121.28
"2010-10-01","M","Armenia","RUS","Russian Federation",271012,37960,61685.71
"2010-08-01","M","Armenia","TKM","Turkmenistan",271012,458630,319454.7
"2010-10-01","M","Armenia","BGR","Bulgaria",271012,8706869,7292967.59
"2010-06-01","M","Armenia","ROU","Romania",271012,5718394,4292006.79
"2010-07-01","M","Armenia","ITA","Italy",271012,249669,209472.29
"2010-08-01","M","Armenia","ISR","Israel",271012,4652079,3827080.34
"2010-02-01","M","Armenia","BGR","Bulgaria",271012,8778639,7325578.95
"2010-03-01","M","Armenia","BGR","Bulgaria",271012,5500922,4950903.23
"2010-04-01","M","Armenia","ROU","Romania",271012,10594143,9184282.44
"2010-05-01","M","Armenia","ROU","Romania",271012,10323118,8480569.04
"2010-01-01","M","Armenia","ROU","Romania",271012,9223453,7023307.39
"2010-11-01","M","Armenia","BGR","Bulgaria",271012,6597394,6817893.34
"2010-11-01","M","Armenia","RUS","Russian Federation",271012,16802,26184.2
"2010-07-01","M","Armenia","BGR","Bulgaria",271012,5189964,4300091.73
"2010-10-01","M","Armenia","ROU","Romania",271012,5177218,3565061.38
"2010-08-01","M","Armenia","ROU","Romania",271012,10981710,7757793.41
"2010-04-01","M","Armenia","BGR","Bulgaria",271012,6298718,5863571.3
"2010-05-01","M","Armenia","BGR","Bulgaria",271012,7203638,6537484.74
"2010-08-01","M","Armenia","RUS","Russian Federation",271012,4900,8823.33
"2010-08-01","M","Armenia","BGR","Bulgaria",271012,8295805,7030674.02
"2010-07-01","M","Armenia","ROU","Romania",271012,7341676,4757729.89
"2010-01-01","M","Armenia","BGR","Bulgaria",271012,3494247,2883755.6
"2010-06-01","M","Armenia","DEU","Germany",271012,159,636.63
"2010-02-01","M","Armenia","ROU","Romania",271012,6525074,5159010.43
"2010-03-01","M","Armenia","ROU","Romania",271012,4719016,3892799.98
"2010-01-01","M","Armenia","UKR","Ukraine",271012,1790189,1423200.26
"2010-08-01","M","Armenia","ITA","Italy",271019,900,3330.02
"2010-01-01","M","Armenia","USA","USA",271019,2964,16303.07
"2010-06-01","M","Armenia","USA","USA",271019,380.4,6023.59
"2010-05-01","M","Armenia","GBR","United Kingdom",271019,5468.4,30904.48
"2010-08-01","M","Armenia","UKR","Ukraine",271019,33585.7,66406.6
"2010-07-01","M","Armenia","RUS","Russian Federation",271019,5611388.69,3948740.5
"2010-03-01","M","Armenia","SWE","Sweden",271019,1.2,75.6
"2010-10-01","M","Armenia","TKM","Turkmenistan",271019,6208583,3702280.39
"2010-04-01","M","Armenia","NLD","Netherlands",271019,26166.8,60642.59
"2010-01-01","M","Armenia","JPN","Japan",271019,33315,109939.6
"2010-08-01","M","Armenia","RUS","Russian Federation",271019,3968176.61,2702846.89
"2010-10-01","M","Armenia","ARE","United Arab Emirates",271019,8672.6,54319.28
"2010-05-01","M","Armenia","ARE","United Arab Emirates",271019,50732.62,147699.29
"2010-04-01","M","Armenia","TUR","Turkey",271019,20222,50701.99
"2010-04-01","M","Armenia","FRA","France",271019,789.1,5729.43
"2010-05-01","M","Armenia","IRN","Iran",271019,1433857,906909.01
"2010-02-01","M","Armenia","BEL","Belgium",271019,53009.84,153264.93
"2010-02-01","M","Armenia","GRC","Greece",271019,5363554,4189748.13
"2010-06-01","M","Armenia","RUS","Russian Federation",271019,4678279.71,3561132.74
"2010-01-01","M","Armenia","GBR","United Kingdom",271019,28550.7,68682.86
"2010-03-01","M","Armenia","NLD","Netherlands",271019,27370.61,130488.55
"2010-04-01","M","Armenia","SGP","Singapore",271019,180,2270.3
"2010-10-01","M","Armenia","BGR","Bulgaria",271019,746.8,1573.51
"2010-05-01","M","Armenia","SWE","Sweden",271019,6113.28,24197.58
"2010-11-01","M","Armenia","TKM","Turkmenistan",271019,3776210,2378390.91
"2010-08-01","M","Armenia","TUR","Turkey",271019,48782,136223.25
"2010-05-01","M","Armenia","JPN","Japan",271019,463,3400.03
"2010-06-01","M","Armenia","FRA","France",271019,145.4,2808.87
"2010-01-01","M","Armenia","IRN","Iran",271019,480650,290980.4
"2010-03-01","M","Armenia","BEL","Belgium",271019,36786.15,107858.03
"2010-05-01","M","Armenia","UKR","Ukraine",271019,12377.15,22559.1
"2010-03-01","M","Armenia","CHN","China",271019,8.02,92.6
"2010-10-01","M","Armenia","CAN","Canada",271019,17,129.4
"2010-10-01","M","Armenia","FRA","France",271019,270.9,4039.41
"2010-02-01","M","Armenia","DEU","Germany",271019,35862.46,174086.72
"2010-01-01","M","Armenia","UKR","Ukraine",271019,36025,50521.91
"2010-06-01","M","Armenia","BGR","Bulgaria",271019,2200735,1911533.15
"2010-05-01","M","Armenia","DEU","Germany",271019,37396.2,76537.05
"2010-08-01","M","Armenia","JPN","Japan",271019,506.1,3190.91
"2010-11-01","M","Armenia","ARE","United Arab Emirates",271019,148,379.79
"2010-08-01","M","Armenia","IRN","Iran",271019,1094004,692256.75
"2010-03-01","M","Armenia","UKR","Ukraine",271019,62955.6,107464.73
"2010-08-01","M","Armenia","CZE","Czechia",271019,5,75.09
"2010-10-01","M","Armenia","GBR","United Kingdom",271019,26966.9,79527.19
"2010-01-01","M","Armenia","FRA","France",271019,9506.32,25018.73
"2010-10-01","M","Armenia","NLD","Netherlands",271019,45917.6,98012.89
"2010-05-01","M","Armenia","KOR","Rep. of Korea",271019,31252.8,85609.64
"2010-06-01","M","Armenia","TKM","Turkmenistan",271019,4847297,3515932.32
"2010-02-01","M","Armenia","KOR","Rep. of Korea",271019,15405.24,32935.45
"2010-03-01","M","Armenia","TUR","Turkey",271019,43393.46,89901.71
"2010-03-01","M","Armenia","TKM","Turkmenistan",271019,1027700,770775
"2010-10-01","M","Armenia","SGP","Singapore",271019,15441.6,59235.03
"2010-04-01","M","Armenia","UKR","Ukraine",271019,96015.92,192821.71
"2010-08-01","M","Armenia","KOR","Rep. of Korea",271019,31091.7,82746.21
"2010-11-01","M","Armenia","GRC","Greece",271019,4713677,4276462.08
"2010-11-01","M","Armenia","GBR","United Kingdom",271019,10814,37621.9
"2010-08-01","M","Armenia","CHN","China",271019,110,290.64
"2010-06-01","M","Armenia","NLD","Netherlands",271019,5990.4,27885.15
"2010-04-01","M","Armenia","KOR","Rep. of Korea",271019,457.5,8084.99
"2010-11-01","M","Armenia","OMN","Oman",271019,15048,43510.12
"2010-03-01","M","Armenia","GBR","United Kingdom",271019,11,253
"2010-06-01","M","Armenia","KOR","Rep. of Korea",271019,31216,98718.36
"2010-08-01","M","Armenia","ARE","United Arab Emirates",271019,69,368.2
"2010-10-01","M","Armenia","IRQ","Iraq",271019,125045,85030.6
"2010-02-01","M","Armenia","RUS","Russian Federation",271019,2670341.4,1997491.24
"2010-06-01","M","Armenia","JPN","Japan",271019,7215.2,157918.16
"2010-02-01","M","Armenia","JPN","Japan",271019,14.4,628.42
"2010-02-01","M","Armenia","LTU","Lithuania",271019,27632.46,57048.9
"2010-03-01","M","Armenia","ARE","United Arab Emirates",271019,7488,30701
"2010-03-01","M","Armenia","JPN","Japan",271019,11.53,413.73
"2010-03-01","M","Armenia","ESP","Spain",271019,10647.9,26120.79
"2010-01-01","M","Armenia","RUS","Russian Federation",271019,5146085.25,3676032.57
"2010-02-01","M","Armenia","TUR","Turkey",271019,19442,46735.6
"2010-07-01","M","Armenia","DEU","Germany",271019,26545.1,69906.55
"2010-07-01","M","Armenia","TKM","Turkmenistan",271019,4806397,3090640.53
"2010-03-01","M","Armenia","EGY","Egypt",271019,4416954,3776495.67
"2010-06-01","M","Armenia","BEL","Belgium",271019,19285.2,63656.02
"2010-11-01","M","Armenia","BEL","Belgium",271019,16066.63,40838.15
"2010-08-01","M","Armenia","NOR","Norway",271019,191.8,2877.47
"2010-08-01","M","Armenia","USA","USA",271019,406.8,3095.51
"2010-05-01","M","Armenia","USA","USA",271019,12650,24090.84
"2010-08-01","M","Armenia","FRA","France",271019,13956,35794.74
"2010-04-01","M","Armenia","USA","USA",271019,7269.4,16502.2
"2010-06-01","M","Armenia","GBR","United Kingdom",271019,4146868.04,3498113.69
"2010-07-01","M","Armenia","UKR","Ukraine",271019,41130,91068.22
"2010-03-01","M","Armenia","FRA","France",271019,199.2,6430.97
"2010-05-01","M","Armenia","ISR","Israel",271019,1009692,403876.81
"2010-02-01","M","Armenia","POL","Poland",271019,18731.33,34505.3
"2010-11-01","M","Armenia","ITA","Italy",271019,1097,5216.64
"2010-11-01","M","Armenia","IRN","Iran",271019,662993.2,422102.28
"2010-06-01","M","Armenia","IRN","Iran",271019,619998,399897.6
"2010-10-01","M","Armenia","ITA","Italy",271019,9,32.89
"2010-06-01","M","Armenia","ISR","Israel",271019,1001551,841302.85
"2010-08-01","M","Armenia","NLD","Netherlands",271019,20851.2,74184.23
"2010-10-01","M","Armenia","BEL","Belgium",271019,18133.7,60428.05
"2010-10-01","M","Armenia","UKR","Ukraine",271019,16435,37248.91
"2010-07-01","M","Armenia","ESP","Spain",271019,11883.7,24229.42
"2010-03-01","M","Armenia","CHE","Switzerland",271019,492.8,10188.45
"2010-07-01","M","Armenia","NLD","Netherlands",271019,79099.28,277012.78
"2010-08-01","M","Armenia","GRC","Greece",271019,6997046,5781086.91
"2010-03-01","M","Armenia","USA","USA",271019,817.88,6236.24
"2010-01-01","M","Armenia","DEU","Germany",271019,9277.89,24617.67
"2010-05-01","M","Armenia","FIN","Finland",271019,7271.99,27737.42
"2010-05-01","M","Armenia","RUS","Russian Federation",271019,3513810.85,3162773.93
"2010-06-01","M","Armenia","AUS","Australia",271019,184,3772.21
"2010-04-01","M","Armenia","GBR","United Kingdom",271019,23964.5,61126.51
"2010-04-01","M","Armenia","RUS","Russian Federation",271019,7033036.96,6066665.32
"2010-10-01","M","Armenia","TUR","Turkey",271019,12530.6,24252.69
"2010-03-01","M","Armenia","BGR","Bulgaria",271019,1769677,1576170.52
"2010-07-01","M","Armenia","GBR","United Kingdom",271019,13864.7,35107.71
"2010-05-01","M","Armenia","TUR","Turkey",271019,18000,33272.25
"2010-02-01","M","Armenia","USA","USA",271019,7111,10946.2
"2010-08-01","M","Armenia","DEU","Germany",271019,90714.67,341827.19
"2010-08-01","M","Armenia","BEL","Belgium",271019,56883.88,205937.77
"2010-01-01","M","Armenia","CAN","Canada",271019,13.74,181.53
"2010-11-01","M","Armenia","RUS","Russian Federation",271019,6433589.4,4595501.54
"2010-11-01","M","Armenia","KOR","Rep. of Korea",271019,11498.9,35839.52
"2010-10-01","M","Armenia","OMN","Oman",271019,1877.4,7933.83
"2010-07-01","M","Armenia","BGR","Bulgaria",271019,2924650,2068411.38
"2010-08-01","M","Armenia","GBR","United Kingdom",271019,13734,30488.83
"2010-11-01","M","Armenia","UKR","Ukraine",271019,3027271.75,1936606.58
"2010-02-01","M","Armenia","IRN","Iran",271019,1237452,783364.68
"2010-06-01","M","Armenia","UKR","Ukraine",271019,20408,63174.94
"2010-03-01","M","Armenia","IRN","Iran",271019,1198402,639806.98
"2010-07-01","M","Armenia","ITA","Italy",271019,4,58
"2010-01-01","M","Armenia","NLD","Netherlands",271019,45726.28,156756.99
"2010-10-01","M","Armenia","IRN","Iran",271019,1228804,746959.85
"2010-07-01","M","Armenia","AUT","Austria",271019,7.8,281.73
"2010-07-01","M","Armenia","USA","USA",271019,10244,15803.88
"2010-06-01","M","Armenia","CHN","China",271019,22.4,189.41
"2010-04-01","M","Armenia","BEL","Belgium",271019,5679,29584.04
"2010-11-01","M","Armenia","USA","USA",271019,4183.2,7290.59
"2010-02-01","M","Armenia","GBR","United Kingdom",271019,4.5,140.52
"2010-08-01","M","Armenia","BGR","Bulgaria",271019,5516696,3656762.43
"2010-05-01","M","Armenia","ESP","Spain",271019,7.4,286.23
"2010-03-01","M","Armenia","ITA","Italy",271019,10,174.4
"2010-06-01","M","Armenia","DEU","Germany",271019,58751.18,166785.42
"2010-05-01","M","Armenia","FRA","France",271019,17080.4,44039
"2010-11-01","M","Armenia","TUR","Turkey",271019,34542,83564.22
"2010-01-01","M","Armenia","BEL","Belgium",271019,27264.93,104594.31
"2010-04-01","M","Armenia","BGR","Bulgaria",271019,2988983,2695440.78
"2010-11-01","M","Armenia","DEU","Germany",271019,22064.72,67945.42
"2010-07-01","M","Armenia","IRN","Iran",271019,1764092,1093273.05
"2010-05-01","M","Armenia","TKM","Turkmenistan",271019,9426714,7388056.02
"2010-04-01","M","Armenia","IRN","Iran",271019,1467203,852326.99
"2010-05-01","M","Armenia","BEL","Belgium",271019,44571.41,111799.26
"2010-08-01","M","Armenia","TKM","Turkmenistan",271019,2373595,1568466.82
"2010-07-01","M","Armenia","TUR","Turkey",271019,403,1543.02
"2010-10-01","M","Armenia","USA","USA",271019,6567,26072.97
"2010-08-01","M","Armenia","SWE","Sweden",271019,884.6,6269.48
"2010-04-01","M","Armenia","JPN","Japan",271019,267.5,2518.07
"2010-05-01","M","Armenia","NLD","Netherlands",271019,41263.24,133508.38
"2010-06-01","M","Armenia","POL","Poland",271019,16542.72,29829.6
"2010-01-01","M","Armenia","ITA","Italy",271019,1,50.53
"2010-10-01","M","Armenia","SWE","Sweden",271019,45,538.49
"2010-11-01","M","Armenia","NLD","Netherlands",271019,84867.56,342110.18
"2010-02-01","M","Armenia","NLD","Netherlands",271019,21510.36,81553.06
"2010-07-01","M","Armenia","BEL","Belgium",271019,46011.69,156928.04
"2010-01-01","M","Armenia","BGR","Bulgaria",271019,2364901,1861072.76
"2010-04-01","M","Armenia","DEU","Germany",271019,39750.11,139223.63
"2010-02-01","M","Armenia","UKR","Ukraine",271019,1000180.32,419471.83
"2010-03-01","M","Armenia","DEU","Germany",271019,92203.54,347538.04
"2010-10-01","M","Armenia","DEU","Germany",271019,51023,163173.7
"2010-06-01","M","Armenia","TUR","Turkey",271019,18012,45792.19
"2010-07-01","M","Armenia","SGP","Singapore",271019,270,1010.62
"2010-07-01","M","Armenia","JPN","Japan",271019,198.24,2263.63
"2010-01-01","M","Armenia","ROU","Romania",271019,59407,23762.8
"2010-08-01","M","Armenia","THA","Thailand",271019,199.8,939.88
"2010-07-01","M","Armenia","SWE","Sweden",271019,181.64,1786.26
"2010-03-01","M","Armenia","RUS","Russian Federation",271019,8453336,6954623.48
"2010-02-01","M","Armenia","FRA","France",271019,182,4298.28
"2010-05-01","M","Armenia","AUS","Australia",271019,922.5,1845.31
"2010-10-01","M","Armenia","RUS","Russian Federation",271019,4844338.68,3290062.72
"2010-03-01","M","Armenia","ISR","Israel",271019,2000000,1600000
"2010-04-01","M","Armenia","TKM","Turkmenistan",271113,156350,85998.51
"2010-03-01","M","Armenia","TKM","Turkmenistan",271113,59830,32906.53
"2010-11-01","M","Armenia","IRN","Iran",271113,619472,340711.84
"2010-08-01","M","Armenia","IRN","Iran",271113,333366,183351.57
"2010-02-01","M","Armenia","IRN","Iran",271113,449412,247176.64
"2010-01-01","M","Armenia","IRN","Iran",271113,281063,154584.71
"2010-03-01","M","Armenia","IRN","Iran",271113,478175,262996.67
"2010-04-01","M","Armenia","IRN","Iran",271113,811019,446060.74
"2010-11-01","M","Armenia","DEU","Germany",271113,2.16,388.84
"2010-07-01","M","Armenia","IRN","Iran",271113,239748,131861.79
"2010-05-01","M","Armenia","IRN","Iran",271113,307319,169027.7
"2010-10-01","M","Armenia","IRN","Iran",271113,422394,232318.41
"2010-02-01","M","Armenia","TKM","Turkmenistan",271113,96860,53273
"2010-06-01","M","Armenia","IRN","Iran",271113,338047,185926.11
"2010-10-01","M","Armenia","RUS","Russian Federation",271121,87326900,22608692.9
"2010-10-01","M","Armenia","IRN","Iran",271121,24713200,6067909.08
"2010-08-01","M","Armenia","RUS","Russian Federation",271121,54620100,14157335.8
"2010-05-01","M","Armenia","IRN","Iran",271121,15396860,3816208.3
"2010-07-01","M","Armenia","IRN","Iran",271121,7127860,1711766.8
"2010-11-01","M","Armenia","RUS","Russian Federation",271121,110721500,28678780.9
"2010-04-01","M","Armenia","IRN","Iran",271121,10082100,2363980.1
"2010-03-01","M","Armenia","IRN","Iran",271121,11070500,2465600.4
"2010-02-01","M","Armenia","IRN","Iran",271121,13388600,3087652.2
"2010-01-01","M","Armenia","IRN","Iran",271121,29278200,6875668.8
"2010-04-01","M","Armenia","RUS","Russian Federation",271121,59824800,15467471
"2010-02-01","M","Armenia","RUS","Russian Federation",271121,126102490,28099115
"2010-07-01","M","Armenia","RUS","Russian Federation",271121,80506900,20885653.1
"2010-08-01","M","Armenia","IRN","Iran",271121,32342500,7950905.6
"2010-06-01","M","Armenia","IRN","Iran",271121,6497900,1606089.7
"2010-11-01","M","Armenia","IRN","Iran",271121,29824500,7296028.38
"2010-03-01","M","Armenia","RUS","Russian Federation",271121,109027000,24230165.1
"2010-06-01","M","Armenia","RUS","Russian Federation",271121,71165700,18456474.8
"2010-05-01","M","Armenia","RUS","Russian Federation",271121,44756400,11616710.6
"2010-01-01","M","Armenia","RUS","Russian Federation",271121,129516800,28588326.1
"2011-01-01","M","Armenia","BGR","Bulgaria",271012,5003909,5231764.5
"2011-01-01","M","Armenia","FIN","Finland",271019,4732.55,19391.32
"2011-01-01","M","Armenia","DEU","Germany",271019,35044.72,144902.67
"2011-01-01","M","Armenia","IRN","Iran",271019,2264865,1495584.45
"2011-01-01","M","Armenia","IRN","Iran",271113,59262,32594.13
"2011-01-01","M","Armenia","IRN","Iran",271121,18162406.5,4386466.08
"2011-01-01","M","Armenia","IRQ","Iraq",271019,979095,684121.7
"2011-01-01","M","Armenia","JPN","Japan",271019,1422,12087.04
"2011-01-01","M","Armenia","OMN","Oman",271019,6039,20241.26
"2011-01-01","M","Armenia","NLD","Netherlands",271019,44722.27,143881.03
"2011-01-01","M","Armenia","RUS","Russian Federation",271019,7998218.81,5871535.51
"2011-01-01","M","Armenia","RUS","Russian Federation",271121,149194000,38886784.3
"2011-01-01","M","Armenia","SWE","Sweden",271019,3091.06,12663.07
"2011-01-01","M","Armenia","ROU","Romania",271012,7291854,6940148.95
"2011-01-01","M","Armenia","GBR","United Kingdom",271019,29708.06,127188.33
"2011-01-01","M","Armenia","USA","USA",271019,23945,75637.87
"2011-01-01","M","Armenia","TUR","Turkey",271019,13,390.77
"2011-01-01","M","Armenia","TKM","Turkmenistan",271019,274810,177997.2
"2011-02-01","M","Armenia","BGR","Bulgaria",271012,5500381,5790765.29
"2011-02-01","M","Armenia","BEL","Belgium",271019,66639.77,220335.11
"2011-02-01","M","Armenia","DEU","Germany",271019,62364.21,180626.35
"2011-02-01","M","Armenia","FRA","France",271019,13373.6,38059.39
"2011-02-01","M","Armenia","DNK","Denmark",271019,45.88,898
"2011-02-01","M","Armenia","ITA","Italy",271019,217.5,5386.7
"2011-02-01","M","Armenia","JPN","Japan",271019,42.2,5013.52
"2011-02-01","M","Armenia","GRC","Greece",271019,202303,169934.53
"2011-02-01","M","Armenia","ISR","Israel",271019,5277501,5172017.44
"2011-02-01","M","Armenia","IRQ","Iraq",271019,284245,227396
"2011-02-01","M","Armenia","IRN","Iran",271121,26591100,6476863.7
"2011-02-01","M","Armenia","IRN","Iran",271113,347826,191305.51
"2011-02-01","M","Armenia","IRN","Iran",271019,962714,616145.88
"2011-02-01","M","Armenia","IRN","Iran",271012,1600,1800.01
"2011-02-01","M","Armenia","ROU","Romania",271012,6373967,6328129.14
"2011-02-01","M","Armenia","POL","Poland",271019,16673.29,39714.24
"2011-02-01","M","Armenia","RUS","Russian Federation",271121,128331200,33360107.3
"2011-02-01","M","Armenia","RUS","Russian Federation",271019,7462145.26,5749270.5
"2011-02-01","M","Armenia","NLD","Netherlands",271019,19522.8,73851.33
"2011-02-01","M","Armenia","OMN","Oman",271019,25938,75289.81
"2011-02-01","M","Armenia","ARE","United Arab Emirates",271019,24,104
"2011-02-01","M","Armenia","SWE","Sweden",271019,242,5438.46
"2011-02-01","M","Armenia","TUR","Turkey",271019,214,782.66
"2011-02-01","M","Armenia","CHE","Switzerland",271019,1.94,43.89
"2011-02-01","M","Armenia","USA","USA",271019,377.03,2022.14
"2011-02-01","M","Armenia","GBR","United Kingdom",271019,29006.9,77721.5
"2011-02-01","M","Armenia","UKR","Ukraine",271019,34702,93000.3
"2011-02-01","M","Armenia","TKM","Turkmenistan",271113,38900,21396
"2011-02-01","M","Armenia","TKM","Turkmenistan",271019,749720,459215.5
"2011-03-01","M","Armenia","CHN","China",271019,34.9,101.18
"2011-03-01","M","Armenia","AUT","Austria",271019,4,493.18
"2011-03-01","M","Armenia","BEL","Belgium",271019,19469.5,67745.17
"2011-03-01","M","Armenia","BGR","Bulgaria",271012,4007388,4117655.62
"2011-03-01","M","Armenia","DEU","Germany",271019,56328.89,201635.67
"2011-03-01","M","Armenia","DEU","Germany",271012,10.7,58.86
"2011-03-01","M","Armenia","FRA","France",271019,2224.14,13477.92
"2011-03-01","M","Armenia","JPN","Japan",271019,36883,189417.35
"2011-03-01","M","Armenia","GRC","Greece",271019,299969,251973.97
"2011-03-01","M","Armenia","IRQ","Iraq",271019,215640,173826.6
"2011-03-01","M","Armenia","ISR","Israel",271019,36,431.94
"2011-03-01","M","Armenia","IRN","Iran",271121,18837200,4588233.5
"2011-03-01","M","Armenia","IRN","Iran",271113,325110,178803.68
"2011-03-01","M","Armenia","IRN","Iran",271019,1229345,785826.65
"2011-03-01","M","Armenia","RUS","Russian Federation",271121,108375500,27967187.7
"2011-03-01","M","Armenia","RUS","Russian Federation",271019,5451602.06,4958059.44
"2011-03-01","M","Armenia","RUS","Russian Federation",271012,2211.56,3903.81
"2011-03-01","M","Armenia","ROU","Romania",271012,5152264,5452107.38
"2011-03-01","M","Armenia","OMN","Oman",271019,3762,10986.1
"2011-03-01","M","Armenia","NLD","Netherlands",271019,20363.96,91616.9
"2011-03-01","M","Armenia","ARE","United Arab Emirates",271019,24681.9,90050.83
"2011-03-01","M","Armenia","SGP","Singapore",271019,15054.61,61241.29
"2011-03-01","M","Armenia","ESP","Spain",271019,14283.1,37801.21
"2011-03-01","M","Armenia","USA","USA",271019,6667.16,22350.75
"2011-03-01","M","Armenia","GBR","United Kingdom",271019,10,420.24
"2011-03-01","M","Armenia","TUR","Turkey",271019,20910,45975.77
"2011-03-01","M","Armenia","UKR","Ukraine",271019,37913.59,93055.45
"2011-03-01","M","Armenia","TKM","Turkmenistan",271113,38260,21043
"2011-04-01","M","Armenia","CHN","China",271019,10,31.1
"2011-04-01","M","Armenia","BGR","Bulgaria",271012,6677672,7140725.04
"2011-04-01","M","Armenia","BEL","Belgium",271019,21331.82,71703.55
"2011-04-01","M","Armenia","DEU","Germany",271019,48125.12,170904.06
"2011-04-01","M","Armenia","FRA","France",271019,13191,37787.16
"2011-04-01","M","Armenia","ISR","Israel",271019,2626718,3036242.65
"2011-04-01","M","Armenia","KOR","Rep. of Korea",271019,14552.4,36434.39
"2011-04-01","M","Armenia","GRC","Greece",271019,2599258,3067124.45
"2011-04-01","M","Armenia","IRQ","Iraq",271019,180490,189514.5
"2011-04-01","M","Armenia","IRN","Iran",271019,993852.2,759290.73
"2011-04-01","M","Armenia","IRN","Iran",271012,1600,1800.19
"2011-04-01","M","Armenia","IRN","Iran",271121,17577749,4290744
"2011-04-01","M","Armenia","IRN","Iran",271113,61222,33672.13
"2011-04-01","M","Armenia","ROU","Romania",271012,8153420,9197328.04
"2011-04-01","M","Armenia","RUS","Russian Federation",271121,85829195,22108639.84
"2011-04-01","M","Armenia","RUS","Russian Federation",271019,5787018.51,5851691.41
"2011-04-01","M","Armenia","LTU","Lithuania",271019,20408.56,45325.29
"2011-04-01","M","Armenia","S19","Other Asia, nes",271019,15,209.33
"2011-04-01","M","Armenia","SWE","Sweden",271019,206,2122.64
"2011-04-01","M","Armenia","UKR","Ukraine",271019,77106.8,185102.23
"2011-04-01","M","Armenia","GBR","United Kingdom",271019,37496.4,104632.56
"2011-04-01","M","Armenia","GBR","United Kingdom",271012,1896,6336.77
"2011-04-01","M","Armenia","USA","USA",271019,15049.89,55256.04
"2011-04-01","M","Armenia","TUR","Turkey",271019,42691.2,122824.82
"2011-04-01","M","Armenia","TKM","Turkmenistan",271113,152350,83794
"2011-04-01","M","Armenia","TKM","Turkmenistan",271019,342840,284557.2
"2011-05-01","M","Armenia","AUT","Austria",271019,10.72,188.12
"2011-05-01","M","Armenia","BGR","Bulgaria",271012,5704888,6293583.09
"2011-05-01","M","Armenia","BEL","Belgium",271019,57300.17,179664.61
"2011-05-01","M","Armenia","DEU","Germany",271019,56321.9,142262.58
"2011-05-01","M","Armenia","DEU","Germany",271012,12,397.05
"2011-05-01","M","Armenia","GRC","Greece",271019,160781,135056.14
"2011-05-01","M","Armenia","FIN","Finland",271019,6589.27,29018.2
"2011-05-01","M","Armenia","DNK","Denmark",271019,124.83,2695.54
"2011-05-01","M","Armenia","FIN","Finland",271012,2218,8416.51
"2011-05-01","M","Armenia","FRA","France",271019,780.6,11050.32
"2011-05-01","M","Armenia","ISR","Israel",271019,4992427,5691568.59
"2011-05-01","M","Armenia","KOR","Rep. of Korea",271019,39965.03,132897.62
"2011-05-01","M","Armenia","JPN","Japan",271019,479.92,3136.99
"2011-05-01","M","Armenia","IRN","Iran",271121,9266400,2266319
"2011-05-01","M","Armenia","IRN","Iran",271113,286810,157798.72
"2011-05-01","M","Armenia","IRN","Iran",271019,2567863.3,2309858.48
"2011-05-01","M","Armenia","ITA","Italy",271019,2,69.15
"2011-05-01","M","Armenia","IRQ","Iraq",271019,79050,53754
"2011-05-01","M","Armenia","ROU","Romania",271012,7248150,8390614.66
"2011-05-01","M","Armenia","RUS","Russian Federation",271121,74784900,19264220.4
"2011-05-01","M","Armenia","RUS","Russian Federation",271019,9391929.02,10147263.14
"2011-05-01","M","Armenia","RUS","Russian Federation",271012,896751,1085068.71
"2011-05-01","M","Armenia","OMN","Oman",271019,14800,48010.99
"2011-05-01","M","Armenia","NZL","New Zealand",271019,2.7,243.02
"2011-05-01","M","Armenia","NLD","Netherlands",271019,48485.24,147456.92
"2011-05-01","M","Armenia","ARE","United Arab Emirates",271019,5400,12150.2
"2011-05-01","M","Armenia","SWE","Sweden",271019,5456.77,23319.69
"2011-05-01","M","Armenia","ESP","Spain",271019,18.5,575.31
"2011-05-01","M","Armenia","USA","USA",271019,29747.6,57771.31
"2011-05-01","M","Armenia","TUR","Turkey",271019,114.8,448.5
"2011-05-01","M","Armenia","GBR","United Kingdom",271019,9951.82,62726.83
"2011-05-01","M","Armenia","TKM","Turkmenistan",271019,5392385,4904808.88
"2011-06-01","M","Armenia","CHN","China",271019,0.5,23.18
"2011-06-01","M","Armenia","AUT","Austria",271019,7.8,318.72
"2011-06-01","M","Armenia","BGR","Bulgaria",271012,6499784,7138530.08
"2011-06-01","M","Armenia","BEL","Belgium",271019,18282.7,63728.13
"2011-06-01","M","Armenia","DEU","Germany",271019,86986.09,308678.8
"2011-06-01","M","Armenia","GEO","Georgia",271019,17000,68000.01
"2011-06-01","M","Armenia","FRA","France",271019,8,80.53
"2011-06-01","M","Armenia","KOR","Rep. of Korea",271019,16807,57057.24
"2011-06-01","M","Armenia","JPN","Japan",271019,36,216.72
"2011-06-01","M","Armenia","IRQ","Iraq",271019,782650,749349.75
"2011-06-01","M","Armenia","IRN","Iran",271121,32074500,7844586.6
"2011-06-01","M","Armenia","IRN","Iran",271113,554414,304932.28
"2011-06-01","M","Armenia","IRN","Iran",271019,1506457.4,1134860
