"period","trade_code","reporter","partner_iso","partner","commodity_code","netweight_kg","trade_value_us"
"2022-02-01","M","Armenia","CRI","Costa Rica",271019,1.6,224.98
"2022-02-01","M","Armenia","RUS","Russian Federation",271121,208501000,48715095
"2022-03-01","M","Armenia","ROU","Romania",271012,106334,149505.6
"2022-03-01","M","Armenia","UKR","Ukraine",271019,19134,42714.9
"2022-03-01","M","Armenia","LTU","Lithuania",271019,10604.24,23436.41
"2022-03-01","M","Armenia","CHE","Switzerland",271019,84.9,655.97
"2022-03-01","M","Armenia","IRN","Iran",271019,2163258,1914381.92
"2022-03-01","M","Armenia","E19","Other Europe, nes",271019,9380.76,27957.39
"2022-03-01","M","Armenia","EGY","Egypt",271019,3510240,4679528.65
"2022-03-01","M","Armenia","USA","USA",271019,90.21,1543.56
"2022-03-01","M","Armenia","RUS","Russian Federation",271113,20000,9775.11
"2022-03-01","M","Armenia","GBR","United Kingdom",271012,33,688.7
"2022-03-01","M","Armenia","_X","Areas, nes",271019,5,13.7
"2022-03-01","M","Armenia","NLD","Netherlands",271019,38172.89,114827.46
"2022-03-01","M","Armenia","FRA","France",271019,5644.53,23539.05
"2022-03-01","M","Armenia","BEL","Belgium",271019,13938.906,51379.6
"2022-03-01","M","Armenia","HUN","Hungary",271019,8.78,230.29
"2022-03-01","M","Armenia","ESP","Spain",271019,294.55,1935.77
"2022-03-01","M","Armenia","FIN","Finland",271019,7104.87,27173.18
"2022-03-01","M","Armenia","RUS","Russian Federation",271121,213491000,49523430
"2022-03-01","M","Armenia","IRN","Iran",271012,2917025,2543063.94
"2022-03-01","M","Armenia","IRN","Iran",271113,440659,169440.8
"2022-03-01","M","Armenia","DEU","Germany",271012,145.2,424.1
"2022-03-01","M","Armenia","IRQ","Iraq",271113,134860,47201.5
"2022-03-01","M","Armenia","RUS","Russian Federation",271012,21901750,20859935.12
"2022-03-01","M","Armenia","IRN","Iran",271121,20701100,4602112.02
"2022-03-01","M","Armenia","ARE","United Arab Emirates",271113,1056,1108.81
"2022-03-01","M","Armenia","POL","Poland",271019,35610.6,78370.87
"2022-03-01","M","Armenia","ARE","United Arab Emirates",271019,18404.8,41908.47
"2022-03-01","M","Armenia","TUR","Turkey",271019,59924.83,170936.93
"2022-03-01","M","Armenia","GEO","Georgia",271019,3395,6023.99
"2022-03-01","M","Armenia","RUS","Russian Federation",271019,13481565.41,13242306.24
"2022-03-01","M","Armenia","KOR","Rep. of Korea",271019,99553.03,242457.64
"2022-03-01","M","Armenia","BGR","Bulgaria",271019,116.5,606.1
"2022-03-01","M","Armenia","ITA","Italy",271019,10311.56,33596.26
"2022-03-01","M","Armenia","DEU","Germany",271019,69340.64,201710.34
"2022-03-01","M","Armenia","CHN","China",271019,1917.5,4026.8
"2022-03-01","M","Armenia","SWE","Sweden",271019,886.92,4789.62
"2022-03-01","M","Armenia","BLR","Belarus",271019,19483.9,33112.55
"2022-03-01","M","Armenia","GBR","United Kingdom",271019,48720.82,165134.05
"2022-03-01","M","Armenia","JPN","Japan",271019,320.2,892.77
"2022-04-01","M","Armenia","JPN","Japan",271019,20284.97,34761.74
"2022-04-01","M","Armenia","USA","USA",271019,1634,12830.53
"2022-04-01","M","Armenia","KOR","Rep. of Korea",271019,2.82,21
"2022-04-01","M","Armenia","CHN","China",271019,310.3,989.31
"2022-04-01","M","Armenia","TUR","Turkey",271019,46922.25,145253.59
"2022-04-01","M","Armenia","RUS","Russian Federation",271121,121582000,29425896.5
"2022-04-01","M","Armenia","NLD","Netherlands",271019,100734.26,295752.66
"2022-04-01","M","Armenia","FRA","France",271019,8494.96,32304.08
"2022-04-01","M","Armenia","DEU","Germany",271019,73404.58,265828.5
"2022-04-01","M","Armenia","EGY","Egypt",271019,1252930,1602856.26
"2022-04-01","M","Armenia","RUS","Russian Federation",271019,13266012.558,15781761.8
"2022-04-01","M","Armenia","BLR","Belarus",271019,19694,35762.39
"2022-04-01","M","Armenia","GBR","United Kingdom",271019,22810.25,73138.88
"2022-04-01","M","Armenia","ARE","United Arab Emirates",271019,12920,28160
"2022-04-01","M","Armenia","E19","Other Europe, nes",271019,32887,82087.37
"2022-04-01","M","Armenia","RUS","Russian Federation",271113,36253.14,12291.13
"2022-04-01","M","Armenia","DEU","Germany",271012,764.26,2209.26
"2022-04-01","M","Armenia","SWE","Sweden",271019,2880,16094.75
"2022-04-01","M","Armenia","FIN","Finland",271019,2318.49,7132.14
"2022-04-01","M","Armenia","BEL","Belgium",271019,25949.29,115986.64
"2022-04-01","M","Armenia","GEO","Georgia",271019,10800,19337.34
"2022-04-01","M","Armenia","ITA","Italy",271019,7484.36,26769.35
"2022-04-01","M","Armenia","DNK","Denmark",271019,0.1,26.61
"2022-04-01","M","Armenia","IRN","Iran",271019,1607359,1372274.05
"2022-04-01","M","Armenia","RUS","Russian Federation",271012,7654838,7715710.54
"2022-04-01","M","Armenia","KOR","Rep. of Korea",271113,1.79,12.83
"2022-04-01","M","Armenia","IRQ","Iraq",271113,201420,75986
"2022-04-01","M","Armenia","FRA","France",271012,192.53,333.08
"2022-04-01","M","Armenia","USA","USA",271012,2.8,26.72
"2022-04-01","M","Armenia","IRN","Iran",271113,48100,17690
"2022-04-01","M","Armenia","IRN","Iran",271121,22545300,5026321.245
"2022-04-01","M","Armenia","_X","Areas, nes",271019,50067.6,89671.16
"2022-04-01","M","Armenia","POL","Poland",271019,27860.1,66954.91
"2022-04-01","M","Armenia","LTU","Lithuania",271019,49809.4,108504.07
"2022-04-01","M","Armenia","ESP","Spain",271019,20.3,223.7
"2022-04-01","M","Armenia","IRN","Iran",271012,1682700,1514433.6
"2022-04-01","M","Armenia","POL","Poland",271012,12,34.64
"2022-05-01","M","Armenia","IND","India",271019,941,1411.5
"2022-05-01","M","Armenia","IRN","Iran",271019,3671405,4055054.62
"2022-05-01","M","Armenia","DEU","Germany",271019,136004.99,500440.99
"2022-05-01","M","Armenia","POL","Poland",271019,33480.3,79685.94
"2022-05-01","M","Armenia","RUS","Russian Federation",271012,25102918,24797124.57
"2022-05-01","M","Armenia","RUS","Russian Federation",271019,18108725.559,23143760.08
"2022-05-01","M","Armenia","KOR","Rep. of Korea",271019,24325.82,80652.9
"2022-05-01","M","Armenia","UKR","Ukraine",271019,1056,3061.6
"2022-05-01","M","Armenia","SWE","Sweden",271019,3079.21,18859.19
"2022-05-01","M","Armenia","EGY","Egypt",271019,90,449.71
"2022-05-01","M","Armenia","RUS","Russian Federation",271113,686290,259353.78
"2022-05-01","M","Armenia","RUS","Russian Federation",271121,111076000,26830381.05
"2022-05-01","M","Armenia","IRN","Iran",271121,34416800,7745302.155
"2022-05-01","M","Armenia","IRN","Iran",271012,1729361,1556424.9
"2022-05-01","M","Armenia","GEO","Georgia",271019,6140,12166.76
"2022-05-01","M","Armenia","CHN","China",271019,5.5,17.3
"2022-05-01","M","Armenia","E19","Other Europe, nes",271019,34017.46,116477.04
"2022-05-01","M","Armenia","GBR","United Kingdom",271019,44956.18,124006.06
"2022-05-01","M","Armenia","ITA","Italy",271019,51,330.01
"2022-05-01","M","Armenia","BLR","Belarus",271019,58188,118868
"2022-05-01","M","Armenia","ARE","United Arab Emirates",271019,15161,37677.11
"2022-05-01","M","Armenia","SRB","Serbia",271019,1110.4,3423.89
"2022-05-01","M","Armenia","TUR","Turkey",271019,1191.54,3812.69
"2022-05-01","M","Armenia","CHE","Switzerland",271019,118.86,915.14
"2022-05-01","M","Armenia","_X","Areas, nes",271019,64661.88,153216.95
"2022-05-01","M","Armenia","FRA","France",271019,4718.72,19371.2
"2022-05-01","M","Armenia","JPN","Japan",271019,8384.43,48192.28
"2022-05-01","M","Armenia","BEL","Belgium",271019,58325.64,226834.15
"2022-05-01","M","Armenia","DEU","Germany",271113,5.41,28.27
"2022-05-01","M","Armenia","DEU","Germany",271012,205.56,778.67
"2022-05-01","M","Armenia","FRA","France",271012,0.55,6.37
"2022-05-01","M","Armenia","IRN","Iran",271113,47822,17207.61
"2022-05-01","M","Armenia","CZE","Czechia",271012,0.5,4.27
"2022-05-01","M","Armenia","ARE","United Arab Emirates",271113,792,2821.47
"2022-05-01","M","Armenia","NLD","Netherlands",271019,23850.57,65619.83
"2022-05-01","M","Armenia","FIN","Finland",271019,8416.01,28331.4
"2022-05-01","M","Armenia","GRC","Greece",271019,4729405.73,6923659.77
"2022-05-01","M","Armenia","USA","USA",271019,3741.78,30151.48
"2022-05-01","M","Armenia","ESP","Spain",271019,1623.45,4513.13
"2022-05-01","M","Armenia","RWA","Rwanda",271019,14927,36033.35
"2022-06-01","M","Armenia","IDN","Indonesia",271019,68.4,257.04
"2022-06-01","M","Armenia","ITA","Italy",271019,322.9,1495.02
"2022-06-01","M","Armenia","THA","Thailand",271019,191.78,1442.7
"2022-06-01","M","Armenia","USA","USA",271019,4462.84,35497.94
"2022-06-01","M","Armenia","CHN","China",271019,4831.09,12832.2
"2022-06-01","M","Armenia","ESP","Spain",271012,20,1011.03
"2022-06-01","M","Armenia","RUS","Russian Federation",271113,895000,350143.24
"2022-06-01","M","Armenia","ROU","Romania",271012,214583,364147.36
"2022-06-01","M","Armenia","_X","Areas, nes",271019,4267.8,26380.62
"2022-06-01","M","Armenia","NLD","Netherlands",271019,134682.27,387559.3
"2022-06-01","M","Armenia","IRN","Iran",271019,3776427.1,5121037.81
"2022-06-01","M","Armenia","CZE","Czechia",271019,11.16,2126.24
"2022-06-01","M","Armenia","RUS","Russian Federation",271019,15790114.43,20567363.73
"2022-06-01","M","Armenia","VNM","Viet Nam",271019,19.44,53.55
"2022-06-01","M","Armenia","E19","Other Europe, nes",271019,39978.1,104898.23
"2022-06-01","M","Armenia","LTU","Lithuania",271019,64112.5,151245.49
"2022-06-01","M","Armenia","GBR","United Kingdom",271019,22902.5,58124.79
"2022-06-01","M","Armenia","BLR","Belarus",271019,70866.5,143881.42
"2022-06-01","M","Armenia","RWA","Rwanda",271113,20500,8834.1
"2022-06-01","M","Armenia","SGP","Singapore",271019,21577.5,67644.73
"2022-06-01","M","Armenia","FIN","Finland",271019,3929.48,17268.32
"2022-06-01","M","Armenia","CRI","Costa Rica",271019,2.4,310.48
"2022-06-01","M","Armenia","ARE","United Arab Emirates",271019,76413.39,194084.62
"2022-06-01","M","Armenia","KOR","Rep. of Korea",271019,188169.41,428098.66
"2022-06-01","M","Armenia","IRN","Iran",271121,22327300,5055940.479
"2022-06-01","M","Armenia","DEU","Germany",271012,905.38,5175.67
"2022-06-01","M","Armenia","ARE","United Arab Emirates",271113,1867.6,1589.29
"2022-06-01","M","Armenia","FRA","France",271012,3.27,33.43
"2022-06-01","M","Armenia","RUS","Russian Federation",271121,107754000,26066420.96
"2022-06-01","M","Armenia","IRN","Iran",271012,1973230,1775905.2
"2022-06-01","M","Armenia","NLD","Netherlands",271012,7.28,96.3
"2022-06-01","M","Armenia","UKR","Ukraine",271019,12688.56,35935.2
"2022-06-01","M","Armenia","DEU","Germany",271019,79762.43,255624.02
"2022-06-01","M","Armenia","GEO","Georgia",271019,26823,48104.81
"2022-06-01","M","Armenia","TUR","Turkey",271019,40843.39,126642
"2022-06-01","M","Armenia","SWE","Sweden",271019,180.6,759.43
"2022-06-01","M","Armenia","POL","Poland",271019,19188.09,42539.72
"2022-06-01","M","Armenia","JPN","Japan",271019,13679.26,78755.81
"2022-06-01","M","Armenia","_X","Areas, nes",271113,60000,27424.02
"2022-06-01","M","Armenia","FRA","France",271019,2292.69,13711.14
"2022-06-01","M","Armenia","BEL","Belgium",271019,20321.6,88240.52
"2022-06-01","M","Armenia","ESP","Spain",271019,18,499.41
"2022-06-01","M","Armenia","GRC","Greece",271019,7982120,12345346.58
"2022-06-01","M","Armenia","RUS","Russian Federation",271012,16584430,17587248.29
"2022-07-01","M","Armenia","IRN","Iran",271012,831060,747954
"2022-07-01","M","Armenia","ISR","Israel",271012,1691.02,35229.11
"2022-07-01","M","Armenia","EGY","Egypt",271019,18,89.79
"2022-07-01","M","Armenia","GEO","Georgia",271019,0.4,25.83
"2022-07-01","M","Armenia","CHE","Switzerland",271019,6,84.84
"2022-07-01","M","Armenia","_X","Areas, nes",271019,1253.6,12522.56
"2022-07-01","M","Armenia","ITA","Italy",271019,374.4,1146.47
"2022-07-01","M","Armenia","SWE","Sweden",271019,928.42,3261.45
"2022-07-01","M","Armenia","UKR","Ukraine",271019,6034.96,14329.53
"2022-07-01","M","Armenia","ESP","Spain",271019,727.44,3871.5
"2022-07-01","M","Armenia","USA","USA",271019,747.82,5652.78
"2022-07-01","M","Armenia","NLD","Netherlands",271019,65277.49,176072.63
"2022-07-01","M","Armenia","IRN","Iran",271121,23359100,5293463.756
"2022-07-01","M","Armenia","CHN","China",271012,8.9,46.47
"2022-07-01","M","Armenia","RUS","Russian Federation",271012,14777560.67,15991124.54
"2022-07-01","M","Armenia","RUS","Russian Federation",271113,649400,275521.71
"2022-07-01","M","Armenia","FRA","France",271019,15333.94,56171.78
"2022-07-01","M","Armenia","JPN","Japan",271019,7254.88,63533.95
"2022-07-01","M","Armenia","CAN","Canada",271019,113.35,2809.38
"2022-07-01","M","Armenia","CHN","China",271019,9.82,132.32
"2022-07-01","M","Armenia","ARE","United Arab Emirates",271019,992,2388.8
"2022-07-01","M","Armenia","GBR","United Kingdom",271019,23395.36,59979.99
"2022-07-01","M","Armenia","BLR","Belarus",271019,19978.9,42047.94
"2022-07-01","M","Armenia","E19","Other Europe, nes",271019,13191.382,41340.8
"2022-07-01","M","Armenia","DEU","Germany",271012,325.41,1177.28
"2022-07-01","M","Armenia","LTU","Lithuania",271019,26680.4,63271.83
"2022-07-01","M","Armenia","SRB","Serbia",271019,2023.01,6624.8
"2022-07-01","M","Armenia","POL","Poland",271019,14862.77,38115.9
"2022-07-01","M","Armenia","RUS","Russian Federation",271019,18201524.77,25196830.97
"2022-07-01","M","Armenia","FIN","Finland",271019,26760.87,107681.55
"2022-07-01","M","Armenia","TUR","Turkey",271019,26646.33,81516.21
"2022-07-01","M","Armenia","CRI","Costa Rica",271019,2.4,299.38
"2022-07-01","M","Armenia","RWA","Rwanda",271019,14927,33413.01
"2022-07-01","M","Armenia","KOR","Rep. of Korea",271019,188950,390874.46
"2022-07-01","M","Armenia","BEL","Belgium",271019,13238.73,62702.48
"2022-07-01","M","Armenia","HUN","Hungary",271019,10.98,268.9
"2022-07-01","M","Armenia","RUS","Russian Federation",271121,99375700,24122165.48
"2022-07-01","M","Armenia","AUS","Australia",271019,14.5,502.8
"2022-07-01","M","Armenia","SGP","Singapore",271019,15520.95,79201.5
"2022-07-01","M","Armenia","IRN","Iran",271019,4635407,5883210.7
"2022-07-01","M","Armenia","DEU","Germany",271019,63203.37,245316.49
"2022-07-01","M","Armenia","GRC","Greece",271019,3000170,4074923.62
"2022-08-01","M","Armenia","USA","USA",271012,60174,57612.39
"2022-08-01","M","Armenia","DEU","Germany",271012,215.1,1349.7
"2022-08-01","M","Armenia","CHE","Switzerland",271012,4.28,63.94
"2022-08-01","M","Armenia","ARE","United Arab Emirates",271019,1222.7,2512.79
"2022-08-01","M","Armenia","TUR","Turkey",271019,28469.54,103697.36
"2022-08-01","M","Armenia","BEL","Belgium",271019,22168.05,83874.61
"2022-08-01","M","Armenia","DEU","Germany",271019,112004.9,445237.83
"2022-08-01","M","Armenia","ITA","Italy",271019,8835.55,35770.18
"2022-08-01","M","Armenia","KOR","Rep. of Korea",271019,120994.41,262556.01
"2022-08-01","M","Armenia","KOR","Rep. of Korea",271113,4.93,34.92
"2022-08-01","M","Armenia","RUS","Russian Federation",271113,223310,97767.54
"2022-08-01","M","Armenia","POL","Poland",271012,21.6,79.3
"2022-08-01","M","Armenia","CHE","Switzerland",271019,749.28,4412.3
"2022-08-01","M","Armenia","FIN","Finland",271019,34129.24,147159.63
"2022-08-01","M","Armenia","NLD","Netherlands",271019,110372.38,321118.07
"2022-08-01","M","Armenia","_X","Areas, nes",271019,601.29,24477.63
"2022-08-01","M","Armenia","GBR","United Kingdom",271019,23131.09,76137.63
"2022-08-01","M","Armenia","POL","Poland",271019,26992.46,69858.95
"2022-08-01","M","Armenia","JPN","Japan",271019,11530.62,65309.68
"2022-08-01","M","Armenia","IND","India",271019,1000,2355.33
"2022-08-01","M","Armenia","THA","Thailand",271019,874.24,8272.49
"2022-08-01","M","Armenia","USA","USA",271019,1044.666,7040.73
"2022-08-01","M","Armenia","LTU","Lithuania",271019,10997.2,28518.12
"2022-08-01","M","Armenia","RUS","Russian Federation",271019,13760029.594,19154408.41
"2022-08-01","M","Armenia","GBR","United Kingdom",271012,493,2315.86
"2022-08-01","M","Armenia","IRN","Iran",271121,23145100,5222988.322
"2022-08-01","M","Armenia","RUS","Russian Federation",271121,98320600,23847248.25
"2022-08-01","M","Armenia","ISR","Israel",271012,1.94,175.73
"2022-08-01","M","Armenia","RUS","Russian Federation",271012,17687374,18908608.5
"2022-08-01","M","Armenia","SWE","Sweden",271019,1275.4,9063.02
"2022-08-01","M","Armenia","GEO","Georgia",271019,58120,100222.69
"2022-08-01","M","Armenia","E19","Other Europe, nes",271019,16058.07,54977.04
"2022-08-01","M","Armenia","IRN","Iran",271019,3658120.4,4189043.37
"2022-08-01","M","Armenia","GRC","Greece",271019,9997234.7,12236146.37
"2022-08-01","M","Armenia","ESP","Spain",271019,100.88,706.64
"2022-08-01","M","Armenia","CHN","China",271019,1.38,94.51
"2022-08-01","M","Armenia","FRA","France",271019,2627.65,17607.38
"2022-09-01","M","Armenia","SRB","Serbia",271019,1725.02,5825.21
"2022-09-01","M","Armenia","IRN","Iran",271019,5718906,6783978.08
"2022-09-01","M","Armenia","CAN","Canada",271019,8492.35,14713.29
"2022-09-01","M","Armenia","CHE","Switzerland",271019,454.94,5069.11
"2022-09-01","M","Armenia","SWE","Sweden",271019,1369.44,6990.44
"2022-09-01","M","Armenia","KOR","Rep. of Korea",271019,231275,500927.24
"2022-09-01","M","Armenia","BEL","Belgium",271019,42567.24,189326.41
"2022-09-01","M","Armenia","TUR","Turkey",271019,121920.04,180718.95
"2022-09-01","M","Armenia","ESP","Spain",271019,193.2,1009.27
"2022-09-01","M","Armenia","GRC","Greece",271019,4877110,6034438.66
"2022-09-01","M","Armenia","DEU","Germany",271012,113.04,483.65
"2022-09-01","M","Armenia","FRA","France",271019,18124.72,73778.97
"2022-09-01","M","Armenia","JPN","Japan",271019,1933,13859.47
"2022-09-01","M","Armenia","NLD","Netherlands",271019,44652.09,138139.23
"2022-09-01","M","Armenia","USA","USA",271019,12591.99,52418.58
"2022-09-01","M","Armenia","RUS","Russian Federation",271012,18950230,17941363.51
"2022-09-01","M","Armenia","ROU","Romania",271012,159047,270197
"2022-09-01","M","Armenia","E19","Other Europe, nes",271019,20145.7,65556.55
"2022-09-01","M","Armenia","ARE","United Arab Emirates",271019,33173.4,89937.81
"2022-09-01","M","Armenia","POL","Poland",271019,19686.05,53228.12
"2022-09-01","M","Armenia","DEU","Germany",271019,100149.59,433973.89
"2022-09-01","M","Armenia","LTU","Lithuania",271019,19539.3,53487.34
"2022-09-01","M","Armenia","THA","Thailand",271019,22457.33,81265.67
"2022-09-01","M","Armenia","GRC","Greece",271012,101.3,428.81
"2022-09-01","M","Armenia","_X","Areas, nes",271113,20,9983.27
"2022-09-01","M","Armenia","IRN","Iran",271012,490856,505995.32
"2022-09-01","M","Armenia","FIN","Finland",271019,5197.92,24647.06
"2022-09-01","M","Armenia","CHN","China",271019,26,124.75
"2022-09-01","M","Armenia","ITA","Italy",271019,23391.62,95067.81
"2022-09-01","M","Armenia","BLR","Belarus",271019,52254.84,118451.28
"2022-09-01","M","Armenia","RUS","Russian Federation",271121,105273000,25555985.35
"2022-09-01","M","Armenia","GEO","Georgia",271019,19950,32827.2
"2022-09-01","M","Armenia","CZE","Czechia",271019,40,571.42
"2022-09-01","M","Armenia","RUS","Russian Federation",271019,19557329.62,24347688.69
"2022-09-01","M","Armenia","_X","Areas, nes",271019,1491.16,13092.49
"2022-09-01","M","Armenia","GBR","United Kingdom",271019,46129.44,156294.37
"2022-09-01","M","Armenia","RUS","Russian Federation",271113,215000,101435.08
"2022-09-01","M","Armenia","IRN","Iran",271113,943670,347724.5
"2022-09-01","M","Armenia","IRN","Iran",271121,22357000,5071149.491
"2022-10-01","M","Armenia","RUS","Russian Federation",271121,116645000,28371802.52
"2022-10-01","M","Armenia","IRN","Iran",271012,5015,4764.25
"2022-10-01","M","Armenia","IRN","Iran",271121,23078800,5224596.21
"2022-10-01","M","Armenia","NLD","Netherlands",271019,130080.95,451509.18
"2022-10-01","M","Armenia","ALB","Albania",271019,352,891.24
"2022-10-01","M","Armenia","CRI","Costa Rica",271019,0.9,89.04
"2022-10-01","M","Armenia","GBR","United Kingdom",271019,91740.81,334865.91
"2022-10-01","M","Armenia","FRA","France",271019,1284.41,10468.91
"2022-10-01","M","Armenia","GRC","Greece",271019,18708.64,40392.9
"2022-10-01","M","Armenia","CAN","Canada",271019,5.1,294.94
"2022-10-01","M","Armenia","ARE","United Arab Emirates",271019,52535.4,173318.08
"2022-10-01","M","Armenia","GEO","Georgia",271019,73953,73508.61
"2022-10-01","M","Armenia","CHE","Switzerland",271019,118.86,1067.86
"2022-10-01","M","Armenia","USA","USA",271019,6294.7,71103.18
"2022-10-01","M","Armenia","LTU","Lithuania",271019,19652.16,56993.23
"2022-10-01","M","Armenia","BEL","Belgium",271019,63367.33,260595.32
"2022-10-01","M","Armenia","DEU","Germany",271012,100.31,432.54
"2022-10-01","M","Armenia","IRN","Iran",271113,1219370,466922.73
"2022-10-01","M","Armenia","JPN","Japan",271019,5279.22,32239.17
"2022-10-01","M","Armenia","KOR","Rep. of Korea",271019,196332.5,436472.21
"2022-10-01","M","Armenia","_X","Areas, nes",271019,2322,6827.24
"2022-10-01","M","Armenia","ROU","Romania",271019,3019870,3354136.71
"2022-10-01","M","Armenia","ITA","Italy",271019,31.85,241.67
"2022-10-01","M","Armenia","BLR","Belarus",271019,75968.4,179545.54
"2022-10-01","M","Armenia","TUR","Turkey",271019,4086954.02,5048001.5
"2022-10-01","M","Armenia","RUS","Russian Federation",271012,20080830,17140004.18
"2022-10-01","M","Armenia","RUS","Russian Federation",271019,15014998.5,18252260.73
"2022-10-01","M","Armenia","ESP","Spain",271019,7039.83,31386.03
"2022-10-01","M","Armenia","SWE","Sweden",271019,897.49,7006.26
"2022-10-01","M","Armenia","E19","Other Europe, nes",271019,27020.12,90986.3
"2022-10-01","M","Armenia","FIN","Finland",271019,7422.97,26541.58
"2022-10-01","M","Armenia","CHN","China",271019,52075.75,167412.86
"2022-10-01","M","Armenia","RUS","Russian Federation",271113,375780,196410.79
"2022-10-01","M","Armenia","ZAF","South Africa",271019,33.2,1105.83
"2022-10-01","M","Armenia","UKR","Ukraine",271019,255,1163.05
"2022-10-01","M","Armenia","THA","Thailand",271019,55859.18,201792.77
"2022-10-01","M","Armenia","IRN","Iran",271019,3336716,4211488.07
"2022-10-01","M","Armenia","POL","Poland",271019,11228.32,54714.33
"2022-10-01","M","Armenia","EGY","Egypt",271019,180,811.39
"2022-10-01","M","Armenia","DEU","Germany",271019,90935.53,432884.65
"2022-10-01","M","Armenia","SGP","Singapore",271019,22952,79428.55
"2022-10-01","M","Armenia","AUT","Austria",271019,66,297.1
"2022-10-01","M","Armenia","_X","Areas, nes",271012,280503,308553.3
"2022-11-01","M","Armenia","ISR","Israel",271012,71.72,1517.12
"2022-11-01","M","Armenia","IRN","Iran",271113,1472332,581095.1
"2022-11-01","M","Armenia","CHN","China",271019,1677.68,3868.47
"2022-11-01","M","Armenia","BLR","Belarus",271019,39445.4,96244.07
"2022-11-01","M","Armenia","KOR","Rep. of Korea",271113,664,8111.95
"2022-11-01","M","Armenia","ARE","United Arab Emirates",271113,2640,2025.66
"2022-11-01","M","Armenia","ITA","Italy",271019,13292.19,66042.47
"2022-11-01","M","Armenia","JPN","Japan",271019,4137.2,29971.65
"2022-11-01","M","Armenia","SGP","Singapore",271019,20942.95,70258.02
"2022-11-01","M","Armenia","FRA","France",271019,8146.25,46200.28
"2022-11-01","M","Armenia","DEU","Germany",271019,62721.219,233339.3
"2022-11-01","M","Armenia","FIN","Finland",271019,9649.9,35692.17
"2022-11-01","M","Armenia","RUS","Russian Federation",271012,17668682.92,13034832.41
"2022-11-01","M","Armenia","IRN","Iran",271121,22647700,5119073.39
"2022-11-01","M","Armenia","_X","Areas, nes",271113,20000,8431.35
"2022-11-01","M","Armenia","RUS","Russian Federation",271121,186580000,45372370.94
"2022-11-01","M","Armenia","GBR","United Kingdom",271019,26147.51,91418.02
"2022-11-01","M","Armenia","ARE","United Arab Emirates",271019,24789.22,57099.36
"2022-11-01","M","Armenia","NLD","Netherlands",271019,45536.56,176529.64
"2022-11-01","M","Armenia","GEO","Georgia",271019,21246,48653.99
"2022-11-01","M","Armenia","KOR","Rep. of Korea",271019,165681.78,393009.36
"2022-11-01","M","Armenia","THA","Thailand",271019,22888.32,80043.24
"2022-11-01","M","Armenia","IDN","Indonesia",271019,43.4,144
"2022-11-01","M","Armenia","E19","Other Europe, nes",271019,35634.24,120118.72
"2022-11-01","M","Armenia","CRI","Costa Rica",271019,1.2,134.57
"2022-11-01","M","Armenia","TUR","Turkey",271019,3256675.39,4087897.88
"2022-11-01","M","Armenia","ESP","Spain",271019,374.88,4694.72
"2022-11-01","M","Armenia","_X","Areas, nes",271019,798.52,11564.07
"2022-11-01","M","Armenia","ZAF","South Africa",271019,1.23,34.07
"2022-11-01","M","Armenia","RUS","Russian Federation",271113,888500,378785.98
"2022-11-01","M","Armenia","LTU","Lithuania",271019,12826.8,34829.57
"2022-11-01","M","Armenia","RUS","Russian Federation",271019,16134622.3,19883596.44
"2022-11-01","M","Armenia","POL","Poland",271019,12926.38,41660.36
"2022-11-01","M","Armenia","SWE","Sweden",271019,159.65,1324.56
"2022-11-01","M","Armenia","GRC","Greece",271019,3951300,4800323.68
"2022-11-01","M","Armenia","CAN","Canada",271019,100.3,1073.48
"2022-11-01","M","Armenia","IRN","Iran",271019,3620108,4856372.55
"2022-11-01","M","Armenia","SRB","Serbia",271019,2094,11997.61
"2022-11-01","M","Armenia","BEL","Belgium",271019,22827.64,134104.13
"2022-11-01","M","Armenia","USA","USA",271019,7183.75,39117.01
"2022-11-01","M","Armenia","AUT","Austria",271019,17.9,672.63
"2022-11-01","M","Armenia","CHE","Switzerland",271019,4,502.05
"2022-11-01","M","Armenia","DEU","Germany",271012,191,6432.04
"2022-12-01","M","Armenia","POL","Poland",271019,39710.08,125642.76
"2022-12-01","M","Armenia","CHN","China",271019,14405.85,40535.37
"2022-12-01","M","Armenia","FRA","France",271019,21026.95,87758.56
"2022-12-01","M","Armenia","VNM","Viet Nam",271019,1.35,8.22
"2022-12-01","M","Armenia","GBR","United Kingdom",271019,46009.16,173581.15
"2022-12-01","M","Armenia","IRN","Iran",271113,483380,222626.38
"2022-12-01","M","Armenia","LTU","Lithuania",271019,38792.98,110827.11
"2022-12-01","M","Armenia","TUR","Turkey",271019,31078.44,120852.34
"2022-12-01","M","Armenia","THA","Thailand",271019,5470.46,36327.11
"2022-12-01","M","Armenia","CRI","Costa Rica",271019,2.8,305.33
"2022-12-01","M","Armenia","UKR","Ukraine",271019,345.25,1896.1
"2022-12-01","M","Armenia","E19","Other Europe, nes",271019,63021.9,207365.91
"2022-12-01","M","Armenia","JPN","Japan",271019,3373.15,30553.4
"2022-12-01","M","Armenia","CHE","Switzerland",271019,496.03,3676.69
"2022-12-01","M","Armenia","SGP","Singapore",271019,13783.37,82298.72
"2022-12-01","M","Armenia","DEU","Germany",271019,77225.14,381544.03
"2022-12-01","M","Armenia","GRC","Greece",271019,7995750,8829734.35
"2022-12-01","M","Armenia","BEL","Belgium",271019,16941.71,97681.71
