"date","year","month","unit_FX","indicator","code","value"
"2021-03-31",2021,3,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",530.7
"2021-04-30",2021,4,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",520.63
"2021-05-31",2021,5,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",520.7800000000001
"2021-06-30",2021,6,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",495.37
"2021-07-31",2021,7,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",486.24
"2021-08-31",2021,8,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",493.48999999999995
"2021-09-30",2021,9,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",483.48999999999995
"2021-10-31",2021,10,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",477.8
"2021-11-30",2021,11,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",485.86
"2021-12-31",2021,12,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",480.14000000000004
"2022-01-31",2022,1,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",482.57
"2022-02-28",2022,2,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",482.12
"2022-03-31",2022,3,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",487.77
"2022-04-30",2022,4,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",453.26
"2022-05-31",2022,5,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",449.56
"2022-06-30",2022,6,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",408.31
"2022-07-31",2022,7,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",407.71
"2022-08-31",2022,8,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",404.77
"2022-09-30",2022,9,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",405.92999999999995
"2022-10-31",2022,10,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",395.53
"2022-11-30",2022,11,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",395.12
"2022-12-31",2022,12,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",393.57
"2023-01-31",2023,1,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",395.88
"2023-02-28",2023,2,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",389.06
"2023-03-31",2023,3,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",388.3
"2023-04-30",2023,4,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",386.64000000000004
"2023-05-31",2023,5,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",386.52
"2023-06-30",2023,6,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",386.32
"2023-07-31",2023,7,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",386.21999999999997
"2023-08-31",2023,8,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",385.97999999999996
"2023-09-30",2023,9,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",393.4
"2023-10-31",2023,10,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",402.26
"2023-11-30",2023,11,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",402.5
"2023-12-31",2023,12,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",404.78999999999996
"2024-01-31",2024,1,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",403.96
"2024-02-29",2024,2,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",404.32
"2024-03-31",2024,3,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",393.28
"2024-04-30",2024,4,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",387.81
"2024-05-31",2024,5,"Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","Փոխարկման համար կիրառված ԱՄՆ դոլար / ՀՀ դրամ փոխարժեքը","FX",388.32
"2016-12-31",2016,12,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",5942.094745620898
"2017-01-31",2017,1,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",5970.689969436352
"2017-02-28",2017,2,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",5961.220217444273
"2017-03-31",2017,3,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",5997.481861213076
"2017-04-30",2017,4,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6038.6713867173
"2017-05-31",2017,5,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6095.01196632671
"2017-06-30",2017,6,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6140.894565384404
"2017-07-31",2017,7,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6201.686173653445
"2017-08-31",2017,8,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6259.164645345099
"2017-09-30",2017,9,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6307.98709006798
"2017-10-31",2017,10,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6296.661511845616
"2017-11-30",2017,11,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6430.60708800803
"2017-12-31",2017,12,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6774.601620274197
"2018-01-31",2018,1,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6898.123519092012
"2018-02-28",2018,2,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6851.210046480722
"2018-03-31",2018,3,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6887.141522442093
"2018-04-30",2018,4,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6867.461689315829
"2018-05-31",2018,5,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6754.190092640899
"2018-06-30",2018,6,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6703.946763973298
"2018-07-31",2018,7,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6758.740964876592
"2018-08-31",2018,8,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6762.21351054351
"2018-09-30",2018,9,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6740.5802245372915
"2018-10-31",2018,10,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6723.797179491198
"2018-11-30",2018,11,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6765.206366420664
"2018-12-31",2018,12,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6922.163701638863
"2019-01-31",2019,1,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6950.282674861408
"2019-02-28",2019,2,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6942.8239666289155
"2019-03-31",2019,3,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6933.38356666131
"2019-04-30",2019,4,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6898.651622781911
"2019-05-31",2019,5,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6923.781296662793
"2019-06-30",2019,6,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6924.267780917885
"2019-07-31",2019,7,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6975.059844258864
"2019-08-31",2019,8,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",6972.970444556087
"2019-09-30",2019,9,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",7050.098560115041
"2019-10-31",2019,10,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",7116.146989955592
"2019-11-30",2019,11,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",7164.9212176654555
"2019-12-31",2019,12,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",7321.256390043638
"2020-01-31",2020,1,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",7340.495280616768
"2020-02-29",2020,2,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",7350.6149813655
"2020-03-31",2020,3,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",7286.908925325591
"2020-04-30",2020,4,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",7403.118886331273
"2020-05-31",2020,5,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",7712.951028405317
"2020-06-30",2020,6,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",7718.843248275731
"2020-07-31",2020,7,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",7939.525425858568
"2020-08-31",2020,8,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",7967.288930581492
"2020-09-30",2020,9,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",7854.5849545080855
"2020-10-30",2020,10,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",7976.3898901028215
"2020-11-30",2020,11,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",7947.440827626539
"2020-12-31",2020,12,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",7968.486387461097
"2021-01-31",2021,1,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",8024.877641792345
"2021-02-28",2021,2,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",8723.368959118283
"2021-03-31",2021,3,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",8652.009733867088
"2021-04-30",2021,4,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",8772.839464294897
"2021-05-31",2021,5,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",8816.005634344261
"2021-06-30",2021,6,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",8869.039588408856
"2021-07-31",2021,7,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",8972.967235967788
"2021-08-31",2021,8,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",8952.656150396037
"2021-09-30",2021,9,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",9038.108817320952
"2021-10-31",2021,10,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",9209.215573310543
"2021-11-30",2021,11,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",9159.275352813467
"2021-12-31",2021,12,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",9225.642620250983
"2022-01-31",2022,1,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",9282.58635773785
"2022-02-28",2022,2,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",9324.298974297479
"2022-03-31",2022,3,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",9356.534959809054
"2022-04-30",2022,4,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",9447.84910814443
"2022-05-31",2022,5,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",9580.45468432025
"2022-06-30",2022,6,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",9931.796353386555
"2022-07-31",2022,7,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",9974.402271212386
"2022-08-31",2022,8,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",9992.115622368769
"2022-09-30",2022,9,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",9931.575826284065
"2022-10-31",2022,10,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",10063.163299786944
"2022-11-30",2022,11,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",10264.804472679227
"2022-12-31",2022,12,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",10637.663810899578
"2023-01-31",2023,1,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",10673.128216198054
"2023-02-28",2023,2,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",10757.4899920686
"2023-03-31",2023,3,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",10899.411890527645
"2023-04-30",2023,4,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",10973.290511833271
"2023-05-31",2023,5,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",11026.529692393753
"2023-06-30",2023,6,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",11102.899923798199
"2023-07-31",2023,7,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",11351.599469864545
"2023-08-31",2023,8,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",11387.044020709947
"2023-09-30",2023,9,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",11322.300548145451
"2023-10-31",2023,10,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",11115.887512805279
"2023-11-30",2023,11,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",11207.216250817457
"2023-12-31",2023,12,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",11845.413248930721
"2024-01-31",2024,1,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",11914.156070209563
"2024-02-29",2024,2,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",11942.79914586195
"2024-03-31",2024,3,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",12163.04794426567
"2024-04-30",2024,4,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",12070.36664552484
"2024-05-31",2024,5,"մլն ԱՄՆ դոլար","ՀՀ պետական պարտք","USD.",12102.759000360315
"2016-12-31",2016,12,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",5437.430151828222
"2017-01-31",2017,1,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",5459.479047947359
"2017-02-28",2017,2,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",5450.006265987401
"2017-03-31",2017,3,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",5479.579534441101
"2017-04-30",2017,4,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",5515.566440824739
"2017-05-31",2017,5,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",5544.160847174675
"2017-06-30",2017,6,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",5581.044196788609
"2017-07-31",2017,7,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",5634.219465614346
"2017-08-31",2017,8,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",5685.294723044387
"2017-09-30",2017,9,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",5696.644540672875
"2017-10-31",2017,10,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",5688.98453116252
"2017-11-30",2017,11,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",5815.682582598281
"2017-12-31",2017,12,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6173.062647948222
"2018-01-31",2018,1,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6285.637995182011
"2018-02-28",2018,2,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6241.973184070721
"2018-03-31",2018,3,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6276.2408841920915
"2018-04-30",2018,4,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6261.382807435829
"2018-05-31",2018,5,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6157.7191894309
"2018-06-30",2018,6,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6133.8799100832985
"2018-07-31",2018,7,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6182.072052076592
"2018-08-31",2018,8,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6182.38185690351
"2018-09-30",2018,9,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6164.556915157291
"2018-10-31",2018,10,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6155.727125361198
"2018-11-30",2018,11,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6194.510696980663
"2018-12-31",2018,12,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6372.119013458864
"2019-01-31",2019,1,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6399.343764641406
"2019-02-28",2019,2,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6392.811487558915
"2019-03-31",2019,3,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6388.703856651308
"2019-04-30",2019,4,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6355.1334908319095
"2019-05-31",2019,5,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6379.039075532792
"2019-06-30",2019,6,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6399.040436587887
"2019-07-31",2019,7,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6461.6215939688655
"2019-08-31",2019,8,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6458.996084066088
"2019-09-30",2019,9,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6537.95595289504
"2019-10-31",2019,10,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6601.665881375592
"2019-11-30",2019,11,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6652.803209065456
"2019-12-31",2019,12,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6831.939497533637
"2020-01-31",2020,1,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6854.966904926768
"2020-02-29",2020,2,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6865.3814740155
"2020-03-31",2020,3,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6787.381231255593
"2020-04-30",2020,4,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",6908.301223741274
"2020-05-31",2020,5,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",7216.6965345253175
"2020-06-30",2020,6,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",7243.832871385731
"2020-07-31",2020,7,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",7460.939234018569
"2020-08-31",2020,8,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",7482.358429551493
"2020-09-30",2020,9,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",7374.487416508085
"2020-10-30",2020,10,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",7499.093774532821
"2020-11-30",2020,11,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",7466.23349311654
"2020-12-31",2020,12,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",7508.542197741096
"2021-01-31",2021,1,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",7525.214080272343
"2021-02-28",2021,2,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",8222.607001688282
"2021-03-31",2021,3,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",8157.52632123709
"2021-04-30",2021,4,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",8277.9320537549
"2021-05-31",2021,5,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",8317.599229944262
"2021-06-30",2021,6,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",8400.948521598855
"2021-07-31",2021,7,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",8507.75607740779
"2021-08-31",2021,8,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",8484.817800036037
"2021-09-30",2021,9,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",8564.532641010954
"2021-10-31",2021,10,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",8734.93197191054
"2021-11-30",2021,11,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",8693.002738443465
"2021-12-31",2021,12,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",8767.938327230982
"2022-01-31",2022,1,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",8812.184734997847
"2022-02-28",2022,2,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",8847.092939147478
"2022-03-31",2022,3,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",8882.937720569053
"2022-04-30",2022,4,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",8961.171330264428
"2022-05-31",2022,5,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",9075.38064623025
"2022-06-30",2022,6,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",9389.928068736559
"2022-07-31",2022,7,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",9427.416931712385
"2022-08-31",2022,8,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",9451.545177728769
"2022-09-30",2022,9,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",9397.941517404068
"2022-10-31",2022,10,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",9524.569709306945
"2022-11-30",2022,11,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",9699.199097749224
"2022-12-31",2022,12,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",10086.353537359577
"2023-01-31",2023,1,"մլն ԱՄՆ դոլար","ՀՀ կառավարության պարտք","USD.1.",10108.044127398054
