"code","arm","eng","rus","date","production_month","vol_YoY_pct"
"I","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities","Организация проживания и общественного питания","2021-Q4",33125.60000000002,131
"I","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities","Организация проживания и общественного питания","2022-Q1",27155.899999999998,164.3
"I","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities","Организация проживания и общественного питания","2022-Q2",38965.9,150.4
"I","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities","Организация проживания и общественного питания","2022-Q3",51651.100000000006,131.3
"I","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities","Организация проживания и общественного питания","2022-Q4",47104.100000000006,136.5
"I","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities","Организация проживания и общественного питания","2023-Q1",42222.5,139.1
"I","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities","Организация проживания и общественного питания","2023-Q2",54132,127.3
"I","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities","Организация проживания и общественного питания","2023-Q3",63174.1,113.3
"I","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities","Организация проживания и общественного питания","2023-Q4",54381.3,104.7
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2013-Q1",37629.7,NA
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2013-Q2",36688.1,NA
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2013-Q3",38728.7,NA
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2013-Q4",37950.8,NA
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2014-Q1",36925,103.9
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2014-Q2",40041,109.8
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2014-Q3",41386.3,109.5
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2014-Q4",43866.1,116.6
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2015-Q1",38767.8,108.7
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2015-Q2",45511.4,117.3
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2015-Q3",42915.3,105.7
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2015-Q4",43706.000000000015,103.3
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2016-Q1",41570.5,107
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2016-Q2",43711,98.2
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2016-Q3",47730.1,113.2
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2016-Q4",46227.2,106.2
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2017-Q1",42441.899999999994,104.3
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2017-Q2",45075.4,103.9
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2017-Q3",49863.2,105.4
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2017-Q4",48227.399999999994,105.6
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2018-Q1",44552.7,105.3
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2018-Q2",47929.700000000004,106.4
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2018-Q3",48947.299999999996,98.7
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2018-Q4",52144.90000000001,108
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2019-Q1",48714.3,109.8
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2019-Q2",50544.9,105.7
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2019-Q3",54996.2,112.4
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2019-Q4",64174.3,123.1
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2020-Q1",54339.600000000006,112.1
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2020-Q2",59094.99999999999,115.6
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2020-Q3",59102.100000000006,103.8
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2020-Q4",62709.90000000002,99.5
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2021-Q1",61450.200000000004,110.3
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2021-Q2",63397.8,105.6
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2021-Q3",62180.4,107.2
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2021-Q4",71816.40000000002,112.8
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2022-Q1",75073.09999999999,124.8
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2022-Q2",82049.7,134.3
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2022-Q3",100400.7,165.5
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2022-Q4",128114.69999999998,173.8
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2023-Q1",119696.6,160.5
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2023-Q2",136911.7,165.5
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2023-Q3",143607.1,141.6
"J","Տեղեկատվություն և կապ","Information and communication","Информация и связь","2023-Q4",124242.1,98.5
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2013-Q1",41263,NA
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2013-Q2",45515.6,NA
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2013-Q3",47699.1,NA
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2013-Q4",48422.6,NA
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2014-Q1",47340,108
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2014-Q2",49621.9,104.6
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2014-Q3",53147,105.4
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2014-Q4",56501.1,135
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2015-Q1",46569.4,108
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2015-Q2",49914.2,107.8
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2015-Q3",50123.8,100.2
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2015-Q4",49682.100000000006,76.6
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2016-Q1",52096.1,107.6
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2016-Q2",54560.2,105.7
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2016-Q3",55809.2,107.2
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2016-Q4",59451.4,115.3
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2017-Q1",61564.3,113.4
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2017-Q2",67315.8,118.6
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2017-Q3",69717,120.1
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2017-Q4",74158.69999999995,121.4
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2018-Q1",69407.4,113.6
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2018-Q2",83238.4,124.4
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2018-Q3",85651.1,125.4
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2018-Q4",92066.29999999999,124.8
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2019-Q1",87933.8,127.5
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2019-Q2",94169.2,114.2
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2019-Q3",101792.9,119.6
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2019-Q4",111262.1,122
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2020-Q1",104070.20000000001,119.2
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2020-Q2",104630.8,111.5
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2020-Q3",108281.2,105.6
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2020-Q4",113493.90000000002,101.7
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2021-Q1",102082.1,99.8
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2021-Q2",102522.79999999999,97.9
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2021-Q3",104789.20000000001,98
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2021-Q4",106749.4,95.1
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2022-Q1",112151.30000000002,108
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2022-Q2",185848.3,167.7
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2022-Q3",189047.30000000002,157.2
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2022-Q4",193855.1,154.1
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2023-Q1",157500.1,118.4
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2023-Q2",171470.5,81
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2023-Q3",177642.4,84.3
"K","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities","Финансовая и страховая деятельность","2023-Q4",194606.6,93.3
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2013-Q1",82575.9,NA
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2013-Q2",96953.5,NA
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2013-Q3",88721.2,NA
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2013-Q4",102716.1,NA
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2014-Q1",93926.2,106.7
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2014-Q2",103533.1,98.9
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2014-Q3",98098.7,100.6
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2014-Q4",108156.9,96.9
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2015-Q1",98939.7,94.5
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2015-Q2",110542.5,95
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2015-Q3",114077.7,104.1
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2015-Q4",113941.19999999997,108.7
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2016-Q1",95876.8,87
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2016-Q2",101457.4,82.1
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2016-Q3",113533.1,96.2
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2016-Q4",123724.2,93.5
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2017-Q1",95234.1,99.2
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2017-Q2",108961.2,111.2
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2017-Q3",111743.2,97
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2017-Q4",120547.00000000001,94.2
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2018-Q1",107201.4,106.5
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2018-Q2",111130.9,94.3
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2018-Q3",117430,96.5
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2018-Q4",124098.29999999996,103.1
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2019-Q1",111549.5,104.2
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2019-Q2",124263.2,112.9
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2019-Q3",132528.5,112.8
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2019-Q4",143314.4,108.9
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2020-Q1",113170.6,98
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2020-Q2",83409.3,65.1
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2020-Q3",115166,84.5
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2020-Q4",117307.60000000002,77.3
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2021-Q1",120051.20000000001,99.8
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2021-Q2",118378.4,141.5
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2021-Q3",140578,115.1
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2021-Q4",146245,114.3
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2022-Q1",140692.7,109.3
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2022-Q2",146353.2,102.7
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2022-Q3",183542,104.5
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2022-Q4",201641.7,106.7
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2023-Q1",178856.5,105.5
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2023-Q2",192704.6,115.4
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2023-Q3",196128.8,87.6
"L","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities","Операции с недвижимым имуществом","2023-Q4",218712.4,98.9
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2013-Q1",8991.5,NA
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2013-Q2",11930.6,NA
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2013-Q3",11302,NA
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2013-Q4",13686.1,NA
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2014-Q1",9696.9,106.9
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2014-Q2",13694.9,112.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2014-Q3",12042.6,107
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2014-Q4",18116.4,124
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2015-Q1",11158.5,105.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2015-Q2",14411,97
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2015-Q3",14187,110.1
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2015-Q4",18503.699999999997,88.3
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2016-Q1",10359.4,82
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2016-Q2",15880.3,97.3
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2016-Q3",15223.2,95.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2016-Q4",19480.2,109.4
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2017-Q1",9907.199999999999,93.8
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2017-Q2",15967.1,101.3
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2017-Q3",13096.4,88.6
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2017-Q4",21569.1,107.8
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2018-Q1",12111,122.9
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2018-Q2",17686.300000000003,110.7
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2018-Q3",17009,127.4
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2018-Q4",22427.500000000004,105.4
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2019-Q1",13645.9,109.6
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2019-Q2",19654.7,109.8
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2019-Q3",18384.1,108.5
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2019-Q4",26133,113.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2020-Q1",12469.1,91.4
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2020-Q2",16737.1,82.1
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2020-Q3",16572.7,88.6
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2020-Q4",20437.1,76.9
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2021-Q1",16266.7,127.6
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2021-Q2",21850.3,125.4
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2021-Q3",20194.2,117.7
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2021-Q4",25013.400000000012,122.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2022-Q1",19016.300000000003,114.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2022-Q2",25817.9,113.5
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2022-Q3",23154,105.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2022-Q4",32937.2,125
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2023-Q1",24239.2,117.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2023-Q2",31137.5,101.3
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2023-Q3",31056.5,105.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities","Профессиональная, научная и техническая деятельность","2023-Q4",44644.6,107
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2013-Q1",8325.6,NA
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2013-Q2",8428.9,NA
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2013-Q3",10532.9,NA
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2013-Q4",11135.9,NA
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2014-Q1",8780.7,101.3
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2014-Q2",9749,117.5
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2014-Q3",11468.6,113.5
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2014-Q4",11226.9,94.4
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2015-Q1",8877.6,99.3
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2015-Q2",11286.3,100.4
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2015-Q3",10656.2,85.7
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2015-Q4",10955,104.7
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2016-Q1",8702.6,95.1
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2016-Q2",11081.7,106.2
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2016-Q3",12657.8,117.4
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2016-Q4",12296.5,106.7
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2017-Q1",9053.900000000001,103.1
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2017-Q2",11679.800000000001,104.6
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2017-Q3",15190.300000000001,119
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2017-Q4",14488.7,116.2
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2018-Q1",10181,108.1
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2018-Q2",13012.100000000002,106.3
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2018-Q3",14171.999999999998,90.2
"N","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities","Административная и вспомогательная деятельность","2018-Q4",17136.800000000003,120.1
