country_region,direction,model_name,index,value,period,ribbon_low,interval,ribbon_high
Greater China,export,Actual Data,2016-06-30,12794.03334,month,NA,0.5,NA
Greater China,export,Actual Data,2016-07-31,20022.85538,month,NA,0.5,NA
Greater China,export,Actual Data,2016-08-31,9338.68849,month,NA,0.5,NA
Greater China,export,Actual Data,2016-09-30,14048.56911,month,NA,0.5,NA
Greater China,export,Actual Data,2016-10-31,11018.81073,month,NA,0.5,NA
Greater China,export,Actual Data,2016-11-30,8136.07669,month,NA,0.5,NA
Greater China,export,Actual Data,2016-12-31,8708.28412,month,NA,0.5,NA
Greater China,export,Actual Data,2017-01-31,8673.6056,month,NA,0.5,NA
Greater China,export,Actual Data,2017-02-28,9345.76937,month,NA,0.5,NA
Greater China,export,Actual Data,2017-03-31,5114.79011,month,NA,0.5,NA
Greater China,export,Actual Data,2017-04-30,7852.57948,month,NA,0.5,NA
Greater China,export,Actual Data,2017-05-31,3705.91498,month,NA,0.5,NA
Greater China,export,Actual Data,2017-06-30,4751.477800000001,month,NA,0.5,NA
Greater China,export,Actual Data,2017-07-31,10948.4716,month,NA,0.5,NA
Greater China,export,Actual Data,2017-08-31,12507.482740000001,month,NA,0.5,NA
Greater China,export,Actual Data,2017-09-30,11621.51435,month,NA,0.5,NA
Greater China,export,Actual Data,2017-10-31,16439.351010000002,month,NA,0.5,NA
Greater China,export,Actual Data,2017-11-30,14898.04717,month,NA,0.5,NA
Greater China,export,Actual Data,2017-12-31,13615.6198,month,NA,0.5,NA
Greater China,export,Actual Data,2018-01-31,12805.363440000001,month,NA,0.5,NA
Greater China,export,Actual Data,2018-02-28,4423.59544,month,NA,0.5,NA
Greater China,export,Actual Data,2018-03-31,11282.93041,month,NA,0.5,NA
Greater China,export,Actual Data,2018-04-30,5531.86004,month,NA,0.5,NA
Greater China,export,Actual Data,2018-05-31,10446.95118,month,NA,0.5,NA
Greater China,export,Actual Data,2018-06-30,9258.22849,month,NA,0.5,NA
Greater China,export,Actual Data,2018-07-31,12001.427950000001,month,NA,0.5,NA
Greater China,export,Actual Data,2018-08-31,13560.41551,month,NA,0.5,NA
Greater China,export,Actual Data,2018-09-30,3810.38233,month,NA,0.5,NA
Greater China,export,Actual Data,2018-10-31,8120.43289,month,NA,0.5,NA
Greater China,export,Actual Data,2018-11-30,8281.89126,month,NA,0.5,NA
Greater China,export,Actual Data,2018-12-31,13512.798799999999,month,NA,0.5,NA
Greater China,export,Actual Data,2019-01-31,15014.81569,month,NA,0.5,NA
Greater China,export,Actual Data,2019-02-28,7930.348120000001,month,NA,0.5,NA
Greater China,export,Actual Data,2019-03-31,13977.425079999999,month,NA,0.5,NA
Greater China,export,Actual Data,2019-04-30,17742.98564,month,NA,0.5,NA
Greater China,export,Actual Data,2019-05-31,18705.65859,month,NA,0.5,NA
Greater China,export,Actual Data,2019-06-30,21160.61532,month,NA,0.5,NA
Greater China,export,Actual Data,2019-07-31,14845.57151,month,NA,0.5,NA
Greater China,export,Actual Data,2019-08-31,13555.705100000001,month,NA,0.5,NA
Greater China,export,Actual Data,2019-09-30,9633.151329999999,month,NA,0.5,NA
Greater China,export,Actual Data,2019-10-31,15229.90934,month,NA,0.5,NA
Greater China,export,Actual Data,2019-11-30,17267.30408,month,NA,0.5,NA
Greater China,export,Actual Data,2019-12-31,32931.15117,month,NA,0.5,NA
Greater China,export,Actual Data,2020-01-31,12334.612500000001,month,NA,0.5,NA
Greater China,export,Actual Data,2020-02-29,3930.65095,month,NA,0.5,NA
Greater China,export,Actual Data,2020-03-31,24511.37865,month,NA,0.5,NA
Greater China,export,Actual Data,2020-04-30,17217.844589999997,month,NA,0.5,NA
Greater China,export,Actual Data,2020-05-31,23299.54679,month,NA,0.5,NA
Greater China,export,Actual Data,2020-06-30,31948.81508,month,NA,0.5,NA
Greater China,export,Actual Data,2020-07-31,14419.98473,month,NA,0.5,NA
Greater China,export,Actual Data,2020-08-31,23520.11101,month,NA,0.5,NA
Greater China,export,Actual Data,2020-09-30,39928.20828,month,NA,0.5,NA
Greater China,export,Actual Data,2020-10-31,31396.943239999997,month,NA,0.5,NA
Greater China,export,Actual Data,2020-11-30,35436.530679999996,month,NA,0.5,NA
Greater China,export,Actual Data,2020-12-31,37242.70819,month,NA,0.5,NA
Greater China,export,Actual Data,2021-01-31,32392.23103,month,NA,0.5,NA
Greater China,export,Actual Data,2021-02-28,23116.05383,month,NA,0.5,NA
Greater China,export,Actual Data,2021-03-31,25267.590109999997,month,NA,0.5,NA
Greater China,export,Actual Data,2021-04-30,49446.66313,month,NA,0.5,NA
Greater China,export,Actual Data,2021-05-31,47863.395430000004,month,NA,0.5,NA
Greater China,export,Actual Data,2021-06-30,52685.21357,month,NA,0.5,NA
Greater China,export,Actual Data,2021-07-31,25179.37097,month,NA,0.5,NA
Greater China,export,Actual Data,2021-08-31,26554.26673,month,NA,0.5,NA
Greater China,export,Actual Data,2021-09-30,27560.41183,month,NA,0.5,NA
Greater China,export,Actual Data,2021-10-31,26180.53045,month,NA,0.5,NA
Greater China,export,Actual Data,2021-11-30,33796.14821,month,NA,0.5,NA
Greater China,export,Actual Data,2021-12-31,33066.99146,month,NA,0.5,NA
Greater China,export,Actual Data,2022-01-31,38104.247240000004,month,NA,0.5,NA
Greater China,export,Actual Data,2022-02-28,22689.30838,month,NA,0.5,NA
Greater China,export,Actual Data,2022-03-31,24010.78297,month,NA,0.5,NA
Greater China,export,Actual Data,2022-04-30,33574.09805,month,NA,0.5,NA
Greater China,export,Actual Data,2022-05-31,31086.88032,month,NA,0.5,NA
Greater China,export,Actual Data,2022-06-30,34964.21774,month,NA,0.5,NA
Greater China,export,Actual Data,2022-07-31,27642.07285,month,NA,0.5,NA
Greater China,export,Actual Data,2022-08-31,43845.858219999995,month,NA,0.5,NA
Greater China,export,Actual Data,2022-09-30,34334.67939,month,NA,0.5,NA
Greater China,export,Actual Data,2022-10-31,27318.98478,month,NA,0.5,NA
Greater China,export,Actual Data,2022-11-30,36269.33393,month,NA,0.5,NA
Greater China,export,Actual Data,2022-12-31,41302.92299,month,NA,0.5,NA
Greater China,export,Actual Data,2023-01-31,40741.89635,month,NA,0.5,NA
Greater China,export,Actual Data,2023-02-28,24577.60264,month,NA,0.5,NA
Greater China,export,Actual Data,2023-03-31,46947.99929,month,NA,0.5,NA
Greater China,export,Actual Data,2023-04-30,69540.5765,month,NA,0.5,NA
Greater China,export,Actual Data,2023-05-31,50683.53003,month,NA,0.5,NA
Greater China,export,Actual Data,2023-06-30,49550.01692,month,NA,0.5,NA
Greater China,export,Actual Data,2023-07-31,45161.03361,month,NA,0.5,NA
Greater China,export,Actual Data,2023-08-31,88182.40979,month,NA,0.5,NA
Greater China,export,Actual Data,2023-09-30,95545.75146,month,NA,0.5,NA
Greater China,export,Forecast auto.arima,2023-10-31,82076.66645623908,month,76621.05536189325,0.5,87532.27755058491
Greater China,export,Forecast auto.arima,2023-11-30,81367.92206267553,month,75111.63181661609,0.5,87624.21230873496
Greater China,export,Forecast auto.arima,2023-12-31,85027.5909296236,month,78503.15882122405,0.5,91552.02303802317
Greater China,export,Forecast auto.arima,2024-01-31,89594.84898892477,month,82789.58364971986,0.5,96400.11432812968
Greater China,export,Forecast auto.arima,2024-02-29,87807.2201877769,month,80438.60218885065,0.5,95175.83818670314
Greater China,export,Forecast auto.arima,2024-03-31,99626.11472899129,month,91309.47312062196,0.5,107942.75633736062
Greater China,export,Forecast auto.arima,2024-04-30,109006.52350511799,month,99535.74643195674,0.5,118477.30057827925
Greater China,export,Forecast auto.arima,2024-05-31,99788.84133233124,month,89224.04931787953,0.5,110353.63334678295
Greater China,export,Forecast auto.arima,2024-06-30,97329.0759339062,month,85874.53251735625,0.5,108783.61935045617
Greater China,export,Forecast auto.arima,2024-07-31,94112.93775456962,month,81974.52412703003,0.5,106251.3513821092
Greater China,export,Forecast auto.arima,2024-08-31,111184.18912810746,month,98498.9109523054,0.5,123869.46730390952
Greater China,export,Forecast auto.arima,2024-09-30,114576.430185624,month,101404.76540992079,0.5,127748.09496132722
Greater China,export,Forecast auto.arima,2024-10-31,109861.72994813256,month,95463.44039846126,0.5,124260.01949780386
Greater China,export,Forecast auto.arima,2024-11-30,110250.96276194055,month,95012.61794947818,0.5,125489.30757440292
Greater China,export,Forecast auto.arima,2024-12-31,112066.09625705503,month,96135.12858704363,0.5,127997.06392706644
Greater China,export,Forecast auto.arima,2025-01-31,113880.28773178694,month,97251.69568233134,0.5,130508.87978124255
Greater China,export,Forecast auto.arima,2025-02-28,112886.07883090485,month,95482.6265855759,0.5,130289.5310762338
Greater China,export,Forecast auto.arima,2025-03-31,117401.30816394989,month,99147.35230922673,0.5,135655.26401867304
Greater China,export,Forecast auto.arima,2025-04-30,121033.18284565823,month,101904.20025370157,0.5,140162.1654376149
Greater China,export,Forecast auto.arima,2025-05-31,117246.78728754021,month,97276.33518938987,0.5,137217.23938569054
Greater China,export,Forecast auto.arima,2025-06-30,116324.88759207164,month,95579.30872006294,0.5,137070.46646408032
Greater China,export,Forecast auto.arima,2025-07-31,115134.85029973734,month,93681.98051049381,0.5,136587.72008898086
Greater China,export,Forecast auto.arima,2025-08-31,122176.79237943032,month,100066.45383084282,0.5,144287.13092801784
Greater China,export,Forecast auto.arima,2025-09-30,123593.72143314299,month,100853.12198095501,0.5,146334.32088533096
Greater China,export,Forecast ets,2023-10-31,660337.7234509517,YoY,640799.3599797433,0.5,679876.0869221602
Greater China,export,Forecast ets,2023-11-30,695903.0394619035,YoY,655699.0608555354,0.5,736107.0180682716
Greater China,export,Forecast ets,2023-12-31,726434.7664128552,YoY,664479.0020435962,0.5,788390.5307821144
Greater China,export,Forecast ets,2024-01-31,757527.5200038069,YoY,672768.735050939,0.5,842286.3049566749
Greater China,export,Forecast ets,2024-02-29,804784.5673047587,YoY,696201.571059326,0.5,913367.5635501917
Greater China,export,Forecast ets,2024-03-31,829671.2179557104,YoY,696268.8948468877,0.5,963073.5410645332
Greater China,export,Forecast ets,2024-04-30,831965.2913966621,YoY,672771.328110456,0.5,991159.2546828685
Greater China,export,Forecast ets,2024-05-31,853116.4113076138,YoY,667178.5600923694,0.5,1039054.2625228587
Greater China,export,Forecast ets,2024-06-30,875401.0443285656,YoY,661784.8067853765,0.5,1089017.2818717551
Greater China,export,Forecast ets,2024-07-31,902074.6606595174,YoY,659861.3064607095,0.5,1144288.0148583257
Greater China,export,Forecast ets,2024-08-31,885726.9008104691,YoY,614011.756869507,0.5,1157442.0447514318
Greater China,export,Forecast ets,2024-09-30,862015.7992914208,YoY,559906.7599760896,0.5,1164124.8386067527
Greater China,export,Forecast ets,2024-10-31,862015.7992914208,YoY,548170.3827254148,0.5,1175861.2158574273
Greater China,export,Forecast ets,2024-11-30,862015.7992914208,YoY,536690.5172404165,0.5,1187341.0813424257
Greater China,export,Forecast ets,2024-12-31,862015.7992914208,YoY,525435.1612816273,0.5,1198596.4373012148
Greater China,export,Forecast ets,2025-01-31,862015.7992914208,YoY,514377.5399001471,0.5,1209654.0586826946
Greater China,export,Forecast ets,2025-02-28,862015.7992914208,YoY,503494.9447687402,0.5,1220536.6538141018
Greater China,export,Forecast ets,2025-03-31,862015.7992914208,YoY,492767.8913080933,0.5,1231263.7072747487
Greater China,export,Forecast ets,2025-04-30,862015.7992914208,YoY,482179.49166323844,0.5,1241852.106919604
Greater China,export,Forecast ets,2025-05-31,862015.7992914208,YoY,471714.9785923391,0.5,1252316.6199905034
Greater China,export,Forecast ets,2025-06-30,862015.7992914208,YoY,461361.33750208555,0.5,1262670.2610807568
Greater China,export,Forecast ets,2025-07-31,862015.7992914208,YoY,451107.01765173586,0.5,1272924.5809311063
Greater China,export,Forecast ets,2025-08-31,862015.7992914208,YoY,440941.70240015635,0.5,1283089.8961826859
Greater China,export,Forecast ets,2025-09-30,862015.7992914208,YoY,430856.1242135586,0.5,1293175.4743692833
Greater China,export,Forecast ets,2023-10-31,71834.64994095176,month,52296.28646974328,0.5,91373.01341216023
Greater China,export,Forecast ets,2023-11-30,71834.64994095176,month,51169.034805792166,0.5,92500.26507611135
Greater China,export,Forecast ets,2023-12-31,71834.64994095176,month,50082.86417806073,0.5,93586.43570384278
Greater China,export,Forecast ets,2024-01-31,71834.64994095176,month,49031.62935734289,0.5,94637.67052456061
Greater China,export,Forecast ets,2024-02-29,71834.64994095176,month,48010.43864838686,0.5,95658.86123351665
Greater China,export,Forecast ets,2024-03-31,71834.64994095176,month,47015.32307756184,0.5,96653.97680434167
Greater China,export,Forecast ets,2024-04-30,71834.64994095176,month,46043.00976356826,0.5,97626.29011833525
Greater China,export,Forecast ets,2024-05-31,71834.64994095176,month,45090.762011913306,0.5,98578.5378699902
Greater China,export,Forecast ets,2024-06-30,71834.64994095176,month,44156.263613007155,0.5,99513.03626889637
Greater China,export,Forecast ets,2024-07-31,71834.64994095176,month,43237.53328533291,0.5,100431.76659657061
Greater China,export,Forecast ets,2024-08-31,71834.64994095176,month,42332.86019879757,0.5,101336.43968310594
Greater China,export,Forecast ets,2024-09-30,71834.64994095176,month,41440.75456658263,0.5,102228.54531532088
Greater China,export,Forecast ets,2024-10-31,71834.64994095176,month,40559.90921906862,0.5,103109.39066283489
Greater China,export,Forecast ets,2024-11-30,71834.64994095176,month,39689.169320793735,0.5,103980.13056110978
Greater China,export,Forecast ets,2024-12-31,71834.64994095176,month,38827.508219271556,0.5,104841.79166263196
Greater China,export,Forecast ets,2025-01-31,71834.64994095176,month,37974.007975862805,0.5,105695.29190604071
Greater China,export,Forecast ets,2025-02-28,71834.64994095176,month,37127.84351697984,0.5,106541.45636492368
Greater China,export,Forecast ets,2025-03-31,71834.64994095176,month,36288.26961691489,0.5,107381.03026498863
Greater China,export,Forecast ets,2025-04-30,71834.64994095176,month,35454.61011871339,0.5,108214.68976319012
Greater China,export,Forecast ets,2025-05-31,71834.64994095176,month,34626.24894101394,0.5,109043.05094088957
Greater China,export,Forecast ets,2025-06-30,71834.64994095176,month,33802.62252275368,0.5,109866.67735914983
Greater China,export,Forecast ets,2025-07-31,71834.64994095176,month,32983.21343498316,0.5,110686.08644692035
Greater China,export,Forecast ets,2025-08-31,71834.64994095176,month,32167.544947218106,0.5,111501.7549346854
Greater China,export,Forecast ets,2025-09-30,71834.64994095176,month,31355.176379984958,0.5,112314.12350191856
Greater China,export,Forecast stlm,2023-10-31,647551.9727201036,YoY,631292.3018605312,0.5,663811.643579676
Greater China,export,Forecast stlm,2023-11-30,673660.449301163,YoY,640753.2505192648,0.5,706567.6480830613
Greater China,export,Forecast stlm,2023-12-31,698363.8018927524,YoY,648427.6599334906,0.5,748299.943852014
Greater China,export,Forecast stlm,2024-01-31,719378.8573237197,YoY,652038.3602936538,0.5,786719.3543537854
Greater China,export,Forecast stlm,2024-02-29,745928.1744599984,YoY,660813.5187199761,0.5,831042.8302000207
Greater China,export,Forecast stlm,2024-03-31,758269.0904382829,YoY,655015.7230801282,0.5,861522.4577964379
Greater China,export,Forecast stlm,2024-04-30,755458.1573514806,YoY,633706.4514483521,0.5,877209.863254609
Greater China,export,Forecast stlm,2024-05-31,768281.8103427556,YoY,627676.7689247136,0.5,908886.8517607976
Greater China,export,Forecast stlm,2024-06-30,784140.2491414978,YoY,624331.2344673495,0.5,943949.2638156461
Greater China,export,Forecast stlm,2024-07-31,793992.1989425368,YoY,614632.684146617,0.5,973351.7137384564
Greater China,export,Forecast stlm,2024-08-31,771586.5558232565,YoY,572333.8964345707,0.5,970839.2152119423
Greater China,export,Forecast stlm,2024-09-30,741698.9201254684,YoY,522214.1433043643,0.5,961183.6969465724
Greater China,export,Forecast stlm,2024-10-31,741698.9201254683,YoY,517906.2006131066,0.5,965491.6396378301
Greater China,export,Forecast stlm,2024-11-30,741698.9201254684,YoY,513653.91491034173,0.5,969743.9253405951
Greater China,export,Forecast stlm,2024-12-31,741698.9201254683,YoY,509453.9725744103,0.5,973943.8676765263
Greater China,export,Forecast stlm,2025-01-31,741698.9201254682,YoY,505303.3421516924,0.5,978094.4980992442
Greater China,export,Forecast stlm,2025-02-28,741698.9201254682,YoY,501199.24150813505,0.5,982198.5987428017
Greater China,export,Forecast stlm,2025-03-31,741698.9201254683,YoY,497139.1097738337,0.5,986258.7304771029
Greater China,export,Forecast stlm,2025-04-30,741698.9201254684,YoY,493120.58324623655,0.5,990277.2570047001
Greater China,export,Forecast stlm,2025-05-31,741698.9201254683,YoY,489141.4745851754,0.5,994256.3656657612
Greater China,export,Forecast stlm,2025-06-30,741698.9201254684,YoY,485199.7547626238,0.5,998198.0854883129
Greater China,export,Forecast stlm,2025-07-31,741698.9201254683,YoY,481293.5373313276,0.5,1002104.3029196091
Greater China,export,Forecast stlm,2025-08-31,741698.9201254682,YoY,477421.064656175,0.5,1005976.7755947617
Greater China,export,Forecast stlm,2025-09-30,741698.9201254684,YoY,473580.6958154311,0.5,1009817.1444355057
Greater China,export,Forecast stlm,2023-10-31,59048.89921010357,month,42789.22835053117,0.5,75308.57006967597
Greater China,export,Forecast stlm,2023-11-30,62377.81051105942,month,45730.282588733564,0.5,79025.33843338527
Greater China,export,Forecast stlm,2023-12-31,66006.2755815893,month,48977.33240422579,0.5,83035.21875895282
Greater China,export,Forecast stlm,2024-01-31,61756.95178096733,month,44352.596710163176,0.5,79161.30685177147
Greater China,export,Forecast stlm,2024-02-29,51126.919776278795,month,33352.76106632233,0.5,68901.07848623526
Greater China,export,Forecast stlm,2024-03-31,59288.91526828458,month,41150.20365015204,0.5,77427.62688641711
Greater China,export,Forecast stlm,2024-04-30,66729.64341319744,month,48231.304868223815,0.5,85227.98195817106
Greater China,export,Forecast stlm,2024-05-31,63507.18302127513,month,44653.84750636172,0.5,82360.51853618854
Greater China,export,Forecast stlm,2024-06-30,65408.455718742276,month,46204.48246263598,0.5,84612.42897484858
Greater China,export,Forecast stlm,2024-07-31,55012.983411038826,month,35462.483289267555,0.5,74563.4835328101
Greater China,export,Forecast stlm,2024-08-31,65776.76667071985,month,45883.62207795356,0.5,85669.91126348614
Greater China,export,Forecast stlm,2024-09-30,65658.1157622118,month,45425.99832979365,0.5,85890.23319462997
Greater China,export,Forecast stlm,2024-10-31,59048.89921010357,month,38481.28565927346,0.5,79616.51276093368
Greater China,export,Forecast stlm,2024-11-30,62377.81051105942,month,41477.996885968634,0.5,83277.6241361502
Greater China,export,Forecast stlm,2024-12-31,66006.2755815893,month,44777.39006829444,0.5,87235.16109488417
Greater China,export,Forecast stlm,2025-01-31,61756.95178096733,month,40201.96628744529,0.5,83311.93727448936
Greater China,export,Forecast stlm,2025-02-28,51126.919776278795,month,29248.660422764933,0.5,73005.17912979267
Greater China,export,Forecast stlm,2025-03-31,59288.91526828458,month,37090.071915850756,0.5,81487.7586207184
Greater China,export,Forecast stlm,2025-04-30,66729.64341319744,month,44212.778340626566,0.5,89246.50848576831
Greater China,export,Forecast stlm,2025-05-31,63507.18302127513,month,40674.73884530058,0.5,86339.62719724968
Greater China,export,Forecast stlm,2025-06-30,65408.455718742276,month,42262.7626400844,0.5,88554.14879740015
Greater China,export,Forecast stlm,2025-07-31,55012.983411038826,month,31556.265857971342,0.5,78469.70096410632
Greater China,export,Forecast stlm,2025-08-31,65776.76667071985,month,42011.14940280101,0.5,89542.38393863868
Greater China,export,Forecast stlm,2025-09-30,65658.1157622118,month,41585.6294890497,0.5,89730.60203537391
Greater China,import_consignment,Actual Data,2015-01-31,NA,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2015-02-28,NA,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2015-03-31,NA,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2015-04-30,NA,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2015-05-31,NA,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2015-06-30,NA,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2015-07-31,NA,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2015-08-31,NA,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2015-09-30,NA,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2015-10-31,NA,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2015-11-30,NA,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2015-12-31,185748.26962,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2016-01-31,180922.62339999998,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2016-02-29,179134.4706,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2016-03-31,185750.11101,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2016-04-30,186206.04333999997,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2016-05-31,191147.37356,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2016-06-30,185139.97023,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2016-07-31,189852.97838000004,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2016-08-31,192110.33370000002,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2016-09-30,200546.70487999998,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2016-10-31,204877.17035,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2016-11-30,212418.78965,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2016-12-31,206191.8082,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2017-01-31,216572.67370999997,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2017-02-28,229229.96714999998,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2017-03-31,226824.12226999996,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2017-04-30,234298.96353999997,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2017-05-31,233493.92974999995,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2017-06-30,249328.17702999996,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2017-07-31,259130.74279999998,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2017-08-31,270899.00424,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2017-09-30,279433.60957,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2017-10-31,292141.7508999999,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2017-11-30,297363.17945,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2017-12-31,306506.01215,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2018-01-31,317385.1173,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2018-02-28,323439.65904,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2018-03-31,337246.64382,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2018-04-30,353572.30360000004,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2018-05-31,382516.1047,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2018-06-30,383051.11130000005,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2018-07-31,390746.26589000004,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2018-08-31,396453.20048,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2018-09-30,422879.32248000003,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2018-10-31,433921.93637999997,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2018-11-30,442559.1620499999,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2018-12-31,451590.97517999995,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2019-01-31,468611.3092799999,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2019-02-28,477985.0169899999,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2019-03-31,486591.79812,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2019-04-30,492647.0639099999,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2019-05-31,488505.3733,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2019-06-30,505220.27904,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2019-07-31,515645.39132000005,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2019-08-31,520750.26323000004,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2019-09-30,505182.3113900001,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2019-10-31,517756.7610500001,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2019-11-30,524022.5616900001,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2019-12-31,533913.40699,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2020-01-31,530252.7040700001,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2020-02-29,542531.0741099999,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2020-03-31,531907.1155300001,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2020-04-30,511040.47456,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2020-05-31,507944.50618,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2020-06-30,504546.36087999993,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2020-07-31,501432.70560999995,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2020-08-31,508898.486,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2020-09-30,510031.0654199999,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2020-10-31,515609.55701999995,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2020-11-30,533630.21468,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2020-12-31,526825.6083699999,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2021-01-31,522679.16666000005,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2021-02-28,503614.85933999997,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2021-03-31,515231.24103,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2021-04-30,529817.3828799999,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2021-05-31,549124.01536,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2021-06-30,550458.43489,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2021-07-31,567131.2543200001,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2021-08-31,564229.82476,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2021-09-30,582116.3476699999,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2021-10-31,604092.54154,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2021-11-30,622885.5233199999,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2021-12-31,668188.27753,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2022-01-31,670993.53241,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2022-02-28,713993.29523,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2022-03-31,747055.79793,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2022-04-30,769219.35031,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2022-05-31,792175.31189,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2022-06-30,810348.7446699999,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2022-07-31,817945.33912,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2022-08-31,844404.78981,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2022-09-30,870060.59112,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2022-10-31,862264.67071,YoY,NA,0.5,NA
Greater China,import_consignment,Actual Data,2022-11-30,873250.8899300001,YoY,NA,0.5,NA
