month,year,date,FX,indicator,value
4,2014,2014-04-01,Արտարժույթ,"(25)    մետաղե պատրաստի արտադրատեսակների արտադրություն,բացի մեքենաներից և սարքավորումներից",8051792.018
4,2014,2014-04-01,Արտարժույթ,"(26+27)   համակարգիչների, էլեկտրոնային, օպտիկական և էլեկտրական սարքավորումների արտադրություն",1765646
4,2014,2014-04-01,Արտարժույթ,(31)        կահույքի արտադրություն,2151683.269
4,2014,2014-04-01,Արտարժույթ,(33)       մեքենաների և սարքավորումների նորոգում և տեղակայում,4073157.118
4,2014,2014-04-01,Արտարժույթ,"D. Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում,այդ թվում",103497475.40800002
4,2014,2014-04-01,Արտարժույթ,"(35.1)      էլեկտրաէներգիայի արտադրություն, փոխանցում և բաշխում",69308541
4,2014,2014-04-01,Արտարժույթ,"E. Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում",1954806
4,2014,2014-04-01,Արտարժույթ,"F. Շինարարություն,այդ թվում`",90516849.852
4,2014,2014-04-01,Արտարժույթ,(41.2)      բնակելի և ոչ բնակելի շենքերի շինարարություն,70743976.10399999
4,2014,2014-04-01,Արտարժույթ,(42.1)      ճանապարհների և երկաթուղիների շինարարություն,13389017.776
4,2014,2014-04-01,Արտարժույթ,"G. Առևտուր,այդ թվում`",270660144.48299986
4,2014,2014-04-01,Արտարժույթ,"(45)        ավտոմեքենաների, մոտոցիկլերի և դրանց պահեստամասերի առևտուր և նորոգում",7537848.216
4,2014,2014-04-01,Արտարժույթ,(46)        մեծածախ  առևտուր,147371531.26199996
4,2014,2014-04-01,Արտարժույթ,(47)        մանրածախ  առևտուր,110581801.214
4,2014,2014-04-01,Արտարժույթ,"H. Փոխադրումներ և պահեստային տնտեսություն,այդ թվում`",30440614.371
4,2014,2014-04-01,Արտարժույթ,(49.32)   տաքսու ծառայություններ,5235223.934
4,2014,2014-04-01,Արտարժույթ,(49.4)     ավտոճանապարհային բեռնափոխադրումներ և փոխադրման ծառայություններ,11262253.363000002
4,2014,2014-04-01,Արտարժույթ,(51)        օդային տրանսպորտի գործունեություն,10337802
4,2014,2014-04-01,Արտարժույթ,(52.1)     պահեստավորում և պահպանում,1725281
4,2014,2014-04-01,Արտարժույթ,"I. Կացության և հանրային սննդի կազմակերպում,այդ թվում`",49629733.206
4,2014,2014-04-01,Արտարժույթ,(55)      հյուրանոցների և համանման բնակատեղերի տրամադրման ծառայություններ,25287829.614000004
4,2014,2014-04-01,Արտարժույթ,(56)        հանրային սննդի կազմակերպում,22008162.414
4,2014,2014-04-01,Արտարժույթ,"J. Տեղեկատվություն և կապ,այդ թվում`",9046917.282999998
4,2014,2014-04-01,Արտարժույթ,(58)        հրատարակչական գործ,610317.0479999998
4,2014,2014-04-01,Արտարժույթ,(60)        հեռուստառադիոծրագրերի կազմում և հերարձակում,1758527
4,2014,2014-04-01,Արտարժույթ,(61)        հեռահաղորդակցություն,4672360.113999999
4,2014,2014-04-01,Արտարժույթ,(62)        համակարգչային ծրագրավորում և հարակից գործունեություն,171207.628
4,2014,2014-04-01,Արտարժույթ,"K. Ֆինանսական և ապահովագրական գործունեություն,այդ թվում`",33730831
4,2014,2014-04-01,Արտարժույթ,առևտրային բանկեր,22830168
4,2014,2014-04-01,Արտարժույթ,վարկային կազմակերպություններ,6418199
4,2014,2014-04-01,Արտարժույթ,ապահովագրական ընկերություններ,10232
4,2014,2014-04-01,Արտարժույթ,ներդրումային ընկերություններ,3059447
4,2014,2014-04-01,Արտարժույթ,այլ ֆինանսական կազմակերպություններ,1401825
4,2014,2014-04-01,Արտարժույթ,"L. Անշարժ գույքի հետ կապված գործունեություն,այդ թվում`",18857832.148000006
4,2014,2014-04-01,Արտարժույթ,(68.1)    սեփականություն հանդիսացող անշարժ գույքի առք և վաճառք,1516350.885
4,2014,2014-04-01,Արտարժույթ,"M. Մասնագիտական, գիտական և տեխնիկական գործունեություն,այդ թվում`",6854677.5139999995
4,2014,2014-04-01,Արտարժույթ,(69)       իրավաբանական և հաշվապահական գործունեություն,1069875.108
4,2014,2014-04-01,Արտարժույթ,(71)       ճարտարապետական և ճարտարագիտական գործունեություն,340153
4,2014,2014-04-01,Արտարժույթ,(72)      գիտական հետազոտություններ և մշակումներ,2895130
4,2014,2014-04-01,Արտարժույթ,(73.1)    գովազդային գործունեություն,2050820.7380000001
4,2014,2014-04-01,Արտարժույթ,"P. Կրթություն,այդ թվում`",2705281.3939999994
4,2014,2014-04-01,Արտարժույթ,(85.4)  բարձրագույն կրթություն,1846058
4,2014,2014-04-01,Արտարժույթ,Q. Առողջապահություն,5746051.863000001
4,2014,2014-04-01,Արտարժույթ,"R. Մշակույթ, զվարճություն, հանգիստ",5867056.5490000015
4,2014,2014-04-01,Արտարժույթ,"Տնտեսության այլ ճյուղեր, այդ թվում",78271554.733
4,2014,2014-04-01,Արտարժույթ,(32.1)  ոսկերչական արտադրատեսակների և զարդերի  արտադրություն,1908157.1700000002
4,2014,2014-04-01,Արտարժույթ,(79)     զբոսաշրջություն,334438.11799999996
4,2014,2014-04-01,Արտարժույթ,"Հիփոթեքային վարկեր,այդ թվում`",78823712.58699998
4,2014,2014-04-01,Արտարժույթ,անշարժ գույքի ձեռքբերման հիպոթեկային վարկեր,63008714.546000004
4,2014,2014-04-01,Արտարժույթ,անշարժ գույքի վերանորոգման հիպոթեկային վարկեր,11063691.240999999
4,2014,2014-04-01,Արտարժույթ,"Սպառողական վարկեր,այդ թվում`",73340697.769
4,2014,2014-04-01,Արտարժույթ,քարտային վարկեր,69411731
4,2014,2014-04-01,Արտարժույթ,ավտովարկեր,97526.67400000001
4,2014,2014-04-01,Արտարժույթ,կենցաղային և համակարգչային տեխնիկացի ձեռքբերման վարկեր,129
4,2014,2014-04-01,Արտարժույթ,ոսկու գրավով վարկեր,103567
4,2014,2014-04-01,Արտարժույթ,այլ սպառողական վարկեր,3616475.0949999997
5,2014,2014-05-01,Դրամ,"Ռեզիդենտներին տրված վարկեր, ավանդներ, ֆակտորինգ, լիզինգ, ռեպո համաձայնագրեր ըստ ճյուղերի, այդ թվում`",712623624.553
5,2014,2014-05-01,Դրամ,"A. Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն,այդ թվում`",52797578.940000005
5,2014,2014-05-01,Դրամ,(01.1/3) բուսաբուծություն,26080738.038
5,2014,2014-05-01,Դրամ,(01.4)    անասնապահություն,23983417.048
5,2014,2014-05-01,Դրամ,(02)        անտառային տնտեսություն և փայտամթերումներ,391539.663
5,2014,2014-05-01,Դրամ,(03)        ձկնորսություն և ձկնաբուծություն,1326821.75
5,2014,2014-05-01,Դրամ,"B. Հանքագործական արդյունաբերություն և բացահանքերի շահագործում,այդ թվում`",6120354.045000001
5,2014,2014-05-01,Դրամ,(07)           մետաղական հանքաքարի արդյունահանում,419875.3889999999
5,2014,2014-05-01,Դրամ,(08.1-12)  շինանյութի արդյունահանում,848660.39
5,2014,2014-05-01,Դրամ,"C. Մշակող արդյունաբերություն,այդ թվում`",32004161.446999997
5,2014,2014-05-01,Դրամ,(10)          սննդի արդյունաբերություն,15656555.174000002
5,2014,2014-05-01,Դրամ,(10.1)     մսի մշակում և պահածոյացում,2334973.3419999997
5,2014,2014-05-01,Դրամ,(10.3 )     մրգերի և բանջարեղենի մշակում և պահածոյացում,3807085.7870000005
5,2014,2014-05-01,Դրամ,(10.5)     կաթնամթերքի արտադրություն,2615300.3559999997
5,2014,2014-05-01,Դրամ,(10.7)    հացի և ալյուրե հրուշակեղենի արտադրություն,2727975.749
5,2014,2014-05-01,Դրամ,(11)          խմիչքների արդյունաբերություն,4156101.3619999997
5,2014,2014-05-01,Դրամ,(12)          ծխախոտի արդյունաբերություն,0
5,2014,2014-05-01,Դրամ,(13+14)    մանածագործական արտադրատեսակների և հագուստի արտադրություն,272056.28599999996
5,2014,2014-05-01,Դրամ,(15)           կաշվե արտադրատեսակների արտադրություն,227022.178
5,2014,2014-05-01,Դրամ,"(16+17)   փայտանյութի, թղթի, փայտե և թղթե արտադրատեսակների արտադրություն (բացի կահույքից)",706331.441
5,2014,2014-05-01,Դրամ,(18)         պոլիգրաֆիական գործունեություն,792454.1
5,2014,2014-05-01,Դրամ,(20)         քիմիական նյութերի արտադրություն,801685.312
5,2014,2014-05-01,Դրամ,(21)         դեղագործական արտադրատեսակների արտադրություն,70049.74699999999
5,2014,2014-05-01,Դրամ,(22)         ռետինե և պլաստմասսայե արտադրատեսակների արտադրություն,604046.4890000001
5,2014,2014-05-01,Դրամ,(23)         ոչ մետաղական արտադրատեսակների արտադրություն,1598356.787
5,2014,2014-05-01,Դրամ,(24)         հիմնային մետաղների արտադրություն,2604
5,2014,2014-05-01,Դրամ,"(25)    մետաղե պատրաստի արտադրատեսակների արտադրություն,բացի մեքենաներից և սարքավորումներից",3100611.84
5,2014,2014-05-01,Դրամ,"(26+27)   համակարգիչների, էլեկտրոնային, օպտիկական և էլեկտրական սարքավորումների արտադրություն",150080.915
5,2014,2014-05-01,Դրամ,(31)        կահույքի արտադրություն,973168.161
5,2014,2014-05-01,Դրամ,(33)       մեքենաների և սարքավորումների նորոգում և տեղակայում,282579.1869999999
5,2014,2014-05-01,Դրամ,"D. Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում,այդ թվում",27855628.956
5,2014,2014-05-01,Դրամ,"(35.1)      էլեկտրաէներգիայի արտադրություն, փոխանցում և բաշխում",27459779
5,2014,2014-05-01,Դրամ,"E. Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում",221978.252
5,2014,2014-05-01,Դրամ,"F. Շինարարություն,այդ թվում`",22440193.528
5,2014,2014-05-01,Դրամ,(41.2)      բնակելի և ոչ բնակելի շենքերի շինարարություն,17865640.111
5,2014,2014-05-01,Դրամ,(42.1)      ճանապարհների և երկաթուղիների շինարարություն,2231641.009
5,2014,2014-05-01,Դրամ,"G. Առևտուր,այդ թվում`",70661322.985
5,2014,2014-05-01,Դրամ,"(45)        ավտոմեքենաների, մոտոցիկլերի և դրանց պահեստամասերի առևտուր և նորոգում",937027.25
5,2014,2014-05-01,Դրամ,(46)        մեծածախ  առևտուր,22694801.408
5,2014,2014-05-01,Դրամ,(47)        մանրածախ  առևտուր,44916551.694000006
5,2014,2014-05-01,Դրամ,"H. Փոխադրումներ և պահեստային տնտեսություն,այդ թվում`",10192504.421
5,2014,2014-05-01,Դրամ,(49.32)   տաքսու ծառայություններ,2914775.9909999995
5,2014,2014-05-01,Դրամ,(49.4)     ավտոճանապարհային բեռնափոխադրումներ և փոխադրման ծառայություններ,2554216.1129999994
5,2014,2014-05-01,Դրամ,(51)        օդային տրանսպորտի գործունեություն,3381305
5,2014,2014-05-01,Դրամ,(52.1)     պահեստավորում և պահպանում,140185
5,2014,2014-05-01,Դրամ,"I. Կացության և հանրային սննդի կազմակերպում,այդ թվում`",9652054.132999998
5,2014,2014-05-01,Դրամ,(55)      հյուրանոցների և համանման բնակատեղերի տրամադրման ծառայություններ,3876537.007
5,2014,2014-05-01,Դրամ,(56)        հանրային սննդի կազմակերպում,5372195.0830000015
5,2014,2014-05-01,Դրամ,"J. Տեղեկատվություն և կապ,այդ թվում`",2072751.2510000002
5,2014,2014-05-01,Դրամ,(58)        հրատարակչական գործ,171393.637
5,2014,2014-05-01,Դրամ,(60)        հեռուստառադիոծրագրերի կազմում և հերարձակում,719504.8300000001
5,2014,2014-05-01,Դրամ,(61)        հեռահաղորդակցություն,598948.071
5,2014,2014-05-01,Դրամ,(62)        համակարգչային ծրագրավորում և հարակից գործունեություն,174527.398
5,2014,2014-05-01,Դրամ,"K. Ֆինանսական և ապահովագրական գործունեություն,այդ թվում`",64361198.515999995
5,2014,2014-05-01,Դրամ,առևտրային բանկեր,31303254
5,2014,2014-05-01,Դրամ,վարկային կազմակերպություններ,4239622.516000001
5,2014,2014-05-01,Դրամ,ապահովագրական ընկերություններ,5227428
5,2014,2014-05-01,Դրամ,ներդրումային ընկերություններ,21033015
5,2014,2014-05-01,Դրամ,այլ ֆինանսական կազմակերպություններ,2557880
5,2014,2014-05-01,Դրամ,"L. Անշարժ գույքի հետ կապված գործունեություն,այդ թվում`",771584.554
5,2014,2014-05-01,Դրամ,(68.1)    սեփականություն հանդիսացող անշարժ գույքի առք և վաճառք,155924.86199999996
5,2014,2014-05-01,Դրամ,"M. Մասնագիտական, գիտական և տեխնիկական գործունեություն,այդ թվում`",755013.4
5,2014,2014-05-01,Դրամ,(69)       իրավաբանական և հաշվապահական գործունեություն,113454.87900000002
5,2014,2014-05-01,Դրամ,(71)       ճարտարապետական և ճարտարագիտական գործունեություն,62738.98200000001
5,2014,2014-05-01,Դրամ,(72)      գիտական հետազոտություններ և մշակումներ,45205
5,2014,2014-05-01,Դրամ,(73.1)    գովազդային գործունեություն,385372.582
5,2014,2014-05-01,Դրամ,"P. Կրթություն,այդ թվում`",558078.6949999997
5,2014,2014-05-01,Դրամ,(85.4)  բարձրագույն կրթություն,345816
5,2014,2014-05-01,Դրամ,Q. Առողջապահություն,2191716.4029999995
5,2014,2014-05-01,Դրամ,"R. Մշակույթ, զվարճություն, հանգիստ",822961.602
5,2014,2014-05-01,Դրամ,"Տնտեսության այլ ճյուղեր, այդ թվում",12012206.565
5,2014,2014-05-01,Դրամ,(32.1)  ոսկերչական արտադրատեսակների և զարդերի  արտադրություն,238589.126
5,2014,2014-05-01,Դրամ,(79)     զբոսաշրջություն,302720.017
5,2014,2014-05-01,Դրամ,"Հիփոթեքային վարկեր,այդ թվում`",69230012.291
5,2014,2014-05-01,Դրամ,անշարժ գույքի ձեռքբերման հիպոթեկային վարկեր,54499782.313999996
5,2014,2014-05-01,Դրամ,անշարժ գույքի վերանորոգման հիպոթեկային վարկեր,11617260.273
5,2014,2014-05-01,Դրամ,"Սպառողական վարկեր,այդ թվում`",327902324.569
5,2014,2014-05-01,Դրամ,քարտային վարկեր,74821562
5,2014,2014-05-01,Դրամ,ավտովարկեր,19402081.282
5,2014,2014-05-01,Դրամ,կենցաղային և համակարգչային տեխնիկացի ձեռքբերման վարկեր,33306919.168
5,2014,2014-05-01,Դրամ,ոսկու գրավով վարկեր,103382210
5,2014,2014-05-01,Դրամ,այլ սպառողական վարկեր,96807452.11999999
5,2014,2014-05-01,Արտարժույթ,"Ռեզիդենտներին տրված վարկեր, ավանդներ, ֆակտորինգ, լիզինգ, ռեպո համաձայնագրեր ըստ ճյուղերի, այդ թվում`",1145738396.803
5,2014,2014-05-01,Արտարժույթ,"A. Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն,այդ թվում`",82977587.58699998
5,2014,2014-05-01,Արտարժույթ,(01.1/3) բուսաբուծություն,32014643.145
5,2014,2014-05-01,Արտարժույթ,(01.4)    անասնապահություն,28035578.074
5,2014,2014-05-01,Արտարժույթ,(02)        անտառային տնտեսություն և փայտամթերումներ,10091382.84
5,2014,2014-05-01,Արտարժույթ,(03)        ձկնորսություն և ձկնաբուծություն,8887670.943
5,2014,2014-05-01,Արտարժույթ,"B. Հանքագործական արդյունաբերություն և բացահանքերի շահագործում,այդ թվում`",45611530.777
5,2014,2014-05-01,Արտարժույթ,(07)           մետաղական հանքաքարի արդյունահանում,20700321
5,2014,2014-05-01,Արտարժույթ,(08.1-12)  շինանյութի արդյունահանում,3013721.5349999997
5,2014,2014-05-01,Արտարժույթ,"C. Մշակող արդյունաբերություն,այդ թվում`",148557248.596
5,2014,2014-05-01,Արտարժույթ,(10)          սննդի արդյունաբերություն,42650855.64
5,2014,2014-05-01,Արտարժույթ,(10.1)     մսի մշակում և պահածոյացում,5319764.188999999
5,2014,2014-05-01,Արտարժույթ,(10.3 )     մրգերի և բանջարեղենի մշակում և պահածոյացում,7696700.107000001
5,2014,2014-05-01,Արտարժույթ,(10.5)     կաթնամթերքի արտադրություն,6832674.696
5,2014,2014-05-01,Արտարժույթ,(10.7)    հացի և ալյուրե հրուշակեղենի արտադրություն,14526382.683
5,2014,2014-05-01,Արտարժույթ,(11)          խմիչքների արդյունաբերություն,38714544.089
5,2014,2014-05-01,Արտարժույթ,(12)          ծխախոտի արդյունաբերություն,1266112
5,2014,2014-05-01,Արտարժույթ,(13+14)    մանածագործական արտադրատեսակների և հագուստի արտադրություն,3481071.7939999998
5,2014,2014-05-01,Արտարժույթ,(15)           կաշվե արտադրատեսակների արտադրություն,605322.532
5,2014,2014-05-01,Արտարժույթ,"(16+17)   փայտանյութի, թղթի, փայտե և թղթե արտադրատեսակների արտադրություն (բացի կահույքից)",3545643.8149999995
5,2014,2014-05-01,Արտարժույթ,(18)         պոլիգրաֆիական գործունեություն,2462838.209
5,2014,2014-05-01,Արտարժույթ,(20)         քիմիական նյութերի արտադրություն,7227646.001
5,2014,2014-05-01,Արտարժույթ,(21)         դեղագործական արտադրատեսակների արտադրություն,880144
5,2014,2014-05-01,Արտարժույթ,(22)         ռետինե և պլաստմասսայե արտադրատեսակների արտադրություն,3349947.4549999996
5,2014,2014-05-01,Արտարժույթ,(23)         ոչ մետաղական արտադրատեսակների արտադրություն,12104856.877
5,2014,2014-05-01,Արտարժույթ,(24)         հիմնային մետաղների արտադրություն,3794826
5,2014,2014-05-01,Արտարժույթ,"(25)    մետաղե պատրաստի արտադրատեսակների արտադրություն,բացի մեքենաներից և սարքավորումներից",8276897.793000001
5,2014,2014-05-01,Արտարժույթ,"(26+27)   համակարգիչների, էլեկտրոնային, օպտիկական և էլեկտրական սարքավորումների արտադրություն",2225182
5,2014,2014-05-01,Արտարժույթ,(31)        կահույքի արտադրություն,2219119.009
5,2014,2014-05-01,Արտարժույթ,(33)       մեքենաների և սարքավորումների նորոգում և տեղակայում,4015085.104
5,2014,2014-05-01,Արտարժույթ,"D. Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում,այդ թվում",106674169.706
5,2014,2014-05-01,Արտարժույթ,"(35.1)      էլեկտրաէներգիայի արտադրություն, փոխանցում և բաշխում",69757792
5,2014,2014-05-01,Արտարժույթ,"E. Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում",1455113.6800000002
5,2014,2014-05-01,Արտարժույթ,"F. Շինարարություն,այդ թվում`",88605815.368
5,2014,2014-05-01,Արտարժույթ,(41.2)      բնակելի և ոչ բնակելի շենքերի շինարարություն,68822733.022
5,2014,2014-05-01,Արտարժույթ,(42.1)      ճանապարհների և երկաթուղիների շինարարություն,13422055.825
5,2014,2014-05-01,Արտարժույթ,"G. Առևտուր,այդ թվում`",273923832.5939999
5,2014,2014-05-01,Արտարժույթ,"(45)        ավտոմեքենաների, մոտոցիկլերի և դրանց պահեստամասերի առևտուր և նորոգում",6983701.619000001
5,2014,2014-05-01,Արտարժույթ,(46)        մեծածախ  առևտուր,152607521.975
5,2014,2014-05-01,Արտարժույթ,(47)        մանրածախ  առևտուր,109134172.638
5,2014,2014-05-01,Արտարժույթ,"H. Փոխադրումներ և պահեստային տնտեսություն,այդ թվում`",28763462.635000005
5,2014,2014-05-01,Արտարժույթ,(49.32)   տաքսու ծառայություններ,5457752.443
5,2014,2014-05-01,Արտարժույթ,(49.4)     ավտոճանապարհային բեռնափոխադրումներ և փոխադրման ծառայություններ,9543465.398
5,2014,2014-05-01,Արտարժույթ,(51)        օդային տրանսպորտի գործունեություն,10303479
5,2014,2014-05-01,Արտարժույթ,(52.1)     պահեստավորում և պահպանում,1664180
5,2014,2014-05-01,Արտարժույթ,"I. Կացության և հանրային սննդի կազմակերպում,այդ թվում`",50300968.956999995
5,2014,2014-05-01,Արտարժույթ,(55)      հյուրանոցների և համանման բնակատեղերի տրամադրման ծառայություններ,25639239.894
5,2014,2014-05-01,Արտարժույթ,(56)        հանրային սննդի կազմակերպում,22212749.174
5,2014,2014-05-01,Արտարժույթ,"J. Տեղեկատվություն և կապ,այդ թվում`",9043638.099999998
5,2014,2014-05-01,Արտարժույթ,(58)        հրատարակչական գործ,609757.527
5,2014,2014-05-01,Արտարժույթ,(60)        հեռուստառադիոծրագրերի կազմում և հերարձակում,1836212
5,2014,2014-05-01,Արտարժույթ,(61)        հեռահաղորդակցություն,4503917.358999999
5,2014,2014-05-01,Արտարժույթ,(62)        համակարգչային ծրագրավորում և հարակից գործունեություն,277920.2459999999
5,2014,2014-05-01,Արտարժույթ,"K. Ֆինանսական և ապահովագրական գործունեություն,այդ թվում`",37777071
5,2014,2014-05-01,Արտարժույթ,առևտրային բանկեր,25637737
5,2014,2014-05-01,Արտարժույթ,վարկային կազմակերպություններ,6601708
5,2014,2014-05-01,Արտարժույթ,ապահովագրական ընկերություններ,10107
5,2014,2014-05-01,Արտարժույթ,ներդրումային ընկերություններ,3332131
5,2014,2014-05-01,Արտարժույթ,այլ ֆինանսական կազմակերպություններ,2182371
5,2014,2014-05-01,Արտարժույթ,"L. Անշարժ գույքի հետ կապված գործունեություն,այդ թվում`",17808178.767999995
5,2014,2014-05-01,Արտարժույթ,(68.1)    սեփականություն հանդիսացող անշարժ գույքի առք և վաճառք,1131469.93
5,2014,2014-05-01,Արտարժույթ,"M. Մասնագիտական, գիտական և տեխնիկական գործունեություն,այդ թվում`",8825134.661
5,2014,2014-05-01,Արտարժույթ,(69)       իրավաբանական և հաշվապահական գործունեություն,1397729.443
5,2014,2014-05-01,Արտարժույթ,(71)       ճարտարապետական և ճարտարագիտական գործունեություն,332906
5,2014,2014-05-01,Արտարժույթ,(72)      գիտական հետազոտություններ և մշակումներ,4132800
5,2014,2014-05-01,Արտարժույթ,(73.1)    գովազդային գործունեություն,2453745.5189999994
5,2014,2014-05-01,Արտարժույթ,"P. Կրթություն,այդ թվում`",2581224.298
5,2014,2014-05-01,Արտարժույթ,(85.4)  բարձրագույն կրթություն,1733973
5,2014,2014-05-01,Արտարժույթ,Q. Առողջապահություն,5680462.767
5,2014,2014-05-01,Արտարժույթ,"R. Մշակույթ, զվարճություն, հանգիստ",5913672.115999999
5,2014,2014-05-01,Արտարժույթ,"Տնտեսության այլ ճյուղեր, այդ թվում",76830575.059
5,2014,2014-05-01,Արտարժույթ,(32.1)  ոսկերչական արտադրատեսակների և զարդերի  արտադրություն,3112311.568
5,2014,2014-05-01,Արտարժույթ,(79)     զբոսաշրջություն,311763.42300000007
5,2014,2014-05-01,Արտարժույթ,"Հիփոթեքային վարկեր,այդ թվում`",79560534.589
5,2014,2014-05-01,Արտարժույթ,անշարժ գույքի ձեռքբերման հիպոթեկային վարկեր,63556715.092
5,2014,2014-05-01,Արտարժույթ,անշարժ գույքի վերանորոգման հիպոթեկային վարկեր,11285282.977
5,2014,2014-05-01,Արտարժույթ,"Սպառողական վարկեր,այդ թվում`",74848175.545
5,2014,2014-05-01,Արտարժույթ,քարտային վարկեր,70837504
5,2014,2014-05-01,Արտարժույթ,ավտովարկեր,101844.74299999999
5,2014,2014-05-01,Արտարժույթ,կենցաղային և համակարգչային տեխնիկացի ձեռքբերման վարկեր,96
5,2014,2014-05-01,Արտարժույթ,ոսկու գրավով վարկեր,105787
5,2014,2014-05-01,Արտարժույթ,այլ սպառողական վարկեր,3712025.8019999997
6,2014,2014-06-01,Դրամ,"Ռեզիդենտներին տրված վարկեր, ավանդներ, ֆակտորինգ, լիզինգ, ռեպո համաձայնագրեր ըստ ճյուղերի, այդ թվում`",718578855.4519999
6,2014,2014-06-01,Դրամ,"A. Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն,այդ թվում`",53053174.971999995
6,2014,2014-06-01,Դրամ,(01.1/3) բուսաբուծություն,25972387.137000006
6,2014,2014-06-01,Դրամ,(01.4)    անասնապահություն,24290097.697
6,2014,2014-06-01,Դրամ,(02)        անտառային տնտեսություն և փայտամթերումներ,429829.86
6,2014,2014-06-01,Դրամ,(03)        ձկնորսություն և ձկնաբուծություն,1349839.429
6,2014,2014-06-01,Դրամ,"B. Հանքագործական արդյունաբերություն և բացահանքերի շահագործում,այդ թվում`",6437470.536
6,2014,2014-06-01,Դրամ,(07)           մետաղական հանքաքարի արդյունահանում,442540.61799999996
6,2014,2014-06-01,Դրամ,(08.1-12)  շինանյութի արդյունահանում,835881.2879999997
6,2014,2014-06-01,Դրամ,"C. Մշակող արդյունաբերություն,այդ թվում`",33040120.282999996
6,2014,2014-06-01,Դրամ,(10)          սննդի արդյունաբերություն,16633062.609000001
6,2014,2014-06-01,Դրամ,(10.1)     մսի մշակում և պահածոյացում,2216615.105
6,2014,2014-06-01,Դրամ,(10.3 )     մրգերի և բանջարեղենի մշակում և պահածոյացում,4421414.253000001
6,2014,2014-06-01,Դրամ,(10.5)     կաթնամթերքի արտադրություն,2840763.8649999998
6,2014,2014-06-01,Դրամ,(10.7)    հացի և ալյուրե հրուշակեղենի արտադրություն,2826398.9899999998
6,2014,2014-06-01,Դրամ,(11)          խմիչքների արդյունաբերություն,3865399.3279999997
6,2014,2014-06-01,Դրամ,(12)          ծխախոտի արդյունաբերություն,0
6,2014,2014-06-01,Դրամ,(13+14)    մանածագործական արտադրատեսակների և հագուստի արտադրություն,283638.281
6,2014,2014-06-01,Դրամ,(15)           կաշվե արտադրատեսակների արտադրություն,294847.17799999996
6,2014,2014-06-01,Դրամ,"(16+17)   փայտանյութի, թղթի, փայտե և թղթե արտադրատեսակների արտադրություն (բացի կահույքից)",733828.701
6,2014,2014-06-01,Դրամ,(18)         պոլիգրաֆիական գործունեություն,770291.127
6,2014,2014-06-01,Դրամ,(20)         քիմիական նյութերի արտադրություն,791151.201
6,2014,2014-06-01,Դրամ,(21)         դեղագործական արտադրատեսակների արտադրություն,66389.272
6,2014,2014-06-01,Դրամ,(22)         ռետինե և պլաստմասսայե արտադրատեսակների արտադրություն,584526.712
6,2014,2014-06-01,Դրամ,(23)         ոչ մետաղական արտադրատեսակների արտադրություն,1578873.7110000001
6,2014,2014-06-01,Դրամ,(24)         հիմնային մետաղների արտադրություն,202497
6,2014,2014-06-01,Դրամ,"(25)    մետաղե պատրաստի արտադրատեսակների արտադրություն,բացի մեքենաներից և սարքավորումներից",2604491.212
6,2014,2014-06-01,Դրամ,"(26+27)   համակարգիչների, էլեկտրոնային, օպտիկական և էլեկտրական սարքավորումների արտադրություն",290845.23300000007
6,2014,2014-06-01,Դրամ,(31)        կահույքի արտադրություն,956015.458
6,2014,2014-06-01,Դրամ,(33)       մեքենաների և սարքավորումների նորոգում և տեղակայում,740649.978
6,2014,2014-06-01,Դրամ,"D. Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում,այդ թվում",28173409.235
6,2014,2014-06-01,Դրամ,"(35.1)      էլեկտրաէներգիայի արտադրություն, փոխանցում և բաշխում",24941597.033
6,2014,2014-06-01,Դրամ,"E. Ջրամատակարարում, կոյուղի, թափոնների կառավարում և վերամշակում",253498.087
6,2014,2014-06-01,Դրամ,"F. Շինարարություն,այդ թվում`",23273446.564999998
6,2014,2014-06-01,Դրամ,(41.2)      բնակելի և ոչ բնակելի շենքերի շինարարություն,18040566.886
6,2014,2014-06-01,Դրամ,(42.1)      ճանապարհների և երկաթուղիների շինարարություն,3017566.4509999994
6,2014,2014-06-01,Դրամ,"G. Առևտուր,այդ թվում`",72254327.87099999
6,2014,2014-06-01,Դրամ,"(45)        ավտոմեքենաների, մոտոցիկլերի և դրանց պահեստամասերի առևտուր և նորոգում",1038734.1780000002
6,2014,2014-06-01,Դրամ,(46)        մեծածախ  առևտուր,24556233.601999998
6,2014,2014-06-01,Դրամ,(47)        մանրածախ  առևտուր,45946223.092
6,2014,2014-06-01,Դրամ,"H. Փոխադրումներ և պահեստային տնտեսություն,այդ թվում`",9306893.269999998
6,2014,2014-06-01,Դրամ,(49.32)   տաքսու ծառայություններ,2874791.27
