"date","year","month","indicator","value","indicator_arm"
"2016-05-31",2016,5,"Banks",119677.93620409997,"Բանկեր"
"2016-06-30",2016,6,"Banks",120761.82254110002,"Բանկեր"
"2016-07-31",2016,7,"Banks",150162.2875257,"Բանկեր"
"2016-08-31",2016,8,"Banks",134156.8479553,"Բանկեր"
"2016-09-30",2016,9,"Banks",147145.413012,"Բանկեր"
"2016-10-31",2016,10,"Banks",104981.66274790002,"Բանկեր"
"2016-11-30",2016,11,"Banks",105786.60246669999,"Բանկեր"
"2016-12-31",2016,12,"Banks",153329.05671660003,"Բանկեր"
"2017-01-31",2017,1,"Banks",119337.84109469996,"Բանկեր"
"2017-02-28",2017,2,"Banks",119007.6284906,"Բանկեր"
"2017-03-31",2017,3,"Banks",147626.40651720003,"Բանկեր"
"2017-04-30",2017,4,"Banks",125463.75384930002,"Բանկեր"
"2017-05-31",2017,5,"Banks",110530.8076931,"Բանկեր"
"2017-06-30",2017,6,"Banks",148094.1367145,"Բանկեր"
"2017-07-31",2017,7,"Banks",86268.71753629998,"Բանկեր"
"2017-08-31",2017,8,"Banks",96176.02803270001,"Բանկեր"
"2017-09-30",2017,9,"Banks",140538.68884109997,"Բանկեր"
"2017-10-31",2017,10,"Banks",130387.0898538,"Բանկեր"
"2017-11-30",2017,11,"Banks",148654.60684279999,"Բանկեր"
"2017-12-31",2017,12,"Banks",107610.32387939998,"Բանկեր"
"2018-01-31",2018,1,"Banks",138775.33185690004,"Բանկեր"
"2018-02-28",2018,2,"Banks",104963.36158950001,"Բանկեր"
"2018-03-31",2018,3,"Banks",126366.98707820005,"Բանկեր"
"2018-04-30",2018,4,"Banks",156302.2825626,"Բանկեր"
"2018-05-31",2018,5,"Banks",117554.03720299999,"Բանկեր"
"2018-06-30",2018,6,"Banks",183978.59992439998,"Բանկեր"
"2018-07-31",2018,7,"Banks",201515.87777000002,"Բանկեր"
"2018-08-31",2018,8,"Banks",210353.56311980003,"Բանկեր"
"2018-09-30",2018,9,"Banks",265986.3701457,"Բանկեր"
"2018-10-31",2018,10,"Banks",233381.1588179,"Բանկեր"
"2018-11-30",2018,11,"Banks",276620.7712383,"Բանկեր"
"2018-12-31",2018,12,"Banks",299069.18216259993,"Բանկեր"
"2019-01-31",2019,1,"Banks",326279.58070760005,"Բանկեր"
"2019-02-28",2019,2,"Banks",326769.3951570999,"Բանկեր"
"2019-03-31",2019,3,"Banks",364323.7690862,"Բանկեր"
"2019-04-30",2019,4,"Banks",404016.4101824,"Բանկեր"
"2019-05-31",2019,5,"Banks",329304.19081979996,"Բանկեր"
"2019-06-30",2019,6,"Banks",325229.8480227,"Բանկեր"
"2019-07-31",2019,7,"Banks",307457.45696999994,"Բանկեր"
"2019-08-31",2019,8,"Banks",297043.9606753,"Բանկեր"
"2019-09-30",2019,9,"Banks",294441.12480650004,"Բանկեր"
"2019-10-31",2019,10,"Banks",251012.7454067,"Բանկեր"
"2019-11-30",2019,11,"Banks",208835.4607941,"Բանկեր"
"2019-12-31",2019,12,"Banks",231678.57157609996,"Բանկեր"
"2020-01-31",2020,1,"Banks",275583.0996874999,"Բանկեր"
"2020-02-29",2020,2,"Banks",216304.10673230002,"Բանկեր"
"2020-03-31",2020,3,"Banks",275054.4344504,"Բանկեր"
"2020-04-30",2020,4,"Banks",332744.8808325,"Բանկեր"
"2020-05-31",2020,5,"Banks",349889.06283330003,"Բանկեր"
"2020-06-30",2020,6,"Banks",364113.07971,"Բանկեր"
"2020-07-31",2020,7,"Banks",342551.91472060006,"Բանկեր"
"2020-08-31",2020,8,"Banks",341319.1889249,"Բանկեր"
"2020-09-30",2020,9,"Banks",390106.9024459,"Բանկեր"
"2020-10-31",2020,10,"Banks",412290.5865733,"Բանկեր"
"2020-11-30",2020,11,"Banks",449632.98056219995,"Բանկեր"
"2020-12-31",2020,12,"Banks",467932.67567039997,"Բանկեր"
"2021-01-31",2021,1,"Banks",482094.79868859996,"Բանկեր"
"2021-02-28",2021,2,"Banks",432805.0225204,"Բանկեր"
"2021-03-31",2021,3,"Banks",502503.16481330007,"Բանկեր"
"2021-04-30",2021,4,"Banks",471577.15040130005,"Բանկեր"
"2021-05-31",2021,5,"Banks",670336.6380518001,"Բանկեր"
"2021-06-30",2021,6,"Banks",627947.0739208001,"Բանկեր"
"2021-07-31",2021,7,"Banks",673949.9898446,"Բանկեր"
"2021-08-31",2021,8,"Banks",621563.5394497999,"Բանկեր"
"2021-09-30",2021,9,"Banks",694901.7859957,"Բանկեր"
"2021-10-31",2021,10,"Banks",655275.5213461,"Բանկեր"
"2021-11-30",2021,11,"Banks",639043.6282135999,"Բանկեր"
"2021-12-31",2021,12,"Banks",696379.4537154998,"Բանկեր"
"2022-01-31",2022,1,"Banks",621755.6227784002,"Բանկեր"
"2022-02-28",2022,2,"Banks",604883.6272514,"Բանկեր"
"2022-03-31",2022,3,"Banks",706431.5840968001,"Բանկեր"
"2022-04-30",2022,4,"Banks",702950.6713621002,"Բանկեր"
"2022-05-31",2022,5,"Banks",659012.8683165,"Բանկեր"
"2022-06-30",2022,6,"Banks",750236.4661193999,"Բանկեր"
"2022-07-31",2022,7,"Banks",636879.8114457,"Բանկեր"
"2022-08-31",2022,8,"Banks",561901.5419332001,"Բանկեր"
"2022-09-30",2022,9,"Banks",662520.5063685001,"Բանկեր"
"2022-10-31",2022,10,"Banks",593758.4748139,"Բանկեր"
"2022-11-30",2022,11,"Banks",471017.28762859997,"Բանկեր"
"2022-12-31",2022,12,"Banks",528267.2596238,"Բանկեր"
"2023-01-31",2023,1,"Banks",530252.3879859,"Բանկեր"
"2023-02-28",2023,2,"Banks",517677.33471039997,"Բանկեր"
"2023-03-31",2023,3,"Banks",611883.5734612,"Բանկեր"
"2023-04-30",2023,4,"Banks",614164.8192292999,"Բանկեր"
"2023-05-31",2023,5,"Banks",478742.83098500007,"Բանկեր"
"2023-06-30",2023,6,"Banks",607418.7595503,"Բանկեր"
"2023-07-31",2023,7,"Banks",452512.43978919997,"Բանկեր"
"2023-08-31",2023,8,"Banks",378543.4221388001,"Բանկեր"
"2023-09-30",2023,9,"Banks",581262.9123804001,"Բանկեր"
"2023-10-31",2023,10,"Banks",489775.79174399993,"Բանկեր"
"2023-11-30",2023,11,"Banks",514756.4357294,"Բանկեր"
"2023-12-31",2023,12,"Banks",658081.7330043999,"Բանկեր"
"2024-01-31",2024,1,"Banks",607012.7205449999,"Բանկեր"
"2024-02-29",2024,2,"Banks",615018.5758474999,"Բանկեր"
"2024-03-31",2024,3,"Banks",795010.0113696,"Բանկեր"
"2024-04-30",2024,4,"Banks",782381.1684229999,"Բանկեր"
"2024-05-31",2024,5,"Banks",684017.0469365999,"Բանկեր"
"2024-06-30",2024,6,"Banks",885048.9970293,"Բանկեր"
"2024-07-31",2024,7,"Banks",714162.8160805,"Բանկեր"
"2024-08-31",2024,8,"Banks",741348.1751809001,"Բանկեր"
"2024-09-30",2024,9,"Banks",914168.2203289001,"Բանկեր"
"2024-10-31",2024,10,"Banks",677416.9144776,"Բանկեր"
"2024-11-30",2024,11,"Banks",637638.8667023999,"Բանկեր"
"2024-12-31",2024,12,"Banks",961309.24882,"Բանկեր"
"2025-01-31",2025,1,"Banks",834708.2565313,"Բանկեր"
"2025-02-28",2025,2,"Banks",873264.1813524,"Բանկեր"
"2003-01-31",2003,1,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2003-02-28",2003,2,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2003-03-31",2003,3,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2003-04-30",2003,4,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2003-05-31",2003,5,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2003-06-30",2003,6,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2003-07-31",2003,7,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2003-08-31",2003,8,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2003-09-30",2003,9,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2003-10-31",2003,10,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2003-11-30",2003,11,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2003-12-31",2003,12,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2004-01-31",2004,1,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2004-02-29",2004,2,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2004-03-31",2004,3,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2004-04-30",2004,4,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2004-05-31",2004,5,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2004-06-30",2004,6,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2004-07-31",2004,7,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2004-08-31",2004,8,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2004-09-30",2004,9,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2004-10-31",2004,10,"including Repo agreements",252.40043599999998,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2004-11-30",2004,11,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2004-12-31",2004,12,"including Repo agreements",1156.934631,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2005-01-31",2005,1,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2005-02-28",2005,2,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2005-03-31",2005,3,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2005-04-30",2005,4,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2005-05-31",2005,5,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2005-06-30",2005,6,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2005-07-31",2005,7,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2005-08-31",2005,8,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2005-09-30",2005,9,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2005-10-31",2005,10,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2005-11-30",2005,11,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2005-12-31",2005,12,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2006-01-31",2006,1,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2006-02-28",2006,2,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2006-03-31",2006,3,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2006-04-30",2006,4,"including Repo agreements",1631.0642570999998,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2006-05-31",2006,5,"including Repo agreements",3719.6458617,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2006-06-30",2006,6,"including Repo agreements",1673.5425387,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2006-07-31",2006,7,"including Repo agreements",1617.7937428,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2006-08-31",2006,8,"including Repo agreements",3329.4151758000003,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2006-09-30",2006,9,"including Repo agreements",1130.4892714999999,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2006-10-31",2006,10,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2006-11-30",2006,11,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2006-12-31",2006,12,"including Repo agreements",3358.9370114,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2007-01-31",2007,1,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2007-02-28",2007,2,"including Repo agreements",18.6206029,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2007-03-31",2007,3,"including Repo agreements",6769.554106899999,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2007-04-30",2007,4,"including Repo agreements",10929.1125211,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2007-05-31",2007,5,"including Repo agreements",5669.7071432,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2007-06-30",2007,6,"including Repo agreements",723.7656675999999,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2007-07-31",2007,7,"including Repo agreements",1491.2651679,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2007-08-31",2007,8,"including Repo agreements",3742.5505234,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2007-09-30",2007,9,"including Repo agreements",10545.0044807,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2007-10-31",2007,10,"including Repo agreements",9128.086330499998,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2007-11-30",2007,11,"including Repo agreements",6927.601825199999,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2007-12-31",2007,12,"including Repo agreements",10188.2851443,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2008-01-31",2008,1,"including Repo agreements",10521.4689586,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2008-02-29",2008,2,"including Repo agreements",7150.7531893,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2008-03-31",2008,3,"including Repo agreements",14524.1551579,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2008-04-30",2008,4,"including Repo agreements",19320.513568399998,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2008-05-31",2008,5,"including Repo agreements",22112.4024958,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2008-06-30",2008,6,"including Repo agreements",24663.0713348,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2008-07-31",2008,7,"including Repo agreements",18906.284930499998,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2008-08-31",2008,8,"including Repo agreements",15545.548929899998,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2008-09-30",2008,9,"including Repo agreements",18958.5856061,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2008-10-31",2008,10,"including Repo agreements",38624.462834000005,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2008-11-30",2008,11,"including Repo agreements",45958.2136316,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2008-12-31",2008,12,"including Repo agreements",60724.350081,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2009-01-31",2009,1,"including Repo agreements",55285.4267236,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2009-02-28",2009,2,"including Repo agreements",60260.1622819,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2009-03-31",2009,3,"including Repo agreements",56086.1323491,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2009-04-30",2009,4,"including Repo agreements",38005.7818507,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2009-05-31",2009,5,"including Repo agreements",35661.812057400006,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2009-06-30",2009,6,"including Repo agreements",33703.277681199994,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2009-07-31",2009,7,"including Repo agreements",21699.872268799998,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2009-08-31",2009,8,"including Repo agreements",15799.3858981,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2009-09-30",2009,9,"including Repo agreements",24615.897269,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2009-10-31",2009,10,"including Repo agreements",9604.5040569,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2009-11-30",2009,11,"including Repo agreements",9935.7929358,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2009-12-31",2009,12,"including Repo agreements",30854.134116999998,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2010-01-31",2010,1,"including Repo agreements",30854.134116999998,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2010-02-28",2010,2,"including Repo agreements",11255.059298900002,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2010-03-31",2010,3,"including Repo agreements",15951.071466799998,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2010-04-30",2010,4,"including Repo agreements",15112.869006100002,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2010-05-31",2010,5,"including Repo agreements",12058.7907444,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2010-06-30",2010,6,"including Repo agreements",7042.2481130999995,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2010-07-31",2010,7,"including Repo agreements",6037.823771799999,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2010-08-31",2010,8,"including Repo agreements",4555.5997816,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2010-09-30",2010,9,"including Repo agreements",6101.1220779,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2010-10-31",2010,10,"including Repo agreements",5969.349521200001,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2010-11-30",2010,11,"including Repo agreements",4993.6207441,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2010-12-31",2010,12,"including Repo agreements",8022.8124634999995,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2011-01-31",2011,1,"including Repo agreements",6039.5926056,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2011-02-28",2011,2,"including Repo agreements",6034.8185119,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2011-03-31",2011,3,"including Repo agreements",5034.062636399999,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2011-04-30",2011,4,"including Repo agreements",20612.77057,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2011-05-31",2011,5,"including Repo agreements",9198.3579873,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2011-06-30",2011,6,"including Repo agreements",10770.0685722,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2011-07-31",2011,7,"including Repo agreements",11533.6316964,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2011-08-31",2011,8,"including Repo agreements",13523.7218343,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2011-09-30",2011,9,"including Repo agreements",8526.131823400001,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2011-10-31",2011,10,"including Repo agreements",8530.976856500001,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2011-11-30",2011,11,"including Repo agreements",11521.6123988,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2011-12-31",2011,12,"including Repo agreements",46345.4145995,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2012-01-31",2012,1,"including Repo agreements",28596.7690352,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2012-02-29",2012,2,"including Repo agreements",6523.1135844,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2012-03-31",2012,3,"including Repo agreements",11533.8427041,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2012-04-30",2012,4,"including Repo agreements",43144.2588439,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2012-05-31",2012,5,"including Repo agreements",20815.2185595,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2012-06-30",2012,6,"including Repo agreements",42712.7759437,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2012-07-31",2012,7,"including Repo agreements",38587.189235,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2012-08-31",2012,8,"including Repo agreements",34542.6656327,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2012-09-30",2012,9,"including Repo agreements",46570.8467417,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2012-10-31",2012,10,"including Repo agreements",45770.557851800004,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2012-11-30",2012,11,"including Repo agreements",53580.875429399995,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2012-12-31",2012,12,"including Repo agreements",71582.10766849999,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2013-01-31",2013,1,"including Repo agreements",69550.0730407,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2013-02-28",2013,2,"including Repo agreements",61442.21242719999,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2013-03-31",2013,3,"including Repo agreements",66577.43652480001,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2013-04-30",2013,4,"including Repo agreements",81608.7369478,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2013-05-31",2013,5,"including Repo agreements",81554.80678900001,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2013-06-30",2013,6,"including Repo agreements",79111.19562,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2013-07-31",2013,7,"including Repo agreements",95518.139453,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2013-08-31",2013,8,"including Repo agreements",99802.739258,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2013-09-30",2013,9,"including Repo agreements",104599.45405599999,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2013-10-31",2013,10,"including Repo agreements",73819.51686799999,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2013-11-30",2013,11,"including Repo agreements",67131.56438699999,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2013-12-31",2013,12,"including Repo agreements",102668.60059,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2014-01-31",2014,1,"including Repo agreements",66546.539045,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2014-02-28",2014,2,"including Repo agreements",66544.268798,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2014-03-31",2014,3,"including Repo agreements",41560.189827,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2014-04-30",2014,4,"including Repo agreements",51516.768219,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2014-05-31",2014,5,"including Repo agreements",31529.618727,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2014-06-30",2014,6,"including Repo agreements",44526.136998999995,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2014-07-31",2014,7,"including Repo agreements",31522.600605,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2014-08-31",2014,8,"including Repo agreements",31539.31545,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2014-09-30",2014,9,"including Repo agreements",51573.042306,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2014-10-31",2014,10,"including Repo agreements",45600.588842,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2014-11-30",2014,11,"including Repo agreements",75188.432867,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2014-12-31",2014,12,"including Repo agreements",182602.50444100003,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2015-01-31",2015,1,"including Repo agreements",221521.806709,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2015-02-28",2015,2,"including Repo agreements",202672.30653200002,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2015-03-31",2015,3,"including Repo agreements",204767.71304,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2015-04-30",2015,4,"including Repo agreements",185069.502497,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2015-05-31",2015,5,"including Repo agreements",170454.44604700003,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2015-06-30",2015,6,"including Repo agreements",162191.11257599998,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2015-07-31",2015,7,"including Repo agreements",144576.11912899997,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2015-08-31",2015,8,"including Repo agreements",150432.43036899998,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2015-09-30",2015,9,"including Repo agreements",144056.739172,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2015-10-31",2015,10,"including Repo agreements",102428.28345300001,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2015-11-30",2015,11,"including Repo agreements",123806.943547,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2015-12-31",2015,12,"including Repo agreements",121768.930448,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2016-01-31",2016,1,"including Repo agreements",102049.90283400001,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2016-02-29",2016,2,"including Repo agreements",75089.340024,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2016-03-31",2016,3,"including Repo agreements",84857.61765700001,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2016-04-30",2016,4,"including Repo agreements",98561.57528,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2016-05-31",2016,5,"including Repo agreements",50563.840802,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2016-06-30",2016,6,"including Repo agreements",76619.848148,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2016-07-31",2016,7,"including Repo agreements",40773.951339,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2016-08-31",2016,8,"including Repo agreements",20250.284984,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2016-09-30",2016,9,"including Repo agreements",35741.531361,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2016-10-31",2016,10,"including Repo agreements",4061.944701,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2016-11-30",2016,11,"including Repo agreements",1e-6,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2016-12-31",2016,12,"including Repo agreements",44807.696203,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2017-01-31",2017,1,"including Repo agreements",10010.340092,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2017-02-28",2017,2,"including Repo agreements",10010.026423000001,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2017-03-31",2017,3,"including Repo agreements",30010.117534,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2017-04-30",2017,4,"including Repo agreements",4963.180697,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2017-05-31",2017,5,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2017-06-30",2017,6,"including Repo agreements",28708.224384,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
"2017-07-31",2017,7,"including Repo agreements",0,"այդ թվում՝ ՌԵՊՈ համաձայնագրեր"
