"date","year","month","indicator","value","indicator_arm"
"2008-10-31",2008,10,"Other accounts",770.9552501000071,"Այլ հաշիվներ"
"2008-11-30",2008,11,"Other accounts",855.052494000025,"Այլ հաշիվներ"
"2008-12-31",2008,12,"Other accounts",795.0540394000709,"Այլ հաշիվներ"
"2009-01-31",2009,1,"Other accounts",806.5379926999012,"Այլ հաշիվներ"
"2009-02-28",2009,2,"Other accounts",455.3006042999914,"Այլ հաշիվներ"
"2009-03-31",2009,3,"Other accounts",397.22909540002,"Այլ հաշիվներ"
"2009-04-30",2009,4,"Other accounts",519.8367495999992,"Այլ հաշիվներ"
"2009-05-31",2009,5,"Other accounts",445.95500039996114,"Այլ հաշիվներ"
"2009-06-30",2009,6,"Other accounts",458.4040039000247,"Այլ հաշիվներ"
"2009-07-31",2009,7,"Other accounts",5461.062911199959,"Այլ հաշիվներ"
"2009-08-31",2009,8,"Other accounts",5423.131641299944,"Այլ հաշիվներ"
"2009-09-30",2009,9,"Other accounts",2659.0760591000726,"Այլ հաշիվներ"
"2009-10-31",2009,10,"Other accounts",2386.383604099974,"Այլ հաշիվներ"
"2009-11-30",2009,11,"Other accounts",1335.6357534000708,"Այլ հաշիվներ"
"2009-12-31",2009,12,"Other accounts",1885.358392700029,"Այլ հաշիվներ"
"2010-01-31",2010,1,"Other accounts",1580.1811434999981,"Այլ հաշիվներ"
"2010-02-28",2010,2,"Other accounts",4033.1829414000385,"Այլ հաշիվներ"
"2010-03-31",2010,3,"Other accounts",3815.387569799932,"Այլ հաշիվներ"
"2010-04-30",2010,4,"Other accounts",4230.800801000063,"Այլ հաշիվներ"
"2010-05-31",2010,5,"Other accounts",3767.439916800009,"Այլ հաշիվներ"
"2010-06-30",2010,6,"Other accounts",2524.763962999961,"Այլ հաշիվներ"
"2010-07-31",2010,7,"Other accounts",2843.029230600019,"Այլ հաշիվներ"
"2010-08-31",2010,8,"Other accounts",2729.0990679999813,"Այլ հաշիվներ"
"2010-09-30",2010,9,"Other accounts",3011.3386289999326,"Այլ հաշիվներ"
"2010-10-31",2010,10,"Other accounts",2666.136526999908,"Այլ հաշիվներ"
"2010-11-30",2010,11,"Other accounts",2884.2892440999713,"Այլ հաշիվներ"
"2010-12-31",2010,12,"Other accounts",13634.734304799975,"Այլ հաշիվներ"
"2011-01-31",2011,1,"Other accounts",13471.021368399975,"Այլ հաշիվներ"
"2011-02-28",2011,2,"Other accounts",12913.881240200011,"Այլ հաշիվներ"
"2011-03-31",2011,3,"Other accounts",15606.378570000015,"Այլ հաշիվներ"
"2011-04-30",2011,4,"Other accounts",12962.318786799951,"Այլ հաշիվներ"
"2011-05-31",2011,5,"Other accounts",12548.717793999946,"Այլ հաշիվներ"
"2011-06-30",2011,6,"Other accounts",14674.01381240008,"Այլ հաշիվներ"
"2011-07-31",2011,7,"Other accounts",13864.444904099946,"Այլ հաշիվներ"
"2011-08-31",2011,8,"Other accounts",11197.2,"Այլ հաշիվներ"
"2011-09-30",2011,9,"Other accounts",8858.36,"Այլ հաշիվներ"
"2011-10-31",2011,10,"Other accounts",7709.42,"Այլ հաշիվներ"
"2011-11-30",2011,11,"Other accounts",7902.855944999887,"Այլ հաշիվներ"
"2011-12-31",2011,12,"Other accounts",6802.833066500083,"Այլ հաշիվներ"
"2012-01-31",2012,1,"Other accounts",7621.81,"Այլ հաշիվներ"
"2012-02-29",2012,2,"Other accounts",7067.660018099952,"Այլ հաշիվներ"
"2012-03-31",2012,3,"Other accounts",7448.76,"Այլ հաշիվներ"
"2012-04-30",2012,4,"Other accounts",7115.05,"Այլ հաշիվներ"
"2012-05-31",2012,5,"Other accounts",6514.27,"Այլ հաշիվներ"
"2012-06-30",2012,6,"Other accounts",4867.065378999978,"Այլ հաշիվներ"
"2012-07-31",2012,7,"Other accounts",11023.72,"Այլ հաշիվներ"
"2012-08-31",2012,8,"Other accounts",9897.806479000028,"Այլ հաշիվներ"
"2012-09-30",2012,9,"Other accounts",9248.15,"Այլ հաշիվներ"
"2012-10-31",2012,10,"Other accounts",8791.419506499915,"Այլ հաշիվներ"
"2012-11-30",2012,11,"Other accounts",7567.357899299968,"Այլ հաշիվներ"
"2012-12-31",2012,12,"Other accounts",3171.1,"Այլ հաշիվներ"
"2013-01-31",2013,1,"Other accounts",5902.84,"Այլ հաշիվներ"
"2013-02-28",2013,2,"Other accounts",5241.382931399799,"Այլ հաշիվներ"
"2013-03-31",2013,3,"Other accounts",3049.74,"Այլ հաշիվներ"
"2013-04-30",2013,4,"Other accounts",3626.0352152999403,"Այլ հաշիվներ"
"2013-05-31",2013,5,"Other accounts",4115.804302600052,"Այլ հաշիվներ"
"2013-06-30",2013,6,"Other accounts",2821.645572400128,"Այլ հաշիվներ"
"2013-07-31",2013,7,"Other accounts",3277.9105462000007,"Այլ հաշիվներ"
"2013-08-31",2013,8,"Other accounts",2697.15,"Այլ հաշիվներ"
"2013-09-30",2013,9,"Other accounts",4111.404780000012,"Այլ հաշիվներ"
"2013-10-31",2013,10,"Other accounts",2920.416046700033,"Այլ հաշիվներ"
"2013-11-30",2013,11,"Other accounts",3755.8909130999527,"Այլ հաշիվներ"
"2013-12-31",2013,12,"Other accounts",3407.6230605001037,"Այլ հաշիվներ"
"2014-01-31",2014,1,"Other accounts",4090.7341062000196,"Այլ հաշիվներ"
"2014-02-28",2014,2,"Other accounts",10749.94,"Այլ հաշիվներ"
"2014-03-31",2014,3,"Other accounts",5335.35,"Այլ հաշիվներ"
"2014-04-30",2014,4,"Other accounts",3015.771087100089,"Այլ հաշիվներ"
"2014-05-31",2014,5,"Other accounts",3213.22,"Այլ հաշիվներ"
"2014-06-30",2014,6,"Other accounts",4661.22,"Այլ հաշիվներ"
"2014-07-31",2014,7,"Other accounts",3916.9776501001325,"Այլ հաշիվներ"
"2014-08-31",2014,8,"Other accounts",4824.02,"Այլ հաշիվներ"
"2014-09-30",2014,9,"Other accounts",4154.71,"Այլ հաշիվներ"
"2014-10-31",2014,10,"Other accounts",2929.98,"Այլ հաշիվներ"
"2014-11-30",2014,11,"Other accounts",6181.363876699892,"Այլ հաշիվներ"
"2014-12-31",2014,12,"Other accounts",3921.8667578999884,"Այլ հաշիվներ"
"2015-01-31",2015,1,"Other accounts",5538.312673100052,"Այլ հաշիվներ"
"2015-02-28",2015,2,"Other accounts",6112.533272900095,"Այլ հաշիվներ"
"2015-03-31",2015,3,"Other accounts",6436.471693400017,"Այլ հաշիվներ"
"2015-04-30",2015,4,"Other accounts",5312.11,"Այլ հաշիվներ"
"2015-05-31",2015,5,"Other accounts",3997.891101700021,"Այլ հաշիվներ"
"2015-06-30",2015,6,"Other accounts",3684.563795700029,"Այլ հաշիվներ"
"2015-07-31",2015,7,"Other accounts",2737.6264134999656,"Այլ հաշիվներ"
"2015-08-31",2015,8,"Other accounts",2367.28,"Այլ հաշիվներ"
"2015-09-30",2015,9,"Other accounts",2182.549296999903,"Այլ հաշիվներ"
"2015-10-31",2015,10,"Other accounts",3405.65,"Այլ հաշիվներ"
"2015-11-30",2015,11,"Other accounts",2843.501468799863,"Այլ հաշիվներ"
"2015-12-31",2015,12,"Other accounts",2197.54,"Այլ հաշիվներ"
"2016-01-31",2016,1,"Other accounts",8684.33690919989,"Այլ հաշիվներ"
"2016-02-29",2016,2,"Other accounts",7299.4,"Այլ հաշիվներ"
"2016-03-31",2016,3,"Other accounts",5225.8488273000985,"Այլ հաշիվներ"
"2016-04-30",2016,4,"Other accounts",5854.48,"Այլ հաշիվներ"
"2016-05-31",2016,5,"Other accounts",5203.89,"Այլ հաշիվներ"
"2016-06-30",2016,6,"Other accounts",5009.048075700033,"Այլ հաշիվներ"
"2016-07-31",2016,7,"Other accounts",9169.865488900105,"Այլ հաշիվներ"
"2016-08-31",2016,8,"Other accounts",7887.018179500126,"Այլ հաշիվներ"
"2016-09-30",2016,9,"Other accounts",8275.16,"Այլ հաշիվներ"
"2016-10-31",2016,10,"Other accounts",7352.75,"Այլ հաշիվներ"
"2016-11-30",2016,11,"Other accounts",5528.498681499943,"Այլ հաշիվներ"
"2016-12-31",2016,12,"Other accounts",15651.347891800164,"Այլ հաշիվներ"
"2017-01-31",2017,1,"Other accounts",15882.680479400151,"Այլ հաշիվներ"
"2017-02-28",2017,2,"Other accounts",14836.964638400008,"Այլ հաշիվներ"
"2017-03-31",2017,3,"Other accounts",13870.388681800076,"Այլ հաշիվներ"
"2017-04-30",2017,4,"Other accounts",10804.746790400066,"Այլ հաշիվներ"
"2017-05-31",2017,5,"Other accounts",12322.145076200017,"Այլ հաշիվներ"
"2017-06-30",2017,6,"Other accounts",15530.74,"Այլ հաշիվներ"
"2017-07-31",2017,7,"Other accounts",20072.232023299992,"Այլ հաշիվներ"
"2017-08-31",2017,8,"Other accounts",15054.74386409999,"Այլ հաշիվներ"
"2017-09-30",2017,9,"Other accounts",16966.88,"Այլ հաշիվներ"
"2017-10-31",2017,10,"Other accounts",16385.599876600027,"Այլ հաշիվներ"
"2017-11-30",2017,11,"Other accounts",21800.491900600202,"Այլ հաշիվներ"
"2017-12-31",2017,12,"Other accounts",27189.35870949988,"Այլ հաշիվներ"
"2018-01-31",2018,1,"Other accounts",28128.519423099962,"Այլ հաշիվներ"
"2018-02-28",2018,2,"Other accounts",24965.835609200032,"Այլ հաշիվներ"
"2018-03-31",2018,3,"Other accounts",25436.174072600086,"Այլ հաշիվներ"
"2018-04-30",2018,4,"Other accounts",22071.32128129991,"Այլ հաշիվներ"
"2018-05-31",2018,5,"Other accounts",19237.318234600025,"Այլ հաշիվներ"
"2018-06-30",2018,6,"Other accounts",19286.332234200032,"Այլ հաշիվներ"
"2018-07-31",2018,7,"Other accounts",26041.625064299995,"Այլ հաշիվներ"
"2018-08-31",2018,8,"Other accounts",23474.147971199884,"Այլ հաշիվներ"
"2018-09-30",2018,9,"Other accounts",27478.48923080004,"Այլ հաշիվներ"
"2018-10-31",2018,10,"Other accounts",31716.538932099997,"Այլ հաշիվներ"
"2018-11-30",2018,11,"Other accounts",46166.15735159995,"Այլ հաշիվներ"
"2018-12-31",2018,12,"Other accounts",52211.25750040004,"Այլ հաշիվներ"
"2019-01-31",2019,1,"Other accounts",58868.07964909998,"Այլ հաշիվներ"
"2019-02-28",2019,2,"Other accounts",58997.852478100074,"Այլ հաշիվներ"
"2019-03-31",2019,3,"Other accounts",64515.86841129983,"Այլ հաշիվներ"
"2019-04-30",2019,4,"Other accounts",59132.33432269987,"Այլ հաշիվներ"
"2019-05-31",2019,5,"Other accounts",56083.16501520021,"Այլ հաշիվներ"
"2019-06-30",2019,6,"Other accounts",47450.643439499894,"Այլ հաշիվներ"
"2019-07-31",2019,7,"Other accounts",45717.87706020003,"Այլ հաշիվներ"
"2019-08-31",2019,8,"Other accounts",45175.71613169994,"Այլ հաշիվներ"
"2019-09-30",2019,9,"Other accounts",48757.16046569988,"Այլ հաշիվներ"
"2019-10-31",2019,10,"Other accounts",41522.577455899765,"Այլ հաշիվներ"
"2019-11-30",2019,11,"Other accounts",38562.33154209994,"Այլ հաշիվներ"
"2019-12-31",2019,12,"Other accounts",40769.51329000003,"Այլ հաշիվներ"
"2020-01-31",2020,1,"Other accounts",42863.117329399916,"Այլ հաշիվներ"
"2020-02-29",2020,2,"Other accounts",39098.83482419996,"Այլ հաշիվներ"
"2020-03-31",2020,3,"Other accounts",39741.79569920042,"Այլ հաշիվներ"
"2020-04-30",2020,4,"Other accounts",42368.72949589987,"Այլ հաշիվներ"
"2020-05-31",2020,5,"Other accounts",41330.663948900066,"Այլ հաշիվներ"
"2020-06-30",2020,6,"Other accounts",37013.43891340017,"Այլ հաշիվներ"
"2020-07-31",2020,7,"Other accounts",34095.18402060028,"Այլ հաշիվներ"
"2020-08-31",2020,8,"Other accounts",33633.189543100074,"Այլ հաշիվներ"
"2020-09-30",2020,9,"Other accounts",37497.87431310007,"Այլ հաշիվներ"
"2020-10-31",2020,10,"Other accounts",40024.759553499985,"Այլ հաշիվներ"
"2020-11-30",2020,11,"Other accounts",49978.36095140007,"Այլ հաշիվներ"
"2020-12-31",2020,12,"Other accounts",53551.69348339958,"Այլ հաշիվներ"
"2021-01-31",2021,1,"Other accounts",60142.1245279999,"Այլ հաշիվներ"
"2021-02-28",2021,2,"Other accounts",59891.845155899995,"Այլ հաշիվներ"
"2021-03-31",2021,3,"Other accounts",56418.93145419983,"Այլ հաշիվներ"
"2021-04-30",2021,4,"Other accounts",56243.38849870028,"Այլ հաշիվներ"
"2021-05-31",2021,5,"Other accounts",54770.51637840009,"Այլ հաշիվներ"
"2021-06-30",2021,6,"Other accounts",52625.73613200011,"Այլ հաշիվներ"
"2021-07-31",2021,7,"Other accounts",54335.28536900005,"Այլ հաշիվներ"
"2021-08-31",2021,8,"Other accounts",50992.944744899985,"Այլ հաշիվներ"
"2021-09-30",2021,9,"Other accounts",47393.233648400055,"Այլ հաշիվներ"
"2021-10-31",2021,10,"Other accounts",43431.298992700176,"Այլ հաշիվներ"
"2021-11-30",2021,11,"Other accounts",43380.50560219993,"Այլ հաշիվներ"
"2021-12-31",2021,12,"Other accounts",39650.807422600104,"Այլ հաշիվներ"
"2022-01-31",2022,1,"Other accounts",43818.34813219996,"Այլ հաշիվներ"
"2022-02-28",2022,2,"Other accounts",39335.76133500016,"Այլ հաշիվներ"
"2022-03-31",2022,3,"Other accounts",41433.35031230003,"Այլ հաշիվներ"
"2022-04-30",2022,4,"Other accounts",41942.43358039984,"Այլ հաշիվներ"
"2022-05-31",2022,5,"Other accounts",39934.08718280005,"Այլ հաշիվներ"
"2022-06-30",2022,6,"Other accounts",39678.003695399966,"Այլ հաշիվներ"
"2022-07-31",2022,7,"Other accounts",41793.93823540001,"Այլ հաշիվներ"
"2022-08-31",2022,8,"Other accounts",37808.107495100005,"Այլ հաշիվներ"
"2022-09-30",2022,9,"Other accounts",41400.00130490004,"Այլ հաշիվներ"
"2022-10-31",2022,10,"Other accounts",36514.91748099995,"Այլ հաշիվներ"
"2022-11-30",2022,11,"Other accounts",34574.48287130031,"Այլ հաշիվներ"
"2022-12-31",2022,12,"Other accounts",30471.060156300082,"Այլ հաշիվներ"
"2023-01-31",2023,1,"Other accounts",33155.95553330006,"Այլ հաշիվներ"
"2023-02-28",2023,2,"Other accounts",29829.135829399922,"Այլ հաշիվներ"
"2023-03-31",2023,3,"Other accounts",32035.516562999925,"Այլ հաշիվներ"
"2023-04-30",2023,4,"Other accounts",32083.432640400075,"Այլ հաշիվներ"
"2023-05-31",2023,5,"Other accounts",31191.419197899697,"Այլ հաշիվներ"
"2023-06-30",2023,6,"Other accounts",37228.69437579997,"Այլ հաշիվներ"
"2023-07-31",2023,7,"Other accounts",21667.55909860006,"Այլ հաշիվներ"
"2023-08-31",2023,8,"Other accounts",18544.006377500016,"Այլ հաշիվներ"
"2023-09-30",2023,9,"Other accounts",19999.518835500116,"Այլ հաշիվներ"
"2023-10-31",2023,10,"Other accounts",18145.78031090001,"Այլ հաշիվներ"
"2023-11-30",2023,11,"Other accounts",17741.505703199713,"Այլ հաշիվներ"
"2023-12-31",2023,12,"Other accounts",47966.94826170022,"Այլ հաշիվներ"
"2024-01-31",2024,1,"Other accounts",19698.203578299963,"Այլ հաշիվներ"
"2024-02-29",2024,2,"Other accounts",21770.781455199936,"Այլ հաշիվներ"
"2024-03-31",2024,3,"Other accounts",18537.654393000183,"Այլ հաշիվներ"
"2024-04-30",2024,4,"Other accounts",17200.07785110007,"Այլ հաշիվներ"
"2024-05-31",2024,5,"Other accounts",18157.680459000298,"Այլ հաշիվներ"
"2024-06-30",2024,6,"Other accounts",18611.37530889991,"Այլ հաշիվներ"
"2024-07-31",2024,7,"Other accounts",20158.536351400067,"Այլ հաշիվներ"
"2024-08-31",2024,8,"Other accounts",21492.268535699983,"Այլ հաշիվներ"
"2024-09-30",2024,9,"Other accounts",18079.46452579979,"Այլ հաշիվներ"
"2024-10-31",2024,10,"Other accounts",18854.33385889969,"Այլ հաշիվներ"
"2024-11-30",2024,11,"Other accounts",13469.393187100244,"Այլ հաշիվներ"
"2024-12-31",2024,12,"Other accounts",26006.44270430007,"Այլ հաշիվներ"
"2025-01-31",2025,1,"Other accounts",12418.33107990002,"Այլ հաշիվներ"
"2025-02-28",2025,2,"Other accounts",11805.390796000122,"Այլ հաշիվներ"
"2003-01-31",2003,1,"Other accounts in drams",374,"Այլ հաշիվներ դրամով"
"2003-02-28",2003,2,"Other accounts in drams",398,"Այլ հաշիվներ դրամով"
"2003-03-31",2003,3,"Other accounts in drams",445,"Այլ հաշիվներ դրամով"
"2003-04-30",2003,4,"Other accounts in drams",469,"Այլ հաշիվներ դրամով"
"2003-05-31",2003,5,"Other accounts in drams",410,"Այլ հաշիվներ դրամով"
"2003-06-30",2003,6,"Other accounts in drams",425,"Այլ հաշիվներ դրամով"
"2003-07-31",2003,7,"Other accounts in drams",341,"Այլ հաշիվներ դրամով"
"2003-08-31",2003,8,"Other accounts in drams",329.13392740000006,"Այլ հաշիվներ դրամով"
"2003-09-30",2003,9,"Other accounts in drams",347,"Այլ հաշիվներ դրամով"
"2003-10-31",2003,10,"Other accounts in drams",394,"Այլ հաշիվներ դրամով"
"2003-11-30",2003,11,"Other accounts in drams",550,"Այլ հաշիվներ դրամով"
"2003-12-31",2003,12,"Other accounts in drams",657,"Այլ հաշիվներ դրամով"
"2004-01-31",2004,1,"Other accounts in drams",517,"Այլ հաշիվներ դրամով"
"2004-02-29",2004,2,"Other accounts in drams",493,"Այլ հաշիվներ դրամով"
"2004-03-31",2004,3,"Other accounts in drams",528,"Այլ հաշիվներ դրամով"
"2004-04-30",2004,4,"Other accounts in drams",481,"Այլ հաշիվներ դրամով"
"2004-05-31",2004,5,"Other accounts in drams",810,"Այլ հաշիվներ դրամով"
"2004-06-30",2004,6,"Other accounts in drams",457,"Այլ հաշիվներ դրամով"
"2004-07-31",2004,7,"Other accounts in drams",502.6341422,"Այլ հաշիվներ դրամով"
"2004-08-31",2004,8,"Other accounts in drams",466.0075889,"Այլ հաշիվներ դրամով"
"2004-09-30",2004,9,"Other accounts in drams",468.51665189999994,"Այլ հաշիվներ դրամով"
"2004-10-31",2004,10,"Other accounts in drams",492.70883130000004,"Այլ հաշիվներ դրամով"
"2004-11-30",2004,11,"Other accounts in drams",701.3389244000001,"Այլ հաշիվներ դրամով"
"2004-12-31",2004,12,"Other accounts in drams",561.4047426,"Այլ հաշիվներ դրամով"
"2005-01-31",2005,1,"Other accounts in drams",528.5637018,"Այլ հաշիվներ դրամով"
"2005-02-28",2005,2,"Other accounts in drams",507.2702752,"Այլ հաշիվներ դրամով"
"2005-03-31",2005,3,"Other accounts in drams",588.2663246,"Այլ հաշիվներ դրամով"
"2005-04-30",2005,4,"Other accounts in drams",578.4689797,"Այլ հաշիվներ դրամով"
"2005-05-31",2005,5,"Other accounts in drams",561,"Այլ հաշիվներ դրամով"
"2005-06-30",2005,6,"Other accounts in drams",551.5977508999999,"Այլ հաշիվներ դրամով"
"2005-07-31",2005,7,"Other accounts in drams",570.6699696000001,"Այլ հաշիվներ դրամով"
"2005-08-31",2005,8,"Other accounts in drams",557.2108009,"Այլ հաշիվներ դրամով"
"2005-09-30",2005,9,"Other accounts in drams",568.6489682,"Այլ հաշիվներ դրամով"
"2005-10-31",2005,10,"Other accounts in drams",785.5716836999999,"Այլ հաշիվներ դրամով"
"2005-11-30",2005,11,"Other accounts in drams",721.0265375999999,"Այլ հաշիվներ դրամով"
"2005-12-31",2005,12,"Other accounts in drams",649.6336314000001,"Այլ հաշիվներ դրամով"
"2006-01-31",2006,1,"Other accounts in drams",1051.5501339,"Այլ հաշիվներ դրամով"
"2006-02-28",2006,2,"Other accounts in drams",613.1102788,"Այլ հաշիվներ դրամով"
"2006-03-31",2006,3,"Other accounts in drams",642.6954636,"Այլ հաշիվներ դրամով"
"2006-04-30",2006,4,"Other accounts in drams",613.3715886,"Այլ հաշիվներ դրամով"
"2006-05-31",2006,5,"Other accounts in drams",611.2517617000001,"Այլ հաշիվներ դրամով"
"2006-06-30",2006,6,"Other accounts in drams",631.2325288,"Այլ հաշիվներ դրամով"
"2006-07-31",2006,7,"Other accounts in drams",718.8285374000001,"Այլ հաշիվներ դրամով"
"2006-08-31",2006,8,"Other accounts in drams",911.9590287000001,"Այլ հաշիվներ դրամով"
"2006-09-30",2006,9,"Other accounts in drams",749.5082111,"Այլ հաշիվներ դրամով"
"2006-10-31",2006,10,"Other accounts in drams",1083.1921369000002,"Այլ հաշիվներ դրամով"
"2006-11-30",2006,11,"Other accounts in drams",778.3004706,"Այլ հաշիվներ դրամով"
"2006-12-31",2006,12,"Other accounts in drams",717.3091322,"Այլ հաշիվներ դրամով"
"2007-01-31",2007,1,"Other accounts in drams",958.3655045999999,"Այլ հաշիվներ դրամով"
"2007-02-28",2007,2,"Other accounts in drams",751.4046944999999,"Այլ հաշիվներ դրամով"
"2007-03-31",2007,3,"Other accounts in drams",1060.0872753,"Այլ հաշիվներ դրամով"
"2007-04-30",2007,4,"Other accounts in drams",754.7870230000001,"Այլ հաշիվներ դրամով"
"2007-05-31",2007,5,"Other accounts in drams",750.7300684999999,"Այլ հաշիվներ դրամով"
"2007-06-30",2007,6,"Other accounts in drams",769.7397852999999,"Այլ հաշիվներ դրամով"
"2007-07-31",2007,7,"Other accounts in drams",992.1018075,"Այլ հաշիվներ դրամով"
"2007-08-31",2007,8,"Other accounts in drams",778.4233543,"Այլ հաշիվներ դրամով"
"2007-09-30",2007,9,"Other accounts in drams",821.9679776000002,"Այլ հաշիվներ դրամով"
"2007-10-31",2007,10,"Other accounts in drams",803.1826434,"Այլ հաշիվներ դրամով"
"2007-11-30",2007,11,"Other accounts in drams",1004.7252018000001,"Այլ հաշիվներ դրամով"
"2007-12-31",2007,12,"Other accounts in drams",940.6289024000001,"Այլ հաշիվներ դրամով"
"2008-01-31",2008,1,"Other accounts in drams",1021.6760617,"Այլ հաշիվներ դրամով"
"2008-02-29",2008,2,"Other accounts in drams",954.6833679999999,"Այլ հաշիվներ դրամով"
"2008-03-31",2008,3,"Other accounts in drams",1044.5456304,"Այլ հաշիվներ դրամով"
"2008-04-30",2008,4,"Other accounts in drams",952.1350921000001,"Այլ հաշիվներ դրամով"
"2008-05-31",2008,5,"Other accounts in drams",829.3355975000001,"Այլ հաշիվներ դրամով"
"2008-06-30",2008,6,"Other accounts in drams",817.3269012000001,"Այլ հաշիվներ դրամով"
"2008-07-31",2008,7,"Other accounts in drams",891.6091516000001,"Այլ հաշիվներ դրամով"
"2008-08-31",2008,8,"Other accounts in drams",848.1834961,"Այլ հաշիվներ դրամով"
"2008-09-30",2008,9,"Other accounts in drams",823.8937111999999,"Այլ հաշիվներ դրամով"
"2008-10-31",2008,10,"Other accounts in drams",770.940791,"Այլ հաշիվներ դրամով"
"2008-11-30",2008,11,"Other accounts in drams",841.1893868000001,"Այլ հաշիվներ դրամով"
"2008-12-31",2008,12,"Other accounts in drams",773.5728220000001,"Այլ հաշիվներ դրամով"
"2009-01-31",2009,1,"Other accounts in drams",652.1809851000002,"Այլ հաշիվներ դրամով"
"2009-02-28",2009,2,"Other accounts in drams",452.371633,"Այլ հաշիվներ դրամով"
"2009-03-31",2009,3,"Other accounts in drams",397.213527,"Այլ հաշիվներ դրամով"
"2009-04-30",2009,4,"Other accounts in drams",493.8683525,"Այլ հաշիվներ դրամով"
"2009-05-31",2009,5,"Other accounts in drams",444.0859224,"Այլ հաշիվներ դրամով"
"2009-06-30",2009,6,"Other accounts in drams",443.381415,"Այլ հաշիվներ դրամով"
"2009-07-31",2009,7,"Other accounts in drams",5451.053173,"Այլ հաշիվներ դրամով"
"2009-08-31",2009,8,"Other accounts in drams",5385.636018599999,"Այլ հաշիվներ դրամով"
"2009-09-30",2009,9,"Other accounts in drams",2659.0578776,"Այլ հաշիվներ դրամով"
"2009-10-31",2009,10,"Other accounts in drams",2289.3860061,"Այլ հաշիվներ դրամով"
"2009-11-30",2009,11,"Other accounts in drams",1314.2999513,"Այլ հաշիվներ դրամով"
"2009-12-31",2009,12,"Other accounts in drams",1845.6595287999999,"Այլ հաշիվներ դրամով"
"2010-01-31",2010,1,"Other accounts in drams",1564.3440602000003,"Այլ հաշիվներ դրամով"
"2010-02-28",2010,2,"Other accounts in drams",4033.165489,"Այլ հաշիվներ դրամով"
"2010-03-31",2010,3,"Other accounts in drams",3735.3676267,"Այլ հաշիվներ դրամով"
"2010-04-30",2010,4,"Other accounts in drams",4159.964113,"Այլ հաշիվներ դրամով"
"2010-05-31",2010,5,"Other accounts in drams",3680.6383176,"Այլ հաշիվներ դրամով"
"2010-06-30",2010,6,"Other accounts in drams",2474.5267993,"Այլ հաշիվներ դրամով"
"2010-07-31",2010,7,"Other accounts in drams",2799.5275041,"Այլ հաշիվներ դրամով"
"2010-08-31",2010,8,"Other accounts in drams",2729.0825091999995,"Այլ հաշիվներ դրամով"
"2010-09-30",2010,9,"Other accounts in drams",2999.7596787,"Այլ հաշիվներ դրամով"
"2010-10-31",2010,10,"Other accounts in drams",2488.3329948,"Այլ հաշիվներ դրամով"
"2010-11-30",2010,11,"Other accounts in drams",2338.7758462,"Այլ հաշիվներ դրամով"
"2010-12-31",2010,12,"Other accounts in drams",3905.5128745999996,"Այլ հաշիվներ դրամով"
"2011-01-31",2011,1,"Other accounts in drams",3664.1560071999997,"Այլ հաշիվներ դրամով"
"2011-02-28",2011,2,"Other accounts in drams",3323.8231534,"Այլ հաշիվներ դրամով"
"2011-03-31",2011,3,"Other accounts in drams",8589.725446600001,"Այլ հաշիվներ դրամով"
"2011-04-30",2011,4,"Other accounts in drams",6125.2039068,"Այլ հաշիվներ դրամով"
"2011-05-31",2011,5,"Other accounts in drams",6478.8665136,"Այլ հաշիվներ դրամով"
"2011-06-30",2011,6,"Other accounts in drams",11337.8864911,"Այլ հաշիվներ դրամով"
"2011-07-31",2011,7,"Other accounts in drams",11361.7954582,"Այլ հաշիվներ դրամով"
"2011-08-31",2011,8,"Other accounts in drams",11032.54,"Այլ հաշիվներ դրամով"
"2011-09-30",2011,9,"Other accounts in drams",8745.56,"Այլ հաշիվներ դրամով"
"2011-10-31",2011,10,"Other accounts in drams",7104.84,"Այլ հաշիվներ դրամով"
"2011-11-30",2011,11,"Other accounts in drams",7745.1803065,"Այլ հաշիվներ դրամով"
"2011-12-31",2011,12,"Other accounts in drams",6715.238063399999,"Այլ հաշիվներ դրամով"
"2012-01-31",2012,1,"Other accounts in drams",7561.05,"Այլ հաշիվներ դրամով"
"2012-02-29",2012,2,"Other accounts in drams",7001.7467815,"Այլ հաշիվներ դրամով"
"2012-03-31",2012,3,"Other accounts in drams",7359.97,"Այլ հաշիվներ դրամով"
"2012-04-30",2012,4,"Other accounts in drams",7053.45,"Այլ հաշիվներ դրամով"
"2012-05-31",2012,5,"Other accounts in drams",6399.83,"Այլ հաշիվներ դրամով"
"2012-06-30",2012,6,"Other accounts in drams",4843.211668100001,"Այլ հաշիվներ դրամով"
"2012-07-31",2012,7,"Other accounts in drams",8531.62,"Այլ հաշիվներ դրամով"
"2012-08-31",2012,8,"Other accounts in drams",7399.6563473,"Այլ հաշիվներ դրամով"
"2012-09-30",2012,9,"Other accounts in drams",6764.31,"Այլ հաշիվներ դրամով"
"2012-10-31",2012,10,"Other accounts in drams",7754.712654199999,"Այլ հաշիվներ դրամով"
"2012-11-30",2012,11,"Other accounts in drams",6533.5928389,"Այլ հաշիվներ դրամով"
"2012-12-31",2012,12,"Other accounts in drams",3161.97,"Այլ հաշիվներ դրամով"
"2013-01-31",2013,1,"Other accounts in drams",5900.06,"Այլ հաշիվներ դրամով"
"2013-02-28",2013,2,"Other accounts in drams",5218.1294861,"Այլ հաշիվներ դրամով"
