country,year,month,export,import_origin,import_consignment,date
Czech Rep.,2017,3,230.83374,3503.44664,3639.17708,2017-03-01
Czech Rep.,2017,4,167.83701,1219.26608,1246.70265,2017-04-01
Czech Rep.,2017,5,37.94467,894.58527,1370.22084,2017-05-01
Czech Rep.,2017,6,127.19007,2380.26694,2748.94757,2017-06-01
Czech Rep.,2017,7,206.83033,3019.28269,2573.3609,2017-07-01
Czech Rep.,2017,8,277.88765,1760.9241,2639.67334,2017-08-01
Czech Rep.,2017,9,376.22862,4743.91035,5507.43892,2017-09-01
Czech Rep.,2017,10,395.82786,2456.82734,3541.34431,2017-10-01
Czech Rep.,2017,11,287.41637,1747.37135,4288.65593,2017-11-01
Czech Rep.,2017,12,292.67412,2337.29243,3518.56537,2017-12-01
Benin,2024,3,0,2.72257,0,2024-03-01
Benin,2023,4,0.87124,0,0,2023-04-01
Benin,2023,5,0.14202,0,0,2023-05-01
Benin,2020,1,0,2.88814,4.39019,2020-01-01
Benin,2020,6,0,2.50021,2.50021,2020-06-01
Benin,2019,3,0,1.0773,0,2019-03-01
Benin,2019,10,0,0.99935,1.53301,2019-10-01
Benin,2017,1,0,2.87165,0,2017-01-01
Benin,2017,2,0,5.27905,0,2017-02-01
Benin,2017,3,0,2.16496,0,2017-03-01
Benin,2017,4,0,3.25865,0,2017-04-01
Benin,2017,5,0,3.42594,0,2017-05-01
Benin,2017,6,0,2.58025,0,2017-06-01
Benin,2017,7,0,4.98031,0,2017-07-01
Benin,2017,8,0,3.86442,0,2017-08-01
Benin,2017,9,0,7.26889,0,2017-09-01
Benin,2017,10,0,5.52466,0,2017-10-01
Denmark,2024,1,11.19258,855.50916,1364.74792,2024-01-01
Denmark,2024,2,6.15537,3152.32761,3326.91707,2024-02-01
Denmark,2024,3,0,916.60854,1262.33397,2024-03-01
Denmark,2023,1,5.57794,543.58181,1261.59575,2023-01-01
Denmark,2023,2,2.31191,809.59054,1812.2804,2023-02-01
Denmark,2023,3,2.2964,1819.00305,1790.37757,2023-03-01
Denmark,2023,4,41.23602,1251.30457,1425.63415,2023-04-01
Denmark,2023,5,0,801.35886,1816.40521,2023-05-01
Denmark,2023,6,18.76842,5457.34572,6214.45303,2023-06-01
Denmark,2023,7,10.51327,3486.74269,3920.34394,2023-07-01
Denmark,2023,8,73.27661,825.10771,3078.84733,2023-08-01
Denmark,2023,9,23.33025,594.17076,1041.02863,2023-09-01
Denmark,2023,10,0.95562,868.71057,1012.54344,2023-10-01
Denmark,2023,11,17.99242,455.5765,896.42265,2023-11-01
Denmark,2023,12,0,1350.39388,809.29836,2023-12-01
Denmark,2022,1,5.83221,107.93922,68.17101,2022-01-01
Denmark,2022,2,2.27019,362.66043,677.70904,2022-02-01
Denmark,2022,3,208.01025,292.65629,321.34746,2022-03-01
Denmark,2022,4,15.01353,503.92275,616.83399,2022-04-01
Denmark,2022,5,4.98754,815.93899,2343.10804,2022-05-01
Denmark,2022,6,4.51158,373.01586,743.28964,2022-06-01
Denmark,2022,7,9.92997,3083.84459,3327.15195,2022-07-01
Denmark,2022,8,22.97182,993.47704,1511.8945,2022-08-01
Denmark,2022,9,88.39342,899.29532,4568.55107,2022-09-01
Denmark,2022,10,0.014,730.41438,1016.03111,2022-10-01
Denmark,2022,11,0.28553,1541.39474,2610.87108,2022-11-01
Denmark,2022,12,0.87994000000000006,1124.34729,2277.75339,2022-12-01
Denmark,2021,1,0,89.20315,131.60885,2021-01-01
Denmark,2021,2,2.20092,261.12232,523.47119,2021-02-01
Denmark,2021,3,0.00901,367.93569,264.56124,2021-03-01
Denmark,2021,4,0,3285.2549,3338.69452,2021-04-01
Denmark,2021,5,0,624.78131,319.53297,2021-05-01
Denmark,2021,6,4.27659,346.35806,451.83305,2021-06-01
Denmark,2021,7,0,496.22042,524.41378,2021-07-01
Denmark,2021,8,81.67615,300.22693,278.69409,2021-08-01
Denmark,2021,9,229.5571,270.83039,338.52063,2021-09-01
Denmark,2021,10,332.50519,1145.0851,1191.8931,2021-10-01
Denmark,2021,11,85.99573,6268.67487,6517.69708,2021-11-01
Denmark,2021,12,87.46437,509.70681,511.15104,2021-12-01
Denmark,2020,1,0.04668,224.01476,77.79569,2020-01-01
Denmark,2020,2,0.00325,294.66285,589.85695,2020-02-01
Denmark,2020,3,1.21857,196.46124,138.32147,2020-03-01
Denmark,2020,4,0,517.38499,805.90239,2020-04-01
Denmark,2020,5,0,395.25799,257.48501,2020-05-01
Denmark,2020,6,1.20796,850.96006,838.93176,2020-06-01
Denmark,2020,7,0.25757,308.55119,210.05536,2020-07-01
Denmark,2020,8,0,336.49494,411.81171,2020-08-01
Denmark,2020,9,25.14986,360.60785,561.57925,2020-09-01
Denmark,2020,10,2,195.36072,380.08859,2020-10-01
Denmark,2020,11,87.88646,155.67614,128.87512,2020-11-01
Denmark,2020,12,56.07205,424.50706,640.98931,2020-12-01
Denmark,2019,1,220.96934,339.72145,329.07019,2019-01-01
Denmark,2019,2,86.08891,386.20798,483.29279,2019-02-01
Denmark,2019,3,165.92595,3612.9561,3820.05118,2019-03-01
Denmark,2019,4,189.40867,975.45937,1205.95295,2019-04-01
Denmark,2019,5,220.50524,266.34687,349.91809,2019-05-01
Denmark,2019,6,0,286.17378,236.2487,2019-06-01
Denmark,2019,7,26.04751,189.35691,345.236,2019-07-01
Denmark,2019,8,1.58919,275.33571,296.94792,2019-08-01
Denmark,2019,9,0.05,329.97662,323.34323,2019-09-01
Denmark,2019,10,1.04882,564.75556,599.65976,2019-10-01
Denmark,2019,11,1.16992,726.3152,841.39036,2019-11-01
Denmark,2019,12,0,178.24772,173.45521,2019-12-01
Denmark,2018,1,76.93558,315.97486,424.48872,2018-01-01
Denmark,2018,2,3.83399,1707.38258,1744.52132,2018-02-01
Denmark,2018,3,3.66003,552.44685,686.44135000000006,2018-03-01
Denmark,2018,4,0.054,438.19312,498.64191,2018-04-01
Denmark,2018,5,277.92675,408.23286,417.53929,2018-05-01
Denmark,2018,6,99.12677,599.95553,586.41466,2018-06-01
Denmark,2018,7,276.59679,589.60845,466.90439,2018-07-01
Denmark,2018,8,191.93083,497.57772,673.34526,2018-08-01
Denmark,2018,9,152.57449,719.82652,718.94725,2018-09-01
Denmark,2018,10,147.19443,530.76138,311.41927,2018-10-01
Denmark,2018,11,114.29029,240.25508,224.69206,2018-11-01
Denmark,2018,12,471.52687,577.65435,492.6462,2018-12-01
Denmark,2017,1,0,183.51662,243.8188,2017-01-01
Denmark,2017,2,73.02717,175.58935,276.84328,2017-02-01
Denmark,2017,3,0,169.57407,163.86226,2017-03-01
Denmark,2017,4,71.38358,298.93883,319.8289,2017-04-01
Denmark,2017,5,88.94114,1049.6964,1004.84343,2017-05-01
Denmark,2017,6,83.80713,889.3536,782.71933,2017-06-01
Denmark,2017,7,83.27376,678.10873,811.53615,2017-07-01
Denmark,2017,8,170.30874,59.15435,122.22362,2017-08-01
Denmark,2017,9,86.85151,514.24092,568.10572,2017-09-01
Denmark,2017,10,0,628.09592,677.48446,2017-10-01
Denmark,2017,11,74.85145,255.6573,318.90133,2017-11-01
Denmark,2017,12,2.68885,644.87048,715.43946,2017-12-01
Dominica,2024,1,0,4.88956,0,2024-01-01
Dominica,2024,2,0,12.14998,0,2024-02-01
Dominica,2024,3,0,9.14517,0,2024-03-01
Dominica,2023,1,0,0.02702,0,2023-01-01
Dominica,2023,3,0,0.03009,0.003,2023-03-01
Dominica,2023,5,0,0.05267,0,2023-05-01
Dominica,2023,6,0,0.0274,0,2023-06-01
Dominica,2023,7,0,0.02686,0,2023-07-01
Dominica,2023,8,0,6.59415,0,2023-08-01
Dominica,2023,10,0,0.0261,0,2023-10-01
Dominica,2023,11,0,0.6834,0,2023-11-01
Dominica,2023,12,0,0.57994,0,2023-12-01
Dominica,2022,4,0,0.207,0,2022-04-01
Dominica,2022,6,0,0.38599,0,2022-06-01
Dominica,2022,8,0,0.40268,0,2022-08-01
Dominica,2022,12,0,0.43555,0,2022-12-01
Dominica,2021,6,0,0.49994,0,2021-06-01
Dominica,2021,12,0,0.0308,0,2021-12-01
Dominica,2020,1,0,0.20329,0,2020-01-01
Dominica,2020,2,0,0.05991,0,2020-02-01
Dominica,2020,4,0,0.43837,0,2020-04-01
Dominica,2020,8,0,0.20239,0,2020-08-01
Dominica,2019,2,0,8.5e-4,0,2019-02-01
Dominica,2019,12,0,1.275,0,2019-12-01
Dominica,2017,2,0,0.98131,0,2017-02-01
Dominica,2017,11,0,0.03347,0,2017-11-01
Dominican Republic,2024,1,0,30.40798,0,2024-01-01
Dominican Republic,2024,2,0,50.18959,1.36924,2024-02-01
Dominican Republic,2024,3,0,57.47255,0,2024-03-01
Dominican Republic,2023,1,0,8.19308,0,2023-01-01
Dominican Republic,2023,2,0,24.1221,0,2023-02-01
Dominican Republic,2023,3,0,12.30161,0,2023-03-01
Dominican Republic,2023,4,0.078,5.5175,0,2023-04-01
Dominican Republic,2023,5,0.1,29.82869,0,2023-05-01
Dominican Republic,2023,6,0,57.72495,0,2023-06-01
Dominican Republic,2023,7,0,32.83418,4.9101,2023-07-01
Dominican Republic,2023,8,0,39.11154,0,2023-08-01
Dominican Republic,2023,9,0,140.58088,0,2023-09-01
Dominican Republic,2023,10,0,57.01162,13.0705,2023-10-01
Dominican Republic,2023,11,0,36.4471,55.61099,2023-11-01
Dominican Republic,2023,12,32.4,32.72386,1.37115,2023-12-01
Dominican Republic,2022,1,0,7.5831,3.27637,2022-01-01
Dominican Republic,2022,2,0,6.74474,0.004,2022-02-01
Dominican Republic,2022,3,0,9.12096,0,2022-03-01
Dominican Republic,2022,4,0,18.07159,0,2022-04-01
Dominican Republic,2022,5,0,4.65606,15.10248,2022-05-01
Dominican Republic,2022,6,0,46.019,26.5391,2022-06-01
Dominican Republic,2022,7,0,5.4185,0,2022-07-01
Dominican Republic,2022,8,0,40.51096,0,2022-08-01
Dominican Republic,2022,9,0,6.98296,0,2022-09-01
Dominican Republic,2022,10,0,90.60943,17.40599,2022-10-01
Dominican Republic,2022,11,0,7.089,0,2022-11-01
Dominican Republic,2022,12,0,7.96888,0,2022-12-01
Dominican Republic,2021,1,0,4.74698,0,2021-01-01
Dominican Republic,2021,2,0,20.97268,0,2021-02-01
Dominican Republic,2021,3,0,10.13339,0,2021-03-01
Dominican Republic,2021,4,6.7,12.32089,0,2021-04-01
Dominican Republic,2021,5,3.5,6.18809,0,2021-05-01
Dominican Republic,2021,6,0,39.22461,18.51271,2021-06-01
Dominican Republic,2021,7,0,13.9824,0,2021-07-01
Dominican Republic,2021,8,0,19.23818,18.92918,2021-08-01
Dominican Republic,2021,9,0,24.66029,0,2021-09-01
Dominican Republic,2021,10,0,0.73571,0,2021-10-01
Dominican Republic,2021,11,0,15.98352,0,2021-11-01
Dominican Republic,2021,12,0,29.6698,18.0087,2021-12-01
Dominican Republic,2020,1,0,37.84516,0,2020-01-01
Dominican Republic,2020,2,0,8.0781,0,2020-02-01
Dominican Republic,2020,3,0,3.73973,0,2020-03-01
Dominican Republic,2020,4,0,1.3477,0,2020-04-01
Dominican Republic,2020,5,0,29.59762,0,2020-05-01
Dominican Republic,2020,6,0,14.50023,0,2020-06-01
Dominican Republic,2020,7,0,14.97417,0,2020-07-01
Dominican Republic,2020,8,0,6.32626,0,2020-08-01
Dominican Republic,2020,9,0,2.74831,0,2020-09-01
Dominican Republic,2020,10,5.155,19.43615,0,2020-10-01
Dominican Republic,2020,11,0,13.38404,4.879,2020-11-01
Dominican Republic,2020,12,0,4.88585,0,2020-12-01
Dominican Republic,2019,1,1.725,29.74591,0,2019-01-01
Dominican Republic,2019,2,0,4.32177,0,2019-02-01
Dominican Republic,2019,3,0,36.76132,29.64563,2019-03-01
Dominican Republic,2019,4,0,25.25606,0,2019-04-01
Dominican Republic,2019,5,0,2.72794,0,2019-05-01
Dominican Republic,2019,6,0,3.6762,0,2019-06-01
Dominican Republic,2019,8,0,30.95091,18.9445,2019-08-01
Dominican Republic,2019,9,1.5738,18.08576,0,2019-09-01
Dominican Republic,2019,10,0,4.8227,0.911,2019-10-01
Dominican Republic,2019,11,0,0.6397,0,2019-11-01
Dominican Republic,2019,12,0,32.37335,0,2019-12-01
Dominican Republic,2018,1,0,2.8437,0,2018-01-01
Dominican Republic,2018,2,0,8.78525,0,2018-02-01
Dominican Republic,2018,4,0,21.4732,1.36142,2018-04-01
Dominican Republic,2018,5,0.0048,1.87989,0,2018-05-01
Dominican Republic,2018,6,1.72678,38.91601,31.89496,2018-06-01
Dominican Republic,2018,7,0,12.20187,0,2018-07-01
Dominican Republic,2018,8,0,22.32456,3.804,2018-08-01
Dominican Republic,2018,9,0,7.2544,0,2018-09-01
Dominican Republic,2018,10,0,48.63539,170.4829,2018-10-01
Dominican Republic,2018,11,0,0.94256,0,2018-11-01
Dominican Republic,2018,12,0.0048,0.29623,0,2018-12-01
Dominican Republic,2017,1,12.2,10.89345,0,2017-01-01
Dominican Republic,2017,2,0,0.70028,0,2017-02-01
Dominican Republic,2017,3,0,0.90943,0,2017-03-01
Dominican Republic,2017,4,0,0.13558,0,2017-04-01
Dominican Republic,2017,5,0,20.4148,0,2017-05-01
Dominican Republic,2017,6,0,12.39448,12.20919,2017-06-01
Dominican Republic,2017,7,0,0.89372,0,2017-07-01
Dominican Republic,2017,8,0,19.21877,8.65844,2017-08-01
Dominican Republic,2017,9,0,0.25314,0,2017-09-01
Dominican Republic,2017,10,0,2.68363,0,2017-10-01
Dominican Republic,2017,11,0,15.18324,0,2017-11-01
Dominican Republic,2017,12,0,10.69675,0.3942,2017-12-01
Ecuador,2024,1,0,1568.17357,503.65853,2024-01-01
Ecuador,2024,2,0,2539.44755,884.7956,2024-02-01
Ecuador,2024,3,0,3201.05745,1016.56724,2024-03-01
Ecuador,2023,1,0,1545.59338,487.14508,2023-01-01
Ecuador,2023,2,0,1572.06623,753.88311,2023-02-01
Ecuador,2023,3,0,3737.83167,756.7022,2023-03-01
Ecuador,2023,4,0,2523.01901,888.72378,2023-04-01
Ecuador,2023,5,0,2871.54729,1207.43642,2023-05-01
Ecuador,2023,6,0,1897.70332,1078.65719,2023-06-01
Ecuador,2023,7,0,1186.42467,310.58351,2023-07-01
Ecuador,2023,8,0,1254.05455,236.42344,2023-08-01
Ecuador,2023,9,0,1416.8149,375.60077,2023-09-01
Ecuador,2023,10,0,1770.05517,642.68168,2023-10-01
Ecuador,2023,11,0,2055.99658,826.70727,2023-11-01
Ecuador,2023,12,0,2379.38628,967.13362,2023-12-01
Ecuador,2022,1,0,1373.1581,754.94505,2022-01-01
Ecuador,2022,2,0,1922.032,1286.42488,2022-02-01
Ecuador,2022,3,0,1627.86848,623.01589,2022-03-01
Ecuador,2022,4,0,1986.84205,915.38429,2022-04-01
Ecuador,2022,5,0,1887.04163,844.95231,2022-05-01
Ecuador,2022,6,0,1825.21126,537.84196,2022-06-01
Ecuador,2022,7,0,1536.42802,821.86977,2022-07-01
Ecuador,2022,8,0,1897.28505,1309.83794,2022-08-01
Ecuador,2022,9,0,1500.04233,1025.12975,2022-09-01
Ecuador,2022,10,0,1377.39572,627.11576,2022-10-01
Ecuador,2022,11,0,1952.64851,975.62588,2022-11-01
Ecuador,2022,12,0,3009.90615,1264.61262,2022-12-01
Ecuador,2021,1,0,1168.44457,790.64192,2021-01-01
Ecuador,2021,2,0,1408.52655,847.96694,2021-02-01
Ecuador,2021,3,0,1976.74184,1187.39493,2021-03-01
Ecuador,2021,4,0,1885.35891,1161.30475,2021-04-01
Ecuador,2021,5,0,1529.11978,825.03065,2021-05-01
Ecuador,2021,6,0,1160.47174,638.75542,2021-06-01
Ecuador,2021,7,0,870.64215,355.37414,2021-07-01
Ecuador,2021,8,0,944.88786,430.75358,2021-08-01
Ecuador,2021,9,0,1000.8062,523.1087,2021-09-01
Ecuador,2021,10,0,1170.24216,702.8005,2021-10-01
Ecuador,2021,11,0,1295.49467,770.81912,2021-11-01
Ecuador,2021,12,0,1695.04876,805.3104,2021-12-01
Ecuador,2020,1,0,997.48328,434.12947,2020-01-01
Ecuador,2020,2,0,1241.65269,770.43211,2020-02-01
Ecuador,2020,3,0,1700.32597,1022.82942,2020-03-01
Ecuador,2020,4,0,1418.13904,695.07743,2020-04-01
Ecuador,2020,5,0,1126.80596,491.80037,2020-05-01
Ecuador,2020,6,0,1228.07047,771.29971,2020-06-01
Ecuador,2020,7,0,1100.90256,596.95674,2020-07-01
Ecuador,2020,8,0,1170.16093,474.39097,2020-08-01
Ecuador,2020,9,0,880.19114,503.16822,2020-09-01
Ecuador,2020,10,0,1281.4207,710.22312,2020-10-01
Ecuador,2020,11,0,1152.90433,731.37271,2020-11-01
Ecuador,2020,12,0,1367.51051,874.39379,2020-12-01
Ecuador,2019,1,0,691.0019,279.74286,2019-01-01
Ecuador,2019,2,0,1148.4059,381.33044,2019-02-01
Ecuador,2019,3,0,1494.7565,422.29787,2019-03-01
Ecuador,2019,4,0,1493.993,473.31164,2019-04-01
Ecuador,2019,5,0,2071.41439,878.9135,2019-05-01
Ecuador,2019,6,0,1395.00882,729.49597000000006,2019-06-01
Ecuador,2019,7,0,860.7641,580.22692,2019-07-01
Ecuador,2019,8,0,913.30935,503.76628,2019-08-01
Ecuador,2019,9,0,817.77416,449.39413,2019-09-01
Ecuador,2019,10,0,1347.03571,793.34853,2019-10-01
Ecuador,2019,11,0,1208.25151,715.86898,2019-11-01
Ecuador,2019,12,0,1933.07447,1211.83641,2019-12-01
Ecuador,2018,1,0,179.9979,110.3625,2018-01-01
Ecuador,2018,2,0,579.24129,299.35356,2018-02-01
Ecuador,2018,3,0.1,1933.47832,1662.3722,2018-03-01
Ecuador,2018,4,0,1319.51112,995.66222,2018-04-01
Ecuador,2018,5,0,3876.87225,2726.00165,2018-05-01
Ecuador,2018,6,0,922.20465,470.91636,2018-06-01
Ecuador,2018,7,0,915.21745,483.16077,2018-07-01
Ecuador,2018,8,0,767.13297,235.20032,2018-08-01
Ecuador,2018,9,0,1039.42035,707.02777,2018-09-01
Ecuador,2018,10,0,1271.61097,752.16709,2018-10-01
Ecuador,2018,11,0,950.05285,587.06512,2018-11-01
Ecuador,2018,12,0,1336.82456,745.49185,2018-12-01
Ecuador,2017,1,0,558.29628,542.1215,2017-01-01
Ecuador,2017,2,0,1189.43583,902.92913,2017-02-01
Ecuador,2017,3,0,983.99031,748.11149,2017-03-01
Ecuador,2017,4,0,1229.49671,1134.30249,2017-04-01
Ecuador,2017,5,0,678.65487,543.182,2017-05-01
Ecuador,2017,6,0,813.25354,637.5468,2017-06-01
Ecuador,2017,7,0,309.60147,161.01985,2017-07-01
Ecuador,2017,8,0,261.08577,187.75935,2017-08-01
Ecuador,2017,9,0,517.118,379.64839,2017-09-01
Ecuador,2017,10,0,598.00807,504.62458,2017-10-01
Ecuador,2017,11,0,1067.77339,906.04257,2017-11-01
Ecuador,2017,12,0,909.38695,643.96969,2017-12-01
El Salvador,2024,1,0,1.02888,0,2024-01-01
El Salvador,2024,3,0,2.3281,0,2024-03-01
El Salvador,2023,1,0,0.31195,0,2023-01-01
El Salvador,2023,2,0,2.27013,0,2023-02-01
El Salvador,2023,3,0,2.33437,0,2023-03-01
El Salvador,2023,4,0,4.41587,0,2023-04-01
El Salvador,2023,5,0,0.78049,0,2023-05-01
El Salvador,2023,6,0,12.81437,0,2023-06-01
El Salvador,2023,7,0,1.01966,0,2023-07-01
El Salvador,2023,8,0,14.79842,0,2023-08-01
El Salvador,2023,9,0,5.7538,0,2023-09-01
El Salvador,2023,10,0,0.62746,0,2023-10-01
El Salvador,2023,11,0,0.34994,0,2023-11-01
El Salvador,2023,12,0,0.00133,0,2023-12-01
El Salvador,2022,1,0,0.05197,0,2022-01-01
El Salvador,2022,2,0,0.42474,0,2022-02-01
El Salvador,2022,3,0,4.56088,0,2022-03-01
El Salvador,2022,4,0,4.37035,0,2022-04-01
El Salvador,2022,5,0,2.1191,0,2022-05-01
El Salvador,2022,6,0,3.71138,0,2022-06-01
El Salvador,2022,7,0,5.26962,0,2022-07-01
El Salvador,2022,8,0,4.86384,0,2022-08-01
El Salvador,2022,9,0,1.31279,0,2022-09-01
El Salvador,2022,10,0,128.66247,0,2022-10-01
El Salvador,2022,11,0,134.6466,0,2022-11-01
El Salvador,2022,12,0,5.09485,0,2022-12-01
El Salvador,2021,2,0,0.46028,0,2021-02-01
El Salvador,2021,3,0,4.22581,0,2021-03-01
El Salvador,2021,4,0,4.74967,0,2021-04-01
El Salvador,2021,6,0,0.11919,0,2021-06-01
El Salvador,2021,7,0,80.901,0,2021-07-01
El Salvador,2021,8,0,0.02045,0,2021-08-01
El Salvador,2021,10,0,99.9665,0,2021-10-01
El Salvador,2021,11,0,0.12956,0,2021-11-01
El Salvador,2021,12,0,0.48408,0,2021-12-01
El Salvador,2020,1,0,0.42087,0,2020-01-01
El Salvador,2020,2,0,11.17598,0,2020-02-01
El Salvador,2020,3,0,1.35658,0,2020-03-01
El Salvador,2020,6,0,68.32761,0,2020-06-01
El Salvador,2020,7,0,0.02372,11.61813,2020-07-01
El Salvador,2020,8,0,0.3,0,2020-08-01
El Salvador,2020,9,0,2.9673,0,2020-09-01
El Salvador,2020,10,0,0.42361,0,2020-10-01
El Salvador,2020,11,0,9.4e-4,0,2020-11-01
El Salvador,2020,12,0,0.25256,0.25015,2020-12-01
El Salvador,2019,1,0,75.39625,0,2019-01-01
El Salvador,2019,2,0,4.00429,0,2019-02-01
El Salvador,2019,3,0,4.59365,0,2019-03-01
El Salvador,2019,4,0,2.34749,0,2019-04-01
El Salvador,2019,5,0,0.11723,0,2019-05-01
El Salvador,2019,6,0,0.02009,0,2019-06-01
El Salvador,2019,7,0,4.30004,0.01148,2019-07-01
El Salvador,2019,8,0,10.26063,0,2019-08-01
El Salvador,2019,9,0,0.00832,0,2019-09-01
El Salvador,2019,10,0,55.82004,0,2019-10-01
El Salvador,2019,11,0,3.07524,0,2019-11-01
El Salvador,2019,12,0,0.19052,0,2019-12-01
El Salvador,2018,1,0,1.23354,0,2018-01-01
El Salvador,2018,2,0,3.04946,0,2018-02-01
El Salvador,2018,3,0,6.25965,0,2018-03-01
El Salvador,2018,5,0,0.30046,0,2018-05-01
El Salvador,2018,6,0,0.16243,0,2018-06-01
El Salvador,2018,7,0,17.74501,0,2018-07-01
El Salvador,2018,8,0,74.68103,0,2018-08-01
El Salvador,2018,9,0,0.03281,0,2018-09-01
El Salvador,2018,10,0,5.26638,0,2018-10-01
El Salvador,2018,12,0,0.15662,0,2018-12-01
El Salvador,2017,3,0,0.01274,0,2017-03-01
El Salvador,2017,4,0,77.13912,0,2017-04-01
El Salvador,2017,5,0,7.67,0,2017-05-01
El Salvador,2017,7,0,1.62727,0,2017-07-01
El Salvador,2017,8,0,0.06101,0,2017-08-01
El Salvador,2017,9,0,1.7296,0,2017-09-01
El Salvador,2017,10,0,0.39778,0,2017-10-01
El Salvador,2017,11,0,1.29989,0,2017-11-01
El Salvador,2017,12,0,67.9751,0,2017-12-01
Equatorial Guinea,2021,7,0,0.02836,0,2021-07-01
Ethiopia,2024,1,0,3.99769,0,2024-01-01
Ethiopia,2024,2,0,79.41059,0,2024-02-01
Ethiopia,2024,3,0,25.72394,0,2024-03-01
Ethiopia,2023,1,0,13.77869,0,2023-01-01
Ethiopia,2023,2,0,43.63716,0,2023-02-01
Ethiopia,2023,3,0,0.31253,0,2023-03-01
Ethiopia,2023,4,0,80.9619,0,2023-04-01
Ethiopia,2023,5,0,10.39974,0,2023-05-01
Ethiopia,2023,6,0,305.98869,153.7052,2023-06-01
Ethiopia,2023,7,0,7.38798,0,2023-07-01
Ethiopia,2023,8,0,4.33317,0,2023-08-01
Ethiopia,2023,9,0,55.78358,0,2023-09-01
Ethiopia,2023,10,0,272.26094,212.09325,2023-10-01
Ethiopia,2023,11,0,84.45379,0,2023-11-01
Ethiopia,2023,12,0,25.1315,0,2023-12-01
Ethiopia,2022,2,0,41.75629,0,2022-02-01
Ethiopia,2022,3,0,96.43978,0,2022-03-01
Ethiopia,2022,4,0,88.33986,87.24864,2022-04-01
Ethiopia,2022,5,0,0.94138,0,2022-05-01
Ethiopia,2022,6,0,123.61103,0,2022-06-01
Ethiopia,2022,7,0,24.99068,0,2022-07-01
Ethiopia,2022,8,0,101.48435,0,2022-08-01
Ethiopia,2022,9,0,77.99187,0,2022-09-01
Ethiopia,2022,10,0,204.67383,196.67257,2022-10-01
Ethiopia,2022,11,0,155.01051,0,2022-11-01
Ethiopia,2022,12,0,186.6816,0,2022-12-01
Ethiopia,2021,1,0,3.1209,0,2021-01-01
Ethiopia,2021,2,0,21.20311,0,2021-02-01
Ethiopia,2021,3,0,107.14947,52.31205,2021-03-01
Ethiopia,2021,4,0,20.04755,0,2021-04-01
Ethiopia,2021,5,0,0.46521,0.03845,2021-05-01
Ethiopia,2021,6,0,51.40674,0,2021-06-01
Ethiopia,2021,7,0,0.2662,0,2021-07-01
Ethiopia,2021,8,0,55.56441,0,2021-08-01
Ethiopia,2021,9,0,142.98226,64.76883,2021-09-01
Ethiopia,2021,10,0,18.96375,0,2021-10-01
Ethiopia,2021,11,0,79.74331,75.77573,2021-11-01
Ethiopia,2021,12,0,86.00704,0,2021-12-01
Ethiopia,2020,1,0.05,44.16017,44.11549,2020-01-01
Ethiopia,2020,2,0,19.29782,0,2020-02-01
Ethiopia,2020,3,0,0.78143,0,2020-03-01
Ethiopia,2020,4,0,92.62923,0,2020-04-01
Ethiopia,2020,5,0,3.52171,0.016,2020-05-01
Ethiopia,2020,6,0,39.73569,0,2020-06-01
Ethiopia,2020,7,0,46.38856,45.68856,2020-07-01
Ethiopia,2020,9,0,24.366,0,2020-09-01
Ethiopia,2020,10,0,139.47172,46.0801,2020-10-01
Ethiopia,2020,11,281.53908,12.45685,12.36649,2020-11-01
Ethiopia,2020,12,11.52921,30.06249,0,2020-12-01
Ethiopia,2019,1,0,67.63204,53.9995,2019-01-01
Ethiopia,2019,2,0,0.50393,0,2019-02-01
Ethiopia,2019,3,0,41.27648,30.1,2019-03-01
Ethiopia,2019,4,0,19.73187,0,2019-04-01
Ethiopia,2019,5,0,119.45804,103.57097,2019-05-01
Ethiopia,2019,6,0,9.27627,0.015,2019-06-01
Ethiopia,2019,7,0,0.09011,0,2019-07-01
Ethiopia,2019,8,0,48.37401,0,2019-08-01
Ethiopia,2019,9,0.6953,68.92612,50.62925,2019-09-01
Ethiopia,2019,10,0,2.00532,0,2019-10-01
Ethiopia,2019,11,0,43.12114,0,2019-11-01
Ethiopia,2019,12,0,24.34962,12.51746,2019-12-01
Ethiopia,2018,1,0,19.55708,0,2018-01-01
Ethiopia,2018,2,0,6.46133,0,2018-02-01
Ethiopia,2018,3,0,58.06064,51.5677,2018-03-01
Ethiopia,2018,4,0,6.83399,0,2018-04-01
Ethiopia,2018,5,0,1.16173,0,2018-05-01
Ethiopia,2018,6,0,66.77369,50.19159,2018-06-01
Ethiopia,2018,7,0,75.49181,49.65164,2018-07-01
Ethiopia,2018,8,0,0.28339,0,2018-08-01
Ethiopia,2018,9,0,19.28659,0,2018-09-01
Ethiopia,2018,10,0,61.34154,0,2018-10-01
Ethiopia,2018,11,0,0.27384,0,2018-11-01
Ethiopia,2018,12,0,48.23523,48.23523,2018-12-01
Ethiopia,2017,1,0,2.03473,0,2017-01-01
Ethiopia,2017,2,0,19.48342,0,2017-02-01
Ethiopia,2017,3,0,65.67086,0,2017-03-01
Ethiopia,2017,4,0,57.62795,0,2017-04-01
Ethiopia,2017,5,0,3.38003,0,2017-05-01
Ethiopia,2017,6,0,52.19263,50.31648,2017-06-01
Ethiopia,2017,8,0,74.45159,0,2017-08-01
Ethiopia,2017,9,0,2.75921,0,2017-09-01
Ethiopia,2017,10,0,5.99932,0,2017-10-01
