date,direction,type,model_name,K_USD,period,ribbon_low,interval,ribbon_high
2025-09-30,Net inflow,total,Forecast bats,128124.29333195198,month,74362.27546483514,0.5,181886.31119906882
2025-10-31,Net inflow,total,Forecast bats,135483.7206077471,month,80358.41388063032,0.5,190609.02733486384
2025-11-30,Net inflow,total,Forecast bats,84029.07596711902,month,27287.029869661717,0.5,140771.1220645763
2025-12-31,Net inflow,total,Forecast bats,143270.1805415048,month,85218.1128129231,0.5,201322.24827008648
2026-01-31,Net inflow,total,Forecast bats,53874.1613262778,month,-5698.56715878276,0.5,113446.88981133836
2026-02-28,Net inflow,total,Forecast bats,106240.41810140536,month,45404.52663562326,0.5,167076.30956718745
2026-03-31,Net inflow,total,Forecast bats,67899.72037386977,month,5625.076388462221,0.5,130174.36435927733
2026-04-30,Net inflow,total,Forecast bats,98880.24192472057,month,35384.25835944508,0.5,162376.22548999605
2026-05-31,Net inflow,total,Forecast bats,114814.88827323887,month,49950.859310038926,0.5,179678.91723643884
2026-06-30,Net inflow,total,Forecast bats,145806.6973454968,month,79759.09111074104,0.5,211854.30358025257
2024-07-31,Net inflow,total,Forecast ets,134732.97981815302,month,105728.41687273032,0.5,163737.54276357574
2024-08-31,Net inflow,total,Forecast ets,148645.385599182,month,116865.80150333015,0.5,180424.96969503383
2024-09-30,Net inflow,total,Forecast ets,130554.87308642003,month,96223.84835723884,0.5,164885.89781560123
2024-10-31,Net inflow,total,Forecast ets,134754.7821649824,month,98049.24371904782,0.5,171460.320610917
2024-11-30,Net inflow,total,Forecast ets,96019.8786550718,month,57084.369845550485,0.5,134955.38746459314
2024-12-31,Net inflow,total,Forecast ets,132500.20289884636,month,91455.70095392512,0.5,173544.7048437676
2025-01-31,Net inflow,total,Forecast ets,70893.4520498222,month,27843.150848123565,0.5,113943.75325152083
2025-02-28,Net inflow,total,Forecast ets,96058.98802218743,month,51092.27002757162,0.5,141025.70601680325
2025-03-31,Net inflow,total,Forecast ets,86760.60728522872,month,39955.874395726634,0.5,133565.3401747308
2025-04-30,Net inflow,total,Forecast ets,99337.35064979862,month,50764.10374877327,0.5,147910.597550824
2025-05-31,Net inflow,total,Forecast ets,112283.1236770049,month,62003.52932543619,0.5,162562.7180285736
2025-06-30,Net inflow,total,Forecast ets,142495.58716351405,month,90564.95788354441,0.5,194426.2164434837
2025-07-31,Net inflow,total,Forecast ets,134732.97981815302,month,81202.91769354895,0.5,188263.0419427571
2025-08-31,Net inflow,total,Forecast ets,148645.385599182,month,93562.31338353391,0.5,203728.45781483006
2025-09-30,Net inflow,total,Forecast ets,130554.87308642003,month,73961.39167411749,0.5,187148.3544987226
2025-10-31,Net inflow,total,Forecast ets,134754.7821649824,month,76690.16788042037,0.5,192819.39644954444
2025-11-30,Net inflow,total,Forecast ets,96019.8786550718,month,36520.49440896976,0.5,155519.26290117385
2025-12-31,Net inflow,total,Forecast ets,132500.20289884636,month,71599.84149338648,0.5,193400.56430430623
2026-01-31,Net inflow,total,Forecast ets,70893.4520498222,month,8623.625384205414,0.5,133163.27871543897
2026-02-28,Net inflow,total,Forecast ets,96058.98802218743,month,32449.172689832558,0.5,159668.8033545423
2026-03-31,Net inflow,total,Forecast ets,86760.60728522872,month,21838.454669448787,0.5,151682.75990100866
2026-04-30,Net inflow,total,Forecast ets,99337.35064979862,month,33128.867855545206,0.5,165545.83344405203
2026-05-31,Net inflow,total,Forecast ets,112283.1236770049,month,44812.830306016185,0.5,179753.41704799363
2026-06-30,Net inflow,total,Forecast ets,142495.58716351405,month,73786.1035617388,0.5,211205.0707652893
2024-07-31,Net inflow,total,Forecast stlm,114183.00807848285,month,88177.12375572548,0.5,140188.89240124024
2024-08-31,Net inflow,total,Forecast stlm,145249.5208436884,month,116367.21255107773,0.5,174131.8291362991
2024-09-30,Net inflow,total,Forecast stlm,123873.25030016917,month,92376.11637960143,0.5,155370.38422073692
2024-10-31,Net inflow,total,Forecast stlm,133847.1701807283,month,99936.24040711476,0.5,167758.09995434183
2024-11-30,Net inflow,total,Forecast stlm,80642.89871316828,month,44478.926710473126,0.5,116806.87071586344
2024-12-31,Net inflow,total,Forecast stlm,133372.76928692596,month,95088.11721964856,0.5,171657.4213542034
2025-01-31,Net inflow,total,Forecast stlm,66573.342321611,month,26279.468136900745,0.5,106867.21650632125
2025-02-28,Net inflow,total,Forecast stlm,108470.3206269215,month,66262.76194705907,0.5,150677.87930678393
2025-03-31,Net inflow,total,Forecast stlm,77132.24152583504,month,33094.07940915717,0.5,121170.4036425129
2025-04-30,Net inflow,total,Forecast stlm,92972.17051973271,month,47176.52186709792,0.5,138767.8191723675
2025-05-31,Net inflow,total,Forecast stlm,109270.7914957793,month,61782.6545727925,0.5,156758.92841876607
2025-06-30,Net inflow,total,Forecast stlm,147068.92061399965,month,97946.57476898617,0.5,196191.2664590131
2025-07-31,Net inflow,total,Forecast stlm,114183.00807848285,month,63479.09724097562,0.5,164886.9189159901
2025-08-31,Net inflow,total,Forecast stlm,145249.5208436884,month,93011.90712408352,0.5,197487.1345632933
2025-09-30,Net inflow,total,Forecast stlm,123873.25030016917,month,70145.69684740693,0.5,177600.80375293142
2025-10-31,Net inflow,total,Forecast stlm,133847.1701807283,month,78669.89485002542,0.5,189024.4455114312
2025-11-30,Net inflow,total,Forecast stlm,80642.89871316828,month,24053.02836678063,0.5,137232.76905955595
2025-12-31,Net inflow,total,Forecast stlm,133372.76928692596,month,75404.71654473242,0.5,191340.82202911953
2026-01-31,Net inflow,total,Forecast stlm,66573.342321611,month,7259.120994660203,0.5,125887.56364856177
2026-02-28,Net inflow,total,Forecast stlm,108470.3206269215,month,47839.81209760702,0.5,169100.829156236
2026-03-31,Net inflow,total,Forecast stlm,77132.24152583504,month,15213.421467438857,0.5,139051.0615842312
2026-04-30,Net inflow,total,Forecast stlm,92972.17051973271,month,29791.303239164172,0.5,156153.03780030124
2026-05-31,Net inflow,total,Forecast stlm,109270.7914957793,month,44852.597612175356,0.5,173688.9853793832
2026-06-30,Net inflow,total,Forecast stlm,147068.92061399965,month,81436.72260017143,0.5,212701.11862782785
2013-01-31,Outflow,non-commercial,Actual Data,20646.859999999997,month,NA,0.5,NA
2013-02-28,Outflow,non-commercial,Actual Data,23909.73,month,NA,0.5,NA
2013-03-31,Outflow,non-commercial,Actual Data,25686.800000000003,month,NA,0.5,NA
2013-04-30,Outflow,non-commercial,Actual Data,29057.81,month,NA,0.5,NA
2013-05-31,Outflow,non-commercial,Actual Data,25222.540000000005,month,NA,0.5,NA
2013-06-30,Outflow,non-commercial,Actual Data,25107.829999999998,month,NA,0.5,NA
2013-07-31,Outflow,non-commercial,Actual Data,26311.469999999998,month,NA,0.5,NA
2013-08-31,Outflow,non-commercial,Actual Data,27053.249999999993,month,NA,0.5,NA
2013-09-30,Outflow,non-commercial,Actual Data,28423.45,month,NA,0.5,NA
2013-10-31,Outflow,non-commercial,Actual Data,29838.309999999998,month,NA,0.5,NA
2013-11-30,Outflow,non-commercial,Actual Data,28509.429999999997,month,NA,0.5,NA
2013-12-31,Outflow,non-commercial,Actual Data,34445.67,month,NA,0.5,NA
2014-01-31,Outflow,non-commercial,Actual Data,20962.110000000004,month,NA,0.5,NA
2014-02-28,Outflow,non-commercial,Actual Data,29320.099999999995,month,NA,0.5,NA
2014-03-31,Outflow,non-commercial,Actual Data,31206.429999999997,month,NA,0.5,NA
2014-04-30,Outflow,non-commercial,Actual Data,30339.450000000008,month,NA,0.5,NA
2014-05-31,Outflow,non-commercial,Actual Data,25714.66,month,NA,0.5,NA
2014-06-30,Outflow,non-commercial,Actual Data,28924.699999999997,month,NA,0.5,NA
2014-07-31,Outflow,non-commercial,Actual Data,30189.270000000004,month,NA,0.5,NA
2014-08-31,Outflow,non-commercial,Actual Data,29724.840000000004,month,NA,0.5,NA
2014-09-30,Outflow,non-commercial,Actual Data,26410.249999999993,month,NA,0.5,NA
2014-10-31,Outflow,non-commercial,Actual Data,28146.590000000004,month,NA,0.5,NA
2014-11-30,Outflow,non-commercial,Actual Data,26398.47,month,NA,0.5,NA
2014-12-31,Outflow,non-commercial,Actual Data,32230.83,month,NA,0.5,NA
2015-01-31,Outflow,non-commercial,Actual Data,17446.350000000002,month,NA,0.5,NA
2015-02-28,Outflow,non-commercial,Actual Data,26843.700000000004,month,NA,0.5,NA
2015-03-31,Outflow,non-commercial,Actual Data,32215.380000000005,month,NA,0.5,NA
2015-04-30,Outflow,non-commercial,Actual Data,26801.38,month,NA,0.5,NA
2015-05-31,Outflow,non-commercial,Actual Data,22060.99,month,NA,0.5,NA
2015-06-30,Outflow,non-commercial,Actual Data,24722.23,month,NA,0.5,NA
2015-07-31,Outflow,non-commercial,Actual Data,26579.889999999992,month,NA,0.5,NA
2015-08-31,Outflow,non-commercial,Actual Data,27443.78,month,NA,0.5,NA
2015-09-30,Outflow,non-commercial,Actual Data,29447.15000000001,month,NA,0.5,NA
2015-10-31,Outflow,non-commercial,Actual Data,29109.960000000003,month,NA,0.5,NA
2015-11-30,Outflow,non-commercial,Actual Data,26612.460000000003,month,NA,0.5,NA
2015-12-31,Outflow,non-commercial,Actual Data,32264.22,month,NA,0.5,NA
2016-01-31,Outflow,non-commercial,Actual Data,17391.829999999998,month,NA,0.5,NA
2016-02-29,Outflow,non-commercial,Actual Data,23460.26,month,NA,0.5,NA
2016-03-31,Outflow,non-commercial,Actual Data,25311.03,month,NA,0.5,NA
2016-04-30,Outflow,non-commercial,Actual Data,24526.48,month,NA,0.5,NA
2016-05-31,Outflow,non-commercial,Actual Data,24535.999999999996,month,NA,0.5,NA
2016-06-30,Outflow,non-commercial,Actual Data,23482.660000000003,month,NA,0.5,NA
2016-07-31,Outflow,non-commercial,Actual Data,22370.57,month,NA,0.5,NA
2016-08-31,Outflow,non-commercial,Actual Data,26469.02,month,NA,0.5,NA
2016-09-30,Outflow,non-commercial,Actual Data,24840.930000000004,month,NA,0.5,NA
2016-10-31,Outflow,non-commercial,Actual Data,25840.84,month,NA,0.5,NA
2016-11-30,Outflow,non-commercial,Actual Data,24453.11,month,NA,0.5,NA
2016-12-31,Outflow,non-commercial,Actual Data,31205.64,month,NA,0.5,NA
2017-01-31,Outflow,non-commercial,Actual Data,16027.93,month,NA,0.5,NA
2017-02-28,Outflow,non-commercial,Actual Data,21521.73,month,NA,0.5,NA
2017-03-31,Outflow,non-commercial,Actual Data,27519.189999999995,month,NA,0.5,NA
2017-04-30,Outflow,non-commercial,Actual Data,23474.49,month,NA,0.5,NA
2017-05-31,Outflow,non-commercial,Actual Data,26577.770000000004,month,NA,0.5,NA
2017-06-30,Outflow,non-commercial,Actual Data,27756.660000000003,month,NA,0.5,NA
2017-07-31,Outflow,non-commercial,Actual Data,23859.639999999996,month,NA,0.5,NA
2017-08-31,Outflow,non-commercial,Actual Data,26239.02,month,NA,0.5,NA
2017-09-30,Outflow,non-commercial,Actual Data,25386.880000000005,month,NA,0.5,NA
2017-10-31,Outflow,non-commercial,Actual Data,26629.63,month,NA,0.5,NA
2017-11-30,Outflow,non-commercial,Actual Data,26410.090000000004,month,NA,0.5,NA
2017-12-31,Outflow,non-commercial,Actual Data,30236.870000000003,month,NA,0.5,NA
2018-01-31,Outflow,non-commercial,Actual Data,19407.32,month,NA,0.5,NA
2018-02-28,Outflow,non-commercial,Actual Data,22222.170000000002,month,NA,0.5,NA
2018-03-31,Outflow,non-commercial,Actual Data,26080.92,month,NA,0.5,NA
2018-04-30,Outflow,non-commercial,Actual Data,23467.17,month,NA,0.5,NA
2018-05-31,Outflow,non-commercial,Actual Data,24563.350000000002,month,NA,0.5,NA
2018-06-30,Outflow,non-commercial,Actual Data,23242.52,month,NA,0.5,NA
2018-07-31,Outflow,non-commercial,Actual Data,24505.82,month,NA,0.5,NA
2018-08-31,Outflow,non-commercial,Actual Data,26576.37,month,NA,0.5,NA
2018-09-30,Outflow,non-commercial,Actual Data,23379.150000000005,month,NA,0.5,NA
2018-10-31,Outflow,non-commercial,Actual Data,26189.709999999995,month,NA,0.5,NA
2018-11-30,Outflow,non-commercial,Actual Data,25327.82,month,NA,0.5,NA
2018-12-31,Outflow,non-commercial,Actual Data,26120.570000000003,month,NA,0.5,NA
2019-01-31,Outflow,non-commercial,Actual Data,17685.35,month,NA,0.5,NA
2019-02-28,Outflow,non-commercial,Actual Data,23978.44,month,NA,0.5,NA
2019-03-31,Outflow,non-commercial,Actual Data,24776.549999999996,month,NA,0.5,NA
2019-04-30,Outflow,non-commercial,Actual Data,26832.17,month,NA,0.5,NA
2019-05-31,Outflow,non-commercial,Actual Data,26996.140000000003,month,NA,0.5,NA
2019-06-30,Outflow,non-commercial,Actual Data,24895.340000000004,month,NA,0.5,NA
2019-07-31,Outflow,non-commercial,Actual Data,28294.110000000004,month,NA,0.5,NA
2019-08-31,Outflow,non-commercial,Actual Data,32304.870000000003,month,NA,0.5,NA
2019-09-30,Outflow,non-commercial,Actual Data,26706.22000000001,month,NA,0.5,NA
2019-10-31,Outflow,non-commercial,Actual Data,27871.77,month,NA,0.5,NA
2019-11-30,Outflow,non-commercial,Actual Data,25736.689999999995,month,NA,0.5,NA
2019-12-31,Outflow,non-commercial,Actual Data,29633.21,month,NA,0.5,NA
2020-01-31,Outflow,non-commercial,Actual Data,18938.030000000002,month,NA,0.5,NA
2020-02-29,Outflow,non-commercial,Actual Data,22089.57,month,NA,0.5,NA
2020-03-31,Outflow,non-commercial,Actual Data,25819.529999999995,month,NA,0.5,NA
2020-04-30,Outflow,non-commercial,Actual Data,15931.899999999998,month,NA,0.5,NA
2020-05-31,Outflow,non-commercial,Actual Data,18234.95,month,NA,0.5,NA
2020-06-30,Outflow,non-commercial,Actual Data,24607.79,month,NA,0.5,NA
2020-07-31,Outflow,non-commercial,Actual Data,23859.26,month,NA,0.5,NA
2020-08-31,Outflow,non-commercial,Actual Data,24226.869999999995,month,NA,0.5,NA
2020-09-30,Outflow,non-commercial,Actual Data,25370.480000000003,month,NA,0.5,NA
2020-10-31,Outflow,non-commercial,Actual Data,26158.710000000003,month,NA,0.5,NA
2020-11-30,Outflow,non-commercial,Actual Data,22109.130000000005,month,NA,0.5,NA
2020-12-31,Outflow,non-commercial,Actual Data,25942.959999999995,month,NA,0.5,NA
2021-01-31,Outflow,non-commercial,Actual Data,17946.81,month,NA,0.5,NA
2021-02-28,Outflow,non-commercial,Actual Data,24696.589999999997,month,NA,0.5,NA
2021-03-31,Outflow,non-commercial,Actual Data,28677.820000000007,month,NA,0.5,NA
2021-04-30,Outflow,non-commercial,Actual Data,27956.41,month,NA,0.5,NA
2021-05-31,Outflow,non-commercial,Actual Data,23762.069999999992,month,NA,0.5,NA
2021-06-30,Outflow,non-commercial,Actual Data,25352.78,month,NA,0.5,NA
2021-07-31,Outflow,non-commercial,Actual Data,25024.290000000005,month,NA,0.5,NA
2021-08-31,Outflow,non-commercial,Actual Data,25310.429999999997,month,NA,0.5,NA
2021-09-30,Outflow,non-commercial,Actual Data,26478.25,month,NA,0.5,NA
2021-10-31,Outflow,non-commercial,Actual Data,26696.75,month,NA,0.5,NA
2021-11-30,Outflow,non-commercial,Actual Data,28414.83,month,NA,0.5,NA
2021-12-31,Outflow,non-commercial,Actual Data,31855.57,month,NA,0.5,NA
2022-01-31,Outflow,non-commercial,Actual Data,19938.820000000003,month,NA,0.5,NA
2022-02-28,Outflow,non-commercial,Actual Data,23419.090000000004,month,NA,0.5,NA
2022-03-31,Outflow,non-commercial,Actual Data,48955.130000000005,month,NA,0.5,NA
2022-04-30,Outflow,non-commercial,Actual Data,27257.119999999995,month,NA,0.5,NA
2022-05-31,Outflow,non-commercial,Actual Data,28775.37,month,NA,0.5,NA
2022-06-30,Outflow,non-commercial,Actual Data,36218.009999999995,month,NA,0.5,NA
2022-07-31,Outflow,non-commercial,Actual Data,36279.990000000005,month,NA,0.5,NA
2022-08-31,Outflow,non-commercial,Actual Data,43953.479999999996,month,NA,0.5,NA
2022-09-30,Outflow,non-commercial,Actual Data,40208.76999999999,month,NA,0.5,NA
2022-10-31,Outflow,non-commercial,Actual Data,34892.11,month,NA,0.5,NA
2022-11-30,Outflow,non-commercial,Actual Data,34357.42999999999,month,NA,0.5,NA
2022-12-31,Outflow,non-commercial,Actual Data,42265.83000000001,month,NA,0.5,NA
2023-01-31,Outflow,non-commercial,Actual Data,30075.92,month,NA,0.5,NA
2023-02-28,Outflow,non-commercial,Actual Data,29617.639999999996,month,NA,0.5,NA
2023-03-31,Outflow,non-commercial,Actual Data,38682.62,month,NA,0.5,NA
2023-04-30,Outflow,non-commercial,Actual Data,39390.75,month,NA,0.5,NA
2023-05-31,Outflow,non-commercial,Actual Data,40300.39,month,NA,0.5,NA
2023-06-30,Outflow,non-commercial,Actual Data,36876.98,month,NA,0.5,NA
2023-07-31,Outflow,non-commercial,Actual Data,34084.33,month,NA,0.5,NA
2023-08-31,Outflow,non-commercial,Actual Data,38547.8,month,NA,0.5,NA
2023-09-30,Outflow,non-commercial,Actual Data,37595.63,month,NA,0.5,NA
2023-10-31,Outflow,non-commercial,Actual Data,40551.659999999996,month,NA,0.5,NA
2023-11-30,Outflow,non-commercial,Actual Data,36477.58,month,NA,0.5,NA
2023-12-31,Outflow,non-commercial,Actual Data,33193.99,month,NA,0.5,NA
2024-01-31,Outflow,non-commercial,Actual Data,40455.28,month,NA,0.5,NA
2024-02-29,Outflow,non-commercial,Actual Data,37600.090000000004,month,NA,0.5,NA
2024-03-31,Outflow,non-commercial,Actual Data,38293.95,month,NA,0.5,NA
2024-04-30,Outflow,non-commercial,Actual Data,35397.28,month,NA,0.5,NA
2024-05-31,Outflow,non-commercial,Actual Data,35563.090000000004,month,NA,0.5,NA
2024-06-30,Outflow,non-commercial,Actual Data,32025.2,month,NA,0.5,NA
2024-07-31,Outflow,non-commercial,Forecast auto.arima,35545.75866944644,month,32927.78337737997,0.5,38163.73396151291
2024-08-31,Outflow,non-commercial,Forecast auto.arima,38729.2139597017,month,36017.61199829373,0.5,41440.81592110967
2024-09-30,Outflow,non-commercial,Forecast auto.arima,37177.15889640681,month,34375.05687036412,0.5,39979.260922449495
2024-10-31,Outflow,non-commercial,Forecast auto.arima,36983.041780559644,month,34093.27252825012,0.5,39872.81103286917
2024-11-30,Outflow,non-commercial,Forecast auto.arima,35209.538719841636,month,32234.68462277493,0.5,38184.39281690834
2024-12-31,Outflow,non-commercial,Forecast auto.arima,35397.14497520429,month,32339.572822977207,0.5,38454.71712743137
2025-01-31,Outflow,non-commercial,Forecast auto.arima,36811.833792839745,month,33673.723355910915,0.5,39949.944229768575
2025-02-28,Outflow,non-commercial,Forecast auto.arima,35223.65680502324,month,32007.02385967305,0.5,38440.28975037343
2025-03-31,Outflow,non-commercial,Forecast auto.arima,33215.53812851335,month,29922.254372766987,0.5,36508.821884259705
2025-04-30,Outflow,non-commercial,Forecast auto.arima,35500.77934969188,month,32132.588694961443,0.5,38868.97000442232
2025-05-31,Outflow,non-commercial,Forecast auto.arima,35686.639339758665,month,32245.17182177102,0.5,39128.106857746316
2025-06-30,Outflow,non-commercial,Forecast auto.arima,32980.23994512211,month,29467.02360277787,0.5,36493.45628746635
2025-07-31,Outflow,non-commercial,Forecast auto.arima,33374.82067590077,month,29536.36518098935,0.5,37213.2761708122
2025-08-31,Outflow,non-commercial,Forecast auto.arima,34003.102052426664,month,30052.878299665528,0.5,37953.3258051878
2025-09-30,Outflow,non-commercial,Forecast auto.arima,34086.69732086431,month,30027.781849049104,0.5,38145.612792679516
2025-10-31,Outflow,non-commercial,Forecast auto.arima,35532.841680175545,month,31368.070147689832,0.5,39697.61321266126
2025-11-30,Outflow,non-commercial,Forecast auto.arima,34000.74784841896,month,29732.74491633633,0.5,38268.75078050159
2025-12-31,Outflow,non-commercial,Forecast auto.arima,32193.75253738231,month,27824.956806436785,0.5,36562.54826832783
2026-01-31,Outflow,non-commercial,Forecast auto.arima,36069.366544494216,month,31602.051631265054,0.5,40536.68145772338
2026-02-28,Outflow,non-commercial,Forecast auto.arima,35273.65569751462,month,30709.94780249336,0.5,39837.36359253588
2026-03-31,Outflow,non-commercial,Forecast auto.arima,33163.735428498694,month,28505.628842320235,0.5,37821.84201467715
2026-04-30,Outflow,non-commercial,Forecast auto.arima,33468.158763261126,month,28717.52889077907,0.5,38218.788635743185
2026-05-31,Outflow,non-commercial,Forecast auto.arima,33132.74939835011,month,28291.364121134655,0.5,37974.13467556557
2026-06-30,Outflow,non-commercial,Forecast auto.arima,32033.61845498964,month,27103.148029202835,0.5,36964.08888077644
2024-07-31,Outflow,non-commercial,Forecast bats,35340.27754119876,month,33077.29236169153,0.5,37693.953643162
2024-08-31,Outflow,non-commercial,Forecast bats,38602.522390346516,month,36073.86960986806,0.5,41234.936909417134
2024-09-30,Outflow,non-commercial,Forecast bats,36468.881811103485,month,33898.271980420934,0.5,39153.35850539769
2024-10-31,Outflow,non-commercial,Forecast bats,36954.278357198426,month,34240.19313933115,0.5,39793.86451685524
2024-11-30,Outflow,non-commercial,Forecast bats,35598.09273981044,month,32830.99230005256,0.5,38500.98588747345
2024-12-31,Outflow,non-commercial,Forecast bats,38979.80487992974,month,35939.12976502931,0.5,42170.25178247016
2025-01-31,Outflow,non-commercial,Forecast bats,28518.178853836296,month,25915.238233750253,0.5,31272.420429257614
2025-02-28,Outflow,non-commercial,Forecast bats,31295.010300746293,month,28446.121161996572,0.5,34309.036150830434
2025-03-31,Outflow,non-commercial,Forecast bats,39982.8676428196,month,36567.657071451526,0.5,43583.15646467929
2025-04-30,Outflow,non-commercial,Forecast bats,33440.717557784934,month,30288.663634989043,0.5,36782.34859169002
2025-05-31,Outflow,non-commercial,Forecast bats,35457.008665993606,month,32098.237641797412,0.5,39018.85880422538
2025-06-30,Outflow,non-commercial,Forecast bats,35329.55775452962,month,31889.565170922357,0.5,38983.705171525515
2025-07-31,Outflow,non-commercial,Forecast bats,35340.27754119876,month,31856.790356575704,0.5,39043.47418393909
2025-08-31,Outflow,non-commercial,Forecast bats,38602.522390346516,month,34835.12188128987,0.5,42605.03921097986
2025-09-30,Outflow,non-commercial,Forecast bats,36468.881811103485,month,32746.184137444783,0.5,40435.29106765588
2025-10-31,Outflow,non-commercial,Forecast bats,36954.278357198426,month,33118.0351693198,0.5,41046.216222419345
2025-11-30,Outflow,non-commercial,Forecast bats,35598.09273981044,month,31769.68091146554,0.5,39691.504785642464
2025-12-31,Outflow,non-commercial,Forecast bats,38979.80487992974,month,34849.54096624382,0.5,43391.45340150528
2026-01-31,Outflow,non-commercial,Forecast bats,28518.178853836296,month,25045.042012012807,0.5,32266.127958390396
2026-02-28,Outflow,non-commercial,Forecast bats,31295.010300746293,month,27548.498354551793,0.5,35332.525029497774
2026-03-31,Outflow,non-commercial,Forecast bats,39982.8676428196,month,35547.59162462238,0.5,44735.51498881894
2026-04-30,Outflow,non-commercial,Forecast bats,33440.717557784934,month,29399.172680985426,0.5,37799.41304762937
2026-05-31,Outflow,non-commercial,Forecast bats,35457.008665993606,month,31196.94085782187,0.5,40049.25613811501
2026-06-30,Outflow,non-commercial,Forecast bats,35329.55775452962,month,31010.45384399137,0.5,39991.82212082691
2024-07-31,Outflow,non-commercial,Forecast ets,35664.51080621971,month,32826.121490923375,0.5,38502.900121516046
2024-08-31,Outflow,non-commercial,Forecast ets,37946.02754914274,month,34827.67639178608,0.5,41064.378706499396
2024-09-30,Outflow,non-commercial,Forecast ets,36609.57661709546,month,33482.7113579241,0.5,39736.44187626682
2024-10-31,Outflow,non-commercial,Forecast ets,37235.6869244293,month,33963.407345680265,0.5,40507.96650317833
2024-11-30,Outflow,non-commercial,Forecast ets,35616.29293118219,month,32357.328213135395,0.5,38875.257649228995
2024-12-31,Outflow,non-commercial,Forecast ets,39604.535333623135,month,35981.55781410431,0.5,43227.51285314196
2025-01-31,Outflow,non-commercial,Forecast ets,28230.17184716909,month,25232.358080755737,0.5,31227.985613582445
2025-02-28,Outflow,non-commercial,Forecast ets,33285.58288264833,month,29918.22608326072,0.5,36652.93968203593
2025-03-31,Outflow,non-commercial,Forecast ets,39405.890921683786,month,35573.463719974534,0.5,43238.31812339304
2025-04-30,Outflow,non-commercial,Forecast ets,34997.54252881038,month,31343.466439190004,0.5,38651.61861843076
2025-05-31,Outflow,non-commercial,Forecast ets,34474.05937064326,month,30771.46185768249,0.5,38176.65688360403
2025-06-30,Outflow,non-commercial,Forecast ets,35900.489498977026,month,32038.34789402711,0.5,39762.63110392694
2025-07-31,Outflow,non-commercial,Forecast ets,35664.51080621971,month,31736.646081898245,0.5,39592.375530541176
2025-08-31,Outflow,non-commercial,Forecast ets,37946.02754914274,month,33810.409715166694,0.5,42081.64538311878
2025-09-30,Outflow,non-commercial,Forecast ets,36609.57661709546,month,32466.616380168518,0.5,40752.5368540224
2025-10-31,Outflow,non-commercial,Forecast ets,37235.6869244293,month,32981.01777820107,0.5,41490.35607065752
2025-11-30,Outflow,non-commercial,Forecast ets,35616.29293118219,month,31370.946839186734,0.5,39861.63902317765
2025-12-31,Outflow,non-commercial,Forecast ets,39604.535333623135,month,35072.93201096564,0.5,44136.13865628063
2026-01-31,Outflow,non-commercial,Forecast ets,28230.17184716909,month,24179.97609520004,0.5,32280.367599138142
2026-02-28,Outflow,non-commercial,Forecast ets,33285.58288264833,month,28953.83028007037,0.5,37617.335485226286
2026-03-31,Outflow,non-commercial,Forecast ets,39405.890921683786,month,34702.6988422044,0.5,44109.08300116317
2026-04-30,Outflow,non-commercial,Forecast ets,34997.54252881038,month,30437.671066002436,0.5,39557.41399161832
2026-05-31,Outflow,non-commercial,Forecast ets,34474.05937064326,month,29874.377004492333,0.5,39073.741736794196
2026-06-30,Outflow,non-commercial,Forecast ets,35900.489498977026,month,31170.62183452799,0.5,40630.35716342606
2024-07-31,Outflow,non-commercial,Forecast stlm,35308.382283132756,month,32744.355039067326,0.5,37872.409527198186
2024-08-31,Outflow,non-commercial,Forecast stlm,38311.907485401156,month,35618.78987221701,0.5,41005.025098585305
2024-09-30,Outflow,non-commercial,Forecast stlm,36584.43704734314,month,33767.99945061579,0.5,39400.87464407049
2024-10-31,Outflow,non-commercial,Forecast stlm,36804.372670547185,month,33869.6577943027,0.5,39739.08754679167
2024-11-30,Outflow,non-commercial,Forecast stlm,35110.096203224784,month,32061.559602102145,0.5,38158.63280434743
2024-12-31,Outflow,non-commercial,Forecast stlm,38118.75217356787,month,34960.367511734235,0.5,41277.1368354015
2025-01-31,Outflow,non-commercial,Forecast stlm,30053.821677662097,month,26789.161339688217,0.5,33318.48201563598
2025-02-28,Outflow,non-commercial,Forecast stlm,32615.218037430746,month,29247.516048463964,0.5,35982.92002639752
2025-03-31,Outflow,non-commercial,Forecast stlm,39773.06019913079,month,36305.26215238045,0.5,43240.85824588113
2025-04-30,Outflow,non-commercial,Forecast stlm,34335.11698534468,month,30769.920234592573,0.5,37900.313736096796
2025-05-31,Outflow,non-commercial,Forecast stlm,34519.28431269762,month,30859.170741682698,0.5,38179.39788371255
2025-06-30,Outflow,non-commercial,Forecast stlm,35216.02129504495,month,31463.284338069738,0.5,38968.75825202016
2025-07-31,Outflow,non-commercial,Forecast stlm,35308.382283132756,month,31465.149431618505,0.5,39151.61513464701
2025-08-31,Outflow,non-commercial,Forecast stlm,38311.907485401156,month,34380.15920572026,0.5,42243.65576508206
2025-09-30,Outflow,non-commercial,Forecast stlm,36584.43704734314,month,32566.022813507083,0.5,40602.8512811792
2025-10-31,Outflow,non-commercial,Forecast stlm,36804.372670547185,month,32701.02465376636,0.5,40907.72068732801
2025-11-30,Outflow,non-commercial,Forecast stlm,35110.096203224784,month,30923.44104088729,0.5,39296.75136556228
2025-12-31,Outflow,non-commercial,Forecast stlm,38118.75217356787,month,33850.32115063938,0.5,42387.18319649636
