date,year,FX,possition,value
2024-03-18T15:56:00Z,2024,USD,buy,401
2024-03-18T15:56:00Z,2024,USD,sell,404
2024-03-18T15:56:00Z,2024,EUR,buy,437
2024-03-18T15:56:00Z,2024,EUR,sell,442
2024-03-18T15:56:00Z,2024,RUB,buy,4.28
2024-03-18T15:56:00Z,2024,RUB,sell,4.38
2024-03-18T15:53:00Z,2024,USD,buy,401
2024-03-18T15:53:00Z,2024,USD,sell,404
2024-03-18T15:53:00Z,2024,EUR,buy,437
2024-03-18T15:53:00Z,2024,EUR,sell,442
2024-03-18T15:53:00Z,2024,RUB,buy,4.28
2024-03-18T15:53:00Z,2024,RUB,sell,4.38
2024-03-18T15:52:00Z,2024,USD,buy,401
2024-03-18T15:52:00Z,2024,USD,sell,404
2024-03-18T15:52:00Z,2024,EUR,buy,437
2024-03-18T15:52:00Z,2024,EUR,sell,442
2024-03-18T15:52:00Z,2024,RUB,buy,4.28
2024-03-18T15:52:00Z,2024,RUB,sell,4.38
2024-03-18T15:49:00Z,2024,USD,buy,401
2024-03-18T15:49:00Z,2024,USD,sell,404
2024-03-18T15:49:00Z,2024,EUR,buy,437
2024-03-18T15:49:00Z,2024,EUR,sell,442
2024-03-18T15:49:00Z,2024,RUB,buy,4.28
2024-03-18T15:49:00Z,2024,RUB,sell,4.38
2024-03-18T15:44:00Z,2024,USD,buy,401
2024-03-18T15:44:00Z,2024,USD,sell,404
2024-03-18T15:44:00Z,2024,EUR,buy,437
2024-03-18T15:44:00Z,2024,EUR,sell,442
2024-03-18T15:44:00Z,2024,RUB,buy,4.28
2024-03-18T15:44:00Z,2024,RUB,sell,4.38
2024-03-18T15:44:00Z,2024,EUR,buy,NA
2024-03-18T15:44:00Z,2024,EUR,sell,NA
2024-03-18T15:44:00Z,2024,RUB,buy,NA
2024-03-18T15:44:00Z,2024,RUB,sell,NA
2024-03-18T15:41:00Z,2024,USD,buy,401
2024-03-18T15:41:00Z,2024,USD,sell,404
2024-03-18T15:41:00Z,2024,EUR,buy,437
2024-03-18T15:41:00Z,2024,EUR,sell,442
2024-03-18T15:41:00Z,2024,RUB,buy,4.28
2024-03-18T15:41:00Z,2024,RUB,sell,4.38
2024-03-18T15:40:00Z,2024,USD,buy,401
2024-03-18T15:40:00Z,2024,USD,sell,404
2024-03-18T15:40:00Z,2024,EUR,buy,435
2024-03-18T15:40:00Z,2024,EUR,sell,442
2024-03-18T15:40:00Z,2024,RUB,buy,4.25
2024-03-18T15:40:00Z,2024,RUB,sell,4.4
2024-03-18T15:29:00Z,2024,USD,buy,401
2024-03-18T15:29:00Z,2024,USD,sell,404
2024-03-18T15:29:00Z,2024,EUR,buy,437
2024-03-18T15:29:00Z,2024,EUR,sell,442
2024-03-18T15:29:00Z,2024,RUB,buy,4.28
2024-03-18T15:29:00Z,2024,RUB,sell,4.38
2024-03-18T15:22:00Z,2024,USD,buy,401
2024-03-18T15:22:00Z,2024,USD,sell,404.5
2024-03-18T15:22:00Z,2024,EUR,buy,437
2024-03-18T15:22:00Z,2024,EUR,sell,442
2024-03-18T15:22:00Z,2024,RUB,buy,4.28
2024-03-18T15:22:00Z,2024,RUB,sell,4.38
2024-03-18T15:21:00Z,2024,USD,buy,401
2024-03-18T15:21:00Z,2024,USD,sell,404
2024-03-18T15:21:00Z,2024,EUR,buy,437
2024-03-18T15:21:00Z,2024,EUR,sell,442
2024-03-18T15:21:00Z,2024,RUB,buy,4.28
2024-03-18T15:21:00Z,2024,RUB,sell,4.38
2024-03-18T15:18:00Z,2024,USD,buy,401
2024-03-18T15:18:00Z,2024,USD,sell,404
2024-03-18T15:18:00Z,2024,EUR,buy,437
2024-03-18T15:18:00Z,2024,EUR,sell,442
2024-03-18T15:18:00Z,2024,RUB,buy,4.28
2024-03-18T15:18:00Z,2024,RUB,sell,4.38
2024-03-18T15:10:00Z,2024,USD,buy,401
2024-03-18T15:10:00Z,2024,USD,sell,404
2024-03-18T15:10:00Z,2024,EUR,buy,437
2024-03-18T15:10:00Z,2024,EUR,sell,442
2024-03-18T15:10:00Z,2024,RUB,buy,4.28
2024-03-18T15:10:00Z,2024,RUB,sell,4.38
2024-03-18T15:06:00Z,2024,USD,buy,401
2024-03-18T15:06:00Z,2024,USD,sell,404
2024-03-18T15:06:00Z,2024,EUR,buy,437
2024-03-18T15:06:00Z,2024,EUR,sell,442
2024-03-18T15:06:00Z,2024,RUB,buy,4.28
2024-03-18T15:06:00Z,2024,RUB,sell,4.38
2024-03-18T14:56:00Z,2024,USD,buy,401
2024-03-18T14:56:00Z,2024,USD,sell,404
2024-03-18T14:56:00Z,2024,EUR,buy,437
2024-03-18T14:56:00Z,2024,EUR,sell,442
2024-03-18T14:56:00Z,2024,RUB,buy,4.28
2024-03-18T14:56:00Z,2024,RUB,sell,4.38
2024-03-18T14:46:00Z,2024,USD,buy,401
2024-03-18T14:46:00Z,2024,USD,sell,404
2024-03-18T14:46:00Z,2024,EUR,buy,437
2024-03-18T14:46:00Z,2024,EUR,sell,442
2024-03-18T14:46:00Z,2024,RUB,buy,4.28
2024-03-18T14:46:00Z,2024,RUB,sell,4.38
2024-03-18T14:37:00Z,2024,USD,buy,401
2024-03-18T14:37:00Z,2024,USD,sell,404
2024-03-18T14:37:00Z,2024,EUR,buy,437
2024-03-18T14:37:00Z,2024,EUR,sell,442
2024-03-18T14:37:00Z,2024,RUB,buy,4.28
2024-03-18T14:37:00Z,2024,RUB,sell,4.38
2024-03-18T14:19:00Z,2024,USD,buy,401
2024-03-18T14:19:00Z,2024,USD,sell,404
2024-03-18T14:19:00Z,2024,EUR,buy,437
2024-03-18T14:19:00Z,2024,EUR,sell,442
2024-03-18T14:19:00Z,2024,RUB,buy,4.28
2024-03-18T14:19:00Z,2024,RUB,sell,4.38
2024-03-18T14:12:00Z,2024,USD,buy,401
2024-03-18T14:12:00Z,2024,USD,sell,404
2024-03-18T14:12:00Z,2024,EUR,buy,437
2024-03-18T14:12:00Z,2024,EUR,sell,442
2024-03-18T14:12:00Z,2024,RUB,buy,4.28
2024-03-18T14:12:00Z,2024,RUB,sell,4.38
2024-03-18T13:48:00Z,2024,USD,buy,401
2024-03-18T13:48:00Z,2024,USD,sell,404
2024-03-18T13:48:00Z,2024,EUR,buy,437
2024-03-18T13:48:00Z,2024,EUR,sell,442
2024-03-18T13:48:00Z,2024,RUB,buy,4.28
2024-03-18T13:48:00Z,2024,RUB,sell,4.38
2024-03-18T13:45:00Z,2024,USD,buy,401
2024-03-18T13:45:00Z,2024,USD,sell,404
2024-03-18T13:45:00Z,2024,EUR,buy,437
2024-03-18T13:45:00Z,2024,EUR,sell,442
2024-03-18T13:45:00Z,2024,RUB,buy,4.28
2024-03-18T13:45:00Z,2024,RUB,sell,4.38
2024-03-18T13:04:00Z,2024,USD,buy,401
2024-03-18T13:04:00Z,2024,USD,sell,404
2024-03-18T13:04:00Z,2024,EUR,buy,437
2024-03-18T13:04:00Z,2024,EUR,sell,442
2024-03-18T13:04:00Z,2024,RUB,buy,4.28
2024-03-18T13:04:00Z,2024,RUB,sell,4.38
2024-03-18T12:49:00Z,2024,USD,buy,401
2024-03-18T12:49:00Z,2024,USD,sell,404
2024-03-18T12:49:00Z,2024,EUR,buy,437
2024-03-18T12:49:00Z,2024,EUR,sell,442
2024-03-18T12:49:00Z,2024,RUB,buy,4.28
2024-03-18T12:49:00Z,2024,RUB,sell,4.38
2024-03-18T12:37:00Z,2024,USD,buy,401
2024-03-18T12:37:00Z,2024,USD,sell,404
2024-03-18T12:37:00Z,2024,EUR,buy,437
2024-03-18T12:37:00Z,2024,EUR,sell,442
2024-03-18T12:37:00Z,2024,RUB,buy,4.28
2024-03-18T12:37:00Z,2024,RUB,sell,4.38
2024-03-18T12:30:00Z,2024,USD,buy,401
2024-03-18T12:30:00Z,2024,USD,sell,404
2024-03-18T12:30:00Z,2024,EUR,buy,437
2024-03-18T12:30:00Z,2024,EUR,sell,442
2024-03-18T12:30:00Z,2024,RUB,buy,4.28
2024-03-18T12:30:00Z,2024,RUB,sell,4.38
2024-03-18T12:24:00Z,2024,USD,buy,401
2024-03-18T12:24:00Z,2024,USD,sell,404
2024-03-18T12:24:00Z,2024,EUR,buy,437
2024-03-18T12:24:00Z,2024,EUR,sell,442
2024-03-18T12:24:00Z,2024,RUB,buy,4.28
2024-03-18T12:24:00Z,2024,RUB,sell,4.38
2024-03-18T12:19:00Z,2024,USD,buy,401
2024-03-18T12:19:00Z,2024,USD,sell,404
2024-03-18T12:19:00Z,2024,EUR,buy,437
2024-03-18T12:19:00Z,2024,EUR,sell,442
2024-03-18T12:19:00Z,2024,RUB,buy,4.28
2024-03-18T12:19:00Z,2024,RUB,sell,4.38
2024-03-18T12:15:00Z,2024,USD,buy,401
2024-03-18T12:15:00Z,2024,USD,sell,404
2024-03-18T12:15:00Z,2024,EUR,buy,437
2024-03-18T12:15:00Z,2024,EUR,sell,442
2024-03-18T12:15:00Z,2024,RUB,buy,4.28
2024-03-18T12:15:00Z,2024,RUB,sell,4.38
2024-03-18T10:17:00Z,2024,USD,buy,401
2024-03-18T10:17:00Z,2024,USD,sell,404
2024-03-18T10:17:00Z,2024,EUR,buy,437
2024-03-18T10:17:00Z,2024,EUR,sell,442
2024-03-18T10:17:00Z,2024,RUB,buy,4.23
2024-03-18T10:17:00Z,2024,RUB,sell,4.35
2024-03-17T17:21:00Z,2024,USD,buy,401
2024-03-17T17:21:00Z,2024,USD,sell,404
2024-03-17T17:21:00Z,2024,EUR,buy,437
2024-03-17T17:21:00Z,2024,EUR,sell,442
2024-03-17T17:21:00Z,2024,RUB,buy,4.23
2024-03-17T17:21:00Z,2024,RUB,sell,4.35
2024-03-17T16:59:00Z,2024,USD,buy,401
2024-03-17T16:59:00Z,2024,USD,sell,404
2024-03-17T16:59:00Z,2024,EUR,buy,437
2024-03-17T16:59:00Z,2024,EUR,sell,442
2024-03-17T16:59:00Z,2024,RUB,buy,4.23
2024-03-17T16:59:00Z,2024,RUB,sell,4.35
2024-03-18T16:14:00Z,2024,USD,buy,401
2024-03-18T16:14:00Z,2024,USD,sell,404
2024-03-18T16:14:00Z,2024,EUR,buy,437
2024-03-18T16:14:00Z,2024,EUR,sell,442
2024-03-18T16:14:00Z,2024,RUB,buy,4.28
2024-03-18T16:14:00Z,2024,RUB,sell,4.38
2024-03-18T16:13:00Z,2024,USD,buy,401
2024-03-18T16:13:00Z,2024,USD,sell,404
2024-03-18T16:13:00Z,2024,EUR,buy,437
2024-03-18T16:13:00Z,2024,EUR,sell,442
2024-03-18T16:13:00Z,2024,RUB,buy,4.28
2024-03-18T16:13:00Z,2024,RUB,sell,4.38
2024-03-18T16:12:00Z,2024,USD,buy,401
2024-03-18T16:12:00Z,2024,USD,sell,404.5
2024-03-18T16:12:00Z,2024,EUR,buy,437
2024-03-18T16:12:00Z,2024,EUR,sell,442
2024-03-18T16:12:00Z,2024,RUB,buy,4.28
2024-03-18T16:12:00Z,2024,RUB,sell,4.38
2024-03-18T16:11:00Z,2024,USD,buy,401
2024-03-18T16:11:00Z,2024,USD,sell,404
2024-03-18T16:11:00Z,2024,EUR,buy,437
2024-03-18T16:11:00Z,2024,EUR,sell,442
2024-03-18T16:11:00Z,2024,RUB,buy,4.28
2024-03-18T16:11:00Z,2024,RUB,sell,4.38
2024-03-18T16:10:00Z,2024,USD,buy,401
2024-03-18T16:10:00Z,2024,USD,sell,404
2024-03-18T16:10:00Z,2024,EUR,buy,437
2024-03-18T16:10:00Z,2024,EUR,sell,442
2024-03-18T16:10:00Z,2024,RUB,buy,4.28
2024-03-18T16:10:00Z,2024,RUB,sell,4.38
2024-03-18T16:08:00Z,2024,USD,buy,401
2024-03-18T16:08:00Z,2024,USD,sell,404
2024-03-18T16:08:00Z,2024,EUR,buy,437
2024-03-18T16:08:00Z,2024,EUR,sell,442
2024-03-18T16:08:00Z,2024,RUB,buy,4.28
2024-03-18T16:08:00Z,2024,RUB,sell,4.38
2024-03-18T16:07:00Z,2024,USD,buy,401
2024-03-18T16:07:00Z,2024,USD,sell,404
2024-03-18T16:07:00Z,2024,EUR,buy,437
2024-03-18T16:07:00Z,2024,EUR,sell,442
2024-03-18T16:07:00Z,2024,RUB,buy,4.28
2024-03-18T16:07:00Z,2024,RUB,sell,4.38
2024-03-18T16:01:00Z,2024,USD,buy,401
2024-03-18T16:01:00Z,2024,USD,sell,404
2024-03-18T16:01:00Z,2024,EUR,buy,437
2024-03-18T16:01:00Z,2024,EUR,sell,442
2024-03-18T16:01:00Z,2024,RUB,buy,4.28
2024-03-18T16:01:00Z,2024,RUB,sell,4.38
2024-03-18T16:00:00Z,2024,USD,buy,401
2024-03-18T16:00:00Z,2024,USD,sell,404
2024-03-18T16:00:00Z,2024,EUR,buy,437
2024-03-18T16:00:00Z,2024,EUR,sell,442
2024-03-18T16:00:00Z,2024,RUB,buy,4.28
2024-03-18T16:00:00Z,2024,RUB,sell,4.38
2024-03-18T16:29:00Z,2024,USD,buy,401
2024-03-18T16:29:00Z,2024,USD,sell,404
2024-03-18T16:29:00Z,2024,EUR,buy,437
2024-03-18T16:29:00Z,2024,EUR,sell,442
2024-03-18T16:29:00Z,2024,RUB,buy,4.28
2024-03-18T16:29:00Z,2024,RUB,sell,4.38
2024-03-18T16:28:00Z,2024,USD,buy,401
2024-03-18T16:28:00Z,2024,USD,sell,404.5
2024-03-18T16:28:00Z,2024,EUR,buy,437
2024-03-18T16:28:00Z,2024,EUR,sell,442
2024-03-18T16:28:00Z,2024,RUB,buy,4.28
2024-03-18T16:28:00Z,2024,RUB,sell,4.38
2024-03-18T16:28:00Z,2024,USD,sell,404
2024-03-18T16:28:00Z,2024,EUR,buy,NA
2024-03-18T16:28:00Z,2024,EUR,sell,NA
2024-03-18T16:28:00Z,2024,RUB,buy,NA
2024-03-18T16:28:00Z,2024,RUB,sell,NA
2024-03-18T16:26:00Z,2024,USD,buy,401
2024-03-18T16:26:00Z,2024,USD,sell,404
2024-03-18T16:26:00Z,2024,EUR,buy,437
2024-03-18T16:26:00Z,2024,EUR,sell,442
2024-03-18T16:26:00Z,2024,RUB,buy,4.28
2024-03-18T16:26:00Z,2024,RUB,sell,4.38
2024-03-18T16:25:00Z,2024,USD,buy,401
2024-03-18T16:25:00Z,2024,USD,sell,404
2024-03-18T16:25:00Z,2024,EUR,buy,437
2024-03-18T16:25:00Z,2024,EUR,sell,442
2024-03-18T16:25:00Z,2024,RUB,buy,4.28
2024-03-18T16:25:00Z,2024,RUB,sell,4.38
2024-03-18T16:23:00Z,2024,USD,buy,401
2024-03-18T16:23:00Z,2024,USD,sell,404
2024-03-18T16:23:00Z,2024,EUR,buy,437
2024-03-18T16:23:00Z,2024,EUR,sell,442
2024-03-18T16:23:00Z,2024,RUB,buy,4.28
2024-03-18T16:23:00Z,2024,RUB,sell,4.38
2024-03-18T16:22:00Z,2024,USD,buy,401
2024-03-18T16:22:00Z,2024,USD,sell,404
2024-03-18T16:22:00Z,2024,EUR,buy,437
2024-03-18T16:22:00Z,2024,EUR,sell,442
2024-03-18T16:22:00Z,2024,RUB,buy,4.28
2024-03-18T16:22:00Z,2024,RUB,sell,4.38
2024-03-18T16:20:00Z,2024,USD,buy,401
2024-03-18T16:20:00Z,2024,USD,sell,404
2024-03-18T16:20:00Z,2024,EUR,buy,437
2024-03-18T16:20:00Z,2024,EUR,sell,442
2024-03-18T16:20:00Z,2024,RUB,buy,4.28
2024-03-18T16:20:00Z,2024,RUB,sell,4.38
2024-03-18T16:18:00Z,2024,USD,buy,401
2024-03-18T16:18:00Z,2024,USD,sell,404
2024-03-18T16:18:00Z,2024,EUR,buy,437
2024-03-18T16:18:00Z,2024,EUR,sell,442
2024-03-18T16:18:00Z,2024,RUB,buy,4.28
2024-03-18T16:18:00Z,2024,RUB,sell,4.38
2024-03-18T16:17:00Z,2024,USD,buy,401
2024-03-18T16:17:00Z,2024,USD,sell,404
2024-03-18T16:17:00Z,2024,EUR,buy,435
2024-03-18T16:17:00Z,2024,EUR,sell,442
2024-03-18T16:17:00Z,2024,RUB,buy,4.25
2024-03-18T16:17:00Z,2024,RUB,sell,4.4
2024-03-18T16:44:00Z,2024,USD,buy,401
2024-03-18T16:44:00Z,2024,USD,sell,404
2024-03-18T16:44:00Z,2024,EUR,buy,437
2024-03-18T16:44:00Z,2024,EUR,sell,442
2024-03-18T16:44:00Z,2024,RUB,buy,4.28
2024-03-18T16:44:00Z,2024,RUB,sell,4.38
2024-03-18T16:43:00Z,2024,USD,buy,401
2024-03-18T16:43:00Z,2024,USD,sell,404
2024-03-18T16:43:00Z,2024,EUR,buy,437
2024-03-18T16:43:00Z,2024,EUR,sell,442
2024-03-18T16:43:00Z,2024,RUB,buy,4.28
2024-03-18T16:43:00Z,2024,RUB,sell,4.38
2024-03-18T16:42:00Z,2024,USD,buy,401
2024-03-18T16:42:00Z,2024,USD,sell,404
2024-03-18T16:42:00Z,2024,EUR,buy,437
2024-03-18T16:42:00Z,2024,EUR,sell,442
2024-03-18T16:42:00Z,2024,RUB,buy,4.28
2024-03-18T16:42:00Z,2024,RUB,sell,4.38
2024-03-18T16:41:00Z,2024,USD,buy,401
2024-03-18T16:41:00Z,2024,USD,sell,404
2024-03-18T16:41:00Z,2024,EUR,buy,437
2024-03-18T16:41:00Z,2024,EUR,sell,442
2024-03-18T16:41:00Z,2024,RUB,buy,4.28
2024-03-18T16:41:00Z,2024,RUB,sell,4.38
2024-03-18T16:39:00Z,2024,USD,buy,401
2024-03-18T16:39:00Z,2024,USD,sell,404
2024-03-18T16:39:00Z,2024,EUR,buy,437
2024-03-18T16:39:00Z,2024,EUR,sell,442
2024-03-18T16:39:00Z,2024,RUB,buy,4.28
2024-03-18T16:39:00Z,2024,RUB,sell,4.38
2024-03-18T16:38:00Z,2024,USD,buy,401
2024-03-18T16:38:00Z,2024,USD,sell,404
2024-03-18T16:38:00Z,2024,EUR,buy,NA
2024-03-18T16:38:00Z,2024,EUR,sell,NA
2024-03-18T16:38:00Z,2024,RUB,buy,NA
2024-03-18T16:38:00Z,2024,RUB,sell,NA
2024-03-18T16:35:00Z,2024,USD,buy,401
2024-03-18T16:35:00Z,2024,USD,sell,404
2024-03-18T16:35:00Z,2024,EUR,buy,437
2024-03-18T16:35:00Z,2024,EUR,sell,442
2024-03-18T16:35:00Z,2024,RUB,buy,4.28
2024-03-18T16:35:00Z,2024,RUB,sell,4.38
2024-03-18T16:32:00Z,2024,USD,buy,401
2024-03-18T16:32:00Z,2024,USD,sell,404
2024-03-18T16:32:00Z,2024,EUR,buy,435
2024-03-18T16:32:00Z,2024,EUR,sell,442
2024-03-18T16:32:00Z,2024,RUB,buy,4.25
2024-03-18T16:32:00Z,2024,RUB,sell,4.4
2024-03-18T16:30:00Z,2024,USD,buy,401
2024-03-18T16:30:00Z,2024,USD,sell,404
2024-03-18T16:30:00Z,2024,EUR,buy,437
2024-03-18T16:30:00Z,2024,EUR,sell,442
2024-03-18T16:30:00Z,2024,RUB,buy,4.28
2024-03-18T16:30:00Z,2024,RUB,sell,4.38
2024-03-18T16:58:00Z,2024,USD,buy,401
2024-03-18T16:58:00Z,2024,USD,sell,404
2024-03-18T16:58:00Z,2024,EUR,buy,437
2024-03-18T16:58:00Z,2024,EUR,sell,442
2024-03-18T16:58:00Z,2024,RUB,buy,4.28
2024-03-18T16:58:00Z,2024,RUB,sell,4.38
2024-03-18T16:57:00Z,2024,USD,buy,401
2024-03-18T16:57:00Z,2024,USD,sell,404
2024-03-18T16:57:00Z,2024,EUR,buy,437
2024-03-18T16:57:00Z,2024,EUR,sell,442
2024-03-18T16:57:00Z,2024,RUB,buy,4.28
2024-03-18T16:57:00Z,2024,RUB,sell,4.38
2024-03-18T16:56:00Z,2024,USD,buy,401
2024-03-18T16:56:00Z,2024,USD,sell,404
2024-03-18T16:56:00Z,2024,EUR,buy,437
2024-03-18T16:56:00Z,2024,EUR,sell,442
2024-03-18T16:56:00Z,2024,RUB,buy,4.28
2024-03-18T16:56:00Z,2024,RUB,sell,4.38
2024-03-18T16:55:00Z,2024,USD,buy,401
2024-03-18T16:55:00Z,2024,USD,sell,404
2024-03-18T16:55:00Z,2024,EUR,buy,NA
2024-03-18T16:55:00Z,2024,EUR,sell,NA
2024-03-18T16:55:00Z,2024,RUB,buy,NA
2024-03-18T16:55:00Z,2024,RUB,sell,NA
2024-03-18T16:54:00Z,2024,USD,buy,401
2024-03-18T16:54:00Z,2024,USD,sell,404.5
2024-03-18T16:54:00Z,2024,EUR,buy,437
2024-03-18T16:54:00Z,2024,EUR,sell,442
2024-03-18T16:54:00Z,2024,RUB,buy,4.28
2024-03-18T16:54:00Z,2024,RUB,sell,4.38
2024-03-18T16:49:00Z,2024,USD,buy,401
2024-03-18T16:49:00Z,2024,USD,sell,404
2024-03-18T16:49:00Z,2024,EUR,buy,437
2024-03-18T16:49:00Z,2024,EUR,sell,442
2024-03-18T16:49:00Z,2024,RUB,buy,4.28
2024-03-18T16:49:00Z,2024,RUB,sell,4.38
2024-03-18T16:46:00Z,2024,USD,buy,401
2024-03-18T16:46:00Z,2024,USD,sell,404
2024-03-18T16:46:00Z,2024,EUR,buy,437
2024-03-18T16:46:00Z,2024,EUR,sell,442
2024-03-18T16:46:00Z,2024,RUB,buy,4.28
2024-03-18T16:46:00Z,2024,RUB,sell,4.38
2024-03-18T16:45:00Z,2024,USD,buy,401
2024-03-18T16:45:00Z,2024,USD,sell,404
2024-03-18T16:45:00Z,2024,EUR,buy,437
2024-03-18T16:45:00Z,2024,EUR,sell,442
2024-03-18T16:45:00Z,2024,RUB,buy,4.28
2024-03-18T16:45:00Z,2024,RUB,sell,4.38
2024-03-18T17:14:00Z,2024,USD,buy,401
2024-03-18T17:14:00Z,2024,USD,sell,404
2024-03-18T17:14:00Z,2024,EUR,buy,437
2024-03-18T17:14:00Z,2024,EUR,sell,442
2024-03-18T17:14:00Z,2024,RUB,buy,4.28
2024-03-18T17:14:00Z,2024,RUB,sell,4.38
2024-03-18T17:13:00Z,2024,USD,buy,401
2024-03-18T17:13:00Z,2024,USD,sell,404
2024-03-18T17:13:00Z,2024,EUR,buy,437
2024-03-18T17:13:00Z,2024,EUR,sell,442
2024-03-18T17:13:00Z,2024,RUB,buy,4.28
2024-03-18T17:13:00Z,2024,RUB,sell,4.38
2024-03-18T17:11:00Z,2024,USD,buy,401
2024-03-18T17:11:00Z,2024,USD,sell,404
2024-03-18T17:11:00Z,2024,EUR,buy,437
2024-03-18T17:11:00Z,2024,EUR,sell,442
2024-03-18T17:11:00Z,2024,RUB,buy,4.28
2024-03-18T17:11:00Z,2024,RUB,sell,4.38
2024-03-18T17:08:00Z,2024,USD,buy,401
2024-03-18T17:08:00Z,2024,USD,sell,404
2024-03-18T17:08:00Z,2024,EUR,buy,437
2024-03-18T17:08:00Z,2024,EUR,sell,442
2024-03-18T17:08:00Z,2024,RUB,buy,4.28
2024-03-18T17:08:00Z,2024,RUB,sell,4.38
2024-03-18T17:07:00Z,2024,USD,buy,401
2024-03-18T17:07:00Z,2024,USD,sell,404
2024-03-18T17:07:00Z,2024,EUR,buy,437
2024-03-18T17:07:00Z,2024,EUR,sell,442
2024-03-18T17:07:00Z,2024,RUB,buy,4.28
2024-03-18T17:07:00Z,2024,RUB,sell,4.38
2024-03-18T17:06:00Z,2024,USD,buy,401
2024-03-18T17:06:00Z,2024,USD,sell,404
2024-03-18T17:06:00Z,2024,EUR,buy,437
2024-03-18T17:06:00Z,2024,EUR,sell,442
2024-03-18T17:06:00Z,2024,RUB,buy,4.28
2024-03-18T17:06:00Z,2024,RUB,sell,4.38
2024-03-18T17:03:00Z,2024,USD,buy,401
2024-03-18T17:03:00Z,2024,USD,sell,404
2024-03-18T17:03:00Z,2024,EUR,buy,437
2024-03-18T17:03:00Z,2024,EUR,sell,442
2024-03-18T17:03:00Z,2024,RUB,buy,4.28
2024-03-18T17:03:00Z,2024,RUB,sell,4.38
2024-03-18T17:01:00Z,2024,USD,buy,401
2024-03-18T17:01:00Z,2024,USD,sell,404
2024-03-18T17:01:00Z,2024,EUR,buy,437
2024-03-18T17:01:00Z,2024,EUR,sell,442
2024-03-18T17:01:00Z,2024,RUB,buy,4.28
2024-03-18T17:01:00Z,2024,RUB,sell,4.38
2024-03-18T17:00:00Z,2024,USD,buy,401
2024-03-18T17:00:00Z,2024,USD,sell,404
2024-03-18T17:00:00Z,2024,EUR,buy,NA
2024-03-18T17:00:00Z,2024,EUR,sell,NA
2024-03-18T17:00:00Z,2024,RUB,buy,NA
2024-03-18T17:00:00Z,2024,RUB,sell,NA
2024-03-18T17:00:00Z,2024,EUR,buy,435
2024-03-18T17:00:00Z,2024,EUR,sell,442
2024-03-18T17:00:00Z,2024,RUB,buy,4.25
2024-03-18T17:00:00Z,2024,RUB,sell,4.4
2024-03-18T17:29:00Z,2024,USD,buy,401
2024-03-18T17:29:00Z,2024,USD,sell,404
2024-03-18T17:29:00Z,2024,EUR,buy,437
2024-03-18T17:29:00Z,2024,EUR,sell,442
2024-03-18T17:29:00Z,2024,RUB,buy,4.28
2024-03-18T17:29:00Z,2024,RUB,sell,4.38
2024-03-18T17:27:00Z,2024,USD,buy,401
2024-03-18T17:27:00Z,2024,USD,sell,404
2024-03-18T17:27:00Z,2024,EUR,buy,437
2024-03-18T17:27:00Z,2024,EUR,sell,442
2024-03-18T17:27:00Z,2024,RUB,buy,4.28
2024-03-18T17:27:00Z,2024,RUB,sell,4.38
2024-03-18T17:27:00Z,2024,EUR,buy,435
2024-03-18T17:27:00Z,2024,RUB,buy,4.25
2024-03-18T17:27:00Z,2024,RUB,sell,4.4
2024-03-18T17:26:00Z,2024,USD,buy,401
2024-03-18T17:26:00Z,2024,USD,sell,404
2024-03-18T17:26:00Z,2024,EUR,buy,437
2024-03-18T17:26:00Z,2024,EUR,sell,442
2024-03-18T17:26:00Z,2024,RUB,buy,4.28
2024-03-18T17:26:00Z,2024,RUB,sell,4.38
2024-03-18T17:25:00Z,2024,USD,buy,401
2024-03-18T17:25:00Z,2024,USD,sell,404
2024-03-18T17:25:00Z,2024,EUR,buy,437
2024-03-18T17:25:00Z,2024,EUR,sell,442
2024-03-18T17:25:00Z,2024,RUB,buy,4.28
2024-03-18T17:25:00Z,2024,RUB,sell,4.38
2024-03-18T17:24:00Z,2024,USD,buy,401
2024-03-18T17:24:00Z,2024,USD,sell,404
2024-03-18T17:24:00Z,2024,EUR,buy,437
2024-03-18T17:24:00Z,2024,EUR,sell,442
2024-03-18T17:24:00Z,2024,RUB,buy,4.28
2024-03-18T17:24:00Z,2024,RUB,sell,4.38
2024-03-18T17:22:00Z,2024,USD,buy,401
2024-03-18T17:22:00Z,2024,USD,sell,404
2024-03-18T17:22:00Z,2024,EUR,buy,437
2024-03-18T17:22:00Z,2024,EUR,sell,442
2024-03-18T17:22:00Z,2024,RUB,buy,4.28
2024-03-18T17:22:00Z,2024,RUB,sell,4.38
2024-03-18T17:19:00Z,2024,USD,buy,401
2024-03-18T17:19:00Z,2024,USD,sell,404
2024-03-18T17:19:00Z,2024,EUR,buy,437
2024-03-18T17:19:00Z,2024,EUR,sell,442
2024-03-18T17:19:00Z,2024,RUB,buy,4.28
2024-03-18T17:19:00Z,2024,RUB,sell,4.38
2024-03-18T17:19:00Z,2024,USD,sell,404.5
2024-03-18T17:15:00Z,2024,USD,buy,401
2024-03-18T17:15:00Z,2024,USD,sell,404
2024-03-18T17:15:00Z,2024,EUR,buy,437
2024-03-18T17:15:00Z,2024,EUR,sell,442
2024-03-18T17:15:00Z,2024,RUB,buy,4.28
2024-03-18T17:15:00Z,2024,RUB,sell,4.38
2024-03-18T17:43:00Z,2024,USD,buy,401
2024-03-18T17:43:00Z,2024,USD,sell,404
