"date","type_arm","type_eng","arm_marz","eng_marz","rus_marz","wages","employees"
"2022-03-31","Պետական","Public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,2913
"2022-06-30","Պետական","Public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,2973
"2022-09-30","Պետական","Public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,2932
"2022-12-31","Պետական","Public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,2959
"2023-03-31","Պետական","Public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,2917
"2023-06-30","Պետական","Public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,2925
"2023-09-30","Պետական","Public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,2799
"2023-12-31","Պետական","Public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,2872
"2024-03-31","Պետական","Public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,2840
"2024-06-30","Պետական","Public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,2888
"2018-03-31","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,6884
"2018-06-30","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,7004
"2018-09-30","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,6608
"2018-12-31","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,6836
"2019-03-31","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,6772
"2019-06-30","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,6806
"2019-09-30","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,6693
"2019-12-31","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,7112
"2020-03-31","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,6930
"2020-06-30","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,6890
"2020-09-30","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,6825
"2020-12-31","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,6837
"2021-03-31","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,5955
"2021-06-30","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,6952
"2021-09-30","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,6877
"2021-12-31","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,7024
"2022-03-31","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,7109
"2022-06-30","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,7045
"2022-09-30","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,6868
"2022-12-31","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,7012
"2023-03-31","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,6985
"2023-06-30","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,6856
"2023-09-30","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,6829
"2023-12-31","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,7188
"2024-03-31","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,7130
"2024-06-30","Պետական","Public","Տավուշ","Tavush","Тавуш",NA,7038
"2018-03-31","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,320334
"2018-06-30","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,342328
"2018-09-30","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,372919
"2018-12-31","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,378499
"2019-03-31","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,367918
"2019-06-30","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,395927
"2019-09-30","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,410045
"2019-12-31","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,420900
"2020-03-31","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,411650
"2020-06-30","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,408295
"2020-09-30","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,538389
"2020-12-31","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,433296
"2021-03-31","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,417940
"2021-06-30","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,439808
"2021-09-30","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,453080
"2021-12-31","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,459942
"2022-03-31","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,452528
"2022-06-30","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,476687
"2022-09-30","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,484087
"2022-12-31","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,495465
"2023-03-31","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,490902
"2023-06-30","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,512925
"2023-09-30","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,522004
"2023-12-31","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,527787
"2024-03-31","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,521986
"2024-06-30","Ոչ Պետական","Non-public","Ընդամենը","Total","Всего",NA,541310
"2018-03-31","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,231801
"2018-06-30","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,248069
"2018-09-30","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,268698
"2018-12-31","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,275404
"2019-03-31","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,267618
"2019-06-30","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,290476
"2019-09-30","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,300356
"2019-12-31","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,311806
"2020-03-31","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,308020
"2020-06-30","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,302768
"2020-09-30","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,324248
"2020-12-31","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,324315
"2021-03-31","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,314236
"2021-06-30","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,330812
"2021-09-30","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,340489
"2021-12-31","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,349046
"2022-03-31","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,343229
"2022-06-30","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,363042
"2022-09-30","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,369166
"2022-12-31","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,381469
"2023-03-31","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,379346
"2023-06-30","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,395798
"2023-09-30","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,402560
"2023-12-31","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,410644
"2024-03-31","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,407659
"2024-06-30","Ոչ Պետական","Non-public","Երևան","Yerevan city","г. Ереван",NA,420813
"2018-03-31","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,3593
"2018-06-30","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4090
"2018-09-30","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4688
"2018-12-31","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4488
"2019-03-31","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,3954
"2019-06-30","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4680
"2019-09-30","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4872
"2019-12-31","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4535
"2020-03-31","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4043
"2020-06-30","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4366
"2020-09-30","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4809
"2020-12-31","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4486
"2021-03-31","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4148
"2021-06-30","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4724
"2021-09-30","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4941
"2021-12-31","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4689
"2022-03-31","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4375
"2022-06-30","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4812
"2022-09-30","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4858
"2022-12-31","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4668
"2023-03-31","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4330
"2023-06-30","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4789
"2023-09-30","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,5068
"2023-12-31","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4843
"2024-03-31","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4525
"2024-06-30","Ոչ Պետական","Non-public","Արագածոտն","Aragatsotn","Арагацотн",NA,4799
"2018-03-31","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,12069
"2018-06-30","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,12674
"2018-09-30","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,14169
"2018-12-31","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,14405
"2019-03-31","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,14768
"2019-06-30","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,16070
"2019-09-30","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,17065
"2019-12-31","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,17023
"2020-03-31","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,15755
"2020-06-30","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,16163
"2020-09-30","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,17548
"2020-12-31","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,16924
"2021-03-31","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,16068
"2021-06-30","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,16363
"2021-09-30","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,16821
"2021-12-31","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,16854
"2022-03-31","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,16405
"2022-06-30","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,17035
"2022-09-30","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,17425
"2022-12-31","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,17440
"2023-03-31","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,16456
"2023-06-30","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,16721
"2023-09-30","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,16991
"2023-12-31","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,16194
"2024-03-31","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,15619
"2024-06-30","Ոչ Պետական","Non-public","Արարատ","Ararat","Арарат",NA,16313
"2018-03-31","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,9948
"2018-06-30","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,11108
"2018-09-30","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,11665
"2018-12-31","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,11495
"2019-03-31","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,10062
"2019-06-30","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,11063
"2019-09-30","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,11219
"2019-12-31","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,11147
"2020-03-31","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,10535
"2020-06-30","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,11130
"2020-09-30","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,12057
"2020-12-31","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,11261
"2021-03-31","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,10680
"2021-06-30","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,11736
"2021-09-30","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,12033
"2021-12-31","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,11709
"2022-03-31","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,12003
"2022-06-30","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,12480
"2022-09-30","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,12308
"2022-12-31","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,12233
"2023-03-31","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,12096
"2023-06-30","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,12880
"2023-09-30","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,13140
"2023-12-31","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,12888
"2024-03-31","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,12923
"2024-06-30","Ոչ Պետական","Non-public","Արմավիր","Armavir","Армавир",NA,13695
"2018-03-31","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,4011
"2018-06-30","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,4486
"2018-09-30","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,5507
"2018-12-31","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,5133
"2019-03-31","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,4585
"2019-06-30","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,4999
"2019-09-30","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,5386
"2019-12-31","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,5153
"2020-03-31","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,4761
"2020-06-30","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,4930
"2020-09-30","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,5561
"2020-12-31","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,5174
"2021-03-31","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,4569
"2021-06-30","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,4794
"2021-09-30","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,5452
"2021-12-31","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,5217
"2022-03-31","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,4870
"2022-06-30","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,5225
"2022-09-30","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,5496
"2022-12-31","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,5266
"2023-03-31","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,5157
"2023-06-30","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,5567
"2023-09-30","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,5907
"2023-12-31","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,5697
"2024-03-31","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,5544
"2024-06-30","Ոչ Պետական","Non-public","Գեղարքունիք","Gegharkunik","Гегаркуник",NA,6121
"2018-03-31","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,12330
"2018-06-30","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,11962
"2018-09-30","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,13265
"2018-12-31","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,13192
"2019-03-31","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,12322
"2019-06-30","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,13656
"2019-09-30","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,14134
"2019-12-31","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,14000
"2020-03-31","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,12719
"2020-06-30","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,13121
"2020-09-30","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,14135
"2020-12-31","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,13674
"2021-03-31","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,13335
"2021-06-30","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,13725
"2021-09-30","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,14185
"2021-12-31","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,14164
"2022-03-31","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,13491
"2022-06-30","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,14095
"2022-09-30","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,14297
"2022-12-31","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,14102
"2023-03-31","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,14327
"2023-06-30","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,15048
"2023-09-30","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,15439
"2023-12-31","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,15410
"2024-03-31","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,15077
"2024-06-30","Ոչ Պետական","Non-public","Լոռի","Lori","Лори",NA,15377
"2018-03-31","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,19982
"2018-06-30","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,21420
"2018-09-30","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,23838
"2018-12-31","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,23314
"2019-03-31","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,22512
"2019-06-30","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,23710
"2019-09-30","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,24436
"2019-12-31","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,24527
"2020-03-31","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,23932
"2020-06-30","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,23653
"2020-09-30","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,25262
"2020-12-31","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,24018
"2021-03-31","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,22802
"2021-06-30","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,23959
"2021-09-30","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,24607
"2021-12-31","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,24300
"2022-03-31","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,25075
"2022-06-30","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,25406
"2022-09-30","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,25560
"2022-12-31","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,25650
"2023-03-31","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,25101
"2023-06-30","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,26053
"2023-09-30","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,26225
"2023-12-31","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,26224
"2024-03-31","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,25949
"2024-06-30","Ոչ Պետական","Non-public","Կոտայք","Kotayk","Котайк",NA,27609
"2018-03-31","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,7968
"2018-06-30","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,8577
"2018-09-30","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,9363
"2018-12-31","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,9534
"2019-03-31","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,8553
"2019-06-30","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,9390
"2019-09-30","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,9496
"2019-12-31","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,9713
"2020-03-31","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,9223
"2020-06-30","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,9455
"2020-09-30","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,10387
"2020-12-31","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,9903
"2021-03-31","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,9237
"2021-06-30","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,9904
"2021-09-30","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,10010
"2021-12-31","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,9835
"2022-03-31","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,9947
"2022-06-30","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,10539
"2022-09-30","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,10483
"2022-12-31","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,10309
"2023-03-31","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,10066
"2023-06-30","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,10963
"2023-09-30","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,11154
"2023-12-31","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,10994
"2024-03-31","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,10462
"2024-06-30","Ոչ Պետական","Non-public","Շիրակ","Shirak","Ширак",NA,11218
"2018-03-31","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,11991
"2018-06-30","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,12548
"2018-09-30","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,13322
"2018-12-31","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,13446
"2019-03-31","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,12950
"2019-06-30","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,13599
"2019-09-30","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14181
"2019-12-31","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14395
"2020-03-31","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14176
"2020-06-30","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14318
"2020-09-30","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14901
"2020-12-31","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14495
"2021-03-31","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14154
"2021-06-30","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14671
"2021-09-30","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14992
"2021-12-31","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14850
"2022-03-31","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14060
"2022-06-30","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14414
"2022-09-30","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14431
"2022-12-31","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14554
"2023-03-31","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14663
"2023-06-30","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14964
"2023-09-30","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14891
"2023-12-31","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14718
"2024-03-31","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14579
"2024-06-30","Ոչ Պետական","Non-public","Սյունիք","Syunik","Сюник",NA,14998
"2018-03-31","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,2542
"2018-06-30","Ոչ Պետական","Non-public","Վայոց Ձոր","Vayots Dzor","Вайоц дзор",NA,2936
