"date","nace_2_code","type_arm","type_eng","name_arm","name_eng","wages","wages_corrected","wages_cumulative","employees"
"2018-08-31","S","Պետական","Public","Սպասարկման այլ ծառայություններ","Other service activities",97146,97146,99332.25,263
"2018-08-31","58.2, 62, 63.1","Ընդամենը","Total","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",547653,547653,549455.375,10209
"2018-08-31","72","Ընդամենը","Total","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",161141,161141,148557.375,6399
"2018-08-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",120116,120116,NA,NA
"2018-08-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-08-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-08-31","A","Ընդամենը","Total","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",116984,116984,115427.375,7693
"2018-08-31","A-S","Ընդամենը","Total","Ընդամենը","Total",173961,173961,169005.375,571362
"2018-08-31","B","Ընդամենը","Total","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",425547,425547,419898.5,9379
"2018-08-31","C","Ընդամենը","Total","Մշակող արդյունաբերություն","Manufacturing",162070,162070,155973.625,68487
"2018-08-31","D","Ընդամենը","Total","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",318572,318572,250861.375,20846
"2018-08-31","E","Ընդամենը","Total","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",149082,149082,150290.375,6992
"2018-08-31","F","Ընդամենը","Total","Շինարարություն","Construction",179597,179597,182430.25,21543
"2018-08-31","G","Ընդամենը","Total","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",126725,126725,125016.75,91815
"2018-08-31","H","Ընդամենը","Total","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",167801,167801,166249.5,20941
"2018-08-31","I","Ընդամենը","Total","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",93901,93901,100115.25,25210
"2018-08-31","J","Ընդամենը","Total","Տեղեկատվություն և կապ","Information and communication",384070,384070,387205.625,21711
"2018-08-31","K","Ընդամենը","Total","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",367898,367898,377086.125,20218
"2018-08-31","L","Ընդամենը","Total","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",130689,130689,125123.625,8493
"2018-08-31","M","Ընդամենը","Total","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",185095,185095,176261.375,20661
"2018-08-31","N","Ընդամենը","Total","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",128897,128897,128222.875,13214
"2018-08-31","O","Ընդամենը","Total","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",242314,242314,233158.875,36480
"2018-08-31","P","Ընդամենը","Total","Կրթություն","Education",117545,117545,114720.5,102344
"2018-08-31","Q","Ընդամենը","Total","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",155878,155878,143182,44199
"2018-08-31","R","Ընդամենը","Total","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",147848,147848,124815.375,16841
"2018-08-31","S","Ընդամենը","Total","Սպասարկման այլ ծառայություններ","Other service activities",116922,116922,119278.125,14295
"2018-09-30","58.2, 62, 63.1","Ոչ Պետական","Non-public","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",564184,564184,553295.3333333334,10276
"2018-09-30","72","Ոչ Պետական","Non-public","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",289470,289470,246660.33333333334,1360
"2018-09-30","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",206125,206125,NA,NA
"2018-09-30","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-09-30","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-09-30","A","Ոչ Պետական","Non-public","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",119984,119984,116142.22222222222,5991
"2018-09-30","A-S","Ոչ Պետական","Non-public","Ընդամենը","Total",179354,179354,183286.33333333334,375734
"2018-09-30","B","Ոչ Պետական","Non-public","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",412096,412096,419031.55555555556,9468
"2018-09-30","C","Ոչ Պետական","Non-public","Մշակող արդյունաբերություն","Manufacturing",155863,155863,155961.33333333334,68513
"2018-09-30","D","Ոչ Պետական","Non-public","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",229788,229788,241337.33333333334,19071
"2018-09-30","E","Ոչ Պետական","Non-public","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",165457,165457,169639.11111111112,5070
"2018-09-30","F","Ոչ Պետական","Non-public","Շինարարություն","Construction",186175,186175,182965.55555555556,20979
"2018-09-30","G","Ոչ Պետական","Non-public","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",127897,127897,125336.77777777778,89824
"2018-09-30","H","Ոչ Պետական","Non-public","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",163574,163574,158871.77777777778,12978
"2018-09-30","I","Ոչ Պետական","Non-public","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",94584,94584,99500.66666666667,24745
"2018-09-30","J","Ոչ Պետական","Non-public","Տեղեկատվություն և կապ","Information and communication",414916,414916,407346.22222222225,20324
"2018-09-30","K","Ոչ Պետական","Non-public","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",327523,327523,368849.8888888889,19379
"2018-09-30","L","Ոչ Պետական","Non-public","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",129407,129407,126723.22222222222,7510
"2018-09-30","M","Ոչ Պետական","Non-public","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",205834,205834,199727.44444444444,13431
"2018-09-30","N","Ոչ Պետական","Non-public","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",121589,121589,128705.55555555556,11628
"2018-09-30","O","Ոչ Պետական","Non-public","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",0,0,0,0
"2018-09-30","P","Ոչ Պետական","Non-public","Կրթություն","Education",162187,162187,165672.55555555556,8008
"2018-09-30","Q","Ոչ Պետական","Non-public","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",157219,157219,155628,16796
"2018-09-30","R","Ոչ Պետական","Non-public","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",197842,197842,155525.88888888888,7757
"2018-09-30","S","Ոչ Պետական","Non-public","Սպասարկման այլ ծառայություններ","Other service activities",112717,112717,118922,14262
"2018-09-30","58.2, 62, 63.1","Պետական","Public","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",342052,342052,350453.3333333333,129
"2018-09-30","72","Պետական","Public","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",128228,128228,124605.44444444444,5133
"2018-09-30","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",107351,107351,NA,NA
"2018-09-30","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-09-30","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-09-30","A","Պետական","Public","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",109286,109286,114143.66666666667,1647
"2018-09-30","A-S","Պետական","Public","Ընդամենը","Total",141564,141564,144050.66666666666,202859
"2018-09-30","B","Պետական","Public","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",0,0,0,0
"2018-09-30","C","Պետական","Public","Մշակող արդյունաբերություն","Manufacturing",0,0,0,0
"2018-09-30","D","Պետական","Public","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",316461,316461,333539.77777777775,1799
"2018-09-30","E","Պետական","Public","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",97786,97786,97233.11111111111,1837
"2018-09-30","F","Պետական","Public","Շինարարություն","Construction",168722,168722,170091.44444444444,187
"2018-09-30","G","Պետական","Public","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0
"2018-09-30","H","Պետական","Public","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",176042,176042,177793.77777777778,8089
"2018-09-30","I","Պետական","Public","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",0,0,0,0
"2018-09-30","J","Պետական","Public","Տեղեկատվություն և կապ","Information and communication",175268,175268,177875.77777777778,1829
"2018-09-30","K","Պետական","Public","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",364771,364771,401083.22222222225,939
"2018-09-30","L","Պետական","Public","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",117765,117765,116874.22222222222,1010
"2018-09-30","M","Պետական","Public","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",141528,141528,138502,7653
"2018-09-30","N","Պետական","Public","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",123528,123528,121844,2277
"2018-09-30","O","Պետական","Public","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",222444,222444,231968.33333333334,36438
"2018-09-30","P","Պետական","Public","Կրթություն","Education",108865,108865,110793.55555555556,101726
"2018-09-30","Q","Պետական","Public","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",143455,143455,136750.77777777778,27582
"2018-09-30","R","Պետական","Public","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",106979,106979,105919.33333333333,9576
"2018-09-30","S","Պետական","Public","Սպասարկման այլ ծառայություններ","Other service activities",94832,94832,98832.22222222222,270
"2018-09-30","58.2, 62, 63.1","Ընդամենը","Total","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",561430,561430,550785.8888888889,10405
"2018-09-30","72","Ընդամենը","Total","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",162001,162001,150051.11111111112,6493
"2018-09-30","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",114130,114130,NA,NA
"2018-09-30","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-09-30","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-09-30","A","Ընդամենը","Total","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",117677,117677,115677.33333333333,7638
"2018-09-30","A-S","Ընդամենը","Total","Ընդամենը","Total",166104,166104,168683,578593
"2018-09-30","B","Ընդամենը","Total","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",412096,412096,419031.55555555556,9468
"2018-09-30","C","Ընդամենը","Total","Մշակող արդյունաբերություն","Manufacturing",155863,155863,155961.33333333334,68513
"2018-09-30","D","Ընդամենը","Total","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",237260,237260,249350.11111111112,20870
"2018-09-30","E","Ընդամենը","Total","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",147459,147459,149975.77777777778,6907
"2018-09-30","F","Ընդամենը","Total","Շինարարություն","Construction",186020,186020,182829.11111111112,21166
"2018-09-30","G","Ընդամենը","Total","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",127897,127897,125336.77777777778,89824
"2018-09-30","H","Ընդամենը","Total","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",168361,168361,166484.11111111112,21067
"2018-09-30","I","Ընդամենը","Total","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",94584,94584,99500.66666666667,24745
"2018-09-30","J","Ընդամենը","Total","Տեղեկատվություն և կապ","Information and communication",395130,395130,388086.1111111111,22153
"2018-09-30","K","Ընդամենը","Total","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",329244,329244,371770.3333333333,20318
"2018-09-30","L","Ընդամենը","Total","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",128027,128027,125446.22222222222,8520
"2018-09-30","M","Ընդամենը","Total","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",182493,182493,176953.77777777778,21084
"2018-09-30","N","Ընդամենը","Total","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",121907,121907,127521.11111111111,13905
"2018-09-30","O","Ընդամենը","Total","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",222444,222444,231968.33333333334,36438
"2018-09-30","P","Ընդամենը","Total","Կրթություն","Education",112756,112756,114502.22222222222,109734
"2018-09-30","Q","Ընդամենը","Total","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",148664,148664,143791.11111111112,44378
"2018-09-30","R","Ընդամենը","Total","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",147643,147643,127351.77777777778,17333
"2018-09-30","S","Ընդամենը","Total","Սպասարկման այլ ծառայություններ","Other service activities",112385,112385,118512.22222222222,14532
"2018-10-31","58.2, 62, 63.1","Ոչ Պետական","Non-public","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",561088,561088,554074.6,10603
"2018-10-31","72","Ոչ Պետական","Non-public","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",290576,290576,251051.9,1388
"2018-10-31","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",191958,191958,NA,NA
"2018-10-31","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-10-31","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-10-31","A","Ոչ Պետական","Non-public","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",121818,121818,116709.8,5794
"2018-10-31","A-S","Ոչ Պետական","Non-public","Ընդամենը","Total",181865,181865,183144.2,377679
"2018-10-31","B","Ոչ Պետական","Non-public","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",430298,430298,420158.2,9367
"2018-10-31","C","Ոչ Պետական","Non-public","Մշակող արդյունաբերություն","Manufacturing",161761,161761,156541.3,68810
"2018-10-31","D","Ոչ Պետական","Non-public","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",224370,224370,239640.6,19036
"2018-10-31","E","Ոչ Պետական","Non-public","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",166309,166309,169306.1,5000
"2018-10-31","F","Ոչ Պետական","Non-public","Շինարարություն","Construction",185917,185917,183260.7,20929
"2018-10-31","G","Ոչ Պետական","Non-public","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",131354,131354,125938.5,90487
"2018-10-31","H","Ոչ Պետական","Non-public","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",162284,162284,159213,12867
"2018-10-31","I","Ոչ Պետական","Non-public","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",94672,94672,99017.8,24317
"2018-10-31","J","Ոչ Պետական","Non-public","Տեղեկատվություն և կապ","Information and communication",407669,407669,407378.5,20728
"2018-10-31","K","Ոչ Պետական","Non-public","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",328713,328713,364836.2,19664
"2018-10-31","L","Ոչ Պետական","Non-public","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",129161,129161,126967,7535
"2018-10-31","M","Ոչ Պետական","Non-public","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",208763,208763,200631,13556
"2018-10-31","N","Ոչ Պետական","Non-public","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",127332,127332,128568.2,11443
"2018-10-31","O","Ոչ Պետական","Non-public","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",0,0,0,0
"2018-10-31","P","Ոչ Պետական","Non-public","Կրթություն","Education",158812,158812,164986.5,8478
"2018-10-31","Q","Ոչ Պետական","Non-public","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",167309,167309,156796.1,16839
"2018-10-31","R","Ոչ Պետական","Non-public","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",199389,199389,159912.2,7671
"2018-10-31","S","Ոչ Պետական","Non-public","Սպասարկման այլ ծառայություններ","Other service activities",110978,110978,118127.6,15158
"2018-10-31","58.2, 62, 63.1","Պետական","Public","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",403062,403062,355714.2,78
"2018-10-31","72","Պետական","Public","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",132289,132289,125373.8,5058
"2018-10-31","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",107955,107955,NA,NA
"2018-10-31","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-10-31","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-10-31","A","Պետական","Public","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",112121,112121,113941.4,1617
"2018-10-31","A-S","Պետական","Public","Ընդամենը","Total",145846,145846,144230.2,204414
"2018-10-31","B","Պետական","Public","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",0,0,0,0
"2018-10-31","C","Պետական","Public","Մշակող արդյունաբերություն","Manufacturing",0,0,0,0
"2018-10-31","D","Պետական","Public","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",322342,322342,332420,1792
"2018-10-31","E","Պետական","Public","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",97372,97372,97247,1851
"2018-10-31","F","Պետական","Public","Շինարարություն","Construction",175278,175278,170610.1,188
"2018-10-31","G","Պետական","Public","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0
"2018-10-31","H","Պետական","Public","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",189919,189919,179006.3,8053
"2018-10-31","I","Պետական","Public","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",0,0,0,0
"2018-10-31","J","Պետական","Public","Տեղեկատվություն և կապ","Information and communication",175655,175655,177653.7,1832
"2018-10-31","K","Պետական","Public","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",529491,529491,413924,911
"2018-10-31","L","Պետական","Public","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",121367,121367,117323.5,1003
"2018-10-31","M","Պետական","Public","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",137312,137312,138383,7719
"2018-10-31","N","Պետական","Public","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",123733,123733,122032.9,2193
"2018-10-31","O","Պետական","Public","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",230956,230956,231867.1,36862
"2018-10-31","P","Պետական","Public","Կրթություն","Education",110307,110307,110744.9,102782
"2018-10-31","Q","Պետական","Public","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",149357,149357,138011.4,27663
"2018-10-31","R","Պետական","Public","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",107643,107643,106091.7,9610
"2018-10-31","S","Պետական","Public","Սպասարկման այլ ծառայություններ","Other service activities",109790,109790,99928,338
"2018-10-31","58.2, 62, 63.1","Ընդամենը","Total","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",559934,559934,551700.7,10681
"2018-10-31","72","Ընդամենը","Total","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",166373,166373,151683.3,6446
"2018-10-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",114173,114173,NA,NA
"2018-10-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-10-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-10-31","A","Ընդամենը","Total","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",119702,119702,116079.8,7411
"2018-10-31","A-S","Ընդամենը","Total","Ընդամենը","Total",169216,169216,168736.3,582093
"2018-10-31","B","Ընդամենը","Total","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",430298,430298,420158.2,9367
"2018-10-31","C","Ընդամենը","Total","Մշակող արդյունաբերություն","Manufacturing",161761,161761,156541.3,68810
"2018-10-31","D","Ընդամենը","Total","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",232800,232800,247695.1,20828
"2018-10-31","E","Ընդամենը","Total","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",147684,147684,149746.6,6851
"2018-10-31","F","Ընդամենը","Total","Շինարարություն","Construction",185822,185822,183128.4,21117
"2018-10-31","G","Ընդամենը","Total","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",131354,131354,125938.5,90487
"2018-10-31","H","Ընդամենը","Total","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",172922,172922,167127.9,20920
"2018-10-31","I","Ընդամենը","Total","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",94672,94672,99017.8,24317
"2018-10-31","J","Ընդամենը","Total","Տեղեկատվություն և կապ","Information and communication",388829,388829,388160.4,22560
"2018-10-31","K","Ընդամենը","Total","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",337603,337603,368353.6,20575
"2018-10-31","L","Ընդամենը","Total","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",128245,128245,125726.1,8538
"2018-10-31","M","Ընդամենը","Total","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",182839,182839,177542.3,21275
"2018-10-31","N","Ընդամենը","Total","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",126753,126753,127444.3,13636
"2018-10-31","O","Ընդամենը","Total","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",230956,230956,231867.1,36862
"2018-10-31","P","Ընդամենը","Total","Կրթություն","Education",114003,114003,114452.3,111260
"2018-10-31","Q","Ընդամենը","Total","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",156150,156150,145027,44502
"2018-10-31","R","Ընդամենը","Total","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",148369,148369,129453.5,17281
"2018-10-31","S","Ընդամենը","Total","Սպասարկման այլ ծառայություններ","Other service activities",110952,110952,117756.2,15496
"2018-11-30","58.2, 62, 63.1","Ոչ Պետական","Non-public","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",576352,576352,556099.8181818182,10710
"2018-11-30","72","Ոչ Պետական","Non-public","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",294805,294805,255029.45454545456,1395
"2018-11-30","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",217773,217773,NA,NA
"2018-11-30","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-11-30","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2018-11-30","A","Ոչ Պետական","Non-public","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",122711,122711,117255.36363636363,5170
"2018-11-30","A-S","Ոչ Պետական","Non-public","Ընդամենը","Total",181816,181816,183023.45454545456,379192
"2018-11-30","B","Ոչ Պետական","Non-public","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",426915,426915,420772.45454545453,9319
"2018-11-30","C","Ոչ Պետական","Non-public","Մշակող արդյունաբերություն","Manufacturing",161585,161585,156999.81818181818,69100
"2018-11-30","D","Ոչ Պետական","Non-public","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",219998,219998,237854.9090909091,19058
"2018-11-30","E","Ոչ Պետական","Non-public","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",170577,170577,169421.63636363635,4896
"2018-11-30","F","Ոչ Պետական","Non-public","Շինարարություն","Construction",184746,184746,183395.72727272726,20695
"2018-11-30","G","Ոչ Պետական","Non-public","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",129365,129365,126250,91967
"2018-11-30","H","Ոչ Պետական","Non-public","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",161900,161900,159457.27272727274,12768
"2018-11-30","I","Ոչ Պետական","Non-public","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",92679,92679,98441.54545454546,23826
"2018-11-30","J","Ոչ Պետական","Non-public","Տեղեկատվություն և կապ","Information and communication",412849,412849,407875.8181818182,21004
"2018-11-30","K","Ոչ Պետական","Non-public","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",339461,339461,362529.36363636365,19743
"2018-11-30","L","Ոչ Պետական","Non-public","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",128305,128305,127088.63636363637,7588
"2018-11-30","M","Ոչ Պետական","Non-public","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",205304,205304,201055.81818181818,13599
"2018-11-30","N","Ոչ Պետական","Non-public","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",125794,125794,128316,11579
"2018-11-30","O","Ոչ Պետական","Non-public","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",0,0,0,0
"2018-11-30","P","Ոչ Պետական","Non-public","Կրթություն","Education",157200,157200,164278.63636363635,8784
