"date","nace_2_code","type_arm","type_eng","name_arm","name_eng","wages","wages_corrected","wages_cumulative","employees"
"2020-07-31","L","Պետական","Public","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",133061,133061,128960,971
"2020-07-31","M","Պետական","Public","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",160415,160415,149467.2857142857,6616
"2020-07-31","N","Պետական","Public","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",182061,182061,163242.42857142858,2681
"2020-07-31","O","Պետական","Public","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",335754,335754,262320.4285714286,37120
"2020-07-31","P","Պետական","Public","Կրթություն","Education",133862,133862,123067.42857142857,98551
"2020-07-31","Q","Պետական","Public","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",193115,193115,180840.85714285713,27500
"2020-07-31","R","Պետական","Public","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",124693,124693,124231.57142857143,9407
"2020-07-31","S","Պետական","Public","Սպասարկման այլ ծառայություններ","Other service activities",160886,160886,148000.57142857142,435
"2020-07-31","58.2, 62, 63.1","Ընդամենը","Total","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",615497,615497,631248.4285714285,14907
"2020-07-31","72","Ընդամենը","Total","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",168539,168539,163451.2857142857,5708
"2020-07-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",130693,130693,NA,NA
"2020-07-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2020-07-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2020-07-31","A","Ընդամենը","Total","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",12202,96115.8,119068.68571428572,9921
"2020-07-31","A-S","Ընդամենը","Total","Ընդամենը","Total",191886,191886,187157.42857142858,632925
"2020-07-31","B","Ընդամենը","Total","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",449538,449538,463586.28571428574,10868
"2020-07-31","C","Ընդամենը","Total","Մշակող արդյունաբերություն","Manufacturing",162592,162592,164819.2857142857,78158
"2020-07-31","D","Ընդամենը","Total","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",256165,256165,245665.2857142857,20561
"2020-07-31","E","Ընդամենը","Total","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",174540,174540,175178.57142857142,6796
"2020-07-31","F","Ընդամենը","Total","Շինարարություն","Construction",205519,205519,199582.14285714287,24349
"2020-07-31","G","Ընդամենը","Total","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",137811,137811,136159.7142857143,110457
"2020-07-31","H","Ընդամենը","Total","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",182993,182993,188152.85714285713,20258
"2020-07-31","I","Ընդամենը","Total","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",86805,86805,89799.42857142857,25384
"2020-07-31","J","Ընդամենը","Total","Տեղեկատվություն և կապ","Information and communication",453267,453267,479455,26961
"2020-07-31","K","Ընդամենը","Total","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",386959,386959,427129.14285714284,21610
"2020-07-31","L","Ընդամենը","Total","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",134074,134074,135768.42857142858,8463
"2020-07-31","M","Ընդամենը","Total","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",185556,185556,185068.85714285713,21834
"2020-07-31","N","Ընդամենը","Total","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",129148,129148,132397.42857142858,15724
"2020-07-31","O","Ընդամենը","Total","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",335754,335754,262320.4285714286,37120
"2020-07-31","P","Ընդամենը","Total","Կրթություն","Education",138992,138992,127845.28571428571,108161
"2020-07-31","Q","Ընդամենը","Total","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",191744,191744,181528.57142857142,48156
"2020-07-31","R","Ընդամենը","Total","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",176413,176413,179116.85714285713,18002
"2020-07-31","S","Ընդամենը","Total","Սպասարկման այլ ծառայություններ","Other service activities",116653,116653,116029.71428571429,20142
"2020-08-31","58.2, 62, 63.1","Ոչ Պետական","Non-public","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",611628,611628,633933,15122
"2020-08-31","72","Ոչ Պետական","Non-public","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",315943,315943,284401,1052
"2020-08-31","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",189261,189261,NA,NA
"2020-08-31","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2020-08-31","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2020-08-31","A","Ոչ Պետական","Non-public","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",123409,123409,124645.375,8026
"2020-08-31","A-S","Ոչ Պետական","Non-public","Ընդամենը","Total",194842,194842,197243.875,437581
"2020-08-31","B","Ոչ Պետական","Non-public","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",444502,444502,461200.75,10879
"2020-08-31","C","Ոչ Պետական","Non-public","Մշակող արդյունաբերություն","Manufacturing",166215,166215,164993.75,79437
"2020-08-31","D","Ոչ Պետական","Non-public","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",226736,226736,234199.875,18932
"2020-08-31","E","Ոչ Պետական","Non-public","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",200709,200709,196170.625,3825
"2020-08-31","F","Ոչ Պետական","Non-public","Շինարարություն","Construction",208933,208933,200485.25,24878
"2020-08-31","G","Ոչ Պետական","Non-public","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",138355,138355,136471.5,111644
"2020-08-31","H","Ոչ Պետական","Non-public","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",169780,169780,176702,12276
"2020-08-31","I","Ոչ Պետական","Non-public","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",88924,88924,89690,26372
"2020-08-31","J","Ոչ Պետական","Non-public","Տեղեկատվություն և կապ","Information and communication",473669,473669,495142.125,25597
"2020-08-31","K","Ոչ Պետական","Non-public","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",406023,406023,422506,20606
"2020-08-31","L","Ոչ Պետական","Non-public","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",132032,132032,136082.5,7695
"2020-08-31","M","Ոչ Պետական","Non-public","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",195599,195599,200559.625,15427
"2020-08-31","N","Ոչ Պետական","Non-public","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",121343,121343,125859.25,13196
"2020-08-31","O","Ոչ Պետական","Non-public","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",0,0,0,0
"2020-08-31","P","Ոչ Պետական","Non-public","Կրթություն","Education",174389,174389,173477.375,9357
"2020-08-31","Q","Ոչ Պետական","Non-public","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",190962,190962,183427.125,20746
"2020-08-31","R","Ոչ Պետական","Non-public","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",238483,238483,240206.125,8757
"2020-08-31","S","Ոչ Պետական","Non-public","Սպասարկման այլ ծառայություններ","Other service activities",114773,114773,115341.875,19931
"2020-08-31","58.2, 62, 63.1","Պետական","Public","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",395918,395918,406499.125,95
"2020-08-31","72","Պետական","Public","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",128724,128724,136445,4956
"2020-08-31","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",123927,123927,NA,NA
"2020-08-31","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2020-08-31","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2020-08-31","A","Պետական","Public","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",111029,111029,115148.625,1928
"2020-08-31","A-S","Պետական","Public","Ընդամենը","Total",169452,169452,166241.5,198212
"2020-08-31","B","Պետական","Public","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",0,0,0,0
"2020-08-31","C","Պետական","Public","Մշակող արդյունաբերություն","Manufacturing",0,0,0,0
"2020-08-31","D","Պետական","Public","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",406879,406879,371947.375,1650
"2020-08-31","E","Պետական","Public","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",141332,141332,147565.875,2964
"2020-08-31","F","Պետական","Public","Շինարարություն","Construction",229783,229783,224313.6,153
"2020-08-31","G","Պետական","Public","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0
"2020-08-31","H","Պետական","Public","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",199901,199901,203311.5,8029
"2020-08-31","I","Պետական","Public","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",0,0,0,0
"2020-08-31","J","Պետական","Public","Տեղեկատվություն և կապ","Information and communication",203216,203216,215384.5,1780
"2020-08-31","K","Պետական","Public","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",495490,495490,512600.525,842
"2020-08-31","L","Պետական","Public","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",127413,127413,128766.625,976
"2020-08-31","M","Պետական","Public","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",142898,142898,148646.125,6847
"2020-08-31","N","Պետական","Public","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",159391,159391,162761,2708
"2020-08-31","O","Պետական","Public","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",282982,282982,264903.125,36973
"2020-08-31","P","Պետական","Public","Կրթություն","Education",119459,119459,122616.375,95981
"2020-08-31","Q","Պետական","Public","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",188311,188311,181774.625,27524
"2020-08-31","R","Պետական","Public","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",123316,123316,124117.125,9418
"2020-08-31","S","Պետական","Public","Սպասարկման այլ ծառայություններ","Other service activities",129048,129048,145631.5,439
"2020-08-31","58.2, 62, 63.1","Ընդամենը","Total","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",610282,610282,628627.625,15217
"2020-08-31","72","Ընդամենը","Total","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",161506,161506,163208.125,6008
"2020-08-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",127957,127957,NA,NA
"2020-08-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2020-08-31","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2020-08-31","A","Ընդամենը","Total","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",121011,121011,119311.475,9954
"2020-08-31","A-S","Ընդամենը","Total","Ընդամենը","Total",186926,186926,187128.5,635793
"2020-08-31","B","Ընդամենը","Total","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",444502,444502,461200.75,10879
"2020-08-31","C","Ընդամենը","Total","Մշակող արդյունաբերություն","Manufacturing",166215,166215,164993.75,79437
"2020-08-31","D","Ընդամենը","Total","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",241178,241178,245104.375,20582
"2020-08-31","E","Ընդամենը","Total","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",174786,174786,175129.5,6789
"2020-08-31","F","Ընդամենը","Total","Շինարարություն","Construction",209060,209060,200766.875,25031
"2020-08-31","G","Ընդամենը","Total","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",138355,138355,136434.125,111644
"2020-08-31","H","Ընդամենը","Total","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",181690,181690,187345,20305
"2020-08-31","I","Ընդամենը","Total","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",88924,88924,89690,26372
"2020-08-31","J","Ընդամենը","Total","Տեղեկատվություն և կապ","Information and communication",456085,456085,476533.75,27377
"2020-08-31","K","Ընդամենը","Total","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",409535,409535,424929.875,21448
"2020-08-31","L","Ընդամենը","Total","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",131512,131512,135236.375,8671
"2020-08-31","M","Ընդամենը","Total","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",179399,179399,184360.125,22274
"2020-08-31","N","Ընդամենը","Total","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",127822,127822,131825.5,15904
"2020-08-31","O","Ընդամենը","Total","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",282983,282983,264903.25,36973
"2020-08-31","P","Ընդամենը","Total","Կրթություն","Education",124338,124338,127406.875,105338
"2020-08-31","Q","Ընդամենը","Total","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",189450,189450,182518.75,48270
"2020-08-31","R","Ընդամենը","Total","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",178805,178805,179077.875,18175
"2020-08-31","S","Ընդամենը","Total","Սպասարկման այլ ծառայություններ","Other service activities",115080,115080,115911,20370
"2020-09-30","58.2, 62, 63.1","Ոչ Պետական","Non-public","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",628955,628955,633379.8888888889,15495
"2020-09-30","72","Ոչ Պետական","Non-public","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",327565,327565,289197,1036
"2020-09-30","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",163194,163194,NA,NA
"2020-09-30","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2020-09-30","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2020-09-30","A","Ոչ Պետական","Non-public","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",121248,121248,124267.88888888889,8315
"2020-09-30","A-S","Ոչ Պետական","Non-public","Ընդամենը","Total",193419,193419,196818.88888888888,445333
"2020-09-30","B","Ոչ Պետական","Non-public","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",432912,432912,458057.55555555556,10957
"2020-09-30","C","Ոչ Պետական","Non-public","Մշակող արդյունաբերություն","Manufacturing",171935,171935,165765,80485
"2020-09-30","D","Ոչ Պետական","Non-public","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",215316,215316,232101.66666666666,18944
"2020-09-30","E","Ոչ Պետական","Non-public","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",196426,196426,196199,3771
"2020-09-30","F","Ոչ Պետական","Non-public","Շինարարություն","Construction",206107,206107,201109.88888888888,25818
"2020-09-30","G","Ոչ Պետական","Non-public","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",139062,139062,136759.33333333334,112664
"2020-09-30","H","Ոչ Պետական","Non-public","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",168614,168614,175803.33333333334,12376
"2020-09-30","I","Ոչ Պետական","Non-public","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",91334,91334,89872.66666666667,27448
"2020-09-30","J","Ոչ Պետական","Non-public","Տեղեկատվություն և կապ","Information and communication",486704,486704,494204.55555555556,25604
"2020-09-30","K","Ոչ Պետական","Non-public","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",364830,364830,416097.55555555556,20625
"2020-09-30","L","Ոչ Պետական","Non-public","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",135584,135584,136027.11111111112,7728
"2020-09-30","M","Ոչ Պետական","Non-public","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",203248,203248,200858.33333333334,15721
"2020-09-30","N","Ոչ Պետական","Non-public","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",123374,123374,125583.11111111111,13592
"2020-09-30","O","Ոչ Պետական","Non-public","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",0,0,0,0
"2020-09-30","P","Ոչ Պետական","Non-public","Կրթություն","Education",159743,159743,171951.33333333334,11514
"2020-09-30","Q","Ոչ Պետական","Non-public","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",189676,189676,184121.44444444444,20078
"2020-09-30","R","Ոչ Պետական","Non-public","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",245627,245627,240808.44444444444,9100
"2020-09-30","S","Ոչ Պետական","Non-public","Սպասարկման այլ ծառայություններ","Other service activities",114367,114367,115233.55555555556,20593
"2020-09-30","58.2, 62, 63.1","Պետական","Public","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",417731,417731,407747.1111111111,96
"2020-09-30","72","Պետական","Public","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",133002,133002,136062.44444444444,4895
"2020-09-30","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",125831,125831,NA,NA
"2020-09-30","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2020-09-30","90-91","Պետական","Public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2020-09-30","A","Պետական","Public","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",114874,114874,115118.11111111111,1911
"2020-09-30","A-S","Պետական","Public","Ընդամենը","Total",167232,167232,166351.55555555556,203339
"2020-09-30","B","Պետական","Public","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",0,0,0,0
"2020-09-30","C","Պետական","Public","Մշակող արդյունաբերություն","Manufacturing",0,0,0,0
"2020-09-30","D","Պետական","Public","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",415058,415058,376737.44444444444,1653
"2020-09-30","E","Պետական","Public","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",156539,156539,148562.88888888888,2924
"2020-09-30","F","Պետական","Public","Շինարարություն","Construction",233014,233014,225280.3111111111,153
"2020-09-30","G","Պետական","Public","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0
"2020-09-30","H","Պետական","Public","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",208104,208104,203844,8066
"2020-09-30","I","Պետական","Public","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",0,0,0,0
"2020-09-30","J","Պետական","Public","Տեղեկատվություն և կապ","Information and communication",206296,206296,214374.66666666666,1814
"2020-09-30","K","Պետական","Public","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",386386,386386,498576.6888888889,918
"2020-09-30","L","Պետական","Public","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",132565,132565,129188.66666666667,971
"2020-09-30","M","Պետական","Public","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",151518,151518,148965.22222222222,6767
"2020-09-30","N","Պետական","Public","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",162665,162665,162750.33333333334,2763
"2020-09-30","O","Պետական","Public","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",275479,275479,266078.22222222225,36978
"2020-09-30","P","Պետական","Public","Կրթություն","Education",118544,118544,122163.88888888889,101106
"2020-09-30","Q","Պետական","Public","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",188854,188854,182561.22222222222,27385
"2020-09-30","R","Պետական","Public","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",125166,125166,124233.66666666667,9479
"2020-09-30","S","Պետական","Public","Սպասարկման այլ ծառայություններ","Other service activities",142995,142995,145338.55555555556,451
"2020-09-30","58.2, 62, 63.1","Ընդամենը","Total","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",627654,627654,628519.4444444445,15591
"2020-09-30","72","Ընդամենը","Total","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",166987,166987,163628,5931
"2020-09-30","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",128553,128553,NA,NA
"2020-09-30","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2020-09-30","90-91","Ընդամենը","Total","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2020-09-30","A","Ընդամենը","Total","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",120057,120057,119394.31111111112,10226
"2020-09-30","A-S","Ընդամենը","Total","Ընդամենը","Total",185210,185210,186915.33333333334,648672
"2020-09-30","B","Ընդամենը","Total","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",432912,432912,458057.55555555556,10957
"2020-09-30","C","Ընդամենը","Total","Մշակող արդյունաբերություն","Manufacturing",171935,171935,165765,80485
"2020-09-30","D","Ընդամենը","Total","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",231346,231346,243575.66666666666,20597
"2020-09-30","E","Ընդամենը","Total","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",179006,179006,175560.22222222222,6695
"2020-09-30","F","Ընդամենը","Total","Շինարարություն","Construction",206266,206266,201377.88888888888,25971
"2020-09-30","G","Ընդամենը","Total","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",139062,139062,136726.11111111112,112664
"2020-09-30","H","Ընդամենը","Total","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",184196,184196,186995.11111111112,20442
"2020-09-30","I","Ընդամենը","Total","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",91334,91334,89872.66666666667,27448
"2020-09-30","J","Ընդամենը","Total","Տեղեկատվություն և կապ","Information and communication",468152,468152,475602.44444444444,27418
"2020-09-30","K","Ընդամենը","Total","Ֆինանսական և ապահովագրական գործունեություն","Financial and insurance activities",365748,365748,418354.1111111111,21543
"2020-09-30","L","Ընդամենը","Total","Անշարժ գույքի հետ կապված գործունեություն","Real estate activities",135247,135247,135237.55555555556,8699
"2020-09-30","M","Ընդամենը","Total","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Professional, scientific and technical activities",187682,187682,184729.22222222222,22488
"2020-09-30","N","Ընդամենը","Total","Վարչարարական և օժանդակ գործունեություն","Administrative and support service activities",130011,130011,131623.88888888888,16355
"2020-09-30","O","Ընդամենը","Total","Պետական կառավարում և պաշտպանություն, պարտադիր սոցիալական ապահովություն","Public administration and defence; compulsory social security",275479,275479,266078.3333333333,36978
"2020-09-30","P","Ընդամենը","Total","Կրթություն","Education",122756,122756,126890.11111111111,112620
"2020-09-30","Q","Ընդամենը","Total","Առողջապահություն և բնակչության սոցիալական սպասարկում","Human health and social work activities",189202,189202,183261.33333333334,47463
"2020-09-30","R","Ընդամենը","Total","Մշակույթ, զվարճություններ և հանգիստ","Arts, entertainment and recreation",184168,184168,179643.44444444444,18579
"2020-09-30","S","Ընդամենը","Total","Սպասարկման այլ ծառայություններ","Other service activities",114980,114980,115807.55555555556,21044
"2020-10-31","58.2, 62, 63.1","Ոչ Պետական","Non-public","որից՝  տեղեկատվական  տեխնոլոգիաներ","including: information technologies",629305,629305,632972.4,15910
"2020-10-31","72","Ոչ Պետական","Non-public","որից՝  գիտական հետազոտություններ և մշակումներ","including: scientific reserch and development",231340,231340,283411.3,1005
"2020-10-31","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",204416,204416,NA,NA
"2020-10-31","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2020-10-31","90-91","Ոչ Պետական","Non-public","որից՝  մշակույթ և արվեստ","including: culture and art",NA,NA,NA,NA
"2020-10-31","A","Ոչ Պետական","Non-public","Գյուղատնտեսություն, անտառային տնտեսություն և ձկնորսություն","Agriculture, forestry and fishing",121186,121186,123959.7,7748
"2020-10-31","A-S","Ոչ Պետական","Non-public","Ընդամենը","Total",192628,192628,196399.8,437583
"2020-10-31","B","Ոչ Պետական","Non-public","Հանքագործական արդյունաբերություն և բացահանքերի շահագործում","Mining and quarrying",446321,446321,456883.9,10838
"2020-10-31","C","Ոչ Պետական","Non-public","Մշակող արդյունաբերություն","Manufacturing",160321,160321,165220.6,79313
"2020-10-31","D","Ոչ Պետական","Non-public","Էլեկտրականության, գազի, գոլորշու և լավորակ օդի մատակարարում","Electricity, gas, steam and air conditioning supply",224737,224737,231365.2,18797
"2020-10-31","E","Ոչ Պետական","Non-public","Ջրամատակարարում, կոյուղի, թափոնների կառավարում
և վերամշակում","Water supply; sewerage, waste management and remediation activities",192037,192037,195782.8,3743
"2020-10-31","F","Ոչ Պետական","Non-public","Շինարարություն","Construction",195392,195392,200538.1,25317
"2020-10-31","G","Ոչ Պետական","Non-public","Մեծածախ և մանրածախ առևտուր, ավտոմեքենաների և մոտոցիկլների նորոգում","Wholesale and retail trade; repair of motor vehicles and motorcycles",136408,136408,136724.2,111096
"2020-10-31","H","Ոչ Պետական","Non-public","Փոխադրումներ և պահեստային տնտեսություն","Transportation and storage",170222,170222,175245.2,12214
"2020-10-31","I","Ոչ Պետական","Non-public","Կացության և հանրային սննդի կազմակերպում","Accommodation and food service activities",90844,90844,89969.8,25122
