code,indicator,date,month,year,B_RUB_year_cum,B_RUB,B_RUB_12,levels,USD_RUB,B_USD,B_USD_12,B_USD_year_cum
2.10.,Social Policy,2011-04-01,4,2011,1069.5,247.5,NA,3,28.035004761904762,8.828248901755645,53.61679721240138,36.80536421873433
2.10.,Social Policy,2011-05-01,5,2011,1260.4,190.9000000000001,NA,3,27.931327272727273,6.834619713414006,59.42023741343068,43.63998393214834
2.10.,Social Policy,2011-06-01,6,2011,1513.1,252.69999999999982,NA,3,27.953122727272728,9.040134888165847,66.87774699555688,52.680118820314185
2.10.,Social Policy,2011-07-01,7,2011,1791.7,278.60000000000014,NA,3,27.890014285714287,9.9892383397847,74.22940785089561,62.66935716009888
2.10.,Social Policy,2011-08-01,8,2011,2218,426.29999999999995,NA,3,28.822508695652175,14.790523770899462,87.29680085824666,77.45988093099835
2.10.,Social Policy,2011-09-01,9,2011,2298.7,80.69999999999982,NA,3,30.76889090909091,2.6227789697858874,87.8368403907975,80.08265990078424
2.10.,Social Policy,2011-10-01,10,2011,2516.7,218,NA,3,31.247352380952382,6.976591083374073,93.04473580457389,87.05925098415831
2.10.,Social Policy,2011-11-01,11,2011,2840,323.3000000000002,NA,3,30.871140909090908,10.472564034871645,101.97215836175573,97.53181501902995
2.10.,Social Policy,2011-12-01,12,2011,3128.5,288.5,3128.5,3,31.552322727272728,9.143542378597397,106.67535739762735,106.67535739762735
2.10.,Social Policy,2012-01-01,1,2012,424.5,424.5,3182.3,3,31.317368181818182,13.554778854196648,107.90769077659141,13.554778854196648
2.10.,Social Policy,2012-02-01,2,2012,728.8,304.29999999999995,3259.7,3,29.771166666666666,10.22129913171021,110.3713761899413,23.77607798590686
2.10.,Social Policy,2012-03-01,3,2012,986.7,257.9000000000001,3293.2000000000003,3,29.352363636363638,8.786345222314452,111.26066528886999,32.56242320822131
2.10.,Social Policy,2012-04-01,4,2012,1320.8,334.0999999999999,3379.8,3,29.477095238095238,11.334223989893683,113.766640377008,43.89664719811499
2.10.,Social Policy,2012-05-01,5,2012,1631.8,311,3499.8999999999996,3,30.962017391304347,10.044565122146855,116.97658578574087,53.94121232026185
2.10.,Social Policy,2012-06-01,6,2012,1934.8,303,3550.2,3,32.80472380952381,9.236474654056792,117.1729255516318,63.17768697431864
2.10.,Social Policy,2012-07-01,7,2012,2281.2,346.39999999999986,3618,3,32.475136363636366,10.666621877156365,117.85030908900346,73.844308851475
2.10.,Social Policy,2012-08-01,8,2012,2620.6,339.4000000000001,3531.1,3,31.946304347826086,10.624077085870995,113.68386240397498,84.468385937346
2.10.,Social Policy,2012-09-01,9,2012,2923.5,302.9000000000001,3753.3,3,31.38005,9.652629616587612,120.71371305077672,94.12101555393362
2.10.,Social Policy,2012-10-01,10,2012,3228.2,304.6999999999998,3840,3,31.14373913043478,9.78366787378578,123.52078984118842,103.90468342771939
2.10.,Social Policy,2012-11-01,11,2012,3538.1,309.9000000000001,3826.6,3,31.35709090909091,9.882932090175343,122.93115789649214,113.78761551789474
2.10.,Social Policy,2012-12-01,12,2012,3859.7,321.5999999999999,3859.7,3,30.715,10.470454175484289,124.25806969337903,124.25806969337903
2.10.,Social Policy,2013-01-01,1,2013,410.6,410.6,3845.7999999999997,3,30.22513043478261,13.58472218626021,124.2880130254426,13.58472218626021
2.10.,Social Policy,2013-02-01,2,2013,716.3,305.69999999999993,3847.1999999999994,3,30.21965,10.115934499572296,124.18264839330466,23.700656685832506
2.10.,Social Policy,2013-03-01,3,2013,936.7,220.4000000000001,3809.7,3,30.829761904761906,7.148936170212768,122.54523934120297,30.849592856045273
2.10.,Social Policy,2013-04-01,4,2013,1226.9,290.20000000000005,3765.8,3,31.334454545454545,9.261370724645252,120.47238607595455,40.11096358069052
2.10.,Social Policy,2013-05-01,5,2013,1443.8,216.89999999999986,3671.699999999999,3,31.359217391304348,6.916626690439808,117.3444476442475,47.027590271130336
2.10.,Social Policy,2013-06-01,6,2013,1750,306.20000000000005,3674.8999999999996,3,32.3538,9.46411240719792,117.57208539738862,56.49170267832825
2.10.,Social Policy,2013-07-01,7,2013,2120.9,370.9000000000001,3699.399999999999,3,32.77173913043478,11.317678275290218,118.22314179552248,67.80938095361847
2.10.,Social Policy,2013-08-01,8,2013,2445.9,325,3684.9999999999995,3,33.03122727272727,9.839174224941413,117.43823893459292,77.64855517855989
2.10.,Social Policy,2013-09-01,9,2013,2781.1,335.1999999999998,3717.299999999999,3,32.553333333333335,10.296948597173863,118.08255791517917,87.945503775733755
2.10.,Social Policy,2013-10-01,10,2013,3139.3,358.2000000000003,3770.8,3,32.06852173913043,11.169831990194918,119.46872203158831,99.11533576592866
2.10.,Social Policy,2013-11-01,11,2013,3495.3,356,3816.9,3,32.75966666666667,10.86702143896458,120.45281138037755,109.98235720489325
2.10.,Social Policy,2013-12-01,12,2013,3833.1,337.7999999999997,3833.1,3,32.865,10.278411684162474,120.26076888905574,120.26076888905573
2.10.,Social Policy,2014-01-01,1,2014,252.4,252.4,3674.9,3,33.781,7.471655664426749,114.14770236722228,7.471655664426749
2.10.,Social Policy,2014-02-01,2,2014,477.6,225.20000000000002,3594.4,3,35.32195,6.375638944056034,110.40740681170602,13.847294608482784
2.10.,Social Policy,2014-03-01,3,2014,728.7,251.10000000000002,3625.1,3,36.125190476190475,6.950828402288867,110.20929904378211,20.79812301077165
2.10.,Social Policy,2014-04-01,4,2014,1107.1,378.39999999999986,3713.2999999999993,3,35.67936363636364,10.60557031948694,111.55349863862381,31.40369333025859
2.10.,Social Policy,2014-05-01,5,2014,1341.5,234.4000000000001,3730.7999999999997,3,34.847272727272724,6.726494834602946,111.36336678278691,38.130188164861536
2.10.,Social Policy,2014-06-01,6,2014,1602.8,261.29999999999995,3685.8999999999996,3,34.38023809523809,7.600296405049966,109.49955078063896,45.7304845699115
2.10.,Social Policy,2014-07-01,7,2014,1927.1,324.29999999999995,3639.2999999999993,3,34.73823043478261,9.335535976964609,107.51740848231336,55.06602054687611
2.10.,Social Policy,2014-08-01,8,2014,2182.7,255.5999999999999,3569.9,3,36.17649047619047,7.065361969487417,104.74359622685935,62.13138251636353
2.10.,Social Policy,2014-09-01,9,2014,2441.4,258.7000000000003,3493.4000000000005,3,38.04282727272727,6.800230649141609,101.2468782788271,68.93161316550514
2.10.,Social Policy,2014-10-01,10,2014,2823.9,382.5,3517.7,3,40.97836956521739,9.334192747499344,99.41123903613153,78.26580591300448
2.10.,Social Policy,2014-11-01,11,2014,3097.7,273.7999999999997,3435.4999999999995,3,46.413005,5.899208637751418,94.44342623491836,84.1650145507559
2.10.,Social Policy,2014-12-01,12,2014,3452.4,354.7000000000003,3452.4,3,56.41633478260869,6.287186173415552,90.45220072417145,90.45220072417145
2.10.,Social Policy,2015-01-01,1,2015,324.3,324.3,3524.3,3,64.26586363636363,5.0462248797431695,88.02676993948786,5.0462248797431695
2.10.,Social Policy,2015-02-01,2,2015,615.9,291.59999999999997,3590.7000000000003,3,64.11256,4.548250763968869,86.1993817594007,9.594475643712038
2.10.,Social Policy,2015-03-01,3,2015,978,362.1,3701.7,3,60.14889545454545,6.020060672163783,85.26861402927561,15.61453631587582
2.10.,Social Policy,2015-04-01,4,2015,1355.1,377.0999999999999,3700.4,3,52.81845454545454,7.139550053958412,81.80259376374708,22.754086369834233
2.10.,Social Policy,2015-05-01,5,2015,1653.5,298.4000000000001,3764.4,3,50.6184619047619,5.895082323153883,80.97118125229804,28.649168692988116
2.10.,Social Policy,2015-06-01,6,2015,2001.4,347.9000000000001,3851,3,54.612804545454544,6.370300937583987,79.74118578483207,35.019469630572104
2.10.,Social Policy,2015-07-01,7,2015,2435.1,433.6999999999998,3960.4,3,57.535304347826084,7.53798046114597,77.94363026901343,42.557450091718074
2.10.,Social Policy,2015-08-01,8,2015,2751.9,316.8000000000002,4021.6000000000004,3,65.6570238095238,4.8250740228351185,75.70334232236111,47.38252411455319
2.10.,Social Policy,2015-09-01,9,2015,3067.7,315.7999999999997,4078.7,3,66.79422727272727,4.727953490809286,73.6310651640288,52.110477605362476
2.10.,Social Policy,2015-10-01,10,2015,3464.5,396.8000000000002,4093,3,63.1372,6.2847259618735105,70.58159837840296,58.39520356723599
2.10.,Social Policy,2015-11-01,11,2015,3776.2,311.6999999999998,4130.9,3,65.03130952380953,4.793075862725461,69.47546560337699,63.18827942996145
2.10.,Social Policy,2015-12-01,12,2015,4265.3,489.10000000000036,4265.3,3,70.20362608695652,6.966876602558749,70.1551560325202,70.1551560325202
2.10.,Social Policy,2016-01-01,1,2016,341.8,341.8,4282.8,3,76.93695714285714,4.442598364857907,69.55152951763492,4.442598364857907
2.10.,Social Policy,2016-02-01,2,2016,744.6,402.8,4394,3,77.20855714285715,5.217038303859361,70.22031705752542,9.659636668717269
2.10.,Social Policy,2016-03-01,3,2016,1183.7,439.1,4471.000000000001,3,69.77764545454545,6.2928463283565295,70.49310271371819,15.952482997073798
2.10.,Social Policy,2016-04-01,4,2016,1661.9,478.20000000000005,4572.1,3,66.4597380952381,7.195333802169521,70.54888646192929,23.14781679924332
2.10.,Social Policy,2016-05-01,5,2016,2019.2,357.29999999999995,4631.000000000001,3,65.89878421052632,5.421951319443717,70.07575545821912,28.569768118687037
2.10.,Social Policy,2016-06-01,6,2016,2398.8,379.60000000000014,4662.700000000001,3,64.97467142857143,5.842276561833877,69.547731082469,34.412044680520914
2.10.,Social Policy,2016-07-01,7,2016,2771,372.1999999999998,4601.200000000001,3,64.40155238095238,5.779363792325027,67.78911441364806,40.191408472845936
2.10.,Social Policy,2016-08-01,8,2016,3127.5,356.5,4640.9000000000005,3,64.92097391304348,5.491291619831576,68.45533201064453,45.682700092677514
2.10.,Social Policy,2016-09-01,9,2016,3465.1,337.5999999999999,4662.700000000001,3,64.37561818181818,5.244221485322363,68.9716000051576,50.92692157799988
2.10.,Social Policy,2016-10-01,10,2016,3777.9,312.8000000000002,4578.7,3,62.61248571428571,4.995808686263857,67.68268272954793,55.922730264263734
2.10.,Social Policy,2016-11-01,11,2016,4154.8,376.9000000000001,4643.9,3,64.43285714285715,5.849500033257213,68.7391069000797,61.77223029752095
2.10.,Social Policy,2016-12-01,12,2016,4588.5,433.6999999999998,4588.5,3,61.921690909090906,7.004007701222627,68.77623799874358,68.77623799874357
2.10.,Social Policy,2017-01-01,1,2017,821.3,821.3,5068,3,59.825852380952384,13.728178827611472,78.06181846149715,13.728178827611472
2.10.,Social Policy,2017-02-01,2,2017,1153.2,331.9000000000001,4997.1,3,58.411747368421054,5.68207620817442,78.52685636581221,19.410255035785895
2.10.,Social Policy,2017-03-01,3,2017,1524.6,371.39999999999986,4929.4,3,57.790468181818184,6.426665359960664,78.66067539741633,25.836920395746557
2.10.,Social Policy,2017-04-01,4,2017,1944.5,419.9000000000001,4871.1,3,56.499175,7.431966926950705,78.89730852219752,33.26888732269726
2.10.,Social Policy,2017-05-01,5,2017,2300.6,356.0999999999999,4869.9000000000015,3,56.9674,6.250943522084559,79.72630072483835,39.51983084478182
2.10.,Social Policy,2017-06-01,6,2017,2633.7,333.0999999999999,4823.4000000000015,3,58.13462380952381,5.729803999272295,79.61382816227677,45.249634844054114
2.10.,Social Policy,2017-07-01,7,2017,3014.4,380.7000000000003,4831.9000000000015,3,59.669338095238096,6.380161271311001,80.21462564126274,51.62979611536512
2.10.,Social Policy,2017-08-01,8,2017,3408,393.5999999999999,4869,3,59.44236956521739,6.621539532810185,81.34487355424137,58.2513356481753
2.10.,Social Policy,2017-09-01,9,2017,3809.5,401.5,4932.9,3,57.67776666666667,6.9610878368499005,83.0617399057689,65.2124234850252
2.10.,Social Policy,2017-10-01,10,2017,4229.1,419.60000000000036,5039.700000000001,3,57.74520454545455,7.266404254741348,85.33233547424639,72.47882773976654
2.10.,Social Policy,2017-11-01,11,2017,4604.1,375,5037.8,3,58.9973,6.35622308139525,85.83905852238442,78.8350508211618
2.10.,Social Policy,2017-12-01,12,2017,4992,387.89999999999964,4992,3,58.56682857142857,6.623203090584181,85.458253911746,85.45825391174598
2.10.,Social Policy,2018-01-01,1,2018,477.7,477.7,4648.4000000000005,3,56.559295,8.446003437631251,80.17607852176576,8.446003437631251
2.10.,Social Policy,2018-02-01,2,2018,802.6,324.90000000000003,4641.4,3,56.871010526315786,5.712928203546864,80.20693051713819,14.158931641178114
2.10.,Social Policy,2018-03-01,3,2018,1153.5,350.9,4620.9,3,57.12959047619048,6.1421760085299795,79.92244116570751,20.301107649708094
2.10.,Social Policy,2018-04-01,4,2018,1633,479.5,4680.5,3,60.926277272727276,7.870167380383191,80.36064161914003,28.171275030091287
2.10.,Social Policy,2018-05-01,5,2018,1950.6,317.5999999999999,4642,3,62.2548619047619,5.101609581688053,79.2113076787435,33.27288461177934
2.10.,Social Policy,2018-06-01,6,2018,2338.6,388,4696.9,3,62.796366666666664,6.178701421685225,79.66020510115642,39.451586033464565
2.10.,Social Policy,2018-07-01,7,2018,2766.8,428.2000000000003,4744.4,3,62.820277272727274,6.816270455811861,80.0963142856573,46.267856489276426
2.10.,Social Policy,2018-08-01,8,2018,3118.5,351.6999999999998,4702.5,3,66.48179130434782,5.290170332353832,78.76494508520095,51.55802682163026
2.10.,Social Policy,2018-09-01,9,2018,3452.5,334,4635,3,67.63011,4.9386286670242,76.742485915375255,56.496655488654454
2.10.,Social Policy,2018-10-01,10,2018,3873.2,420.6999999999998,4636.0999999999995,3,65.86241304347827,6.38755825302483,75.86363991365873,62.88421374167929
2.10.,Social Policy,2018-11-01,11,2018,4216.7,343.5,4604.5999999999995,3,66.55895238095238,5.160838440394409,74.66825527265787,68.04505218207369
2.10.,Social Policy,2018-12-01,12,2018,4581.8,365.10000000000036,4581.8,3,67.57889047619048,5.4025746416868605,73.44762682376054,73.44762682376056
2.10.,Social Policy,2019-01-01,1,2019,554.2,554.2,4658.3,3,66.543795,8.32834977325835,73.32997315938765,8.32834977325835
2.10.,Social Policy,2019-02-01,2,2019,975.4,421.19999999999993,4754.6,3,65.851305,6.3962285941030315,74.01327354994382,14.724578367361381
2.10.,Social Policy,2019-03-01,3,2019,1344.3,368.9,4772.5999999999995,3,65.100775,5.666599207152296,73.53769674856615,20.391177574513677
2.10.,Social Policy,2019-04-01,4,2019,1766.6,422.29999999999995,4715.4,3,64.55055454545455,6.542159133623385,72.20968850180633,26.933336708137062
2.10.,Social Policy,2019-05-01,5,2019,2106.4,339.8000000000002,4737.6,3,64.91201904761905,5.23477785756017,72.34285677767845,32.16811456569723
2.10.,Social Policy,2019-06-01,6,2019,2447.7,341.2999999999997,4690.9,3,64.05264736842105,5.328429253468545,71.49258460946177,37.49654381916578
2.10.,Social Policy,2019-07-01,7,2019,2884.1,436.4000000000001,4699.0999999999985,3,63.244408695652176,6.9002147225388,71.57652887618872,44.39675854170458
2.10.,Social Policy,2019-08-01,8,2019,3239.3,355.2000000000003,4702.6,3,65.83747727272727,5.395103438253085,71.68146198208797,49.79186197995766
2.10.,Social Policy,2019-09-01,9,2019,3599.4,360.0999999999999,4728.700000000001,3,64.93160476190477,5.545835519088692,72.28866883415246,55.33769749904636
2.10.,Social Policy,2019-10-01,10,2019,4054.4,455,4763.000000000001,3,64.32534782608695,7.073416862512108,72.97452744363973,62.41111436155846
2.10.,Social Policy,2019-11-01,11,2019,4421.2,366.7999999999997,4786.300000000001,3,63.889615,5.741152141862175,73.55484114510749,68.15226650342063
2.10.,Social Policy,2019-12-01,12,2019,4882.8,461.60000000000036,4882.8,3,62.871900000000004,7.341912682772437,75.49417918619307,75.49417918619308
2.10.,Social Policy,2020-01-01,1,2020,504.7,504.7,4833.3,3,61.956055,8.14609645497926,75.31192586791398,8.14609645497926
2.10.,Social Policy,2020-02-01,2,2020,908,403.3,4815.4000000000005,3,64.1023,6.291505921004394,75.20720319481536,14.437602375983655
2.10.,Social Policy,2020-03-01,3,2020,1417.4,509.4000000000001,4955.9,3,74.61494761904761,6.827050292935689,76.36765428059874,21.264652668919343
2.10.,Social Policy,2020-04-01,4,2020,2145.4,728,5261.6,3,75.01677272727272,9.704496388383447,79.5299915353588,30.96914905730279
2.10.,Social Policy,2020-05-01,5,2020,2502.6,357.1999999999998,5279,3,72.54687894736843,4.923712848613964,79.21892652641259,35.89286190591675
2.10.,Social Policy,2020-06-01,6,2020,3194.8,692.2000000000003,5629.9,3,69.29886,9.988620303422023,83.87911757636607,45.88148220933878
2.10.,Social Policy,2020-07-01,7,2020,3705.2,510.39999999999964,5703.9,3,71.59179545454546,7.1293085577670565,84.10821141159434,53.01079076710583
2.10.,Social Policy,2020-08-01,8,2020,4223.9,518.6999999999998,5867.4000000000005,3,73.80014285714286,7.028441679361826,85.74154965270307,60.03923244646766
2.10.,Social Policy,2020-09-01,9,2020,4767.8,543.9000000000005,6051.200000000001,3,76.08847727272727,7.148257127691961,87.34397126130635,67.18748957415963
2.10.,Social Policy,2020-10-01,10,2020,5468.1,700.3000000000002,6296.500000000001,3,77.63313636363637,9.02063259069903,89.29118698949327,76.20812216485865
2.10.,Social Policy,2020-11-01,11,2020,5872.6,404.5,6334.200000000001,3,76.746795,5.270578400049148,88.82061324768023,81.4787005649078
2.10.,Social Policy,2020-12-01,12,2020,6990.3,1117.6999999999998,6990.3,3,74.06090909090909,15.091632194630952,96.57033275953874,96.57033275953876
2.10.,Social Policy,2021-01-01,1,2021,659.8,659.8,7145.4000000000005,3,74.39837894736843,8.868472799209263,97.29270910376873,8.868472799209263
2.10.,Social Policy,2021-02-01,2,2021,1205.1,545.3,7287.4000000000005,3,74.39369,7.329922739415129,98.33112592217947,16.198395538624393
2.10.,Social Policy,2021-03-01,3,2021,1614.3,409.20000000000005,7187.200000000001,3,74.53394090909092,5.490116247832669,96.99419187707646,21.68851178645706
2.10.,Social Policy,2021-04-01,4,2021,2158.1,543.8,7003,3,76.06234545454545,7.149398256788868,94.43909374548188,28.837910043245927
2.10.,Social Policy,2021-05-01,5,2021,2604,445.9000000000001,7091.700000000001,3,73.89596,6.03415937758979,95.54954027445771,34.87206942083572
2.10.,Social Policy,2021-06-01,6,2021,3046.5,442.5,6842,3,72.60088636363636,6.094966909682733,91.65588688071844,40.967036330518454
2.10.,Social Policy,2021-07-01,7,2021,3733.4,686.9000000000001,7018.5,3,73.9693909090909,9.286273572864847,93.81285189581622,50.2533099033833
2.10.,Social Policy,2021-08-01,8,2021,4571.8,838.4000000000001,7338.200000000001,3,73.58698636363637,11.393318865607228,98.17772908206162,61.646628768990524
2.10.,Social Policy,2021-09-01,9,2021,5010.6,438.8000000000002,7233.0999999999995,3,72.88477727272728,6.020461561651703,97.04993351602137,67.66709033064222
2.10.,Social Policy,2021-10-01,10,2021,5513.7,503.09999999999945,7035.9,3,71.2954761904762,7.056548702415493,95.08584962773783,74.72363903305772
2.10.,Social Policy,2021-11-01,11,2021,5899.6,385.90000000000055,7017.3,3,72.93830476190476,5.290772814911292,95.10604404259996,80.01441184796901
2.10.,Social Policy,2021-12-01,12,2021,6675.8,776.1999999999998,6675.8,3,73.8456409090909,10.5111146771081,90.52552652507711,90.52552652507711
2.11.,Sport,2011-01-01,1,2011,12,12,NA,3,30.083314285714284,0.39889221932233915,82.05594594519019,0.39889221932233915
2.11.,Sport,2011-02-01,2,2011,12.7,0.6999999999999993,NA,3,29.248685000000002,0.02393269988035357,74.7499559056554,0.4228249192026927
2.11.,Sport,2011-03-01,3,2011,13.6,0.9000000000000004,NA,3,28.415652173913042,0.03167268498684132,69.29151234280958,0.45449760418953405
2.11.,Sport,2011-04-01,4,2011,14.9,1.3000000000000007,NA,3,28.035004761904762,0.04637060029204988,62.188484686312776,0.5008682044815839
2.11.,Sport,2011-05-01,5,2011,16.4,1.4999999999999982,NA,3,27.931327272727273,0.053703140754955435,56.20802844947794,0.5545713452365394
2.11.,Sport,2011-06-01,6,2011,21.9,5.5,NA,3,27.953122727272728,0.19675798134116418,50.30981952113637,0.7513293265777036
2.11.,Sport,2011-07-01,7,2011,24.9,3,NA,3,27.890014285714287,0.10756538054326663,41.13111132881479,0.8588947071209702
2.11.,Sport,2011-08-01,8,2011,27.4,2.5,NA,3,28.822508695652175,0.08673776548732973,29.824530228694886,0.9456324726082999
2.11.,Sport,2011-09-01,9,2011,31.5,4.100000000000001,NA,3,30.76889090909091,0.13325147182307517,23.937320138866262,1.0788839444313751
2.11.,Sport,2011-10-01,10,2011,33.2,1.7000000000000028,NA,3,31.247352380952382,0.05440460936576121,16.93517604581653,1.1332885537971362
2.11.,Sport,2011-11-01,11,2011,35.3,2.0999999999999943,NA,3,30.871140909090908,0.06802469679316543,11.712427927698402,1.2013132505903017
2.11.,Sport,2011-12-01,12,2011,44.2,8.900000000000006,44.2,3,31.552322727272728,0.28207115136747624,1.4833844019577782,1.483384401957778
2.11.,Sport,2012-01-01,1,2012,2.9,2.9,35.1,3,31.317368181818182,0.09260037379780983,1.1770925564332486,0.09260037379780983
2.11.,Sport,2012-02-01,2,2012,5.9,3.0000000000000004,37.400000000000006,3,29.771166666666666,0.10076864079898337,1.2539284973518785,0.1933690145967932
2.11.,Sport,2012-03-01,3,2012,10.4,4.5,41,3,29.352363636363638,0.15330962970304388,1.375565442068081,0.3466786442998371
2.11.,Sport,2012-04-01,4,2012,14.8,4.4,44.1,3,29.477095238095238,0.14926843925630717,1.4784632810323384,0.49594708355614425
2.11.,Sport,2012-05-01,5,2012,15.6,0.7999999999999989,43.4,3,30.962017391304347,0.025838109638962936,1.4505982499163461,0.5217851931951072
2.11.,Sport,2012-06-01,6,2012,19.1,3.5000000000000018,41.4,3,32.80472380952381,0.10669195144950094,1.3605322200246825,0.6284771446446081
2.11.,Sport,2012-07-01,7,2012,25.8,6.699999999999999,45.099999999999994,3,32.475136363636366,0.20631168180412143,1.4592785212855377,0.8347888264487295
2.11.,Sport,2012-08-01,8,2012,28,2.1999999999999993,44.8,3,31.946304347826086,0.06886555565384848,1.4414063114520563,0.9036543821025781
2.11.,Sport,2012-09-01,9,2012,30.3,2.3000000000000007,43,3,31.38005,0.07329497562942063,1.3814498152584016,0.9769493577319986
2.11.,Sport,2012-10-01,10,2012,35.7,5.400000000000002,46.7,3,31.14373913043478,0.17338958489807435,1.5004347907907147,1.150338942630073
2.11.,Sport,2012-11-01,11,2012,37.8,2.0999999999999943,46.7,3,31.35709090909091,0.06697049819092661,1.499380592188476,1.2173094408209997
2.11.,Sport,2012-12-01,12,2012,45.7,7.900000000000006,45.7,3,30.715,0.2572033208530036,1.4745127616740032,1.4745127616740032
2.11.,Sport,2013-01-01,1,2013,1,1,43.800000000000004,3,30.22513043478261,0.03308505159829569,1.414997439474489,0.03308505159829569
2.11.,Sport,2013-02-01,2,2013,6.5,5.5,46.3,3,30.21965,0.18200078425792487,1.4962295829334304,0.21508583585622057
2.11.,Sport,2013-03-01,3,2013,11.9,5.4,47.2,3,30.829761904761906,0.17515542340811677,1.5180753766385036,0.39024125926433734
2.11.,Sport,2013-04-01,4,2013,15.8,3.9000000000000004,46.7,3,31.334454545454545,0.12446363137876112,1.493270568760957,0.5147048906430984
2.11.,Sport,2013-05-01,5,2013,16.8,1,46.9,3,31.359217391304348,0.031888550901059534,1.499321010023054,0.546593441544158
2.11.,Sport,2013-06-01,6,2013,29.4,12.599999999999998,56,3,32.3538,0.3894442074810377,1.7820732660545908,0.9360376490251957
2.11.,Sport,2013-07-01,7,2013,33.9,4.5,53.8,3,32.77173913043478,0.1373134328358209,1.7130750170862903,1.0733510818610166
2.11.,Sport,2013-08-01,8,2013,37.5,3.6000000000000014,55.199999999999996,3,33.03122727272727,0.1089877760301203,1.7531972374625622,1.182338857891137
2.11.,Sport,2013-09-01,9,2013,42.7,5.200000000000003,58.1,3,32.553333333333335,0.15973786606594315,1.8396401278990848,1.34207672395708
2.11.,Sport,2013-10-01,10,2013,48.1,5.399999999999999,58.099999999999994,3,32.06852173913043,0.1683894269878629,1.8346399699888734,1.5104661509449429
2.11.,Sport,2013-11-01,11,2013,51,2.8999999999999986,58.9,3,32.75966666666667,0.08852348924999232,1.856192961047939,1.5989896401949353
2.11.,Sport,2013-12-01,12,2013,68,17,68,3,32.865,0.517267609919367,2.116257250114302,2.116257250114302
2.11.,Sport,2014-01-01,1,2014,4.6,4.6,71.6,3,33.781,0.1361712205085699,2.219343419024576,0.1361712205085699
2.11.,Sport,2014-02-01,2,2014,5.6,1,67.1,3,35.32195,0.028311007744476167,2.0656536425111276,0.16448222825304606
2.11.,Sport,2014-03-01,3,2014,6,0.40000000000000036,62.1,3,36.125190476190475,0.011072605977361804,1.901570825080373,0.17555483423040785
2.11.,Sport,2014-04-01,4,2014,10.1,4.1,62.3,3,35.67936363636364,0.11491236339824648,1.8920195570998581,0.29046719762865436
2.11.,Sport,2014-05-01,5,2014,12.8,2.700000000000001,64,3,34.847272727272724,0.07748095585933427,1.9376119620581331,0.3679481534879886
2.11.,Sport,2014-06-01,6,2014,18.1,5.300000000000001,56.7,3,34.38023809523809,0.15415832738907323,1.7023260819661685,0.5221064808770618
2.11.,Sport,2014-07-01,7,2014,24.3,6.199999999999999,58.400000000000006,3,34.73823043478261,0.1784777152549509,1.7434903643852986,0.7005841961320127
2.11.,Sport,2014-08-01,8,2014,26,1.6999999999999993,56.500000000000014,3,36.17649047619047,0.046991844085010205,1.6814944324401884,0.747576040217023
2.11.,Sport,2014-09-01,9,2014,31.3,5.300000000000001,56.60000000000001,3,38.04282727272727,0.13931666965771353,1.6610732360319587,0.8868927098747365
2.11.,Sport,2014-10-01,10,2014,36.2,4.900000000000002,56.10000000000001,3,40.97836956521739,0.11957527964116811,1.612259088685264,1.0064679895159045
2.11.,Sport,2014-11-01,11,2014,42.4,6.199999999999996,59.40000000000001,3,46.413005,0.13358324891913367,1.6573188483544052,1.1400512384350383
2.11.,Sport,2014-12-01,12,2014,71.2,28.800000000000004,71.2,3,56.41633478260869,0.5104904476864048,1.6505416861214433,1.650541686121443
2.11.,Sport,2015-01-01,1,2015,3.2,3.2,69.8,3,64.26586363636363,0.049793153299963436,1.5641636189128365,0.049793153299963436
2.11.,Sport,2015-02-01,2,2015,8,4.8,73.6,3,64.11256,0.0748683253328209,1.6107209365011812,0.12466147863278433
2.11.,Sport,2015-03-01,3,2015,12.8,4.800000000000001,78,3,60.14889545454545,0.07980196417118521,1.6794502946950045,0.20446344280396955
2.11.,Sport,2015-04-01,4,2015,24.8,12,85.89999999999999,3,52.81845454545454,0.2271933191394881,1.7917312504362461,0.43165676194345765
2.11.,Sport,2015-05-01,5,2015,28,3.1999999999999993,86.4,3,50.6184619047619,0.06321804099896922,1.7774683355758811,0.49487480294242686
2.11.,Sport,2015-06-01,6,2015,29.7,1.6999999999999993,82.80000000000001,3,54.612804545454544,0.031128231083336504,1.6544382392701442,0.5260030340257633
2.11.,Sport,2015-07-01,7,2015,43.7,14.000000000000004,90.60000000000001,3,57.535304347826084,0.24332885970957727,1.7192893837247711,0.7693318937353406
2.11.,Sport,2015-08-01,8,2015,45,1.2999999999999972,90.2,3,65.6570238095238,0.019799861836128904,1.6920974014758898,0.7891317555714695
2.11.,Sport,2015-09-01,9,2015,51.8,6.799999999999997,91.7,3,66.79422727272727,0.10180520499526016,1.6545859368134364,0.8909369605667297
2.11.,Sport,2015-10-01,10,2015,56.3,4.5,91.3,3,63.1372,0.07127335390229532,1.6062840110745635,0.962210314469025
2.11.,Sport,2015-11-01,11,2015,57.4,1.1000000000000014,86.20000000000002,3,65.03130952380953,0.016914929255688216,1.4896156914111183,0.9791252437247132
2.11.,Sport,2015-12-01,12,2015,73,15.600000000000001,73,3,70.20362608695652,0.22221074422391415,1.2013359879486272,1.2013359879486274
2.11.,Sport,2016-01-01,1,2016,0.2,0.2,70,3,76.93695714285714,0.0025995309332111803,1.154142365581875,0.0025995309332111803
