"date","type","model_name","value","period","ribbon_low","ribbon_high","interval"
"2022-07-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",8709.7,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2022-08-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",8828.5,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2022-09-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",8907.899999999996,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2022-10-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",8894.399999999996,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2022-11-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",8904.699999999997,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2022-12-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",8859.099999999995,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-01-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",8804.899999999996,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-02-28","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",8792.799999999996,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-03-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",8790.699999999997,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-04-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",8948.999999999995,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-05-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",9018.699999999993,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-06-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",9033.199999999995,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-07-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",8997.099999999995,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-08-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",8927.799999999996,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-09-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",8845.1,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-10-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",8810,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-11-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",8818.300000000001,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-12-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",8903.7,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2024-01-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8971.265396341061,"Year-over-year (YoY) production values and forecast",8865.16046841624,9077.370324265881,0.5
"2024-02-29","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",9042.012920168827,"Year-over-year (YoY) production values and forecast",8828.102127822956,9255.9237125147,0.5
"2024-03-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",9078.819557138033,"Year-over-year (YoY) production values and forecast",8757.102900371108,9400.536213904956,0.5
"2024-04-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8942.867774084825,"Year-over-year (YoY) production values and forecast",8513.345252896852,9372.390295272802,0.5
"2024-05-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8854.87744873973,"Year-over-year (YoY) production values and forecast",8317.549063130704,9392.205834348759,0.5
"2024-06-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8869.959141768793,"Year-over-year (YoY) production values and forecast",8224.824891738714,9515.093391798873,0.5
"2024-07-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8908.223362836217,"Year-over-year (YoY) production values and forecast",8155.283248385086,9661.16347728735,0.5
"2024-08-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8879.161080319176,"Year-over-year (YoY) production values and forecast",8018.4151014469935,9739.907059191359,0.5
"2024-09-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8788.672039377132,"Year-over-year (YoY) production values and forecast",7820.120196083896,9757.223882670365,0.5
"2024-10-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8688.882223713108,"Year-over-year (YoY) production values and forecast",7612.524515998821,9765.239931427395,0.5
"2024-11-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8605.958738328492,"Year-over-year (YoY) production values and forecast",7421.795166193155,9790.12231046383,0.5
"2024-12-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8513.387434388991,"Year-over-year (YoY) production values and forecast",7221.417997832601,9805.35687094538,0.5
"2025-01-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8515.027844674021,"Year-over-year (YoY) production values and forecast",7216.577020259744,9813.478669088296,0.5
"2025-02-28","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8536.670384825682,"Year-over-year (YoY) production values and forecast",7233.287993968949,9840.052775682412,0.5
"2025-03-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8547.929989054275,"Year-over-year (YoY) production values and forecast",7239.616031755086,9856.243946353461,0.5
"2025-04-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8506.340661764432,"Year-over-year (YoY) production values and forecast",7193.095138022788,9819.586185506076,0.5
"2025-05-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8479.42333595279,"Year-over-year (YoY) production values and forecast",7161.24624576869,9797.600426136893,0.5
"2025-06-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8484.037011870709,"Year-over-year (YoY) production values and forecast",7160.928355244151,9807.145668497265,0.5
"2025-07-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8495.742509053054,"Year-over-year (YoY) production values and forecast",7167.70228598404,9823.782732122065,0.5
"2025-08-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8486.851998371643,"Year-over-year (YoY) production values and forecast",7153.880208860174,9819.823787883113,0.5
"2025-09-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8459.170284639285,"Year-over-year (YoY) production values and forecast",7121.26692868536,9797.073640593211,0.5
"2025-10-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8428.643349202037,"Year-over-year (YoY) production values and forecast",7085.808426805655,9771.478271598417,0.5
"2025-11-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8403.276032229625,"Year-over-year (YoY) production values and forecast",7055.509543390787,9751.042521068464,0.5
"2025-12-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Forecast auto.arima",8374.957328563336,"Year-over-year (YoY) production values and forecast",7022.259273282044,9727.65538384463,0.5
"2015-01-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",649,"Monthly production values and forecast",NA,NA,0.5
"2015-02-28","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",579.5999999999999,"Monthly production values and forecast",NA,NA,0.5
"2015-03-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",1250.6,"Monthly production values and forecast",NA,NA,0.5
"2015-04-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",677.8000000000002,"Monthly production values and forecast",NA,NA,0.5
"2015-05-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",635.3000000000002,"Monthly production values and forecast",NA,NA,0.5
"2015-06-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",614.4000000000005,"Monthly production values and forecast",NA,NA,0.5
"2015-07-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",699.5999999999995,"Monthly production values and forecast",NA,NA,0.5
"2015-08-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",1958.3,"Monthly production values and forecast",NA,NA,0.5
"2015-09-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",733.6000000000004,"Monthly production values and forecast",NA,NA,0.5
"2015-10-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",682.8,"Monthly production values and forecast",NA,NA,0.5
"2015-11-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",631.6000000000001,"Monthly production values and forecast",NA,NA,0.5
"2015-12-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",609.0999999999999,"Monthly production values and forecast",NA,NA,0.5
"2016-01-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",643.0999999999999,"Monthly production values and forecast",NA,NA,0.5
"2016-02-29","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",530.7000000000003,"Monthly production values and forecast",NA,NA,0.5
"2016-03-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",508.8999999999997,"Monthly production values and forecast",NA,NA,0.5
"2016-04-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",559.9000000000005,"Monthly production values and forecast",NA,NA,0.5
"2016-05-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",638.6999999999998,"Monthly production values and forecast",NA,NA,0.5
"2016-06-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",591.3000000000002,"Monthly production values and forecast",NA,NA,0.5
"2016-07-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",595.3000000000002,"Monthly production values and forecast",NA,NA,0.5
"2016-08-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",623.1999999999998,"Monthly production values and forecast",NA,NA,0.5
"2016-09-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",700.6000000000004,"Monthly production values and forecast",NA,NA,0.5
"2016-10-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",775.6,"Monthly production values and forecast",NA,NA,0.5
"2016-11-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",675.3000000000001,"Monthly production values and forecast",NA,NA,0.5
"2016-12-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",650.9000000000001,"Monthly production values and forecast",NA,NA,0.5
"2017-01-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",577,"Monthly production values and forecast",NA,NA,0.5
"2017-02-28","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",560.5,"Monthly production values and forecast",NA,NA,0.5
"2017-03-31","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",554.7999999999997,"Monthly production values and forecast",NA,NA,0.5
"2017-04-30","Էլեկտրաէներգիա, ընդամենը, մլն.կՎտ. ժամ","Actual Data",696.4000000000001,"Monthly production values and forecast",NA,NA,0.5
