"code","arm","rus","eng","date","value"
"K","Ֆինանսական և ապահովագրական գործունեություն","Финансовая и страховая деятельность","Financial and insurance activities","2020-Q1",126792.1
"K","Ֆինանսական և ապահովագրական գործունեություն","Финансовая и страховая деятельность","Financial and insurance activities","2020-Q2",125204.6
"K","Ֆինանսական և ապահովագրական գործունեություն","Финансовая и страховая деятельность","Financial and insurance activities","2020-Q3",127934.5
"K","Ֆինանսական և ապահովագրական գործունեություն","Финансовая и страховая деятельность","Financial and insurance activities","2020-Q4",139824.90000000002
"K","Ֆինանսական և ապահովագրական գործունեություն","Финансовая и страховая деятельность","Financial and insurance activities","2021-Q1",124111
"K","Ֆինանսական և ապահովագրական գործունեություն","Финансовая и страховая деятельность","Financial and insurance activities","2021-Q2",127435.2
"K","Ֆինանսական և ապահովագրական գործունեություն","Финансовая и страховая деятельность","Financial and insurance activities","2021-Q3",126746.3
"K","Ֆինանսական և ապահովագրական գործունեություն","Финансовая и страховая деятельность","Financial and insurance activities","2021-Q4",133723.7
"K","Ֆինանսական և ապահովագրական գործունեություն","Финансовая и страховая деятельность","Financial and insurance activities","2022-Q1",142220.2
"K","Ֆինանսական և ապահովագրական գործունեություն","Финансовая и страховая деятельность","Financial and insurance activities","2022-Q2",217868.4
"K","Ֆինանսական և ապահովագրական գործունեություն","Финансовая и страховая деятельность","Financial and insurance activities","2022-Q3",220404.7
"K","Ֆինանսական և ապահովագրական գործունեություն","Финансовая и страховая деятельность","Financial and insurance activities","2022-Q4",235501.50000000006
"K","Ֆինանսական և ապահովագրական գործունեություն","Финансовая и страховая деятельность","Financial and insurance activities","2023-Q1",193711.2
"K","Ֆինանսական և ապահովագրական գործունեություն","Финансовая и страховая деятельность","Financial and insurance activities","2023-Q2",207182.4
"K","Ֆինանսական և ապահովագրական գործունեություն","Финансовая и страховая деятельность","Financial and insurance activities","2023-Q3",215102
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2013-Q1",92782.9
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2013-Q2",105059.4
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2013-Q3",96669.1
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2013-Q4",117340.4
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2014-Q1",103286.7
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2014-Q2",115344.8
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2014-Q3",109590.4
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2014-Q4",120650.7
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2015-Q1",110157
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2015-Q2",124713.4
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2015-Q3",130076.1
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2015-Q4",129682.70000000001
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2016-Q1",109066.9
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2016-Q2",114285.6
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2016-Q3",128730.5
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2016-Q4",140501.30000000005
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2017-Q1",102501.3
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2017-Q2",117642.5
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2017-Q3",119953.9
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2017-Q4",131063.30000000002
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2018-Q1",115334.9
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2018-Q2",119721.9
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2018-Q3",126519.6
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2018-Q4",134445.69999999995
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2019-Q1",124688.7
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2019-Q2",138574.2
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2019-Q3",147789.1
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2019-Q4",160418.69999999992
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2020-Q1",125187.6
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2020-Q2",92530.5
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2020-Q3",127406.6
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2020-Q4",129972.20000000004
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2021-Q1",131206.6
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2021-Q2",131502
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2021-Q3",153052.9
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2021-Q4",162552.1
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2022-Q1",159165.2
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2022-Q2",164222
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2022-Q3",209183.5
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2022-Q4",226927
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2023-Q1",207341
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2023-Q2",223090
"L","Անշարժ գույքի հետ կապված գործունեություն","Операции с недвижимым имуществом","Real estate activities","2023-Q3",225571.6
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2013-Q1",13356.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2013-Q2",16686.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2013-Q3",16401.5
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2013-Q4",22448.3
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2014-Q1",14001.8
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2014-Q2",18361.1
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2014-Q3",16419.5
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2014-Q4",25111.8
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2015-Q1",15542.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2015-Q2",20398.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2015-Q3",20380.4
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2015-Q4",25131.000000000007
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2016-Q1",14293.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2016-Q2",21662.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2016-Q3",21062.8
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2016-Q4",27163.000000000004
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2017-Q1",14303.3
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2017-Q2",21751.5
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2017-Q3",19881.5
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2017-Q4",30217.5
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2018-Q1",17408
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2018-Q2",25140.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2018-Q3",24254.7
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2018-Q4",31114.999999999996
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2019-Q1",18804.7
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2019-Q2",27068.3
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2019-Q3",25715.1
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2019-Q4",36306.1
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2020-Q1",17223
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2020-Q2",22486
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2020-Q3",23144.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2020-Q4",28741.900000000005
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2021-Q1",21166.4
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2021-Q2",28659.1
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2021-Q3",28285.5
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2021-Q4",35709.00000000001
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2022-Q1",26906.2
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2022-Q2",36559.5
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2022-Q3",33169.5
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2022-Q4",47845.7
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2023-Q1",35095.4
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2023-Q2",43353.1
"M","Մասնագիտական, գիտական և տեխնիկական գործունեություն","Профессиональная, научная и техническая деятельность","Professional, scientific and technical activities","2023-Q3",42552.5
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2013-Q1",10697.3
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2013-Q2",12113.4
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2013-Q3",15279.6
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2013-Q4",15350.3
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2014-Q1",11279.2
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2014-Q2",14168.9
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2014-Q3",16989.3
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2014-Q4",15172.5
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2015-Q1",11523.7
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2015-Q2",15483.7
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2015-Q3",15627.6
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2015-Q4",15977.399999999996
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2016-Q1",11965.5
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2016-Q2",15713
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2016-Q3",17764.3
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2016-Q4",17644.7
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2017-Q1",13984.7
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2017-Q2",19268.2
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2017-Q3",22284.2
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2017-Q4",22594.200000000008
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2018-Q1",16669.2
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2018-Q2",21688.9
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2018-Q3",23770.1
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2018-Q4",29957.699999999997
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2019-Q1",16486.4
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2019-Q2",23878.7
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2019-Q3",28404.7
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2019-Q4",33828.100000000006
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2020-Q1",15085.1
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2020-Q2",10331.6
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2020-Q3",14786
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2020-Q4",15290.300000000003
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2021-Q1",14137.9
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2021-Q2",15527.2
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2021-Q3",18701
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2021-Q4",20289.399999999994
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2022-Q1",18502.2
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2022-Q2",21903.9
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2022-Q3",24019.3
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2022-Q4",26530.700000000008
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2023-Q1",20346
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2023-Q2",26012.5
"N","Վարչարարական և օժանդակ գործունեություն","Административная и вспомогательная деятельность","Administrative and support service activities","2023-Q3",30602
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2013-Q1",51625.4
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2013-Q2",64330.7
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2013-Q3",67929.7
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2013-Q4",82422.9
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2014-Q1",62264.1
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2014-Q2",67215.8
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2014-Q3",80780.4
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2014-Q4",87170.4
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2015-Q1",67119.4
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2015-Q2",84651.4
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2015-Q3",98290.4
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2015-Q4",99066.39999999997
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2016-Q1",69106.5
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2016-Q2",80166.5
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2016-Q3",86826.6
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2016-Q4",107008.99999999997
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2017-Q1",64657.2
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2017-Q2",72984.2
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2017-Q3",79380
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2017-Q4",131807.09999999998
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2018-Q1",66522.4
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2018-Q2",79225.4
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2018-Q3",80356.9
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2018-Q4",131890.39999999997
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2019-Q1",65866.4
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2019-Q2",79883.2
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2019-Q3",103159.9
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2019-Q4",143936.70000000004
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2020-Q1",79894
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2020-Q2",98824.3
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2020-Q3",109730.9
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2020-Q4",178414.4
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2021-Q1",97719.4
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2021-Q2",105376.8
"O","Պետական կառավարում և պաշտպանություն,պարտադիր սոցիալական ապահովագրություն","Государственное управление и оборона, обязательное социальное страхование","Public administration","2021-Q3",112158
