country,cities,indicator_group,indicator,city_urls,mean_price,min_range,max_range,info_entries,info_contributers,last_update
Turkey,Istanbul,Utilities (Monthly),"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,58.9,34.05,102.16,15681,7,2023-12-01
Turkey,Istanbul,Utilities (Monthly),Mobile Phone Monthly Plan with Calls and 10GB+ Data,https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,7.41,5.109999999999999,10.22,15681,7,2023-12-01
Turkey,Istanbul,Utilities (Monthly),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,9.75,7.83,13.62,15681,7,2023-12-01
Turkey,Istanbul,Sports And Leisure,"Fitness Club, Monthly Fee for 1 Adult",https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,33.9,14.19,66.4,15681,7,2023-12-01
Turkey,Istanbul,Sports And Leisure,Tennis Court Rent (1 Hour on Weekend),https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,12.6,8.51,17.03,15681,7,2023-12-01
Turkey,Istanbul,Sports And Leisure,"Cinema, International Release, 1 Seat",https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,5.109999999999999,3.4099999999999997,6.98,15681,7,2023-12-01
Turkey,Istanbul,Childcare,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,395.96,272.40999999999997,681.04,15681,7,2023-12-01
Turkey,Istanbul,Childcare,"International Primary School, Yearly for 1 Child",https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,8785.449999999999,4597,17025.920000000002,15681,7,2023-12-01
Turkey,Istanbul,Clothing And Shoes,1 Pair of Jeans (Levis 501 Or Similar),https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,41.73,17.03,68.1,15681,7,2023-12-01
Turkey,Istanbul,Clothing And Shoes,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,31.28,17.03,54.48,15681,7,2023-12-01
Turkey,Istanbul,Clothing And Shoes,1 Pair of Nike Running Shoes (Mid-Range),https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,81.73,51.08,108.97,15681,7,2023-12-01
Turkey,Istanbul,Clothing And Shoes,1 Pair of Men Leather Business Shoes,https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,73.82,34.05,119.18,15681,7,2023-12-01
Turkey,Istanbul,Rent Per Month,Apartment (1 bedroom) in City Centre,https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,715.51,510.78,1021.56,15681,7,2023-12-01
Turkey,Istanbul,Rent Per Month,Apartment (1 bedroom) Outside of Centre,https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,456.31,340.52,681.04,15681,7,2023-12-01
Turkey,Istanbul,Rent Per Month,Apartment (3 bedrooms) in City Centre,https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,1399.98,1021.56,2213.3700000000003,15681,7,2023-12-01
Turkey,Istanbul,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,848.41,612.93,1362.07,15681,7,2023-12-01
Turkey,Istanbul,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,2761.8300000000004,1792.1799999999998,5107.78,15681,7,2023-12-01
Turkey,Istanbul,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,1566.11,1021.56,3064.67,15681,7,2023-12-01
Turkey,Istanbul,Salaries And Financing,Average Monthly Net Salary (After Tax),https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,632.09,NA,NA,15681,7,2023-12-01
Turkey,Istanbul,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",https://www.numbeo.com/cost-of-living/in/Istanbul?displayCurrency=USD,30.29,18,48,15681,7,2023-12-01
Armenia,Yerevan,Restaurants,"Meal, Inexpensive Restaurant",https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,9.75,4.94,19.74,2363,4,2023-12-01
Armenia,Yerevan,Restaurants,"Meal for 2 People, Mid-range Restaurant, Three-course",https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,49.36,37.02,86.38,2363,4,2023-12-01
Armenia,Yerevan,Restaurants,McMeal at McDonalds (or Equivalent Combo Meal),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,7.4,6.17,8.639999999999999,2363,4,2023-12-01
Armenia,Yerevan,Restaurants,Domestic Beer (0.5 liter draught),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,1.97,1.11,3.46,2363,4,2023-12-01
Armenia,Yerevan,Restaurants,Imported Beer (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,2.96,1.73,4.94,2363,4,2023-12-01
Armenia,Yerevan,Restaurants,Cappuccino (regular),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,3.1,1.23,4.6899999999999995,2363,4,2023-12-01
Armenia,Yerevan,Restaurants,Coke/Pepsi (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,1.1,0.74,1.97,2363,4,2023-12-01
Armenia,Yerevan,Restaurants,Water (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,0.63,0.49,1.23,2363,4,2023-12-01
Armenia,Yerevan,Markets,"Milk (regular), (1 liter)",https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,1.52,1.14,2.47,2363,4,2023-12-01
Armenia,Yerevan,Markets,Loaf of Fresh White Bread (500g),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,0.73,0.49,1.23,2363,4,2023-12-01
Armenia,Yerevan,Markets,"Rice (white), (1kg)",https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,2.25,1.36,3.7,2363,4,2023-12-01
Armenia,Yerevan,Markets,Eggs (regular) (12),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,2.11,1.48,2.96,2363,4,2023-12-01
Armenia,Yerevan,Markets,Local Cheese (1kg),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,8.28,6.17,14.81,2363,4,2023-12-01
Armenia,Yerevan,Markets,Chicken Fillets (1kg),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,6.970000000000001,3.7,8.639999999999999,2363,4,2023-12-01
Armenia,Yerevan,Markets,Beef Round (1kg) (or Equivalent Back Leg Red Meat),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,11.239999999999998,8.639999999999999,16.04,2363,4,2023-12-01
Armenia,Yerevan,Markets,Apples (1kg),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,1.16,0.49,2.1,2363,4,2023-12-01
Armenia,Yerevan,Markets,Banana (1kg),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,1.6900000000000002,1.27,2.96,2363,4,2023-12-01
Armenia,Yerevan,Markets,Oranges (1kg),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,1.7,1.23,2.11,2363,4,2023-12-01
Armenia,Yerevan,Markets,Tomato (1kg),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,1.78,0.62,2.96,2363,4,2023-12-01
Armenia,Yerevan,Markets,Potato (1kg),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,0.73,0.4300000000000001,0.99,2363,4,2023-12-01
Armenia,Yerevan,Markets,Onion (1kg),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,0.69,0.49,0.99,2363,4,2023-12-01
Armenia,Yerevan,Markets,Lettuce (1 head),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,0.77,0.37,1.23,2363,4,2023-12-01
Armenia,Yerevan,Markets,Water (1.5 liter bottle),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,0.69,0.44,1.11,2363,4,2023-12-01
Armenia,Yerevan,Markets,Bottle of Wine (Mid-Range),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,8.639999999999999,4.94,12.34,2363,4,2023-12-01
Armenia,Yerevan,Markets,Domestic Beer (0.5 liter bottle),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,1.29,0.91,2.22,2363,4,2023-12-01
Armenia,Yerevan,Markets,Imported Beer (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,1.88,1.23,2.96,2363,4,2023-12-01
Armenia,Yerevan,Markets,Cigarettes 20 Pack (Marlboro),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,2.46,2.1,2.71,2363,4,2023-12-01
Armenia,Yerevan,Transportation,One-way Ticket (Local Transport),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,0.25,0.25,0.25,2363,4,2023-12-01
Armenia,Yerevan,Transportation,Monthly Pass (Regular Price),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,11.11,7.4,17.279999999999998,2363,4,2023-12-01
Armenia,Yerevan,Transportation,Taxi Start (Normal Tariff),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,1.73,1.48,2.47,2363,4,2023-12-01
Armenia,Yerevan,Transportation,Taxi 1km (Normal Tariff),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,0.3,0.25,1.48,2363,4,2023-12-01
Armenia,Yerevan,Transportation,Taxi 1hour Waiting (Normal Tariff),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,3.7,2.96,4.94,2363,4,2023-12-01
Armenia,Yerevan,Transportation,Gasoline (1 liter),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,1.11,0.8600000000000001,1.41,2363,4,2023-12-01
Armenia,Yerevan,Transportation,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,29615,22211.25,32082.92,2363,4,2023-12-01
Armenia,Yerevan,Transportation,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,30510.58,25913.129999999997,39486.67,2363,4,2023-12-01
Armenia,Yerevan,Utilities (Monthly),"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,108.8,74.04,197.43,2363,4,2023-12-01
Armenia,Yerevan,Utilities (Monthly),Mobile Phone Monthly Plan with Calls and 10GB+ Data,https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,9.13,4.6899999999999995,12.34,2363,4,2023-12-01
Armenia,Yerevan,Utilities (Monthly),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,20.43,14.56,29.62,2363,4,2023-12-01
Armenia,Yerevan,Sports And Leisure,"Fitness Club, Monthly Fee for 1 Adult",https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,74.17999999999999,37.02,197.43,2363,4,2023-12-01
Armenia,Yerevan,Sports And Leisure,Tennis Court Rent (1 Hour on Weekend),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,16.86,12.34,22.21,2363,4,2023-12-01
Armenia,Yerevan,Sports And Leisure,"Cinema, International Release, 1 Seat",https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,7.4,4.94,9.87,2363,4,2023-12-01
Armenia,Yerevan,Childcare,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,305.89,234.45,616.98,2363,4,2023-12-01
Armenia,Yerevan,Childcare,"International Primary School, Yearly for 1 Child",https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,7532.87,3701.88,18107.109999999997,2363,4,2023-12-01
Armenia,Yerevan,Clothing And Shoes,1 Pair of Jeans (Levis 501 Or Similar),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,83.57,29.62,148.08,2363,4,2023-12-01
Armenia,Yerevan,Clothing And Shoes,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,56.41,37.02,81.19,2363,4,2023-12-01
Armenia,Yerevan,Clothing And Shoes,1 Pair of Nike Running Shoes (Mid-Range),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,124.68,74.04,172.75,2363,4,2023-12-01
Armenia,Yerevan,Clothing And Shoes,1 Pair of Men Leather Business Shoes,https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,105,61.7,197.43,2363,4,2023-12-01
Armenia,Yerevan,Rent Per Month,Apartment (1 bedroom) in City Centre,https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,978.61,740.38,1480.75,2363,4,2023-12-01
Armenia,Yerevan,Rent Per Month,Apartment (1 bedroom) Outside of Centre,https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,652.69,493.58,900,2363,4,2023-12-01
Armenia,Yerevan,Rent Per Month,Apartment (3 bedrooms) in City Centre,https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,1594.3,1184.6,2467.92,2363,4,2023-12-01
Armenia,Yerevan,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,1003.7,700,1500,2363,4,2023-12-01
Armenia,Yerevan,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,2928.92,2000,4195.46,2363,4,2023-12-01
Armenia,Yerevan,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,1343.56,987.17,1727.54,2363,4,2023-12-01
Armenia,Yerevan,Salaries And Financing,Average Monthly Net Salary (After Tax),https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,565.57,NA,NA,2363,4,2023-12-01
Armenia,Yerevan,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",https://www.numbeo.com/cost-of-living/in/Yerevan?displayCurrency=USD,13.31,11,17,2363,4,2023-12-01
Georgia,Tbilisi,Restaurants,"Meal, Inexpensive Restaurant",https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,10.78,5.58,16.73,4109,6,2023-12-01
Georgia,Tbilisi,Restaurants,"Meal for 2 People, Mid-range Restaurant, Three-course",https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,40.89,26.02,65.06,4109,6,2023-12-01
Georgia,Tbilisi,Restaurants,McMeal at McDonalds (or Equivalent Combo Meal),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,8.18,7.430000000000001,9.29,4109,6,2023-12-01
Georgia,Tbilisi,Restaurants,Domestic Beer (0.5 liter draught),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,1.86,1.12,3.72,4109,6,2023-12-01
Georgia,Tbilisi,Restaurants,Imported Beer (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,3.3499999999999996,1.86,5.2,4109,6,2023-12-01
Georgia,Tbilisi,Restaurants,Cappuccino (regular),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,3.11,1.49,4.46,4109,6,2023-12-01
Georgia,Tbilisi,Restaurants,Coke/Pepsi (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,0.8300000000000001,0.56,1.86,4109,6,2023-12-01
Georgia,Tbilisi,Restaurants,Water (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,0.41,0.3,0.74,4109,6,2023-12-01
Georgia,Tbilisi,Markets,"Milk (regular), (1 liter)",https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,2.04,1.49,2.6,4109,6,2023-12-01
Georgia,Tbilisi,Markets,Loaf of Fresh White Bread (500g),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,0.7,0.45,1.49,4109,6,2023-12-01
Georgia,Tbilisi,Markets,"Rice (white), (1kg)",https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,1.99,1.02,2.97,4109,6,2023-12-01
Georgia,Tbilisi,Markets,Eggs (regular) (12),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,2.5,1.99,3.12,4109,6,2023-12-01
Georgia,Tbilisi,Markets,Local Cheese (1kg),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,8.58,4.83,16.95,4109,6,2023-12-01
Georgia,Tbilisi,Markets,Chicken Fillets (1kg),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,6.7,3.72,9.26,4109,6,2023-12-01
Georgia,Tbilisi,Markets,Beef Round (1kg) (or Equivalent Back Leg Red Meat),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,10.38,7.430000000000001,11.52,4109,6,2023-12-01
Georgia,Tbilisi,Markets,Apples (1kg),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,1.32,0.74,1.86,4109,6,2023-12-01
Georgia,Tbilisi,Markets,Banana (1kg),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,1.6900000000000002,1.26,2.23,4109,6,2023-12-01
Georgia,Tbilisi,Markets,Oranges (1kg),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,1.7,0.93,2.6,4109,6,2023-12-01
Georgia,Tbilisi,Markets,Tomato (1kg),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,1.75,0.71,2.97,4109,6,2023-12-01
Georgia,Tbilisi,Markets,Potato (1kg),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,0.77,0.37,1.12,4109,6,2023-12-01
Georgia,Tbilisi,Markets,Onion (1kg),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,0.8600000000000001,0.46,1.45,4109,6,2023-12-01
Georgia,Tbilisi,Markets,Lettuce (1 head),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,1.28,0.74,2.23,4109,6,2023-12-01
Georgia,Tbilisi,Markets,Water (1.5 liter bottle),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,0.6599999999999999,0.45,0.8600000000000001,4109,6,2023-12-01
Georgia,Tbilisi,Markets,Bottle of Wine (Mid-Range),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,7.430000000000001,4.46,11.15,4109,6,2023-12-01
Georgia,Tbilisi,Markets,Domestic Beer (0.5 liter bottle),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,1.54,1.12,2.42,4109,6,2023-12-01
Georgia,Tbilisi,Markets,Imported Beer (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,2.25,1.49,3.72,4109,6,2023-12-01
Georgia,Tbilisi,Markets,Cigarettes 20 Pack (Marlboro),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,2.97,2.79,3.72,4109,6,2023-12-01
Georgia,Tbilisi,Transportation,One-way Ticket (Local Transport),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,0.37,0.37,0.37,4109,6,2023-12-01
Georgia,Tbilisi,Transportation,Monthly Pass (Regular Price),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,14.87,11.15,14.87,4109,6,2023-12-01
Georgia,Tbilisi,Transportation,Taxi Start (Normal Tariff),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,1.49,0.93,2.23,4109,6,2023-12-01
Georgia,Tbilisi,Transportation,Taxi 1km (Normal Tariff),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,0.93,0.37,1.86,4109,6,2023-12-01
Georgia,Tbilisi,Transportation,Taxi 1hour Waiting (Normal Tariff),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,5.58,3.72,7.430000000000001,4109,6,2023-12-01
Georgia,Tbilisi,Transportation,Gasoline (1 liter),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,1.15,0.93,1.49,4109,6,2023-12-01
Georgia,Tbilisi,Transportation,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,25278.81,18587.36,30000,4109,6,2023-12-01
Georgia,Tbilisi,Transportation,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,23465.51,20446.1,30000,4109,6,2023-12-01
Georgia,Tbilisi,Utilities (Monthly),"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,67.7,42.13,114.9,4109,6,2023-12-01
Georgia,Tbilisi,Utilities (Monthly),Mobile Phone Monthly Plan with Calls and 10GB+ Data,https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,10.21,4.46,15,4109,6,2023-12-01
Georgia,Tbilisi,Utilities (Monthly),"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,18.69,13.01,27.88,4109,6,2023-12-01
Georgia,Tbilisi,Sports And Leisure,"Fitness Club, Monthly Fee for 1 Adult",https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,55.2,31.97,92.94,4109,6,2023-12-01
Georgia,Tbilisi,Sports And Leisure,Tennis Court Rent (1 Hour on Weekend),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,14.15,9.29,18.59,4109,6,2023-12-01
Georgia,Tbilisi,Sports And Leisure,"Cinema, International Release, 1 Seat",https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,6.51,5.2,7.81,4109,6,2023-12-01
Georgia,Tbilisi,Childcare,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,253.25,167.29,400,4109,6,2023-12-01
Georgia,Tbilisi,Childcare,"International Primary School, Yearly for 1 Child",https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,6352.38,2230.48,14869.89,4109,6,2023-12-01
Georgia,Tbilisi,Clothing And Shoes,1 Pair of Jeans (Levis 501 Or Similar),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,75.7,24.16,111.52,4109,6,2023-12-01
Georgia,Tbilisi,Clothing And Shoes,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,51.82,22.3,74.35,4109,6,2023-12-01
Georgia,Tbilisi,Clothing And Shoes,1 Pair of Nike Running Shoes (Mid-Range),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,124.82,74.35,185.87,4109,6,2023-12-01
Georgia,Tbilisi,Clothing And Shoes,1 Pair of Men Leather Business Shoes,https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,141.26,92.94,223.05,4109,6,2023-12-01
Georgia,Tbilisi,Rent Per Month,Apartment (1 bedroom) in City Centre,https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,824.03,600,1115.24,4109,6,2023-12-01
Georgia,Tbilisi,Rent Per Month,Apartment (1 bedroom) Outside of Centre,https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,540.37,400,743.49,4109,6,2023-12-01
Georgia,Tbilisi,Rent Per Month,Apartment (3 bedrooms) in City Centre,https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,1466.38,1000,2483.27,4109,6,2023-12-01
Georgia,Tbilisi,Rent Per Month,Apartment (3 bedrooms) Outside of Centre,https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,923.35,650,1301.12,4109,6,2023-12-01
Georgia,Tbilisi,Buy Apartment Price,Price per Square Meter to Buy Apartment in City Centre,https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,1944.92,1486.99,2602.23,4109,6,2023-12-01
Georgia,Tbilisi,Buy Apartment Price,Price per Square Meter to Buy Apartment Outside of Centre,https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,1062.11,850,1337.92,4109,6,2023-12-01
Georgia,Tbilisi,Salaries And Financing,Average Monthly Net Salary (After Tax),https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,511.08,NA,NA,4109,6,2023-12-01
Georgia,Tbilisi,Salaries And Financing,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",https://www.numbeo.com/cost-of-living/in/Tbilisi?displayCurrency=USD,11.4,7,15,4109,6,2023-12-01
Kazakhstan,Astana,Restaurants,"Meal, Inexpensive Restaurant",https://www.numbeo.com/cost-of-living/in/Astana-Nur-Sultan-Kazakhstan?displayCurrency=USD,8.05,4.35,13.05,1817,4,2023-12-01
Kazakhstan,Astana,Restaurants,"Meal for 2 People, Mid-range Restaurant, Three-course",https://www.numbeo.com/cost-of-living/in/Astana-Nur-Sultan-Kazakhstan?displayCurrency=USD,34.809999999999995,21.76,60.92,1817,4,2023-12-01
Kazakhstan,Astana,Restaurants,McMeal at McDonalds (or Equivalent Combo Meal),https://www.numbeo.com/cost-of-living/in/Astana-Nur-Sultan-Kazakhstan?displayCurrency=USD,5.87,4.79,7.619999999999999,1817,4,2023-12-01
Kazakhstan,Astana,Restaurants,Domestic Beer (0.5 liter draught),https://www.numbeo.com/cost-of-living/in/Astana-Nur-Sultan-Kazakhstan?displayCurrency=USD,1.31,0.76,3.26,1817,4,2023-12-01
Kazakhstan,Astana,Restaurants,Imported Beer (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Astana-Nur-Sultan-Kazakhstan?displayCurrency=USD,2.61,1.74,4.35,1817,4,2023-12-01
Kazakhstan,Astana,Restaurants,Cappuccino (regular),https://www.numbeo.com/cost-of-living/in/Astana-Nur-Sultan-Kazakhstan?displayCurrency=USD,2.03,1.31,3.26,1817,4,2023-12-01
Kazakhstan,Astana,Restaurants,Coke/Pepsi (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Astana-Nur-Sultan-Kazakhstan?displayCurrency=USD,0.7899999999999999,0.54,1.31,1817,4,2023-12-01
Kazakhstan,Astana,Restaurants,Water (0.33 liter bottle),https://www.numbeo.com/cost-of-living/in/Astana-Nur-Sultan-Kazakhstan?displayCurrency=USD,0.49,0.32999999999999996,0.8700000000000001,1817,4,2023-12-01
Kazakhstan,Astana,Markets,"Milk (regular), (1 liter)",https://www.numbeo.com/cost-of-living/in/Astana-Nur-Sultan-Kazakhstan?displayCurrency=USD,1.25,0.7799999999999999,1.65,1817,4,2023-12-01
