"date","type","model_name","value","period","ribbon_low","ribbon_high","interval"
"2015-01-31","Արևային էլեկտրակայաններ","Actual Data",NA,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2015-02-28","Արևային էլեկտրակայաններ","Actual Data",NA,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2015-03-31","Արևային էլեկտրակայաններ","Actual Data",NA,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2015-04-30","Արևային էլեկտրակայաններ","Actual Data",NA,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2015-05-31","Արևային էլեկտրակայաններ","Actual Data",NA,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2015-06-30","Արևային էլեկտրակայաններ","Actual Data",NA,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2015-07-31","Արևային էլեկտրակայաններ","Actual Data",NA,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2015-08-31","Արևային էլեկտրակայաններ","Actual Data",NA,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2015-09-30","Արևային էլեկտրակայաններ","Actual Data",NA,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2015-10-31","Արևային էլեկտրակայաններ","Actual Data",NA,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2015-11-30","Արևային էլեկտրակայաններ","Actual Data",NA,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2015-12-31","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2016-01-31","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2016-02-29","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2016-03-31","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2016-04-30","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2016-05-31","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2016-06-30","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2016-07-31","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2016-08-31","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2016-09-30","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2016-10-31","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2016-11-30","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2016-12-31","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2017-01-31","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2017-02-28","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2017-03-31","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2017-04-30","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2017-05-31","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2017-06-30","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2017-07-31","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2017-08-31","Արևային էլեկտրակայաններ","Actual Data",0,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2017-09-30","Արևային էլեկտրակայաններ","Actual Data",0.3,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2017-10-31","Արևային էլեկտրակայաններ","Actual Data",0.5,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2017-11-30","Արևային էլեկտրակայաններ","Actual Data",0.8,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2017-12-31","Արևային էլեկտրակայաններ","Actual Data",1,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2018-01-31","Արևային էլեկտրակայաններ","Actual Data",1.5,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2018-02-28","Արևային էլեկտրակայաններ","Actual Data",1.8,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2018-03-31","Արևային էլեկտրակայաններ","Actual Data",2.3,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2018-04-30","Արևային էլեկտրակայաններ","Actual Data",2.8,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2018-05-31","Արևային էլեկտրակայաններ","Actual Data",3.4,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2018-06-30","Արևային էլեկտրակայաններ","Actual Data",4.1,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2018-07-31","Արևային էլեկտրակայաններ","Actual Data",4.7,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2018-08-31","Արևային էլեկտրակայաններ","Actual Data",5.1,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2018-09-30","Արևային էլեկտրակայաններ","Actual Data",5.1,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2018-10-31","Արևային էլեկտրակայաններ","Actual Data",5.499999999999999,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2018-11-30","Արևային էլեկտրակայաններ","Actual Data",5.999999999999999,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2018-12-31","Արևային էլեկտրակայաններ","Actual Data",6.699999999999999,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2019-01-31","Արևային էլեկտրակայաններ","Actual Data",7.299999999999999,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2019-02-28","Արևային էլեկտրակայաններ","Actual Data",8.399999999999999,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2019-03-31","Արևային էլեկտրակայաններ","Actual Data",9.2,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2019-04-30","Արևային էլեկտրակայաններ","Actual Data",10.1,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2019-05-31","Արևային էլեկտրակայաններ","Actual Data",11,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2019-06-30","Արևային էլեկտրակայաններ","Actual Data",11.5,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2019-07-31","Արևային էլեկտրակայաններ","Actual Data",12.1,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2019-08-31","Արևային էլեկտրակայաններ","Actual Data",12.700000000000001,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2019-09-30","Արևային էլեկտրակայաններ","Actual Data",13.4,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2019-10-31","Արևային էլեկտրակայաններ","Actual Data",13.899999999999999,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2019-11-30","Արևային էլեկտրակայաններ","Actual Data",14.100000000000001,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2019-12-31","Արևային էլեկտրակայաններ","Actual Data",14.600000000000001,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2020-01-31","Արևային էլեկտրակայաններ","Actual Data",15,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2020-02-29","Արևային էլեկտրակայաններ","Actual Data",15.400000000000002,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2020-03-31","Արևային էլեկտրակայաններ","Actual Data",16.000000000000004,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2020-04-30","Արևային էլեկտրակայաններ","Actual Data",16.6,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2020-05-31","Արևային էլեկտրակայաններ","Actual Data",17.200000000000003,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2020-06-30","Արևային էլեկտրակայաններ","Actual Data",18.200000000000003,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2020-07-31","Արևային էլեկտրակայաններ","Actual Data",19.2,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2020-08-31","Արևային էլեկտրակայաններ","Actual Data",20.4,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2020-09-30","Արևային էլեկտրակայաններ","Actual Data",21.3,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2020-10-31","Արևային էլեկտրակայաններ","Actual Data",23.400000000000002,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2020-11-30","Արևային էլեկտրակայաններ","Actual Data",27.2,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2020-12-31","Արևային էլեկտրակայաններ","Actual Data",31.200000000000003,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2021-01-31","Արևային էլեկտրակայաններ","Actual Data",37.6,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2021-02-28","Արևային էլեկտրակայաններ","Actual Data",45.3,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2021-03-31","Արևային էլեկտրակայաններ","Actual Data",53.2,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2021-04-30","Արևային էլեկտրակայաններ","Actual Data",60.50000000000001,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2021-05-31","Արևային էլեկտրակայաններ","Actual Data",67.5,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2021-06-30","Արևային էլեկտրակայաններ","Actual Data",74.60000000000001,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2021-07-31","Արևային էլեկտրակայաններ","Actual Data",80.3,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2021-08-31","Արևային էլեկտրակայաններ","Actual Data",84.19999999999999,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2021-09-30","Արևային էլեկտրակայաններ","Actual Data",89.6,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2021-10-31","Արևային էլեկտրակայաններ","Actual Data",95.6,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2021-11-30","Արևային էլեկտրակայաններ","Actual Data",103.1,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2021-12-31","Արևային էլեկտրակայաններ","Actual Data",112,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2022-01-31","Արևային էլեկտրակայաններ","Actual Data",122.60000000000001,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2022-02-28","Արևային էլեկտրակայաններ","Actual Data",135.29999999999998,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2022-03-31","Արևային էլեկտրակայաններ","Actual Data",149.79999999999998,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2022-04-30","Արևային էլեկտրակայաններ","Actual Data",168.50000000000003,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2022-05-31","Արևային էլեկտրակայաններ","Actual Data",188.2,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2022-06-30","Արևային էլեկտրակայաններ","Actual Data",205.60000000000002,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2022-07-31","Արևային էլեկտրակայաններ","Actual Data",220.70000000000002,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2022-08-31","Արևային էլեկտրակայաններ","Actual Data",234.70000000000002,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2022-09-30","Արևային էլեկտրակայաններ","Actual Data",241.3,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2022-10-31","Արևային էլեկտրակայաններ","Actual Data",255.1,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2022-11-30","Արևային էլեկտրակայաններ","Actual Data",267.70000000000005,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2022-12-31","Արևային էլեկտրակայաններ","Actual Data",279.6,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-01-31","Արևային էլեկտրակայաններ","Actual Data",291.3,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-02-28","Արևային էլեկտրակայաններ","Actual Data",306.3,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-03-31","Արևային էլեկտրակայաններ","Actual Data",321.9,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-04-30","Արևային էլեկտրակայաններ","Actual Data",341.2,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-05-31","Արևային էլեկտրակայաններ","Actual Data",356.20000000000005,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-06-30","Արևային էլեկտրակայաններ","Actual Data",366.5,"Year-over-year (YoY) production values and forecast",NA,NA,0.5
"2023-07-31","Արևային էլեկտրակայաններ","Forecast auto.arima",377.1418981554942,"Year-over-year (YoY) production values and forecast",376.07853701893805,378.2052592920503,0.5
"2023-08-31","Արևային էլեկտրակայաններ","Forecast auto.arima",388.0619341127268,"Year-over-year (YoY) production values and forecast",385.53756355533193,390.5863046701217,0.5
"2023-09-30","Արևային էլեկտրակայաններ","Forecast auto.arima",397.9197595177962,"Year-over-year (YoY) production values and forecast",393.62183598899577,402.21768304659656,0.5
"2023-10-31","Արևային էլեկտրակայաններ","Forecast auto.arima",407.9591951271535,"Year-over-year (YoY) production values and forecast",401.62263995169053,414.2957503026164,0.5
"2023-11-30","Արևային էլեկտրակայաններ","Forecast auto.arima",416.90725886565315,"Year-over-year (YoY) production values and forecast",408.29769429892815,425.5168234323781,0.5
"2023-12-31","Արևային էլեկտրակայաններ","Forecast auto.arima",425.2888839201194,"Year-over-year (YoY) production values and forecast",414.1939374881475,436.38383035209137,0.5
"2024-01-31","Արևային էլեկտրակայաններ","Forecast auto.arima",432.35144003971055,"Year-over-year (YoY) production values and forecast",418.575509756465,446.12737032295615,0.5
"2024-02-29","Արևային էլեկտրակայաններ","Forecast auto.arima",438.73416657951975,"Year-over-year (YoY) production values and forecast",422.09498232379644,455.37335083524295,0.5
"2024-03-31","Արևային էլեկտրակայաններ","Forecast auto.arima",444.6626995407847,"Year-over-year (YoY) production values and forecast",424.98891939577146,464.33647968579777,0.5
"2024-04-30","Արևային էլեկտրակայաններ","Forecast auto.arima",450.172480718081,"Year-over-year (YoY) production values and forecast",427.3019332822464,473.0430281539155,0.5
"2024-05-31","Արևային էլեկտրակայաններ","Forecast auto.arima",455.05021379289843,"Year-over-year (YoY) production values and forecast",428.82856653580563,481.27186104999106,0.5
"2024-06-30","Արևային էլեկտրակայաններ","Forecast auto.arima",459.9299945846087,"Year-over-year (YoY) production values and forecast",430.2097163220501,489.65027284716746,0.5
"2024-07-31","Արևային էլեկտրակայաններ","Forecast auto.arima",465.90009676881465,"Year-over-year (YoY) production values and forecast",433.1182092291793,498.68198430845007,0.5
"2024-08-31","Արևային էլեկտրակայաններ","Forecast auto.arima",472.8199266575015,"Year-over-year (YoY) production values and forecast",436.86256636650006,508.7772869485028,0.5
"2024-09-30","Արևային էլեկտրակայաններ","Forecast auto.arima",480.939168945092,"Year-over-year (YoY) production values and forecast",441.65680737575036,520.2215305144337,0.5
"2024-10-31","Արևային էլեկտրակայաններ","Forecast auto.arima",486.87031586582975,"Year-over-year (YoY) production values and forecast",444.10457745229456,529.6360542793651,0.5
"2024-11-30","Արևային էլեկտրակայաններ","Forecast auto.arima",492.13955057749365,"Year-over-year (YoY) production values and forecast",445.73159071036974,538.5475104446177,0.5
"2024-12-31","Արևային էլեկտրակայաններ","Forecast auto.arima",496.87543905221276,"Year-over-year (YoY) production values and forecast",446.6689664890979,547.0819116153275,0.5
"2025-01-31","Արևային էլեկտրակայաններ","Forecast auto.arima",500.43325740097436,"Year-over-year (YoY) production values and forecast",446.27567199344077,554.5908428085079,0.5
"2025-02-28","Արևային էլեկտրակայաններ","Forecast auto.arima",502.0435333058545,"Year-over-year (YoY) production values and forecast",443.7862959552044,560.3007706565047,0.5
"2025-03-31","Արևային էլեկտրակայաններ","Forecast auto.arima",502.76239594162894,"Year-over-year (YoY) production values and forecast",440.26105878677754,565.2637330964802,0.5
"2025-04-30","Արևային էլեկտրակայաններ","Forecast auto.arima",501.13927861770975,"Year-over-year (YoY) production values and forecast",434.25336565318383,568.0251915822357,0.5
"2025-05-31","Արևային էլեկտրակայաններ","Forecast auto.arima",500.1609933692363,"Year-over-year (YoY) production values and forecast",428.75381619624835,571.5681705422242,0.5
"2025-06-30","Արևային էլեկտրակայաններ","Forecast auto.arima",501.0943447687268,"Year-over-year (YoY) production values and forecast",425.0327950058773,577.1558945315762,0.5
"2015-01-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2015-02-28","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2015-03-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2015-04-30","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2015-05-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2015-06-30","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2015-07-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2015-08-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2015-09-30","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2015-10-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2015-11-30","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2015-12-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2016-01-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2016-02-29","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2016-03-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2016-04-30","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2016-05-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2016-06-30","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2016-07-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2016-08-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2016-09-30","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2016-10-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2016-11-30","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2016-12-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2017-01-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2017-02-28","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2017-03-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2017-04-30","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2017-05-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2017-06-30","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2017-07-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2017-08-31","Արևային էլեկտրակայաններ","Actual Data",0,"Monthly production values and forecast",NA,NA,0.5
"2017-09-30","Արևային էլեկտրակայաններ","Actual Data",0.3,"Monthly production values and forecast",NA,NA,0.5
"2017-10-31","Արևային էլեկտրակայաններ","Actual Data",0.2,"Monthly production values and forecast",NA,NA,0.5
"2017-11-30","Արևային էլեկտրակայաններ","Actual Data",0.3,"Monthly production values and forecast",NA,NA,0.5
"2017-12-31","Արևային էլեկտրակայաններ","Actual Data",0.19999999999999996,"Monthly production values and forecast",NA,NA,0.5
"2018-01-31","Արևային էլեկտրակայաններ","Actual Data",0.5,"Monthly production values and forecast",NA,NA,0.5
"2018-02-28","Արևային էլեկտրակայաններ","Actual Data",0.30000000000000004,"Monthly production values and forecast",NA,NA,0.5
"2018-03-31","Արևային էլեկտրակայաններ","Actual Data",0.5,"Monthly production values and forecast",NA,NA,0.5
"2018-04-30","Արևային էլեկտրակայաններ","Actual Data",0.5,"Monthly production values and forecast",NA,NA,0.5
"2018-05-31","Արևային էլեկտրակայաններ","Actual Data",0.6000000000000001,"Monthly production values and forecast",NA,NA,0.5
"2018-06-30","Արևային էլեկտրակայաններ","Actual Data",0.6999999999999997,"Monthly production values and forecast",NA,NA,0.5
"2018-07-31","Արևային էլեկտրակայաններ","Actual Data",0.6000000000000005,"Monthly production values and forecast",NA,NA,0.5
"2018-08-31","Արևային էլեկտրակայաններ","Actual Data",0.39999999999999947,"Monthly production values and forecast",NA,NA,0.5
"2018-09-30","Արևային էլեկտրակայաններ","Actual Data",0.2999999999999998,"Monthly production values and forecast",NA,NA,0.5
"2018-10-31","Արևային էլեկտրակայաններ","Actual Data",0.6,"Monthly production values and forecast",NA,NA,0.5
"2018-11-30","Արևային էլեկտրակայաններ","Actual Data",0.7999999999999997,"Monthly production values and forecast",NA,NA,0.5
"2018-12-31","Արևային էլեկտրակայաններ","Actual Data",0.9000000000000001,"Monthly production values and forecast",NA,NA,0.5
"2019-01-31","Արևային էլեկտրակայաններ","Actual Data",1.0999999999999996,"Monthly production values and forecast",NA,NA,0.5
"2019-02-28","Արևային էլեկտրակայաններ","Actual Data",1.4000000000000004,"Monthly production values and forecast",NA,NA,0.5
"2019-03-31","Արևային էլեկտրակայաններ","Actual Data",1.2999999999999998,"Monthly production values and forecast",NA,NA,0.5
"2019-04-30","Արևային էլեկտրակայաններ","Actual Data",1.4000000000000004,"Monthly production values and forecast",NA,NA,0.5
"2019-05-31","Արևային էլեկտրակայաններ","Actual Data",1.5,"Monthly production values and forecast",NA,NA,0.5
"2019-06-30","Արևային էլեկտրակայաններ","Actual Data",1.1999999999999993,"Monthly production values and forecast",NA,NA,0.5
"2019-07-31","Արևային էլեկտրակայաններ","Actual Data",1.200000000000001,"Monthly production values and forecast",NA,NA,0.5
"2019-08-31","Արևային էլեկտրակայաններ","Actual Data",1,"Monthly production values and forecast",NA,NA,0.5
"2019-09-30","Արևային էլեկտրակայաններ","Actual Data",1,"Monthly production values and forecast",NA,NA,0.5
"2019-10-31","Արևային էլեկտրակայաններ","Actual Data",1.1,"Monthly production values and forecast",NA,NA,0.5
"2019-11-30","Արևային էլեկտրակայաններ","Actual Data",1,"Monthly production values and forecast",NA,NA,0.5
"2019-12-31","Արևային էլեկտրակայաններ","Actual Data",1.4,"Monthly production values and forecast",NA,NA,0.5
"2020-01-31","Արևային էլեկտրակայաններ","Actual Data",1.5,"Monthly production values and forecast",NA,NA,0.5
"2020-02-29","Արևային էլեկտրակայաններ","Actual Data",1.7999999999999998,"Monthly production values and forecast",NA,NA,0.5
"2020-03-31","Արևային էլեկտրակայաններ","Actual Data",1.9000000000000012,"Monthly production values and forecast",NA,NA,0.5
"2020-04-30","Արևային էլեկտրակայաններ","Actual Data",1.9999999999999984,"Monthly production values and forecast",NA,NA,0.5
"2020-05-31","Արևային էլեկտրակայաններ","Actual Data",2.100000000000003,"Monthly production values and forecast",NA,NA,0.5
"2020-06-30","Արևային էլեկտրակայաններ","Actual Data",2.1999999999999975,"Monthly production values and forecast",NA,NA,0.5
"2020-07-31","Արևային էլեկտրակայաններ","Actual Data",2.1999999999999993,"Monthly production values and forecast",NA,NA,0.5
"2020-08-31","Արևային էլեկտրակայաններ","Actual Data",2.1999999999999993,"Monthly production values and forecast",NA,NA,0.5
"2020-09-30","Արևային էլեկտրակայաններ","Actual Data",1.900000000000002,"Monthly production values and forecast",NA,NA,0.5
"2020-10-31","Արևային էլեկտրակայաններ","Actual Data",3.2,"Monthly production values and forecast",NA,NA,0.5
"2020-11-30","Արևային էլեկտրակայաններ","Actual Data",4.8,"Monthly production values and forecast",NA,NA,0.5
"2020-12-31","Արևային էլեկտրակայաններ","Actual Data",5.4,"Monthly production values and forecast",NA,NA,0.5
"2021-01-31","Արևային էլեկտրակայաններ","Actual Data",7.9,"Monthly production values and forecast",NA,NA,0.5
"2021-02-28","Արևային էլեկտրակայաններ","Actual Data",9.5,"Monthly production values and forecast",NA,NA,0.5
"2021-03-31","Արևային էլեկտրակայաններ","Actual Data",9.8,"Monthly production values and forecast",NA,NA,0.5
"2021-04-30","Արևային էլեկտրակայաններ","Actual Data",9.300000000000004,"Monthly production values and forecast",NA,NA,0.5
"2021-05-31","Արևային էլեկտրակայաններ","Actual Data",9.099999999999994,"Monthly production values and forecast",NA,NA,0.5
"2021-06-30","Արևային էլեկտրակայաններ","Actual Data",9.299999999999995,"Monthly production values and forecast",NA,NA,0.5
"2021-07-31","Արևային էլեկտրակայաններ","Actual Data",7.900000000000006,"Monthly production values and forecast",NA,NA,0.5
"2021-08-31","Արևային էլեկտրակայաններ","Actual Data",6.099999999999994,"Monthly production values and forecast",NA,NA,0.5
"2021-09-30","Արևային էլեկտրակայաններ","Actual Data",7.299999999999997,"Monthly production values and forecast",NA,NA,0.5
"2021-10-31","Արևային էլեկտրակայաններ","Actual Data",9.2,"Monthly production values and forecast",NA,NA,0.5
"2021-11-30","Արևային էլեկտրակայաններ","Actual Data",12.3,"Monthly production values and forecast",NA,NA,0.5
"2021-12-31","Արևային էլեկտրակայաններ","Actual Data",14.300000000000011,"Monthly production values and forecast",NA,NA,0.5
"2022-01-31","Արևային էլեկտրակայաններ","Actual Data",18.5,"Monthly production values and forecast",NA,NA,0.5
"2022-02-28","Արևային էլեկտրակայաններ","Actual Data",22.19999999999999,"Monthly production values and forecast",NA,NA,0.5
"2022-03-31","Արևային էլեկտրակայաններ","Actual Data",24.299999999999997,"Monthly production values and forecast",NA,NA,0.5
"2022-04-30","Արևային էլեկտրակայաններ","Actual Data",28.000000000000018,"Monthly production values and forecast",NA,NA,0.5
"2022-05-31","Արևային էլեկտրակայաններ","Actual Data",28.799999999999983,"Monthly production values and forecast",NA,NA,0.5
"2022-06-30","Արևային էլեկտրակայաններ","Actual Data",26.700000000000017,"Monthly production values and forecast",NA,NA,0.5
"2022-07-31","Արևային էլեկտրակայաններ","Actual Data",23,"Monthly production values and forecast",NA,NA,0.5
"2022-08-31","Արևային էլեկտրակայաններ","Actual Data",20.09999999999999,"Monthly production values and forecast",NA,NA,0.5
"2022-09-30","Արևային էլեկտրակայաններ","Actual Data",13.900000000000006,"Monthly production values and forecast",NA,NA,0.5
"2022-10-31","Արևային էլեկտրակայաններ","Actual Data",23,"Monthly production values and forecast",NA,NA,0.5
"2022-11-30","Արևային էլեկտրակայաններ","Actual Data",24.90000000000001,"Monthly production values and forecast",NA,NA,0.5
"2022-12-31","Արևային էլեկտրակայաններ","Actual Data",26.19999999999999,"Monthly production values and forecast",NA,NA,0.5
"2023-01-31","Արևային էլեկտրակայաններ","Actual Data",30.200000000000003,"Monthly production values and forecast",NA,NA,0.5
