country,year,month,export,import_origin,import_consignment,date,country_region
Afghanistan,2023,1,0,0.03965,0,2023-01-01,Other countries
Afghanistan,2023,3,0,0.518,0,2023-03-01,Other countries
Afghanistan,2023,5,0,1.2,0,2023-05-01,Other countries
Afghanistan,2023,6,0,0.40702,0,2023-06-01,Other countries
Afghanistan,2023,8,0,73.83246,116.14568,2023-08-01,Other countries
Afghanistan,2023,9,0,0.77629,0,2023-09-01,Other countries
Afghanistan,2023,10,0,0.36034,0,2023-10-01,Other countries
Afghanistan,2023,11,0,4.76465,0,2023-11-01,Other countries
Afghanistan,2022,2,0,0,5.5,2022-02-01,Other countries
Afghanistan,2022,4,111.8,0,0,2022-04-01,Other countries
Afghanistan,2022,6,28.2225,0,0,2022-06-01,Other countries
Afghanistan,2022,7,0,0,0.0225,2022-07-01,Other countries
Afghanistan,2022,9,0,0.06966,11.5,2022-09-01,Other countries
Afghanistan,2022,10,220.9,1.78025,0,2022-10-01,Other countries
Afghanistan,2022,11,0,0.03095,0,2022-11-01,Other countries
Afghanistan,2022,12,0,0.92678,0,2022-12-01,Other countries
Afghanistan,2021,1,7.475,0,0,2021-01-01,Other countries
Afghanistan,2021,2,8.15092,0,0,2021-02-01,Other countries
Afghanistan,2021,3,0,0.52,0,2021-03-01,Other countries
Afghanistan,2021,4,0,1.56112,0,2021-04-01,Other countries
Afghanistan,2021,5,0,2.36702,0,2021-05-01,Other countries
Afghanistan,2021,6,0,0.78,0,2021-06-01,Other countries
Afghanistan,2021,7,106.125,0,0,2021-07-01,Other countries
Afghanistan,2021,8,270.0385,0.52,0,2021-08-01,Other countries
Afghanistan,2021,10,342.495,0,332.4,2021-10-01,Other countries
Afghanistan,2021,11,115.5,0.8,0,2021-11-01,Other countries
Afghanistan,2021,12,96,8.20001,0,2021-12-01,Other countries
Afghanistan,2020,3,0,0.22644,0.2124,2020-03-01,Other countries
Afghanistan,2020,4,333.42,0,0,2020-04-01,Other countries
Afghanistan,2020,5,0,0.06821,0,2020-05-01,Other countries
Afghanistan,2020,7,573.425,0,0,2020-07-01,Other countries
Afghanistan,2020,8,210.6,0,0,2020-08-01,Other countries
Afghanistan,2020,9,196.5631,0,0,2020-09-01,Other countries
Afghanistan,2020,10,1081.773,0,0,2020-10-01,Other countries
Afghanistan,2020,11,123.075,0,0,2020-11-01,Other countries
Afghanistan,2020,12,807.17004,0,0,2020-12-01,Other countries
Albania,2023,1,0,83.61839,0,2023-01-01,Other countries
Albania,2023,2,0,184.88797,0,2023-02-01,Other countries
Albania,2023,3,0,127.91633,0,2023-03-01,Other countries
Albania,2023,4,0,235.14093,0,2023-04-01,Other countries
Albania,2023,5,0,91.73483,0,2023-05-01,Other countries
Albania,2023,6,0,13.23325,0,2023-06-01,Other countries
Albania,2023,7,5.79,169.67278,0,2023-07-01,Other countries
Albania,2023,8,0,121.00043,0,2023-08-01,Other countries
Albania,2023,9,0,18.81919,0,2023-09-01,Other countries
Albania,2023,10,0,36.0002,0.16206,2023-10-01,Other countries
Albania,2023,11,0,52.43508,0,2023-11-01,Other countries
Albania,2023,12,0,203.56547,0,2023-12-01,Other countries
Albania,2022,1,0,56.46217,0,2022-01-01,Other countries
Albania,2022,2,0,334.76202,0,2022-02-01,Other countries
Albania,2022,3,0,174.16458,0,2022-03-01,Other countries
Albania,2022,4,0,32.31137,0,2022-04-01,Other countries
Albania,2022,5,0,47.9253,0,2022-05-01,Other countries
Albania,2022,6,0,14.91851,7.45235,2022-06-01,Other countries
Albania,2022,7,0,204.09252,0,2022-07-01,Other countries
Albania,2022,8,0,131.07138,0,2022-08-01,Other countries
Albania,2022,9,129.03368,79.11538,0,2022-09-01,Other countries
Albania,2022,10,0,86.93843,0,2022-10-01,Other countries
Albania,2022,11,0,98.55052,13.69534,2022-11-01,Other countries
Albania,2022,12,0,173.90461,0,2022-12-01,Other countries
Albania,2021,1,0,199.90166,0,2021-01-01,Other countries
Albania,2021,2,0,116.06631,0,2021-02-01,Other countries
Albania,2021,3,0,333.09377,0,2021-03-01,Other countries
Albania,2021,4,0,53.47529,0,2021-04-01,Other countries
Albania,2021,5,0,91.46824,0,2021-05-01,Other countries
Albania,2021,6,0,258.3903,0,2021-06-01,Other countries
Albania,2021,7,0,78.40254,0,2021-07-01,Other countries
Albania,2021,8,0.47149,109.53151,0,2021-08-01,Other countries
Albania,2021,9,0,84.47059,0,2021-09-01,Other countries
Albania,2021,10,0,40.82241,0.09469,2021-10-01,Other countries
Albania,2021,11,0,54.81021,0,2021-11-01,Other countries
Albania,2021,12,0,175.39987,0,2021-12-01,Other countries
Albania,2020,1,0,52.23723,35.72968,2020-01-01,Other countries
Albania,2020,2,0,285.83357,171.73704,2020-02-01,Other countries
Albania,2020,3,0,171.95172,0,2020-03-01,Other countries
Albania,2020,4,0,132.83058,0,2020-04-01,Other countries
Albania,2020,5,0,3.16628,0,2020-05-01,Other countries
Albania,2020,6,0,40.05733,0,2020-06-01,Other countries
Albania,2020,7,0,4.78785,0,2020-07-01,Other countries
Albania,2020,8,0,321.36057,0,2020-08-01,Other countries
Albania,2020,9,0.7458,71.65723,0,2020-09-01,Other countries
Albania,2020,10,0,49.95077,0,2020-10-01,Other countries
Albania,2020,11,0,25.59124,0,2020-11-01,Other countries
Albania,2020,12,0,24.90345,0,2020-12-01,Other countries
Algeria,2023,3,0,38.2034,0,2023-03-01,Other countries
Algeria,2023,5,0,2.60373,0,2023-05-01,Other countries
Algeria,2023,7,0,0.08055,0,2023-07-01,Other countries
Algeria,2023,8,0,0.15359,0,2023-08-01,Other countries
Algeria,2023,11,0,43.16264,0,2023-11-01,Other countries
Algeria,2022,4,0,25.43123,0,2022-04-01,Other countries
Algeria,2022,5,0,72.024,0,2022-05-01,Other countries
Algeria,2022,7,0,27.43586,0,2022-07-01,Other countries
Algeria,2022,8,0,56.0921,0,2022-08-01,Other countries
Algeria,2022,11,0,1.65172,0,2022-11-01,Other countries
Algeria,2021,7,9.11,0,0,2021-07-01,Other countries
Algeria,2020,5,0,0.48114,0,2020-05-01,Other countries
Algeria,2020,8,0,0.24548,0,2020-08-01,Other countries
American Saoma,2021,1,0,4.29012,0,2021-01-01,Other countries
American Saoma,2021,8,0,0.03361,0,2021-08-01,Other countries
American Saoma,2021,12,0,1.12798,0,2021-12-01,Other countries
American Saoma,2020,1,0,0.37252,0,2020-01-01,Other countries
American Saoma,2020,5,0,0.00494,0,2020-05-01,Other countries
American Saoma,2020,6,0,0.00147,0,2020-06-01,Other countries
Andorra,2023,1,0,27.195,0,2023-01-01,Other countries
Andorra,2023,3,0,1.32489,0,2023-03-01,Other countries
Andorra,2023,4,0,5.46876,0,2023-04-01,Other countries
Andorra,2023,7,0,0.75345,0,2023-07-01,Other countries
Andorra,2023,8,0,0.0991,0,2023-08-01,Other countries
Andorra,2023,11,0,3.9054,0,2023-11-01,Other countries
Andorra,2023,12,0,0.08754,70.8,2023-12-01,Other countries
Andorra,2022,1,0,1.02995,0,2022-01-01,Other countries
Andorra,2022,2,0,0.73603,0,2022-02-01,Other countries
Andorra,2022,5,0,2.20972,0,2022-05-01,Other countries
Andorra,2022,6,0,0.55279,0,2022-06-01,Other countries
Andorra,2022,11,0,0.05138,0,2022-11-01,Other countries
Andorra,2021,1,0,0.26037,0,2021-01-01,Other countries
Andorra,2021,3,0,0.00577,0,2021-03-01,Other countries
Andorra,2020,1,0,2.22248,0,2020-01-01,Other countries
Andorra,2020,2,0,0.02141,0,2020-02-01,Other countries
Andorra,2020,7,0,0.06137,0,2020-07-01,Other countries
Andorra,2020,8,0,0.12925,0,2020-08-01,Other countries
Andorra,2020,10,0,0.01498,0,2020-10-01,Other countries
Angola,2023,1,0,0.27753,0,2023-01-01,Other countries
Angola,2023,5,0,2684.16219,0,2023-05-01,Other countries
Angola,2023,10,0,709.686,0,2023-10-01,Other countries
Angola,2022,8,0,2645.08169,0,2022-08-01,Other countries
Angola,2022,10,0,3386.45342,0,2022-10-01,Other countries
Angola,2020,9,0,0,0.22,2020-09-01,Other countries
Angola,2020,12,0.001,0,0,2020-12-01,Other countries
Antigua and Barbuda,2022,9,0,0.00619,0,2022-09-01,Other countries
Antigua and Barbuda,2021,6,0,0.20283,0,2021-06-01,Other countries
Antigua and Barbuda,2021,10,0,0.95881,0,2021-10-01,Other countries
Argentina,2023,1,0,150.30918,138.43,2023-01-01,Other countries
Argentina,2023,2,0,17.13129,2.85992,2023-02-01,Other countries
Argentina,2023,3,0,409.11954,138.43,2023-03-01,Other countries
Argentina,2023,4,0,202.11395,0,2023-04-01,Other countries
Argentina,2023,5,0.362,503.46732,135.36801,2023-05-01,Other countries
Argentina,2023,6,0,34.48702,0,2023-06-01,Other countries
Argentina,2023,7,0,115.66604,5.2596,2023-07-01,Other countries
Argentina,2023,8,0.6,740.66807,340.80745,2023-08-01,Other countries
Argentina,2023,9,20.2372,763.26977,3.55601,2023-09-01,Other countries
Argentina,2023,10,0,374.46752,0,2023-10-01,Other countries
Argentina,2023,11,0,4546.79994,3733.22618,2023-11-01,Other countries
Argentina,2023,12,0,88.618,3.02477,2023-12-01,Other countries
Argentina,2022,1,0,1703.96741,0.002,2022-01-01,Other countries
Argentina,2022,2,0,727.03578,159.02806,2022-02-01,Other countries
Argentina,2022,3,18.97872,654.92984,5.0169,2022-03-01,Other countries
Argentina,2022,4,0,8.97623,0,2022-04-01,Other countries
Argentina,2022,5,0,623.11956,19.29509,2022-05-01,Other countries
Argentina,2022,6,0,237.51865,2.74215,2022-06-01,Other countries
Argentina,2022,7,0,633.27027,185.97854,2022-07-01,Other countries
Argentina,2022,8,0,698.2488,240.18758,2022-08-01,Other countries
Argentina,2022,9,0,1398.03716,44.53276,2022-09-01,Other countries
Argentina,2022,10,0,99.10957,15.52793,2022-10-01,Other countries
Argentina,2022,11,0.1,952.53716,924.75814,2022-11-01,Other countries
Argentina,2022,12,0,238.59829,137.70825,2022-12-01,Other countries
Argentina,2021,1,1.891,1286.40677,1270.72498,2021-01-01,Other countries
Argentina,2021,2,14.24701,23.16342,14.74215,2021-02-01,Other countries
Argentina,2021,3,0,46.99829,0,2021-03-01,Other countries
Argentina,2021,4,0,40.09292,2.791,2021-04-01,Other countries
Argentina,2021,5,0,17.55217,6.06151,2021-05-01,Other countries
Argentina,2021,6,0,155.07495,126.96861,2021-06-01,Other countries
Argentina,2021,7,0,39.37014,25.0625,2021-07-01,Other countries
Argentina,2021,8,11.5064,288.61979,14.47426,2021-08-01,Other countries
Argentina,2021,9,0,2132.33062,1423.09329,2021-09-01,Other countries
Argentina,2021,10,0,434.96968,9.06016,2021-10-01,Other countries
Argentina,2021,11,1.167,132.05752,75.6138,2021-11-01,Other countries
Argentina,2021,12,0,76.04837,2.4715,2021-12-01,Other countries
Argentina,2020,1,0,161.59243,3.33444,2020-01-01,Other countries
Argentina,2020,2,62.37936,3703.19927,3699.72544,2020-02-01,Other countries
Argentina,2020,3,0,941.45801,932.93319,2020-03-01,Other countries
Argentina,2020,4,0,285.95983,0,2020-04-01,Other countries
Argentina,2020,5,0,1030.96419,1260.9901,2020-05-01,Other countries
Argentina,2020,6,0,1567.9348,1516.90586,2020-06-01,Other countries
Argentina,2020,7,0.44738,1991.80793,1780.04691,2020-07-01,Other countries
Argentina,2020,8,0.02,83.45531,0.09258,2020-08-01,Other countries
Argentina,2020,9,0,72.71214,17.42353,2020-09-01,Other countries
Argentina,2020,10,0,67.76528,38.71983,2020-10-01,Other countries
Argentina,2020,11,0,1831.09749,1826.20191,2020-11-01,Other countries
Argentina,2020,12,0.02602,316.56196,0,2020-12-01,Other countries
Australia,2023,1,0.868,335.23708,133.30596,2023-01-01,Other countries
Australia,2023,2,0,127.49988,148.5498,2023-02-01,Other countries
Australia,2023,3,18.6119,171.49156,36.09099,2023-03-01,Other countries
Australia,2023,4,34.90624,134.03749,110.88254,2023-04-01,Other countries
Australia,2023,5,5.797,339.86606,91.07708,2023-05-01,Other countries
Australia,2023,6,48.15586,385.57236,128.47262,2023-06-01,Other countries
Australia,2023,7,1.913,203.85912,119.54492,2023-07-01,Other countries
Australia,2023,8,1.507,164.29882,48.57648,2023-08-01,Other countries
Australia,2023,9,14.0385,338.1831,35.0824,2023-09-01,Other countries
Australia,2023,10,57.45084,468.99831,9.7214,2023-10-01,Other countries
Australia,2023,11,13.645,372.29694,103.28169,2023-11-01,Other countries
Australia,2023,12,17.686,277.90434,22.75656,2023-12-01,Other countries
Australia,2022,1,40.98976,531.63471,444.36837,2022-01-01,Other countries
Australia,2022,2,43.6292,163.35515,124.34531,2022-02-01,Other countries
Australia,2022,3,29.87891,70.24546,40.53302,2022-03-01,Other countries
Australia,2022,4,28.44042,126.60515,44.87196,2022-04-01,Other countries
Australia,2022,5,80.0151,524.84483,466.94774,2022-05-01,Other countries
Australia,2022,6,4.73534,1151.89037,870.76285,2022-06-01,Other countries
Australia,2022,7,2.31394,309.33001,298.34782,2022-07-01,Other countries
Australia,2022,8,5.255,516.5399,425.34069,2022-08-01,Other countries
Australia,2022,9,12.42656,283.10604,146.87478,2022-09-01,Other countries
Australia,2022,10,23.64272,966.15039,970.36575,2022-10-01,Other countries
Australia,2022,11,68.8253,1022.10863,357.33969,2022-11-01,Other countries
Australia,2022,12,4.50601,323.13733,260.63245,2022-12-01,Other countries
Australia,2021,1,0.3,139.6015,129.29628,2021-01-01,Other countries
Australia,2021,2,7.312,282.27935,176.06806,2021-02-01,Other countries
Australia,2021,3,58.76367,270.22265,298.65763,2021-03-01,Other countries
Australia,2021,4,81.19415,460.91144,422.13566,2021-04-01,Other countries
Australia,2021,5,1.3618,430.18672,378.97837,2021-05-01,Other countries
Australia,2021,6,21.27793,216.9576,21.61597,2021-06-01,Other countries
Australia,2021,7,1011.7764,173.4019,125.17166,2021-07-01,Other countries
Australia,2021,8,20.28183,82.28973,22.62483,2021-08-01,Other countries
Australia,2021,9,2.05966,330.0482,199.38578,2021-09-01,Other countries
Australia,2021,10,28.38358,318.85188,154.07012,2021-10-01,Other countries
Australia,2021,11,17.7672,340.35083,99.17118,2021-11-01,Other countries
Australia,2021,12,32.91306,2906.90918,63.47825,2021-12-01,Other countries
Australia,2020,1,7.17445,203.97899,211.01787,2020-01-01,Other countries
Australia,2020,2,0.95,89.30019,44.1048,2020-02-01,Other countries
Australia,2020,3,87.98715,120.62709,99.19064,2020-03-01,Other countries
Australia,2020,4,0,46.10832,66.0362,2020-04-01,Other countries
Australia,2020,5,12.95383,490.91381,498.59127,2020-05-01,Other countries
Australia,2020,6,0.61979,59.98802,16.79937,2020-06-01,Other countries
Australia,2020,7,1.33316,227.71554,147.52832,2020-07-01,Other countries
Australia,2020,8,1.1195,146.09457,72.5725,2020-08-01,Other countries
Australia,2020,9,1.7155,431.10526,282.71401,2020-09-01,Other countries
Australia,2020,10,16.0462,194.31214,180.36294,2020-10-01,Other countries
Australia,2020,11,58.83725,171.63034,123.37405,2020-11-01,Other countries
Australia,2020,12,1.9132,848.25056,857.95895,2020-12-01,Other countries
Austria,2023,1,103.98393,9186.28251,2996.27432,2023-01-01,EU
Austria,2023,2,4.45628,8506.53012,3941.76623,2023-02-01,EU
Austria,2023,3,1.152,8328.97264,4930.15644,2023-03-01,EU
Austria,2023,4,149.22153,5146.45334,5823.17602,2023-04-01,EU
Austria,2023,5,4.65997,7718.51923,8387.30663,2023-05-01,EU
Austria,2023,6,568.29542,6966.23316,9227.27009,2023-06-01,EU
Austria,2023,7,33.65975,8199.91281,8384.53882,2023-07-01,EU
Austria,2023,8,9.17732,5458.70715,4336.13208,2023-08-01,EU
Austria,2023,9,4.23598,5505.21759,4018.60325,2023-09-01,EU
Austria,2023,10,10.73737,6000.16413,5427.70998,2023-10-01,EU
Austria,2023,11,151.38906,5037.88866,6829.21475,2023-11-01,EU
Austria,2023,12,211.20203,5244.08479,6256.55288,2023-12-01,EU
Austria,2022,1,245.80424,2488.5456,2893.1342,2022-01-01,EU
Austria,2022,2,15.01589,1229.00094,1437.48565,2022-02-01,EU
Austria,2022,3,13.43406,1280.66185,2281.94064,2022-03-01,EU
Austria,2022,4,93.34726,2340.75586,1342.80426,2022-04-01,EU
Austria,2022,5,277.89631,2667.46488,2116.80094,2022-05-01,EU
Austria,2022,6,9.80181,1449.78302,2673.3278,2022-06-01,EU
Austria,2022,7,36.57281,2434.73635,2139.44914,2022-07-01,EU
Austria,2022,8,15.35644,7350.83467,5938.68596,2022-08-01,EU
Austria,2022,9,219.52668,7518.56679,4546.13598,2022-09-01,EU
Austria,2022,10,585.27618,4529.72907,3110.33492,2022-10-01,EU
Austria,2022,11,127.75448,5327.26347,3721.78998,2022-11-01,EU
Austria,2022,12,256.65164,5539.2925,2600.18697,2022-12-01,EU
Austria,2021,1,0,1286.6599,1133.93572,2021-01-01,EU
Austria,2021,2,14.09563,1605.67803,1997.46799,2021-02-01,EU
Austria,2021,3,1.20957,1927.5473,2140.15419,2021-03-01,EU
Austria,2021,4,78.29548,1709.95869,2519.30504,2021-04-01,EU
Austria,2021,5,204.95118,2470.37598,2009.41896,2021-05-01,EU
Austria,2021,6,300.53451,1837.59763,1515.42686,2021-06-01,EU
Austria,2021,7,139.73304,2293.53199,1548.01256,2021-07-01,EU
Austria,2021,8,86.127,2486.41849,2229.86709,2021-08-01,EU
Austria,2021,9,20.69816,1922.95186,936.18457,2021-09-01,EU
Austria,2021,10,152.39695,1840.17241,2141.65544,2021-10-01,EU
Austria,2021,11,718.92873,1856.82265,2540.4022,2021-11-01,EU
Austria,2021,12,285.63224,1864.97433,2171.31061,2021-12-01,EU
Austria,2020,1,188.22326,951.42965,1215.09082,2020-01-01,EU
Austria,2020,2,120.02951,3407.01274,3638.24379,2020-02-01,EU
Austria,2020,3,413.78502,3682.01239,3564.16723,2020-03-01,EU
Austria,2020,4,486.769,2103.53283,1171.888,2020-04-01,EU
Austria,2020,5,470.5884,1197.99738,1166.96123,2020-05-01,EU
Austria,2020,6,489.34957000000003,1688.82591,4397.55608,2020-06-01,EU
Austria,2020,7,443.0219,1748.37587,2017.4921,2020-07-01,EU
Austria,2020,8,308.60509,1439.21369,2535.39042,2020-08-01,EU
Austria,2020,9,300.2524,1274.31086,956.94757,2020-09-01,EU
Austria,2020,10,32.28076,2015.51207,1877.79873,2020-10-01,EU
Austria,2020,11,445.72882,1491.85666,1064.50918,2020-11-01,EU
Austria,2020,12,151.68819,2807.96629,3430.87411,2020-12-01,EU
Bahamas,2023,4,0,0.9867,0,2023-04-01,Other countries
Bahamas,2023,5,0,0.77403,0,2023-05-01,Other countries
Bahamas,2023,6,0,1.08017,0,2023-06-01,Other countries
Bahamas,2023,7,0,0.83223,0,2023-07-01,Other countries
Bahamas,2023,8,0,3.39186,0,2023-08-01,Other countries
Bahamas,2023,11,0,3.5225,0,2023-11-01,Other countries
Bahamas,2022,6,0,0.61128,0,2022-06-01,Other countries
Bahamas,2022,7,0,0.10188,0,2022-07-01,Other countries
Bahamas,2022,9,0,1.16923,0,2022-09-01,Other countries
Bahamas,2022,10,0,0.44256,0,2022-10-01,Other countries
Bahamas,2022,11,0,0.88512,0,2022-11-01,Other countries
Bahamas,2022,12,0,2.68498,0,2022-12-01,Other countries
Bahamas,2021,7,0,0.11875,0,2021-07-01,Other countries
Bahamas,2021,10,0,0.8019,0,2021-10-01,Other countries
Bahamas,2021,11,0,0.57473,0,2021-11-01,Other countries
Bahrain,2023,1,0,0,107.7,2023-01-01,Middle East
Bahrain,2023,2,2.57362,0.77658,0,2023-02-01,Middle East
Bahrain,2023,3,10.52877,0.474,0,2023-03-01,Middle East
Bahrain,2023,4,5.5496,0,0,2023-04-01,Middle East
Bahrain,2023,5,3.69029,0.35602,0,2023-05-01,Middle East
Bahrain,2023,6,7.34575,2.92726,2.51988,2023-06-01,Middle East
Bahrain,2023,7,1.96885,0,0.68282,2023-07-01,Middle East
Bahrain,2023,8,0,1.13045,0,2023-08-01,Middle East
Bahrain,2023,10,0,0.89849,0,2023-10-01,Middle East
Bahrain,2023,11,3.5398,0,0,2023-11-01,Middle East
Bahrain,2023,12,15.55996,0.33752,0,2023-12-01,Middle East
Bahrain,2022,2,1.7,0,0,2022-02-01,Middle East
Bahrain,2022,4,0,12.79668,11.78295,2022-04-01,Middle East
Bahrain,2022,6,0,0.65762,0,2022-06-01,Middle East
Bahrain,2022,7,44.38614,0.42,0,2022-07-01,Middle East
Bahrain,2022,8,4.42976,2.56638,0,2022-08-01,Middle East
Bahrain,2022,9,5.5923,14.91767,14.61767,2022-09-01,Middle East
Bahrain,2022,10,6.90882,2.22459,0,2022-10-01,Middle East
Bahrain,2022,11,3.98653,56.20723,250.12957,2022-11-01,Middle East
Bahrain,2022,12,3.74951,0.74676,0.38699,2022-12-01,Middle East
Bahrain,2021,1,0,0.13223,1.81394,2021-01-01,Middle East
Bahrain,2021,3,0,0.3216,0.012,2021-03-01,Middle East
Bahrain,2021,4,0,1.45805,0.2661,2021-04-01,Middle East
Bahrain,2021,5,0,1.46305,0,2021-05-01,Middle East
Bahrain,2021,7,0,0.52244,0,2021-07-01,Middle East
Bahrain,2021,8,0,14.71888,0,2021-08-01,Middle East
Bahrain,2021,10,0,0.80798,0,2021-10-01,Middle East
Bahrain,2021,12,0.07543,0.0114,0.2335,2021-12-01,Middle East
Bahrain,2020,1,0,0,0.2204,2020-01-01,Middle East
Bahrain,2020,2,6,0.59162,0.1,2020-02-01,Middle East
Bahrain,2020,3,0,0.28974,0.16694,2020-03-01,Middle East
Bahrain,2020,4,0,0,6.35007,2020-04-01,Middle East
Bahrain,2020,6,0,0.3721,9.28342,2020-06-01,Middle East
Bahrain,2020,7,0.00822,0.88458,0.6,2020-07-01,Middle East
Bahrain,2020,8,0,0.336,0.31301,2020-08-01,Middle East
Bahrain,2020,9,24.2774,0.43364,0,2020-09-01,Middle East
Bahrain,2020,10,24.25,1.57934,24.3,2020-10-01,Middle East
Bahrain,2020,11,0,0.469,0,2020-11-01,Middle East
Bahrain,2020,12,42,2.55264,0.38715,2020-12-01,Middle East
Bangladesh,2023,1,0,1720.00808,3.865,2023-01-01,Other countries
Bangladesh,2023,2,0,1696.25868,23.83513,2023-02-01,Other countries
Bangladesh,2023,3,0,2659.06395,13.83743,2023-03-01,Other countries
Bangladesh,2023,4,0,2755.06315,0,2023-04-01,Other countries
Bangladesh,2023,5,0,2855.63153,16.60001,2023-05-01,Other countries
Bangladesh,2023,6,0,1963.34458,11.15448,2023-06-01,Other countries
Bangladesh,2023,7,0,2009.87001,0,2023-07-01,Other countries
Bangladesh,2023,8,0,2639.1172,2.77868,2023-08-01,Other countries
Bangladesh,2023,9,0,2564.39728,169.45479,2023-09-01,Other countries
Bangladesh,2023,10,0,2950.99058,8.45,2023-10-01,Other countries
Bangladesh,2023,11,0,2147.41272,1.17286,2023-11-01,Other countries
Bangladesh,2023,12,0,2274.34487,0,2023-12-01,Other countries
Bangladesh,2022,1,0,1170.61609,108.62337,2022-01-01,Other countries
Bangladesh,2022,2,0.3,1336.31555,71.35979,2022-02-01,Other countries
Bangladesh,2022,3,0,1501.51437,2.26483,2022-03-01,Other countries
Bangladesh,2022,4,0,1312.43384,0,2022-04-01,Other countries
Bangladesh,2022,5,0,1312.1778,0.0885,2022-05-01,Other countries
Bangladesh,2022,6,0,1403.79002,45.81824,2022-06-01,Other countries
Bangladesh,2022,7,0,1591.98471,8.19401,2022-07-01,Other countries
Bangladesh,2022,8,0,2069.89192,0.07,2022-08-01,Other countries
Bangladesh,2022,9,0,2501.40223,62.04305,2022-09-01,Other countries
Bangladesh,2022,10,0,1678.95697,53.84408,2022-10-01,Other countries
Bangladesh,2022,11,0,1724.61155,5.21381,2022-11-01,Other countries
Bangladesh,2022,12,0,1835.5391299999999,0.004,2022-12-01,Other countries
Bangladesh,2021,1,0,965.50487,516.384,2021-01-01,Other countries
Bangladesh,2021,2,0,1040.35422,23.78934,2021-02-01,Other countries
Bangladesh,2021,3,0,1330.40228,49.65811,2021-03-01,Other countries
Bangladesh,2021,4,0,1074.20341,31.16668,2021-04-01,Other countries
Bangladesh,2021,5,0,990.9414,1.25283,2021-05-01,Other countries
Bangladesh,2021,6,0.1,1280.53487,10.46666,2021-06-01,Other countries
Bangladesh,2021,7,0,1312.97035,9.51517,2021-07-01,Other countries
Bangladesh,2021,8,0,2207.97917,49.94459,2021-08-01,Other countries
Bangladesh,2021,9,0,1968.02236,22.60091,2021-09-01,Other countries
Bangladesh,2021,10,0.52001,1521.23447,0,2021-10-01,Other countries
Bangladesh,2021,11,0,1579.87463,0,2021-11-01,Other countries
Bangladesh,2021,12,0,1526.85566,1.2663,2021-12-01,Other countries
Bangladesh,2020,1,0,632.76066,12.52416,2020-01-01,Other countries
Bangladesh,2020,2,0.008,1025.97062,0.0105,2020-02-01,Other countries
Bangladesh,2020,3,0,872.45741,1.07505,2020-03-01,Other countries
Bangladesh,2020,4,0,1135.4487,968.37778,2020-04-01,Other countries
Bangladesh,2020,5,0,206.2036,5.34183,2020-05-01,Other countries
Bangladesh,2020,6,0,2647.40419,1932.87319,2020-06-01,Other countries
Bangladesh,2020,7,0,592.89437,13.89014,2020-07-01,Other countries
Bangladesh,2020,8,0,860.61395,3.396,2020-08-01,Other countries
Bangladesh,2020,9,0.715,1068.99638,0,2020-09-01,Other countries
Bangladesh,2020,10,0,940.30067,78.17147,2020-10-01,Other countries
Bangladesh,2020,11,0,739.53433,42.44269,2020-11-01,Other countries
Bangladesh,2020,12,0,1366.43422,41.35597,2020-12-01,Other countries
Barbados,2023,2,0,0.48503,0.48503,2023-02-01,Other countries
Barbados,2023,3,0,15.82292,15.82292,2023-03-01,Other countries
Barbados,2023,4,0,8.1761,8.1761,2023-04-01,Other countries
Barbados,2023,5,0,0.15659,0,2023-05-01,Other countries
Barbados,2023,6,0,11.21838,11.21838,2023-06-01,Other countries
Barbados,2023,8,0,13.58035,13.3263,2023-08-01,Other countries
Barbados,2023,9,0,7.35,0,2023-09-01,Other countries
Barbados,2023,10,0,0.24734,0,2023-10-01,Other countries
Barbados,2023,11,0,11.65515,11.65515,2023-11-01,Other countries
Barbados,2022,4,0,18.33749,18.33749,2022-04-01,Other countries
Barbados,2022,6,0,0.0078,0,2022-06-01,Other countries
Barbados,2022,7,0,6.2364,6.2364,2022-07-01,Other countries
Barbados,2022,9,0,5.0275,5.0275,2022-09-01,Other countries
Barbados,2022,10,0,15.6366,15.6366,2022-10-01,Other countries
Barbados,2022,11,0,6.68567,6.67459,2022-11-01,Other countries
Barbados,2021,3,0,0.10116,0,2021-03-01,Other countries
Barbados,2021,4,0,29.93186,18.18186,2021-04-01,Other countries
Barbados,2021,6,0,36.48184,0,2021-06-01,Other countries
Barbados,2021,7,0,13.75885,13.75885,2021-07-01,Other countries
Barbados,2021,9,0,11.844,0,2021-09-01,Other countries
Barbados,2021,12,0,3.08223,3.08223,2021-12-01,Other countries
Barbados,2020,2,0,13.20766,13.20766,2020-02-01,Other countries
Barbados,2020,6,0,0.3002,0.3002,2020-06-01,Other countries
Barbados,2020,10,0,19.66703,19.02929,2020-10-01,Other countries
Belgium,2023,1,4822.61534,4855.99416,9195.97662,2023-01-01,EU
Belgium,2023,2,2053.99122,4207.40874,13545.888,2023-02-01,EU
Belgium,2023,3,5854.67543,6408.46618,12902.80874,2023-03-01,EU
Belgium,2023,4,6799.77597,5303.82378,11183.98012,2023-04-01,EU
Belgium,2023,5,4373.03822,4980.72238,14538.90085,2023-05-01,EU
Belgium,2023,6,11551.18894,4374.13047,10418.79683,2023-06-01,EU
Belgium,2023,7,17428.89767,5678.30669,18097.62743,2023-07-01,EU
Belgium,2023,8,4073.26073,3247.66129,9779.08958,2023-08-01,EU
Belgium,2023,9,11206.94396,4929.08571,9900.87456,2023-09-01,EU
