date,year,FX_ISO,USD_FX
2014-04-17,2014,TRY,2.1265
2014-04-16,2014,TRY,2.136
2014-04-15,2014,TRY,2.1428
2014-04-14,2014,TRY,2.1208
2014-04-11,2014,TRY,2.1129
2014-04-10,2014,TRY,2.1093
2014-04-09,2014,TRY,2.1038
2014-04-08,2014,TRY,2.0962
2014-04-07,2014,TRY,2.1103
2014-04-04,2014,TRY,2.1135
2014-04-03,2014,TRY,2.1327
2014-04-02,2014,TRY,2.1276
2014-04-01,2014,TRY,2.1378
2014-03-31,2014,TRY,2.1407
2014-03-28,2014,TRY,2.1909
2014-03-27,2014,TRY,2.1872
2014-03-26,2014,TRY,2.1921
2014-03-25,2014,TRY,2.2165
2014-03-24,2014,TRY,2.2372
2014-03-21,2014,TRY,2.2335
2014-03-20,2014,TRY,2.2294
2014-03-19,2014,TRY,2.2401
2014-03-18,2014,TRY,2.2188
2014-03-17,2014,TRY,2.2198
2014-03-14,2014,TRY,2.213
2014-03-13,2014,TRY,2.2327
2014-03-12,2014,TRY,2.2323
2014-03-11,2014,TRY,2.2466
2014-03-10,2014,TRY,2.2186
2014-03-07,2014,TRY,2.2055
2014-03-06,2014,TRY,2.1803
2014-03-05,2014,TRY,2.2031
2014-03-04,2014,TRY,2.2065
2014-03-03,2014,TRY,2.2321
2014-02-28,2014,TRY,2.2093
2014-02-27,2014,TRY,2.2138
2014-02-26,2014,TRY,2.2279
2014-02-25,2014,TRY,2.2122
2014-02-24,2014,TRY,2.2021
2014-02-21,2014,TRY,2.1787
2014-02-20,2014,TRY,2.2013
2014-02-19,2014,TRY,2.2145
2014-02-18,2014,TRY,2.1804
2014-02-17,2014,TRY,2.1767
2014-02-14,2014,TRY,2.181
2014-02-13,2014,TRY,2.1856
2014-02-12,2014,TRY,2.1926
2014-02-11,2014,TRY,2.1932
2014-02-10,2014,TRY,2.2176
2014-02-07,2014,TRY,2.2199
2014-02-06,2014,TRY,2.2096
2014-02-05,2014,TRY,2.2386
2014-02-04,2014,TRY,2.238
2014-02-03,2014,TRY,2.2824
2014-01-31,2014,TRY,2.2607
2014-01-30,2014,TRY,2.2693
2014-01-29,2014,TRY,2.2607
2014-01-28,2014,TRY,2.252
2014-01-27,2014,TRY,2.283
2014-01-24,2014,TRY,2.3315
2014-01-23,2014,TRY,2.2928
2014-01-22,2014,TRY,2.2582
2014-01-21,2014,TRY,2.2517
2014-01-20,2014,TRY,2.2403
2014-01-17,2014,TRY,2.2317
2014-01-16,2014,TRY,2.2069
2014-01-15,2014,TRY,2.1913
2014-01-14,2014,TRY,2.1838
2014-01-13,2014,TRY,2.1795
2014-01-10,2014,TRY,2.165
2014-01-09,2014,TRY,2.178
2014-01-08,2014,TRY,2.1856
2014-01-07,2014,TRY,2.1678
2014-01-06,2014,TRY,2.1715
2014-01-03,2014,TRY,2.1785
2014-01-02,2014,TRY,2.1713
2014-01-01,2014,TRY,2.1483
2013-12-31,2013,TRY,2.1458
2013-12-30,2013,TRY,2.1231
2013-12-27,2013,TRY,2.1513
2013-12-26,2013,TRY,2.1271
2013-12-25,2013,TRY,2.0956
2013-12-24,2013,TRY,2.0775
2013-12-23,2013,TRY,2.0977
2013-12-20,2013,TRY,2.0918
2013-12-19,2013,TRY,2.0728
2013-12-18,2013,TRY,2.0578
2013-12-17,2013,TRY,2.036
2013-12-16,2013,TRY,2.0274
2013-12-13,2013,TRY,2.0404
2013-12-12,2013,TRY,2.0433
2013-12-11,2013,TRY,2.0429
2013-12-10,2013,TRY,2.0278
2013-12-09,2013,TRY,2.0324
2013-12-06,2013,TRY,2.0252
2013-12-05,2013,TRY,2.0368
2013-12-04,2013,TRY,2.0486
2013-12-03,2013,TRY,2.0434
2013-12-02,2013,TRY,2.0389
2013-11-29,2013,TRY,2.0198
2013-11-28,2013,TRY,2.0147
2013-11-27,2013,TRY,2.0254
2013-11-26,2013,TRY,2.0136
2013-11-25,2013,TRY,2.0078
2013-11-22,2013,TRY,2.0057
2013-11-21,2013,TRY,2.0168
2013-11-20,2013,TRY,2.0154
2013-11-19,2013,TRY,2.0112
2013-11-18,2013,TRY,2.0219
2013-11-15,2013,TRY,2.0293
2013-11-14,2013,TRY,2.0333
2013-11-13,2013,TRY,2.0442
2013-11-12,2013,TRY,2.0545
2013-11-11,2013,TRY,2.0433
2013-11-08,2013,TRY,2.039
2013-11-07,2013,TRY,2.0352
2013-11-06,2013,TRY,2.0356
2013-11-05,2013,TRY,2.0298
2013-11-04,2013,TRY,2.0162
2013-11-01,2013,TRY,2.017
2013-10-31,2013,TRY,1.996
2013-10-30,2013,TRY,1.9947
2013-10-29,2013,TRY,1.9914
2013-10-28,2013,TRY,1.9841
2013-10-25,2013,TRY,1.9835
2013-10-24,2013,TRY,1.9796
2013-10-23,2013,TRY,1.9758
2013-10-22,2013,TRY,1.9685
2013-10-21,2013,TRY,1.9812
2013-10-18,2013,TRY,1.9686
2013-10-17,2013,TRY,1.9659
2013-10-16,2013,TRY,1.9728
2013-10-15,2013,TRY,1.9882
2013-10-14,2013,TRY,1.9818
2013-10-11,2013,TRY,1.9823
2013-10-10,2013,TRY,1.9745
2013-10-09,2013,TRY,1.982
2013-10-08,2013,TRY,1.9889
2013-10-07,2013,TRY,1.9937
2013-10-04,2013,TRY,1.9871
2013-10-03,2013,TRY,2.0029
2013-10-02,2013,TRY,1.9939
2013-10-01,2013,TRY,2.0094
2013-09-30,2013,TRY,2.0186
2013-09-27,2013,TRY,2.0309
2013-09-26,2013,TRY,2.0228
2013-09-25,2013,TRY,2.016
2013-09-24,2013,TRY,1.9989
2013-09-23,2013,TRY,1.9853
2013-09-20,2013,TRY,1.9799
2013-09-19,2013,TRY,1.9605
2013-09-18,2013,TRY,1.9501
2013-09-17,2013,TRY,2.0018
2013-09-16,2013,TRY,2.0045
2013-09-13,2013,TRY,2.028
2013-09-12,2013,TRY,2.0306
2013-09-11,2013,TRY,2.0117
2013-09-10,2013,TRY,2.0141
2013-09-09,2013,TRY,2.0266
2013-09-06,2013,TRY,2.0465
2013-09-05,2013,TRY,2.0691
2013-09-04,2013,TRY,2.0505
2013-09-03,2013,TRY,2.0584
2013-09-02,2013,TRY,2.0213
2013-08-30,2013,TRY,2.0403
2013-08-29,2013,TRY,2.0358
2013-08-28,2013,TRY,2.0374
2013-08-27,2013,TRY,2.0363
2013-08-26,2013,TRY,1.998
2013-08-23,2013,TRY,1.9878
2013-08-22,2013,TRY,1.9936
2013-08-21,2013,TRY,1.9785
2013-08-20,2013,TRY,1.9496
2013-08-19,2013,TRY,1.9544
2013-08-16,2013,TRY,1.9446
2013-08-15,2013,TRY,1.9345
2013-08-14,2013,TRY,1.9344
2013-08-13,2013,TRY,1.934
2013-08-12,2013,TRY,1.9251
2013-08-09,2013,TRY,1.9204
2013-08-08,2013,TRY,1.9225
2013-08-07,2013,TRY,1.9322
2013-08-06,2013,TRY,1.9252
2013-08-05,2013,TRY,1.9303
2013-08-02,2013,TRY,1.9255
2013-08-01,2013,TRY,1.947
2013-07-31,2013,TRY,1.9353
2013-07-30,2013,TRY,1.9229
2013-07-29,2013,TRY,1.9263
2013-07-26,2013,TRY,1.926
2013-07-25,2013,TRY,1.9206
2013-07-24,2013,TRY,1.9213
2013-07-23,2013,TRY,1.9004
2013-07-22,2013,TRY,1.912
2013-07-19,2013,TRY,1.9181
2013-07-18,2013,TRY,1.9214
2013-07-17,2013,TRY,1.9108
2013-07-16,2013,TRY,1.921
2013-07-15,2013,TRY,1.9335
2013-07-12,2013,TRY,1.9525
2013-07-11,2013,TRY,1.9511
2013-07-10,2013,TRY,1.9497
2013-07-09,2013,TRY,1.9415
2013-07-08,2013,TRY,1.9473
2013-07-05,2013,TRY,1.9683
2013-07-04,2013,TRY,1.943
2013-07-03,2013,TRY,1.947
2013-07-02,2013,TRY,1.9331
2013-07-01,2013,TRY,1.924
2013-06-28,2013,TRY,1.9288
2013-06-27,2013,TRY,1.9199
2013-06-26,2013,TRY,1.9354
2013-06-25,2013,TRY,1.9311
2013-06-24,2013,TRY,1.9438
2013-06-21,2013,TRY,1.9388
2013-06-20,2013,TRY,1.9369
2013-06-19,2013,TRY,1.902
2013-06-18,2013,TRY,1.8865
2013-06-17,2013,TRY,1.8741
2013-06-14,2013,TRY,1.859
2013-06-13,2013,TRY,1.8616
2013-06-12,2013,TRY,1.8752
2013-06-11,2013,TRY,1.8918
2013-06-10,2013,TRY,1.9018
2013-06-07,2013,TRY,1.873
2013-06-06,2013,TRY,1.8932
2013-06-05,2013,TRY,1.8923
2013-06-04,2013,TRY,1.8769
2013-06-03,2013,TRY,1.8828
2013-05-31,2013,TRY,1.8756
2013-05-30,2013,TRY,1.8735
2013-05-29,2013,TRY,1.8605
2013-05-28,2013,TRY,1.858
2013-05-27,2013,TRY,1.8458
2013-05-24,2013,TRY,1.8466
2013-05-23,2013,TRY,1.8464
2013-05-22,2013,TRY,1.8491
2013-05-21,2013,TRY,1.8431
2013-05-20,2013,TRY,1.8408
2013-05-17,2013,TRY,1.8421
2013-05-16,2013,TRY,1.8241
2013-05-15,2013,TRY,1.8226
2013-05-14,2013,TRY,1.8155
2013-05-13,2013,TRY,1.812
2013-05-10,2013,TRY,1.8013
2013-05-09,2013,TRY,1.7987
2013-05-08,2013,TRY,1.79
2013-05-07,2013,TRY,1.7968
2013-05-06,2013,TRY,1.7972
2013-05-03,2013,TRY,1.7943
2013-05-02,2013,TRY,1.7928
2013-05-01,2013,TRY,1.7927
2013-04-30,2013,TRY,1.793
2013-04-29,2013,TRY,1.7956
2013-04-26,2013,TRY,1.7975
2013-04-25,2013,TRY,1.7988
2013-04-24,2013,TRY,1.8024
2013-04-23,2013,TRY,1.8046
2013-04-22,2013,TRY,1.8043
2013-04-19,2013,TRY,1.7998
2013-04-18,2013,TRY,1.7965
2013-04-17,2013,TRY,1.7995
2013-04-16,2013,TRY,1.788
2013-04-15,2013,TRY,1.7929
2013-04-12,2013,TRY,1.7881
2013-04-11,2013,TRY,1.7848
2013-04-10,2013,TRY,1.7895
2013-04-09,2013,TRY,1.7843
2013-04-08,2013,TRY,1.786
2013-04-05,2013,TRY,1.7936
2013-04-04,2013,TRY,1.8034
2013-04-03,2013,TRY,1.8089
2013-04-02,2013,TRY,1.8033
2013-04-01,2013,TRY,1.8051
2013-03-29,2013,TRY,1.809
2013-03-28,2013,TRY,1.8104
2013-03-27,2013,TRY,1.8144
2013-03-26,2013,TRY,1.8143
2013-03-25,2013,TRY,1.8225
2013-03-22,2013,TRY,1.8146
2013-03-21,2013,TRY,1.8184
2013-03-20,2013,TRY,1.8176
2013-03-19,2013,TRY,1.8251
2013-03-18,2013,TRY,1.813
2013-03-15,2013,TRY,1.8063
2013-03-14,2013,TRY,1.8098
2013-03-13,2013,TRY,1.8126
2013-03-12,2013,TRY,1.8029
2013-03-11,2013,TRY,1.799
2013-03-08,2013,TRY,1.8045
2013-03-07,2013,TRY,1.7973
2013-03-06,2013,TRY,1.7984
2013-03-05,2013,TRY,1.7916
2013-03-04,2013,TRY,1.7989
2013-03-01,2013,TRY,1.7974
2013-02-28,2013,TRY,1.7985
2013-02-27,2013,TRY,1.7977
2013-02-26,2013,TRY,1.8054
2013-02-25,2013,TRY,1.8094
2013-02-22,2013,TRY,1.8019
2013-02-21,2013,TRY,1.7942
2013-02-20,2013,TRY,1.7833
2013-02-19,2013,TRY,1.7765
2013-02-18,2013,TRY,1.7672
2013-02-15,2013,TRY,1.7665
2013-02-14,2013,TRY,1.7683
2013-02-13,2013,TRY,1.7635
2013-02-12,2013,TRY,1.7724
2013-02-11,2013,TRY,1.7755
2013-02-08,2013,TRY,1.7715
2013-02-07,2013,TRY,1.774
2013-02-06,2013,TRY,1.7695
2013-02-05,2013,TRY,1.7612
2013-02-04,2013,TRY,1.7613
2013-02-01,2013,TRY,1.7473
2013-01-31,2013,TRY,1.7589
2013-01-30,2013,TRY,1.7678
2013-01-29,2013,TRY,1.7685
2013-01-28,2013,TRY,1.773
2013-01-25,2013,TRY,1.7675
2013-01-24,2013,TRY,1.7686
2013-01-23,2013,TRY,1.7716
2013-01-22,2013,TRY,1.769
2013-01-21,2013,TRY,1.7643
2013-01-18,2013,TRY,1.7603
2013-01-17,2013,TRY,1.7524
2013-01-16,2013,TRY,1.7653
2013-01-15,2013,TRY,1.7691
2013-01-14,2013,TRY,1.7688
2013-01-11,2013,TRY,1.7695
2013-01-10,2013,TRY,1.7672
2013-01-09,2013,TRY,1.7753
2013-01-08,2013,TRY,1.7783
2013-01-07,2013,TRY,1.7798
2013-01-04,2013,TRY,1.7818
2013-01-03,2013,TRY,1.7847
2013-01-02,2013,TRY,1.7787
2013-01-01,2013,TRY,1.7838
2012-12-31,2012,TRY,1.7837
2012-12-28,2012,TRY,1.7894
2012-12-27,2012,TRY,1.7888
2012-12-26,2012,TRY,1.794
2012-12-25,2012,TRY,1.794
2012-12-24,2012,TRY,1.7971
2012-12-21,2012,TRY,1.7975
2012-12-20,2012,TRY,1.7861
2012-12-19,2012,TRY,1.7837
2012-12-18,2012,TRY,1.7789
2012-12-17,2012,TRY,1.7839
2012-12-14,2012,TRY,1.779
2012-12-13,2012,TRY,1.7813
2012-12-12,2012,TRY,1.7772
2012-12-11,2012,TRY,1.7826
2012-12-10,2012,TRY,1.7892
2012-12-07,2012,TRY,1.7884
2012-12-06,2012,TRY,1.7889
2012-12-05,2012,TRY,1.7865
2012-12-04,2012,TRY,1.7841
2012-12-03,2012,TRY,1.7869
2012-11-30,2012,TRY,1.7873000000000001
2012-11-29,2012,TRY,1.786
2012-11-28,2012,TRY,1.7923
2012-11-27,2012,TRY,1.7923
2012-11-26,2012,TRY,1.7959
2012-11-23,2012,TRY,1.7942
2012-11-22,2012,TRY,1.7975
2012-11-21,2012,TRY,1.8023
2012-11-20,2012,TRY,1.7937
2012-11-19,2012,TRY,1.7978
2012-11-16,2012,TRY,1.8005
2012-11-15,2012,TRY,1.801
2012-11-14,2012,TRY,1.8055
2012-11-13,2012,TRY,1.8074
2012-11-12,2012,TRY,1.8011
2012-11-09,2012,TRY,1.7912
2012-11-08,2012,TRY,1.7859
2012-11-07,2012,TRY,1.7858
2012-11-06,2012,TRY,1.7735
2012-11-05,2012,TRY,1.7818
2012-11-02,2012,TRY,1.7927
2012-11-01,2012,TRY,1.7881
2012-10-31,2012,TRY,1.7936
2012-10-30,2012,TRY,1.7965
2012-10-29,2012,TRY,1.8042
2012-10-26,2012,TRY,1.8006
2012-10-25,2012,TRY,1.8014
2012-10-24,2012,TRY,1.8035
2012-10-23,2012,TRY,1.8015
2012-10-22,2012,TRY,1.7957
2012-10-19,2012,TRY,1.7951
2012-10-18,2012,TRY,1.7969
2012-10-17,2012,TRY,1.7993
2012-10-16,2012,TRY,1.8043
2012-10-15,2012,TRY,1.8115
2012-10-12,2012,TRY,1.8069
2012-10-11,2012,TRY,1.8075
2012-10-10,2012,TRY,1.8182
2012-10-09,2012,TRY,1.8239
2012-10-08,2012,TRY,1.8107
2012-10-05,2012,TRY,1.8051
2012-10-04,2012,TRY,1.7984
2012-10-03,2012,TRY,1.8052
2012-10-02,2012,TRY,1.792
2012-10-01,2012,TRY,1.7917
2012-09-28,2012,TRY,1.7964
2012-09-27,2012,TRY,1.7883
2012-09-26,2012,TRY,1.7921
2012-09-25,2012,TRY,1.7919
2012-09-24,2012,TRY,1.7984
2012-09-21,2012,TRY,1.7945
2012-09-20,2012,TRY,1.7983
2012-09-19,2012,TRY,1.7941
2012-09-18,2012,TRY,1.7973
2012-09-17,2012,TRY,1.7979
2012-09-14,2012,TRY,1.7967
2012-09-13,2012,TRY,1.8003
2012-09-12,2012,TRY,1.8075
2012-09-11,2012,TRY,1.8045
2012-09-10,2012,TRY,1.8029
2012-09-07,2012,TRY,1.7968
2012-09-06,2012,TRY,1.8093
2012-09-05,2012,TRY,1.8191
2012-09-04,2012,TRY,1.8215
2012-09-03,2012,TRY,1.8185
2012-08-31,2012,TRY,1.8186
2012-08-30,2012,TRY,1.8267
2012-08-29,2012,TRY,1.8218
2012-08-28,2012,TRY,1.811
2012-08-27,2012,TRY,1.8001
2012-08-24,2012,TRY,1.7985
2012-08-23,2012,TRY,1.7935
2012-08-22,2012,TRY,1.795
2012-08-21,2012,TRY,1.7945
2012-08-20,2012,TRY,1.8032
2012-08-17,2012,TRY,1.8006
2012-08-16,2012,TRY,1.7939
2012-08-15,2012,TRY,1.7981
2012-08-14,2012,TRY,1.8039
2012-08-13,2012,TRY,1.7952
2012-08-10,2012,TRY,1.782
2012-08-09,2012,TRY,1.7827
2012-08-08,2012,TRY,1.7808
2012-08-07,2012,TRY,1.7863
2012-08-06,2012,TRY,1.7772
2012-08-03,2012,TRY,1.7793
2012-08-02,2012,TRY,1.8014
2012-08-01,2012,TRY,1.8085
2012-07-31,2012,TRY,1.7951
2012-07-30,2012,TRY,1.8009
2012-07-27,2012,TRY,1.812
2012-07-26,2012,TRY,1.8124
2012-07-25,2012,TRY,1.8215
2012-07-24,2012,TRY,1.828
2012-07-23,2012,TRY,1.8195
2012-07-20,2012,TRY,1.8083
2012-07-19,2012,TRY,1.8023
2012-07-18,2012,TRY,1.8017
2012-07-17,2012,TRY,1.8054
2012-07-16,2012,TRY,1.8092
2012-07-13,2012,TRY,1.8114
2012-07-12,2012,TRY,1.8199
2012-07-11,2012,TRY,1.8097
2012-07-10,2012,TRY,1.8175
2012-07-09,2012,TRY,1.8216
2012-07-06,2012,TRY,1.819
2012-07-05,2012,TRY,1.8091
2012-07-04,2012,TRY,1.806
2012-07-03,2012,TRY,1.7967
2012-07-02,2012,TRY,1.8059
2012-06-29,2012,TRY,1.8097
2012-06-28,2012,TRY,1.8277
2012-06-27,2012,TRY,1.8139
2012-06-26,2012,TRY,1.8078
2012-06-25,2012,TRY,1.8223
2012-06-22,2012,TRY,1.815
2012-06-21,2012,TRY,1.8074
2012-06-20,2012,TRY,1.7935
2012-06-19,2012,TRY,1.7999
2012-06-18,2012,TRY,1.8117
2012-06-15,2012,TRY,1.8115
2012-06-14,2012,TRY,1.8149
2012-06-13,2012,TRY,1.8185
2012-06-12,2012,TRY,1.823
2012-06-11,2012,TRY,1.8293
2012-06-08,2012,TRY,1.8238
2012-06-07,2012,TRY,1.8269
2012-06-06,2012,TRY,1.829
2012-06-05,2012,TRY,1.8461
2012-06-04,2012,TRY,1.8526
2012-06-01,2012,TRY,1.857
2012-05-31,2012,TRY,1.8661
2012-05-30,2012,TRY,1.8566
2012-05-29,2012,TRY,1.8321
2012-05-28,2012,TRY,1.837
2012-05-25,2012,TRY,1.8489
2012-05-24,2012,TRY,1.8489
2012-05-23,2012,TRY,1.851
2012-05-22,2012,TRY,1.8344
2012-05-21,2012,TRY,1.8238
2012-05-18,2012,TRY,1.8366
2012-05-17,2012,TRY,1.8313
2012-05-16,2012,TRY,1.8263
2012-05-15,2012,TRY,1.8245
2012-05-14,2012,TRY,1.8105
2012-05-11,2012,TRY,1.785
2012-05-10,2012,TRY,1.7856
2012-05-09,2012,TRY,1.7944
2012-05-08,2012,TRY,1.7774
2012-05-07,2012,TRY,1.761
2012-05-04,2012,TRY,1.7585
2012-05-03,2012,TRY,1.7628
2012-05-02,2012,TRY,1.7601
2012-05-01,2012,TRY,1.755
2012-04-30,2012,TRY,1.7565
2012-04-27,2012,TRY,1.7608
2012-04-26,2012,TRY,1.764
2012-04-25,2012,TRY,1.7698
2012-04-24,2012,TRY,1.7811
2012-04-23,2012,TRY,1.7955
2012-04-20,2012,TRY,1.7921
2012-04-19,2012,TRY,1.7926
2012-04-18,2012,TRY,1.7877
2012-04-17,2012,TRY,1.789
2012-04-16,2012,TRY,1.7963
2012-04-13,2012,TRY,1.7965
2012-04-12,2012,TRY,1.7945
2012-04-11,2012,TRY,1.8083
2012-04-10,2012,TRY,1.814
2012-04-09,2012,TRY,1.7983
2012-04-06,2012,TRY,1.7932
2012-04-05,2012,TRY,1.7927
2012-04-04,2012,TRY,1.7942
2012-04-03,2012,TRY,1.7821
2012-04-02,2012,TRY,1.777
2012-03-30,2012,TRY,1.7825
2012-03-29,2012,TRY,1.7855
2012-03-28,2012,TRY,1.7819
2012-03-27,2012,TRY,1.7878
2012-03-26,2012,TRY,1.7862
2012-03-23,2012,TRY,1.8
2012-03-22,2012,TRY,1.809
2012-03-21,2012,TRY,1.813
2012-03-20,2012,TRY,1.8239
2012-03-19,2012,TRY,1.8048
2012-03-16,2012,TRY,1.7949
2012-03-15,2012,TRY,1.797
2012-03-14,2012,TRY,1.8078
2012-03-13,2012,TRY,1.7906
2012-03-12,2012,TRY,1.7945
2012-03-09,2012,TRY,1.787
2012-03-08,2012,TRY,1.7758
2012-03-07,2012,TRY,1.782
2012-03-06,2012,TRY,1.794
2012-03-05,2012,TRY,1.7699
2012-03-02,2012,TRY,1.7677
2012-03-01,2012,TRY,1.7535
2012-02-29,2012,TRY,1.7491
2012-02-28,2012,TRY,1.755
2012-02-27,2012,TRY,1.7643
2012-02-24,2012,TRY,1.7662
2012-02-23,2012,TRY,1.7611
2012-02-22,2012,TRY,1.7609
2012-02-21,2012,TRY,1.7512
2012-02-20,2012,TRY,1.7429
2012-02-17,2012,TRY,1.7523
2012-02-16,2012,TRY,1.7619
2012-02-15,2012,TRY,1.7688
2012-02-14,2012,TRY,1.7701
2012-02-13,2012,TRY,1.7657
2012-02-10,2012,TRY,1.763
2012-02-09,2012,TRY,1.7531
2012-02-08,2012,TRY,1.751
2012-02-07,2012,TRY,1.7481
2012-02-06,2012,TRY,1.7587
2012-02-03,2012,TRY,1.753
2012-02-02,2012,TRY,1.7582
2012-02-01,2012,TRY,1.7571
2012-01-31,2012,TRY,1.7773
2012-01-30,2012,TRY,1.7878
2012-01-27,2012,TRY,1.7768
2012-01-26,2012,TRY,1.7936
2012-01-25,2012,TRY,1.8066
2012-01-24,2012,TRY,1.822
2012-01-23,2012,TRY,1.818
2012-01-20,2012,TRY,1.83
2012-01-19,2012,TRY,1.8261
2012-01-18,2012,TRY,1.8308
2012-01-17,2012,TRY,1.8449
2012-01-16,2012,TRY,1.8533
2012-01-13,2012,TRY,1.8609
2012-01-12,2012,TRY,1.851
2012-01-11,2012,TRY,1.855
2012-01-10,2012,TRY,1.8686
2012-01-09,2012,TRY,1.868
2012-01-06,2012,TRY,1.8776
2012-01-05,2012,TRY,1.883
2012-01-04,2012,TRY,1.8785
2012-01-03,2012,TRY,1.873
2012-01-02,2012,TRY,1.8955
2024-04-05,2024,BYN,3.2781
2024-04-04,2024,BYN,3.2661
2024-04-03,2024,BYN,3.2661
2024-04-02,2024,BYN,3.2661
2024-04-01,2024,BYN,3.25
2024-03-29,2024,BYN,3.2661
2024-03-28,2024,BYN,3.2661
2024-03-27,2024,BYN,3.2661
2024-03-26,2024,BYN,3.2661
2024-03-25,2024,BYN,3.2661
2024-03-22,2024,BYN,3.2661
2024-03-21,2024,BYN,3.2661
2024-03-20,2024,BYN,3.2661
2024-03-19,2024,BYN,3.2661
2024-03-18,2024,BYN,3.2661
2024-03-15,2024,BYN,3.2661
2024-03-14,2024,BYN,3.2661
2024-03-13,2024,BYN,3.2661
2024-03-12,2024,BYN,3.2661
2024-03-11,2024,BYN,3.2661
2024-03-08,2024,BYN,3.2661
2024-03-07,2024,BYN,3.2661
2024-03-06,2024,BYN,3.2661
2024-03-05,2024,BYN,3.2661
2024-03-04,2024,BYN,3.2661
2024-03-01,2024,BYN,3.2661
2024-02-29,2024,BYN,3.2661
2024-02-28,2024,BYN,3.2661
2024-02-27,2024,BYN,3.2661
2024-02-26,2024,BYN,3.2661
2024-02-23,2024,BYN,3.2661
2024-02-22,2024,BYN,3.2661
2024-02-21,2024,BYN,3.2661
2024-02-20,2024,BYN,3.2661
2024-02-19,2024,BYN,3.2661
2024-02-16,2024,BYN,3.2661
2024-02-15,2024,BYN,3.2661
2024-02-14,2024,BYN,3.2661
2024-02-13,2024,BYN,3.2661
2024-02-12,2024,BYN,3.2661
2024-02-09,2024,BYN,3.2661
2024-02-08,2024,BYN,3.2661
2024-02-07,2024,BYN,3.2661
2024-02-06,2024,BYN,3.2661
2024-02-05,2024,BYN,3.2661
2024-02-02,2024,BYN,3.2661
2024-02-01,2024,BYN,3.2661
2024-01-31,2024,BYN,3.2661
2024-01-30,2024,BYN,3.2661
2024-01-29,2024,BYN,3.2661
2024-01-26,2024,BYN,3.2661
2024-01-25,2024,BYN,3.2661
2024-01-24,2024,BYN,3.2661
2024-01-23,2024,BYN,3.2661
2024-01-22,2024,BYN,3.2661
2024-01-19,2024,BYN,3.2661
2024-01-18,2024,BYN,3.2661
2024-01-17,2024,BYN,3.2661
2024-01-16,2024,BYN,3.2661
2024-01-15,2024,BYN,3.2661
2024-01-12,2024,BYN,3.2661
2024-01-11,2024,BYN,3.2661
2024-01-10,2024,BYN,3.2661
2024-01-09,2024,BYN,3.2661
2024-01-08,2024,BYN,3.28
2024-01-05,2024,BYN,3.2961
2024-01-04,2024,BYN,3.2961
2024-01-03,2024,BYN,3.2961
2024-01-02,2024,BYN,3.2961
2024-01-01,2024,BYN,3.2951
2023-12-29,2023,BYN,3.2951
2023-12-28,2023,BYN,3.2951
2023-12-27,2023,BYN,3.2951
2023-12-26,2023,BYN,3.2951
2023-12-25,2023,BYN,3.3004
2023-12-22,2023,BYN,3.2881
2023-12-21,2023,BYN,3.2881
2023-12-20,2023,BYN,3.2881
2023-12-19,2023,BYN,3.2881
2023-12-18,2023,BYN,3.2881
2023-12-15,2023,BYN,3.2881
2023-12-14,2023,BYN,3.2881
2023-12-13,2023,BYN,3.2881
2023-12-12,2023,BYN,3.2881
2023-12-11,2023,BYN,3.2881
2023-12-08,2023,BYN,3.2881
2023-12-07,2023,BYN,3.28
2023-12-06,2023,BYN,3.2881
2023-12-05,2023,BYN,3.2881
2023-12-04,2023,BYN,3.28
2023-12-01,2023,BYN,3.2881
2023-11-30,2023,BYN,3.2881
2023-11-29,2023,BYN,3.2881
2023-11-28,2023,BYN,3.2881
2023-11-27,2023,BYN,3.2881
2023-11-24,2023,BYN,3.2881
2023-11-23,2023,BYN,3.2881
2023-11-22,2023,BYN,3.2881
2023-11-21,2023,BYN,3.2881
2023-11-20,2023,BYN,3.2881
2023-11-17,2023,BYN,3.2881
2023-11-16,2023,BYN,3.2881
2023-11-15,2023,BYN,3.2881
2023-11-14,2023,BYN,3.2881
2023-11-13,2023,BYN,3.2881
2023-11-10,2023,BYN,3.2881
2023-11-09,2023,BYN,3.2881
2023-11-08,2023,BYN,3.2881
2023-11-07,2023,BYN,3.2881
2023-11-06,2023,BYN,3.2881
2023-11-03,2023,BYN,3.2881
2023-11-02,2023,BYN,3.2881
2023-11-01,2023,BYN,3.2881
2023-10-31,2023,BYN,3.2881
2023-10-30,2023,BYN,3.2881
2023-10-27,2023,BYN,3.2881
2023-10-26,2023,BYN,3.2881
2023-10-25,2023,BYN,3.2881
2023-10-24,2023,BYN,3.2881
2023-10-23,2023,BYN,3.2881
2023-10-20,2023,BYN,3.2881
2023-10-19,2023,BYN,3.2881
2023-10-18,2023,BYN,3.2881
2023-10-17,2023,BYN,3.2881
2023-10-16,2023,BYN,3.2925
2023-10-13,2023,BYN,3.2881
2023-10-12,2023,BYN,3.2881
2023-10-11,2023,BYN,3.2881
2023-10-10,2023,BYN,3.2881
2023-10-09,2023,BYN,3.2881
2023-10-06,2023,BYN,3.2871
2023-10-05,2023,BYN,3.2871
2023-10-04,2023,BYN,3.2871
2023-10-03,2023,BYN,3.2861
2023-10-02,2023,BYN,3.2861
2023-09-29,2023,BYN,3.305
2023-09-28,2023,BYN,2.5181
2023-09-27,2023,BYN,2.5181
2023-09-26,2023,BYN,2.5181
2023-09-25,2023,BYN,2.5181
2023-09-22,2023,BYN,2.5181
