codes,level,eng,rus,arm,nrow,group,account,date,value,value_yoy
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,1995-12-31,5.02,14.27
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,1996-03-31,4.825,17.205000000000002
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,1996-06-30,8.413,22.678
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,1996-09-30,10.392999999999997,28.650999999999996
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,1996-12-31,12.538,36.169
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,1997-03-31,8.143834,39.487834
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,1997-06-30,12.770753200000001,43.8455872
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,1997-09-30,14.115948000000003,47.56853520000001
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,1997-12-31,15.594182,50.624717200000006
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,1998-03-31,12.818932000000004,55.29981520000001
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,1998-06-30,14.106436,56.63549800000001
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,1998-09-30,14.260884,56.780434
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,1998-12-31,11.449456000000001,52.63570800000001
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,1999-03-31,13.487436,53.30421200000001
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,1999-06-30,12.23199,51.429766
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,1999-09-30,13.604764,50.773646
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,1999-12-31,13.848228000000002,53.17241800000001
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2000-03-31,12.903615200000003,52.58859720000001
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2000-06-30,17.088012,57.444619200000005
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2000-09-30,16.586956,60.4268112
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2000-12-31,18.2228108,64.801394
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2001-03-31,16.025804400000002,67.9235832
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2001-06-30,16.734859200000002,67.5704304
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2001-09-30,19.390763999999997,70.3742384
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2001-12-31,19.863764,72.0151916
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2002-03-31,13.179662782031,69.169049982031
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2002-06-30,13.926298244904801,66.3604890269358
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2002-09-30,18.825120868,65.7948458949358
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2002-12-31,19.08135992,65.0124418149358
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2003-03-31,15.4477458018,67.28052483470479
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2003-06-30,18.484247028920006,71.83847361872
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2003-09-30,21.271319558000002,74.28467230872
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2003-12-31,18.8534888792,74.05680126792001
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2004-03-31,15.605159305583753,74.21421477170377
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2004-06-30,18.092007485805635,73.8219752285894
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2004-09-30,19.851750473071938,72.40240614366132
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2004-12-31,21.280223672961164,74.8291409374225
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2005-03-31,19.34556070306,78.56954233489873
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2005-06-30,21.622011795200002,82.0995466442931
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2005-09-30,26.072333264,88.32012943522116
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2005-12-31,26.313563051220004,93.35346881347999
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2006-03-31,21.132564309366003,95.14047241978601
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2006-06-30,25.2654434178732,98.78390404245921
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2006-09-30,25.633758559552007,98.34532933801121
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2006-12-31,31.4089505684946,103.44071685528581
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2007-03-31,26.939999999999998,109.24815254591981
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2007-06-30,31.944999999999997,115.9277091280466
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2007-09-30,36.7925,127.0864505684946
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2007-12-31,36.803999999999995,132.48149999999998
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2008-03-31,29.142335912920004,134.68383591292
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2008-06-30,34.500750141820006,137.23958605474002
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2008-09-30,40.57898623801999,141.02607229276
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2008-12-31,32.581235865880004,136.80330815864
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2009-03-31,19.31775276361874,126.97872500933875
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2009-06-30,25.89629636078352,118.37427122830226
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2009-09-30,32.08262200081616,109.87790699109843
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2009-12-31,29.587907912887744,106.88457903810615
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2010-03-31,27.380619999999997,114.94744627448742
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2010-06-30,41.2765,130.3276499137039
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2010-09-30,42.779599999999995,141.02462791288772
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2010-12-31,43.1195,154.55622
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2011-03-31,33.42152315406537,160.59712315406534
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2011-06-30,45.16319173207325,164.48381488613862
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2011-09-30,51.90142143037881,173.60563631651743
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2011-12-31,46.25409400047307,176.74023031699048
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2012-03-31,35.301457545173186,178.62016470809832
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2012-06-30,43.612006205057035,177.0689791810821
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2012-09-30,47.57779243680683,172.7453501875101
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2012-12-31,47.28593518661538,173.77719137365244
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2013-03-31,38.007314951892276,176.48304878037152
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2013-06-30,41.745746956575225,174.61678953188974
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2013-09-30,44.80432719553692,171.84332429061982
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2013-12-31,46.989291937282445,171.54668104128686
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2014-03-31,38.66443792211882,172.20380401151343
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2014-06-30,45.37757186712694,175.83562892206513
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2014-09-30,51.20084447215107,182.23214619867926
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2014-12-31,46.486960939000326,181.72981520039713
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2015-03-31,32.34161445433379,175.4069917326121
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2015-06-30,43.97164171673625,174.00106158222144
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2015-09-30,43.9379306860438,166.73814779611416
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2015-12-31,43.25051209025878,163.50169894737263
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2016-03-31,38.00275769722883,169.16284219026767
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2016-06-30,45.396792031693224,170.58799250522463
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2016-09-30,52.81950358772053,179.46956540690138
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2016-12-31,52.47664680914531,188.6957001257879
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2017-03-31,46.61959305403022,197.31253548258928
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2017-06-30,54.793902638532145,206.7096460894282
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2017-09-30,65.98167474147346,219.8718172431811
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2017-12-31,64.17167469046481,231.56684512450065
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2018-03-31,58.03021558669492,242.97746765716533
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2018-06-30,63.58375234382324,251.76731736245645
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2018-09-30,67.95659993184617,253.74224255282914
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2018-12-31,66.76089670874336,256.3314645711077
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2019-03-31,54.187638462119295,252.4888874465321
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2019-06-30,66.17678054827232,255.08191565098113
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2019-09-30,79.16768936684758,266.29300508598254
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2019-12-31,75.8710724382308,275.40318081546997
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2020-03-31,54.333323768401364,275.5488661217521
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2020-06-30,49.36350687135951,258.73559244483926
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2020-09-30,66.30316520415975,245.87106828215144
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2020-12-31,62.391845899150795,232.39184174307144
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2021-03-31,57.13852754941068,235.19704552408075
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2021-06-30,79.31335009729852,265.1468887500198
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2021-09-30,80.75895886711508,279.60268241297507
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2021-12-31,87.2371680329602,304.4480045467845
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2022-03-31,79.33122578468046,326.64070278205423
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2022-06-30,121.30083953403381,368.62819221878954
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2022-09-30,177.8851656421964,465.75439899387084
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2022-12-31,206.66786993556985,585.1851008964804
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2023-03-31,185.57827416110584,691.4321492729059
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2023-06-30,198.7672488625122,768.8985586013844
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2023-09-30,189.1436772604602,780.1570702196482
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,34,1. CURRENT ACCOUNT,Արտահանում,2023-12-31,322.346906500891,895.8361067849693
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1993-12-31,4.28,35.73
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1994-03-31,5.769,37.219
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1994-06-30,7.218,35.596999999999994
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1994-09-30,7.497,24.764
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1994-12-31,11.735999999999999,32.22
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1995-03-31,7.84,34.291
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1995-06-30,11.33,38.403
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1995-09-30,14.49,45.396
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1995-12-31,15.27,48.93000000000001
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1996-03-31,17.73,58.82000000000001
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1996-06-30,21.54,69.03
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1996-09-30,25.110000000000003,79.65
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1996-12-31,27.73,92.11
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1997-03-31,19.846690000000002,94.22669000000002
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1997-06-30,22.927311500000005,95.6140015
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1997-09-30,24.4086107,94.9126122
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1997-12-31,24.6511916,91.83380380000001
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1998-03-31,24.364195799999997,96.35130960000001
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1998-06-30,25.1766034,98.60060150000001
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1998-09-30,27.5465893,101.73858010000001
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1998-12-31,32.7009742,109.7883627
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1999-03-31,21.309374079000005,106.733540979
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1999-06-30,22.93599938,104.492936959
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1999-09-30,23.371023550000004,100.317371209
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,1999-12-31,27.969891850000003,95.586288859
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2000-03-31,27.484364750000005,101.76127953
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2000-06-30,28.594833129999994,107.42011328000001
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2000-09-30,27.10136741,111.15045714000001
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2000-12-31,33.204461124000005,116.38502641400001
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2001-03-31,28.89519941236,117.79586107636
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2001-06-30,28.16585862,117.36688656636
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2001-09-30,30.877308949999996,121.14282810636
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2001-12-31,32.86217708,120.80054406235999
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2002-03-31,30.65836988755,122.56371453754998
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2002-06-30,29.301850505000008,123.69970642255
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2002-09-30,35.488930241000006,128.31132771355
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2002-12-31,35.701120490623495,131.15027112417351
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2003-03-31,32.18999699343,132.6818982300535
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2003-06-30,36.696240627120005,140.0762883521735
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2003-09-30,40.658442256149996,145.2458003673235
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2003-12-31,42.35009669768,151.89477657438
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2004-03-31,36.0973119532741,155.8020915342241
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2004-06-30,46.49916236540836,165.60501327251245
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2004-09-30,47.7583284320145,172.70489944837698
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2004-12-31,49.03778223880768,179.39258498950466
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2005-03-31,41.0450351058575,184.34030814208802
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2005-06-30,52.43300781664519,190.27415359332485
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2005-09-30,57.81071593157003,200.3265410928804
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2005-12-31,60.670286406225415,211.95904526029813
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2006-03-31,42.96368073516291,213.87769088960354
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2006-06-30,56.099160397352264,217.5438434703106
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2006-09-30,59.16451657755848,218.89764411629906
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2006-12-31,73.65004136461035,231.87739907468398
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2007-03-31,68.30239752,257.2161158595211
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2007-06-30,85.68035479999999,286.7973102621688
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2007-09-30,92.15701999999999,319.7898136846103
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2007-12-31,114.57736114999999,360.71713346999996
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2008-03-31,87.95823817014852,380.37297412014846
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2008-06-30,111.2115385461317,405.90415786628023
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2008-09-30,131.8400513705837,445.5871892368639
1.1.2.3.,4,Transport,Транспортные услуги,Տրանսպորտ,35,1. CURRENT ACCOUNT,Ներմուծում,2008-12-31,136.69907352859227,467.70890161545617
