codes,level,eng,rus,arm,nrow,group,account,date,value,value_yoy
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1993-12-31,0,0
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1994-03-31,0,0
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1994-06-30,0,0
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1994-09-30,0,0
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1994-12-31,0,0
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1995-03-31,0,0
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1995-06-30,0,0
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1995-09-30,0,0
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1995-12-31,0,0
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1996-03-31,0,0
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1996-06-30,0,0
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1996-09-30,0,0
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1996-12-31,0,0
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1997-03-31,0.3409446732491421,0.3409446732491421
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1997-06-30,0.4629267211333463,0.8038713943824884
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1997-09-30,0.49419302819218647,1.298064422574675
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1997-12-31,0.6804001856495727,1.9784646082242476
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1998-03-31,0.35459429456996006,1.9921142295450656
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1998-06-30,0.3578024414814358,1.886989949893155
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1998-09-30,0.492788978017332,1.8855858997183006
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1998-12-31,0.6004904770198323,1.8056761910885601
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1999-03-31,0.6282067547648396,2.0792886512834396
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1999-06-30,0.41495640654085797,2.136442616342862
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1999-09-30,1.1244027032187702,2.7680563415443
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,1999-12-31,0.9416685507551996,3.1092344152796674
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2000-03-31,0.625654394353667,3.106682054868495
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2000-06-30,0.7520198698952285,3.4437455182228653
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2000-09-30,1.0406553118333548,3.35999812683745
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2000-12-31,1.0590482875405627,3.477377863622813
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2001-03-31,0.5787748977013152,3.430498366970461
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2001-06-30,0.8666502943632928,3.5451287914385254
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2001-09-30,1.2796734384620336,3.7841469180672043
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2001-12-31,3.5040972403088517,6.229195870835493
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2002-03-31,2.275220908983812,7.92564188211799
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2002-06-30,1.568123974041896,8.627115561796593
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2002-09-30,2.0697551520358886,9.417197275370448
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2002-12-31,3.650406039950269,9.563506075011865
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2003-03-31,6.77078541842873,14.059070584456784
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2003-06-30,11.545368727489816,24.036315337904703
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2003-09-30,26.18834998014941,48.154910166018226
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2003-12-31,5.464637113505255,49.96914123957321
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2004-03-31,2.681248733133046,45.87960455427753
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2004-06-30,4.336935441863716,38.67117126865143
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2004-09-30,3.8815358684147014,16.364357156916718
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2004-12-31,5.445880275870103,16.345600319281566
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2005-03-31,1.9214220524850134,15.585773638633533
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2005-06-30,4.945846764636073,16.19468496140589
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2005-09-30,7.372871834560229,19.686020927551418
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2005-12-31,4.2447557350606715,18.484896386741987
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2006-03-31,1.9115794961527968,18.47505383040977
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2006-06-30,2.444668414235231,15.973875480008928
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2006-09-30,4.314673517765634,12.915677163214333
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2006-12-31,5.989488772462089,14.66041020061575
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2007-03-31,1.6884107670323445,14.437241471495298
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2007-06-30,1.301751080074851,13.294324137334918
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2007-09-30,1.9606422603532536,10.940292879922538
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2007-12-31,2.9191439123622516,7.869948019822701
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2008-03-31,1.1738947880216202,7.355432040811976
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2008-06-30,1.4351492839506221,7.4888302446877475
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2008-09-30,2.210384115932193,7.738572100266687
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2008-12-31,1.7532442247629376,6.572672412667373
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2009-03-31,0.4356138012760109,5.834391425921764
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2009-06-30,0.5253322571205601,4.924574399091702
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2009-09-30,0.7373086806797939,3.4514989638393025
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2009-12-31,0.8614402589800321,2.559694998056397
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2010-03-31,2.4171455371192963,4.541226733899682
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2010-06-30,4.4076723218235045,8.423566798602627
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2010-09-30,3.2115436839886673,10.8978018019115
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2010-12-31,4.499034035147027,14.535395578078495
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2011-03-31,1.5502545717498588,13.668504612709057
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2011-06-30,3.650130456051407,12.91096274693696
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2011-09-30,2.3942494221246626,12.093668485072955
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2011-12-31,1.875106153100102,9.46974060302603
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2012-03-31,0.6850898149728781,8.60457584624905
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2012-06-30,1.3680152705484794,6.322460660746122
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2012-09-30,0.7660044150349705,4.69421565365643
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2012-12-31,1.2884273364145002,4.107536836970828
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2013-03-31,1.6142800179688912,5.036727039966841
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2013-06-30,1.5717793899019874,5.240491159320349
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2013-09-30,1.3060301769710154,5.780516921256394
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2013-12-31,1.546287147405927,6.038376732247821
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2014-03-31,1.564896870989358,5.988993585268288
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2014-06-30,0.8203152468763903,5.237529442242691
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2014-09-30,0.8679657065823427,4.799464971854018
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2014-12-31,1.5755139896424701,4.828691814090561
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2015-03-31,0.30391781087742586,3.567712753978629
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2015-06-30,0.41291058301301575,3.1603080901152545
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2015-09-30,0.7946581339433134,3.087000517476225
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2015-12-31,1.8588983885453345,3.3703849163790895
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2016-03-31,3.406129497365022,6.472596602866686
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2016-06-30,3.689698979167474,9.749384999021144
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2016-09-30,5.1009473067855,14.05567417186333
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2016-12-31,5.1799704994459645,17.37674628276396
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2017-03-31,4.70235858156299,18.67297536696193
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2017-06-30,4.175771628440533,19.159048016234987
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2017-09-30,5.2087218229237635,19.26682253237325
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2017-12-31,7.176216159947831,21.263068192875117
1.1.2.1.,4,Manufacturing services on physical inputs owned by others,"Услуги по обработке материальных ресурсов, принадлежащих другим сторонам",Այլ կողմերին պատկանող նյութական ռեսուրսների վերամշակման ծառայություններ,21,1. CURRENT ACCOUNT,account,2018-03-31,7.512369978212956,24.073079589525083
